,"This is a citation overview for a set of 115 documents.",,,,,,,,,,,,
2008,"Skeletal Muscle Is a Primary Target of SOD1 G93A-Mediated Toxicity","Dobrowolny G., Aucello M., Rizzuto E., Beccafico S., Mammucari C., Boncompagni S., Belia S., Wannenes F., Nicoletti C., Del Prete Z., Rosenthal N., Molinaro M., Protasi F., Fano G., Sandri M., Musaro A.",15504131,"Cell Metabolism",8, 5,17,27,23,8,58,0,75
2008,"Expression of follistatin-related genes is altered in heart failure","Lara-Pezzi E., Barton P.J.R., Felkin L.E., Birks E.J., Sarathchandra P., Panse K.D., George R., Hall J.L., Yacoub M.H., Rosenthal N.",00137227,"Endocrinology",149, 11,3,4,5,2,11,0,14
2008,"Overexpression of mIGF-1 in keratinocytes improves wound healing and accelerates hair follicle formation and cycling in mice","Semenova E., Koegel H., Hasse S., Klatte J.E., Slonimsky E., Bilbao D., Paus R., Werner S., Rosenthal N.",00029440,"American Journal of Pathology",173, 5,1,3,2,2,7,0,8
2008,"Reliability, robustness, and reproducibility in mouse behavioral phenotyping: A cross-laboratory study","Mandillo S., Coghill E.L., Gale K., Golini E., Jacquot S., Krezel W., Parker A., Riet F., Schneider I., Marazziti D., Auwerx J., Tucci V., Brown S.D.M., Chambon P., Rosenthal N., Tocchini-Valentini G., Wurst W., Holter S.M., Meziane H., Al Banchaabouchi M., Kallnik M., Lad H.V., Nolan P.M., Ouagazzal A.-M.",10948341,"Physiological Genomics",34, 3,6,6,16,3,25,0,31
2008,"Analysis of CRE-mediated recombination driven by myosin light chain 1/3 regulatory elements in embryonic and adult skeletal muscle: A tool to study fiber specification","Mourkioti F., Slonimsky E., Huth M., Berno V., Rosenthal N.",1526954X,"Genesis",46, 8,0,0,0,0,0,0,0
2008,"Interleukin-10 from transplanted bone marrow mononuclear cells contributes to cardiac protection after myocardial infarction","Burchfield J.S., Iwasaki M., Koyanagi M., Urbich C., Rosenthal N., Zeiher A.M., Dimmeler S.",00097330,"Circulation Research",103, 2,13,15,17,3,35,0,48
2008,"NF-?B signaling in skeletal muscle: Prospects for intervention in muscle diseases","Mourkioti F., Rosenthal N.",09462716,"Journal of Molecular Medicine",86, 7,2,9,7,3,19,0,21
2008,"Derive and conquer: Sourcing and differentiating stem cells for therapeutic applications","Klimanskaya I., Rosenthal N., Lanza R.",14741776,"Nature Reviews Drug Discovery",7, 2,24,15,15,5,35,0,59
2007,"A naturally occurring calcineurin variant inhibits FoxO activity and enhances skeletal muscle regeneration","Lara-Pezzi E., Suzuki K., Rosenthal N., Winn N., Paul A., McCullagh K., Slominsky E., Santini M.P., Mourkioti F., Sarathchandra P., Fukushima S.",00219525,"Journal of Cell Biology",179, 6,3,2,5,0,7,0,10
2007,"The mouse ascending: Perspectives for human-disease models","Rosenthal N., Brown S.",14657392,"Nature Cell Biology",9, 9,22,7,8,5,20,0,42
2007,"Phenostat: Visualization and statistical tool for analysis of phenotyping data","Reuveni E., Carola V., Banchaabouchi M.A., Rosenthal N., Hancock J.M., Gross C.",09388990,"Mammalian Genome",18, 9,2,0,0,0,0,0,2
2007,"ROCK2 and its alternatively spliced isoform ROCK2m positively control the maturation of the myogenic program","Pelosi M., Marampon F., Zani B.M., Prudente S., Perlas E., Caputo V., Cianetti L., Berno V., Narumiya S., Kang S.W., Musaro A., Rosenthal N.",02707306,"Molecular and Cellular Biology",27, 17,6,7,5,0,12,0,18
2007,"Immune response to stem cells and strategies to induce tolerance","Batten P., Rosenthal N.A., Yacoub M.H.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",362, 1484,4,2,1,0,3,0,7
2007,"Enhancing repair of the mammalian heart","Santini M.P., Song Y.-H., Bergmann M., Freund C., Suzuki K., Rosenthal N., Tsao L., Monassier L., Theodoropoulos C., Carter J., Lara-Pezzi E., Slonimsky E., Salimova E., Delafontaine P.",00097330,"Circulation Research",100, 12,18,6,7,6,19,0,37
2007,"Local expression of IGF-1 accelerates muscle regeneration by rapidly modulating inflammatory cytokines and chemokines","Pelosi L., Molinaro M., Musaro A., Giacinti C., Nardis C., Borsellino G., Rizzuto E., Nicoletti C., Wannenes F., Battistini L., Rosenthal N.",08926638,"FASEB Journal",21, 7,22,21,17,3,41,0,63
2007,"Identification of novel peptide hormones in the human proteome by hidden Markov model screening","Mirabeau O., Perlas E., Severini C., Audero E., Gascuel O., Possenti R., Birney E., Rosenthal N., Gross C.",10889051,"Genome Research",17, 3,7,8,5,1,14,0,21
2007,"Erratum: Targeted ablation of IKK2 improves skeletal muscle strength, maintains mass, and promotes regeneration (Journal of Clinical Investigation (2006) 116 (2945-2954) DOI:10.1172/JCI28721)","Mourkioti F., Rosenthal N., Kratsios P., Luedde T., Song Y.-H., Delafontaine P., Adami R., Parente V., Bottinelli R., Pasparakis M.",00219738,"Journal of Clinical Investigation",117, 1,0,0,0,0,0,0,0
2007,"The neuroprotective effects of a locally acting IGF-1 isoform","Musaro A., Dobrowolny G., Rosenthal N.",05315565,"Experimental Gerontology",42, 1-2,5,3,5,1,9,0,14
2006,"Discussion","Leinwand L., Olson E.N., Rosenthal N., Muslin A., McKinsey T., Schneider M.D., Dorn G., Seidman J., Bristow M., Sugden P., Field L.J., Sadoshima J.-I., Simpson P.C., Katz A.M., Nemer M., Doevendans P.A.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Signalling pathways in cardiac regeneration","Santini M.P., Winn N., Rosenthal N.",15282511,"Novartis Foundation Symposium",274, ,1,0,0,0,0,0,1
2006,"Final general discussion","Olson E.N., Dorn G., McKinsey T., Shetty S.S., Simpson P.C., Izumo S., Rosenthal N., Nemer M., Chien K.R., Schneider M.D., Katz A.M.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Leinwand L., Field L.J., Nemer M., Dimmeler S., Seidman J., Rosenthal N., Schneider M.D., Katz A.M., Izumo S., Marks A.R., Dorn G., Simpson P.C., Olson E.N.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Muslin A., Komuro I., Sugden P., Rosenthal N., Katz A.M., Nemer M., Leinwand L., Bristow M., Olson E.N., Simpson P.C., Schneider M.D., Dorn G., McKinsey T., Sadoshima J.-I., Seidman J.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Rosenthal N., Schneider M.D., Chien K.R., Dimmeler S., Leinwand L., Nemer M., Field L.J., Seidman J., Katz A.M., Sadoshima J.-I.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Rosenthal N., Katz A.M., Simpson P.C., Marks A.R., Kranias L., Leinwand L., Nemer M., Olson E.N., Seidman J., Muslin A., Raju J., Izumo S.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Izumo S., Muslin A., McKinsey T., Leinwand L., Rosenthal N., Olson E.N., Schneider M.D., Marks A.R., Katz A.M., Sugden P., Nemer M., Kranias L., Simpson P.C., Sadoshima J.-I., Seidman J.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Leinwand L., Bristow M., Seidman J., Schneider M.D., Rosenthal N., Olson E.N., Nemer M., Simpson P.C., Katz A.M., Marks A.R., Doevendans P.A., Sadoshima J.-I.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Marks A.R., Doevendans P.A., Muslin A., Olson E.N., Nemer M., Simpson P.C., Field L.J., Dorn G., Seidman J., McKinsey T., Rosenthal N., Dimmeler S., Bristow M., Schneider M.D., Sadoshima J.-I., Shetty S.S., Katz A.M.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Katz A.M., Doevendans P.A., Marks A.R., Foldes G., Sugden P., Shetty S.S., McKinsey T., Nemer M., Olson E.N., Muslin A., Simpson P.C., Rosenthal N., Schneider M.D., Seidman J., Komuro I.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Discussion","Rosenthal N., Muslin A., Sugden P., Marks A.R., Izumo S., Olson E.N., Katz A.M., Simpson P.C., Nemer M., Doevendans P.A., Dorn G., Seidman J., McKinsey T., Sadoshima J.-I., Schneider M.D.",15282511,"Novartis Foundation Symposium",274, ,0,0,0,0,0,0,0
2006,"Targeted ablation of IKK2 improves skeletal muscle strength, maintains mass, and promotes regeneration","Mourkioti F., Rosenthal N., Kratsios P., Luedde T., Song Y.-H., Delafontaine P., Adami R., Parente V., Bottinelli R., Pasparakis M.",00219738,"Journal of Clinical Investigation",116, 11,43,20,17,8,45,0,88
2006,"A message from the president","Rosenthal N.",03014681,"Differentiation",74, 8,0,0,0,0,0,0,0
2006,"Growth factor enhancement of cardiac regeneration","Rosenthal N., Santini M.P., Musaro A.",09636897,"Cell Transplantation",15, 1,2,1,0,0,1,0,3
2006,"The critical role of insulin-like growth factor-1 isoforms in the physiopathology of skeletal muscle","Musaro A., Rosenthal N.",13892029,"Current Genomics",7, 1,3,1,1,0,2,0,5
2006,"The future of regenerative therapy in patients with chronic heart failure","Yacoub M., Suzuki K., Rosenthal N.",17434297,"Nature Clinical Practice Cardiovascular Medicine",3, 1,6,2,0,0,2,0,8
2005,"IGF-1, inflammation and stem cells: Interactions during muscle regeneration","Mourkioti F., Rosenthal N.",14714906,"Trends in Immunology",26, 10,54,20,7,3,30,0,84
2005,"Transgenic overexpression of locally acting insulin-like growth factor-1 inhibits ubiquitin-mediated muscle atrophy in chronic left-ventricular dysfunction","Schulze P.C., Fang J., Kassik K.A., Gannon J., Cupesi M., MacGillivray C., Lee R.T., Rosenthal N.",00097330,"Circulation Research",97, 5,30,13,10,3,26,0,56
2005,"Vasopressin-dependent myogenic cell differentiation is mediated by both Ca2+/calmodulin-dependent kinase and calcineurin pathways","Scicchitano B.M., Spath L., Musaro A., Molinaro M., Rosenthal N., Nervi C., Adamo S.",10591524,"Molecular Biology of the Cell",16, 8,11,0,1,1,2,0,13
2005,"Youthful prospects for human stem-cell therapy","Rosenthal N.",1469221X,"EMBO Reports",6, 1,6,1,1,0,2,0,8
2005,"Insulin-like growth factor I-mediated skeletal muscle hypertrophy is characterized by increased mTOR-p70S6K signaling without increased Akt phosphorylation","Song Y.-H., Godard M., Li Y., Richmond S.R., Rosenthal N., Delafontaine P.",10815589,"Journal of Investigative Medicine",53, 3,18,8,4,0,12,0,30
2005,"Reconciling data from transgenic mice that overexpress IGF-I specifically in skeletal muscle","Shavlakadze T., Winn N., Rosenthal N., Grounds M.D.",10966374,"Growth Hormone and IGF Research",15, 1,47,8,10,1,19,0,66
2005,"Muscle-specific expression of IGF-1 blocks angiotensin II-induced skeletal muscle wasting","Song Y.-H., Li Y., Du J., Mitch W.E., Rosenthal N., Delafontaine P.",00219738,"Journal of Clinical Investigation",115, 2,82,22,13,4,39,0,121
2005,"Muscle expression of a local Igf-1 isoform protects motor neurons in an ALS mouse model","Dobrowolny G., Giacinti C., Pelosi L., Nicoletti C., Winn N., Barberi L., Molinaro M., Rosenthal N., Musaro A.",00219525,"Journal of Cell Biology",168, 2,89,17,20,9,46,0,135
2004,"Human hepatocytes in mice receiving pre-immune injection with human cord blood cells","Turrini P., Padron J., Monego G., Gonzalez J., Cicuzza S., Bonanno G., Zelano G., Rosenthal N., Paonessa G., Laufer R.",0006291X,"Biochemical and Biophysical Research Communications",326, 1,15,0,1,0,1,0,16
2004,"Targeted expression of insulin-like growth factor-I reduces early myofiber necrosis in dystrophic mdx mice","Shavlakadze T., White J., Hoh J.F., Rosenthal N., Grounds M.D.",15250016,"Molecular Therapy",10, 5,39,6,7,0,13,0,52
2004,"The European dimension for the mouse genome mutagenesis program","Auwerx J., Avner P., Baldock R., Ballabio A., Balling R., Barbacid M., Berns A., Bradley A., Brown S., Carmeliet P., Chambon P., Cox R., Davidson D., Davies K., Duboule D., Forejt J., Granucci F., Hastie N., De Angelis M.H., Jackson I., Kioussis D., Kollias G., Lathrop M., Lendahl U., Malumbres M., Von Melchner H., Muller W., Partanen J., Ricciardi-Castagnoli P., Rigby P., Rosen B., Rosenthal N., Skarnes B., Stewart A.F., Thornton J., Tocchini-Valentini G., Wagner E., Wahli W., Wurst W.",10614036,"Nature Genetics",36, 9,89,11,11,1,23,0,112
2004,"The stem cell challenge","Lanza R., Rosenthal N.",00368733,"Scientific American",290, 6,16,1,4,0,5,0,21
2004,"Stem cell-mediated muscle regeneration is enhanced by local isoform of insulin-like growth factor 1","Musaro A., Battistini L., Molinaro M., Rosenthal N., Giacinti C., Borsellino G., Dobrowolny G., Pelosi L., Cairns L., Ottolenghi S., Cossu G., Bernardi G.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",101, 5,109,7,12,7,26,0,135
2003,"A caudorostral wave of RALDH2 conveys anteroposterior information to the cardiac field","Hochgreb T., Linhares V.L., Menezes D.C., Sampaio A.C., Yan C.Y.I., Cardoso W.V., Rosenthal N., Xavier-Neto J.",09501991,"Development",130, 22,48,5,11,1,17,0,65
2003,"The vulture and stem cells [3] (multiple letters)","Garcia-Olmo D., Garcia-Olmo M.-A., Rosenthal N.",00284793,"New England Journal of Medicine",349, 15,2,1,0,0,1,0,3
2003,"Attenuating muscle wasting: Cell and gene therapy approaches","Musaro A., Rosenthal N.",13892029,"Current Genomics",4, 7,2,0,1,0,1,0,3
2003,"Prometheus's vulture and the stem-cell promise","Rosenthal N.",00284793,"New England Journal of Medicine",349, 3,94,9,4,1,14,0,108
2003,"Developmental Basis of Evolutionary Digit Loss in the Australian Lizard Hemiergis","Shapiro M.D., Hanken J., Rosenthal N.",0022104X,"Journal of Experimental Zoology Part B: Molecular and Developmental Evolution",297, 1,32,5,6,0,11,0,43
2003,"Machinations of the marrow","Rosenthal N.",00219738,"Journal of Clinical Investigation",111, 1,1,0,0,0,0,0,1
2003,"Normal female sexual development requires neuregulin-erbB receptor signaling in hypothalamic astrocytes","Prevot V., Rio C., Cho G.J., Lomniczi A., Heger S., Neville C.M., Rosenthal N.A., Ojeda S.R., Corfas G.",02706474,"Journal of Neuroscience",23, 1,52,11,8,4,23,0,75
2002,"Insulin-like growth factor isoforms in skeletal muscle aging, regeneration, and disease","Winn N., Paul A., Musaro A., Rosenthal N.",00917451,"Cold Spring Harbor Symposia on Quantitative Biology",67, ,32,5,3,4,12,0,44
2002,"Taking stock of our models: The function and future of stock centres","Rosenthal N., Ashburner M.",14710056,"Nature Reviews Genetics",3, 9,1,0,1,2,3,0,4
2002,"Gene therapy for cardiac cachexia?","Rosenthal N., Musaro A.",01675273,"International Journal of Cardiology",85, 1,17,1,1,1,3,0,20
2002,"The role of local Insulin-like Growth Factor-1 isoforms in the pathophysiology of skeletal muscle","Musaro A., Rosenthal N.",13892029,"Current Genomics",3, 3,11,0,1,0,1,0,12
2002,"The role of stem cells in skeletal and cardiac muscle repair","Grounds M.D., White J.D., Rosenthal N., Bogoyevitch M.A.",00221554,"Journal of Histochemistry and Cytochemistry",50, 5,105,12,6,1,19,0,124
2002,"Muscle-specific expression of insulin-like growth factor I counters muscle decline in mdx mice","Barton E.R., Morris L., Musaro A., Rosenthal N., Lee Sweeney H.",00219525,"Journal of Cell Biology",157, 1,190,23,18,4,45,0,235
2002,"Targeted deletion of the MLC1f/3f downstream enhancer results in precocious MLC expression and mesoderm ablation","Jiang P., Song J., Gu G., Slonimsky E., Li E., Rosenthal N.",00121606,"Developmental Biology",243, 2,8,1,0,0,1,0,9
2002,"Different modes of hypertrophy in skeletal muscle fibers","Paul A.C., Rosenthal N.",00219525,"Journal of Cell Biology",156, 4,43,7,3,3,13,0,56
2001,"Retinoid signaling and cardiac anteroposterior segmentation","Xavier-Neto J., Rosenthal N., Silva F.A., Matos T.G.F., Hochgreb T., Linhares V.L.F.",1526954X,"Genesis",31, 3,25,5,4,1,10,0,35
2001,"High hopes for the heart","Rosenthal N.",00284793,"New England Journal of Medicine",344, 23,10,0,0,0,0,0,10
2001,"Helping the heart to heal with stem cells","Rosenthal N., Tsao L.",10788956,"Nature Medicine",7, 4,12,0,0,0,0,0,12
2001,"Localized Igf-1 transgene expression sustains hypertrophy and regeneration in senescent skeletal muscle","Musaro A., McCullagh K., Paul A., Houghton L., Dobrowolny G., Molinaro M., Barton E.R., L Sweeney H., Rosenthal N.",10614036,"Nature Genetics",27, 2,376,64,37,14,115,0,491
2001,"Cardiomyopathy in Irx4-deficient mice is preceded by abnormal ventricular gene expression","Bruneau B.G., De Bold A.J., Conner D.A., Rosenthal N., Cepko C.L., Seidman C.E., Seidman J.G., Bao Z.-Z., Fatkin D., Xavier-Neto J., Georgakopoulos D., Maguire C.T., Berul C.I., Kass D.A., Kuroski-De Bold M.L.",02707306,"Molecular and Cellular Biology",21, 5,61,2,5,4,11,0,72
2000,"From the bottom of the heart: Anteroposterior decisions in cardiac muscle differentiation","Rosenthal N., Xavier-Neto J.",09550674,"Current Opinion in Cell Biology",12, 6,27,1,2,1,4,0,31
2000,"Cell differentiation: Editorial overview","Rosenthal N., Birchmeier C.",09550674,"Current Opinion in Cell Biology",12, 6,0,0,0,0,0,0,0
2000,"Sequential programs of retinoic acid synthesis in the myocardial and epicardial layers of the developing avian heart","Xavier-Neto J., Shapiro M.D., Houghton L., Rosenthal N.",00121606,"Developmental Biology",219, 1,41,7,3,0,10,0,51
2000,"Impact of culture conditions on proliferation and survival of fetal cardiomyocytes","Nasseri B.A., Stuckmann I., Stock U.A., Rosenthal N., Oesterle S., Vacanti J.P.",10582916,"ASAIO Journal",46, 2,0,0,0,0,0,0,0
2000,"Revisiting calcineurin and human heart failure [1] (multiple letters)","Tsao L., Neville C., Musaro A., McCullagh K.J.A., Rosenthal N., Lim H.W., Molkentin J.D.",10788956,"Nature Medicine",6, 1,31,0,1,0,1,0,32
1999,"Regulation of a muscle-specific transgene by persistent expression of Hox genes in postnatal murine limb muscle","Houghton L., Rosenthal N.",10588388,"Developmental Dynamics",216, 4-5,12,0,1,0,1,0,13
1999,"Single allele mutations at the heart of congenital disease","Rosenthal N., Harvey R.P.",00219738,"Journal of Clinical Investigation",104, 11,5,0,0,0,0,0,5
1999,"An E box comprises a positional sensor for regional differences in skeletal muscle gene expression and methylation","Ceccarelli E., McGrew M.J., Nguyen T., Grieshammer U., Horgan D., Hughes S.H., Rosenthal N.",00121606,"Developmental Biology",213, 1,19,1,1,0,2,0,21
1999,"IGF-1 induces skeletal myocyte hypertrophy through calcineurin in association with GATA-2 and NF-ATc1","Musaro A., McCullagh K.J.A., Naya F.J., Olson E.N., Rosenthal N.",00280836,"Nature",400, 6744,378,18,15,5,38,0,416
1999,"A retinoic acid-inducible transgenic marker of sino-atrial development in the mouse heart","Xavier-Neto J., Neville C.M., Shapiro M.D., Houghton L., Wang G.F., Nikovits Jr. W., Stockdale F.E., Rosenthal N.",09501991,"Development",126, 12,52,4,3,1,8,0,60
1999,"Transgenic mouse models of muscle aging","Musaro A., Rosenthal N.",05315565,"Experimental Gerontology",34, 2,8,0,2,1,3,0,11
1999,"Maturation of the myogenic program is induced by postmitotic expression of insulin-like growth factor I","Musaro A., Rosenthal N.",02707306,"Molecular and Cellular Biology",19, 4,92,2,3,0,5,0,97
1998,"Viral mediated expression of insulin-like growth factor I blocks the aging-related loss of skeletal muscle function","Barton-Davis E.R., Shoturma D.I., Musaro A., Rosenthal N., Lee Sweeney H.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",95, 26,348,27,26,5,58,0,406
1998,"Dynamic patterns of retinoic acid synthesis and response in the developing mammalian heart","Moss J.B., Xavier-Neto J., Shapiro M.D., Nayeem S.M., McCaffery P., Drager U.C., Rosenthal N.",00121606,"Developmental Biology",199, 1,94,10,6,2,18,0,112
1997,"DNA transfection of cultured muscle cells","Neville C., Rosenthal N., Hauschka S.",0091679X,"Methods in Cell Biology",, 52,2,0,0,1,1,0,3
1997,"Skeletal muscle cultures","Neville C., Rosenthal N., McGrew M., Bogdanova N., Hauschka S.",0091679X,"Methods in Cell Biology",, 52,31,5,3,3,11,0,42
1997,"Ectopic expression of phospholamban in fast-twitch skeletal muscle alters sarcoplasmic reticulum Ca2+ transport and muscle relaxation","Slack J.P., Grupp I.L., Ferguson D.G., Rosenthal N., Kranias E.G.",00219258,"Journal of Biological Chemistry",272, 30,19,1,1,0,2,0,21
1997,"Developmental regulation of Zbu1, a DNA-binding member of the SWI2/SNF2 family","Gong X., Kaushal S., Ceccarelli E., Bogdanova N., Neville C., Nguyen T., Clark H., Khatib Z.A., Valentine M., Look A.T., Rosenthal N.",00121606,"Developmental Biology",183, 2,24,2,1,1,4,0,28
1996,"Molecular control of muscle diversity and plasticity","Buonanno A., Rosenthal N.",0192253X,"Developmental Genetics",19, 2,50,1,0,0,1,0,51
1996,"Modular elements of the MLC 1f/3f locus confer fiber-specific transcription regulation in transgenic mice","Neville C., Gonzales D., Houghton L., Mcgrew M.J., Rosenthal N.",0192253X,"Developmental Genetics",19, 2,13,1,2,0,3,0,16
1996,"Proliferation precedes differentiation in IGF-I-stimulated myogenesis","Engert J.C., Berglund E.B., Rosenthal N.",00219525,"Journal of Cell Biology",135, 2,130,14,10,3,27,0,157
1996,"Distinct gene expression patterns in skeletal and cardiac muscle are dependent on common regulatory sequences in the MLC1/3 locus","McGrew M.J., Bogdanova N., Hasegawa K., Hughes S.H., Kitsis R.N., Rosenthal N.",02707306,"Molecular and Cellular Biology",16, 8,52,2,1,1,4,0,56
1996,"Green fluorescent protein marks skeletal muscle in murine cell lines and zebrafish","Moss J.B., Price A.L., Raz E., Driever W., Rosenthal N.",03781119,"Gene",173, 1,22,0,2,0,2,0,24
1995,"Regulation of a muscle-specific transgene by retinoic acid","Xiao Y., Grieshammer U., Rosenthal N.",00219525,"Journal of Cell Biology",129, 5,11,3,0,0,3,0,14
1995,"Role of methylation in maintenance of positionally restricted transgene expression in developing muscle","Grieshammer U., McGrew M.J., Rosenthal N.",09501991,"Development",121, 7,13,2,1,0,3,0,16
1995,"Activation of a muscle-specific enhancer by the Ski proto-oncogene","Engert J.C., Servaes S., Sutrave P., Hughes S.H., Rosenthal N.",03051048,"Nucleic Acids Research",23, 15,29,2,0,1,3,0,32
1994,"Transgenic analysis of cardiac and skeletal myogenesis","McGrew M.J., Rosenthal N.",10501738,"Trends in Cardiovascular Medicine",4, 6,0,0,0,0,0,0,0
1994,"Homeobox genes and muscle patterning","Olson E.N., Rosenthal N.",00928674,"Cell",79, 1,28,0,0,0,0,0,28
1993,"Detection of messenger RNA by in situ hybridization","Sassoon D., Rosenthal N.",00766879,"Methods in Enzymology",225, ,110,2,0,0,2,0,112
1993,"Specific, temporally regulated expression of the insulin-like growth factor II gene during muscle cell differentiation","Rosen K.M., Wentworth B.M., Rosenthal N., Villa-Komaroff L.",00137227,"Endocrinology",133, 2,55,2,3,1,6,0,61
1993,"Quantitation of genomic methylation using ligation-mediated PCR","McGrew M.J., Rosenthal N.",07366205,"BioTechniques",15, 4,9,0,0,0,0,0,9
1993,"Muscle-specific expression of human insulin receptor in transgenic mice","Benecke H., Flier J.S., Rosenthal N., Siddle K., Klein H.H., Moller D.E.",00121797,"Diabetes",42, 1,11,0,0,0,0,0,11
1992,"A transgene target for positional regulators marks early rostrocaudal specification of myogenic lineages","Grieshammer U., Sassoon D., Rosenthal N.",00928674,"Cell",69, 1,43,1,1,0,2,0,45
1991,"Rostrocaudal gradient of transgene expression in adult skeletal muscle","Donoghue M.J., Merlie J.P., Rosenthal N., Sanes J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",88, 13,49,2,1,0,3,0,52
1991,"The myosin light chain enhancer and the skeletal actin promoter share a binding site for factors involved in muscle-specific gene expression","Ernst H., Walsh K., Harrison C.A., Rosenthal N.",02707306,"Molecular and Cellular Biology",11, 7,20,0,0,0,0,0,20
1991,"Paired MyoD-binding sites regulate myosin light chain gene expression","Wentworth B.M., Donoghue M., Engert J.C., Berglund E.B., Rosenthal N.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",88, 4,67,1,1,0,2,0,69
1990,"A highly conserved enhancer downstream of the human MLC1/3 locus is a target for multiple myogenic determination factors","Rosenthal N., Berglund E.B., Wentworth B.M., Donoghue M., Winter B., Bober E., Braun T., Arnold H.-H.",03051048,"Nucleic Acids Research",18, 21,30,2,2,0,4,0,34
1990,"Myf-6, a new member of the human gene family of myogenic determination factors: Evidence for a gene cluster on chromosome 12","Braun T., Bober E., Winter B., Rosenthal N., Arnold H.H.",02614189,"EMBO Journal",9, 3,151,3,5,1,9,0,160
1989,"Muscle cell differentiation","Rosenthal N.",09550674,"Current Opinion in Cell Biology",1, 6,11,0,0,0,0,0,11
1989,"Myosin light chain enhancer activates muscle-specific, developmentally regulated gene expression in transgenic mice","Rosenthal N., Kornhauser J.M., Donoghue M., Rosen K.M., Merlie J.P.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",86, 20,59,5,1,0,6,0,65
1988,"A muscle-specific enhancer is located at the 3' end of the myosin light-chain 1/3 gene locus.","Donoghue M., Ernst H., Wentworth B., Nadal-Ginard B., Rosenthal N.",08909369,"Genes & development",2, 12 B,61,5,1,0,6,0,67
