,"This is a citation overview for a set of 38 documents.",,,,,,,,,,,
2005,"Association of melanin-concentrating hormone receptor 1 5? polymorphism with early-onset extreme obesity","Bell C.G., Charles M.A., Weill J., Gibson F., Mein C.A., Froguel P., Walley A.J., Meyre D., Samson C., Boyle C., Lecoeur C., Tauber M., Jouret B., Jaquet D., Levy-Marchal C.",00121797,"Diabetes",54, 10,3,8,3,11,2,16
2005,"Variants of ENPP1 are associated with childhood and adult obesity and increase the risk of glucose intolerance and type 2 diabetes","Meyre D., Charpentier G., Patsch W., Pattou F., Charles M.-A., Tounian P., Clement K., Jouret B., Weill J., Maddux B.A., Goldfine I.D., Bouatia-Naji N., Walley A., Boutin P., Dina C., Froguel P., Tounian A., Samson C., Lecoeur C., Vatin V., Ghoussaini M., Wachter C., Hercberg S.",10614036,"Nature Genetics",37, 8,33,33,42,75,15,123
2005,"The genetics of human obesity","Bell C.G., Walley A.J., Froguel P.",14710056,"Nature Reviews Genetics",6, 3,44,38,42,80,19,143
2004,"Erratum: Common apolipoprotein E polymorphisms and risk of clinical malaria in The Gambia (Journal of Medical Genetics (2004) 41 (21-24))","Aucan C., Walley A.J., Hill A.V.S.",00222593,"Journal of Medical Genetics",41, 3,0,0,0,0,0,0
2004,"Interleukin-1 gene cluster polymorphins and susceptibility to clinical malaria in a Gambian case-control study","Walley A.J., Aucan C., Kwiatkowski D., Hill A.V.S.",10184813,"European Journal of Human Genetics",12, 2,9,4,5,9,2,20
2004,"Common apolipoprotein E polymorphisms and risk of clinical malaria in the Gambia","Aucan C., Walley A.J., Hill A.V.S.",00222593,"Journal of Medical Genetics",41, 1,2,0,3,3,0,5
2003,"Association of Fc? receptor IIa (CD32) polymorphism with severe malaria in West Africa","Cooke G.S., Aucan C., Walley A.J., Segal S., Greenwood B.M., Kwiatkowski D.P., Hill A.V.S.",00029637,"American Journal of Tropical Medicine and Hygiene",69, 6,9,7,5,12,6,27
2003,"Interferon-alpha receptor-1 (IFNAR1) variants are associated with protection against cerebral malaria in The Gambia","Aucan C., Walley A.J., Hennig B.J.W., Fitness J., Frodsham A., Zhang L., Kwiatkowski D., Hill A.V.S.",14664879,"Genes and Immunity",4, 4,10,7,4,11,0,21
2003,"Haptoglobin genotypes are not associated with resistance to severe malaria in The Gambia (multiple letters) [1]","Quaye I., Aucan C., Walley A.J., Hill A.V.S.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",97, 1,0,1,1,2,0,2
2002,"Haptoglobin genotypes are not associated with resistance to severe malaria in The Gambia","Aucan C., Walley A.J., Greenwood B.M., Hill A.V.S.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",96, 3,9,5,3,8,1,18
2001,"Gene polymorphism in Netherton and common atopic disease","Walley A.J., Harper J.I., Hovnanian A., Cookson W.O.C.M., Chavanas S., Moffatt M.F., Esnouf R.M., Ubhi B., Lawrence R., Wong K., Abecasis G.R., Jones E.Y.",10614036,"Nature Genetics",29, 2,80,22,27,49,17,146
2001,"Genetic linkage of childhood atopic dermatitis to psoriasis susceptibility loci","Cookson W.O.C.M., Moffatt M.F., Harper J.I., Ubhi B., Lawrence R., Abecasis G.R., Walley A.J., Cox H.E., Coleman R., Leaves N.I., Trembath R.C.",10614036,"Nature Genetics",27, 4,128,44,24,68,16,212
2001,"Linkage and allelic association of chromosome 5 cytokine cluster genetic markers with atopy and asthma associated traits","Walley A.J., Wiltshire S., Ellis C.M., Cookson W.O.C.M.",08887543,"Genomics",72, 1,30,5,2,7,5,42
2000,"Delta 32 deletion of CCR5 gene and association with asthma or atopy","Mitchell T.J., Walley A.J., Pease J.E., Venables P.J.W., Wiltshire S., Williams T.J., Cookson W.O.C.M.",01406736,"Lancet",356, 9240,26,0,2,2,1,29
1999,"Indication of linkage of serum IgE levels to the interleukin-4 gene and exclusion of the contribution of the (-590 C to T) interleukin-4 promoter polymorphism to IgE variation","Dizier M.-H., Sandford A., Walley A., Philippi A., Cookson W., Demenais F.",07410395,"Genetic Epidemiology",16, 1,25,1,1,2,0,27
1998,"Association of atopic dermatitis to the beta subunit of the high affinity immunoglobulin E receptor","Cox H.E., Moffatt M.F., Faux J.A., Walley A.J., Coleman R., Trembath R.C., Cookson W.O.C.M., Harper J.I.",00070963,"British Journal of Dermatology",138, 1,104,13,3,16,2,122
1996,"Investigation of an interleukin-4 promoter polymorphism for associations with asthma and atopy","Walley A.J., Cookson W.O.C.M.",00222593,"Journal of Medical Genetics",33, 8,133,13,8,21,2,156
1995,"Three unrelated Gaucher's disease patients with three novel point mutations in the glucocerebrosidase gene (P266R, D315H and A318D)","Walley A.J., Ellis I., Harris A.",00071048,"British Journal of Haematology",91, 2,6,0,2,2,0,8
1993,"A novel point mutation (D380A) and a rare deletion (1255del55) in the glucocerebrosidase gene causing Gaucher's disease","Walley A.J., Harris A.",09646906,"Human Molecular Genetics",2, 10,10,0,2,2,0,12
1993,"Gaucher's disease in the United Kingdom: Screening non-Jewish patients for the two common mutations","Walley A.J., Barth M.L., Ellis I., Fensom A.H., Harris A.",00222593,"Journal of Medical Genetics",30, 4,12,1,1,2,0,14
1989,"Direct RNA binding by the rev product of HIV-1","Walley A.J., Heaphy S., Jones I.M.",02699370,"AIDS",3, 12,0,0,0,0,0,0
