2008,"Mouse models of rhinovirus-induced disease and exacerbation of allergic airway inflammation","Bartlett N.W., Burnet J., Tuthill T.J., Pedrick M.S., Hurle M.J., Plumpton C., Sharp N.A., Bussell J.N., Swallow D.M., Schwarze J., Guy B., Walton R.P., Almond J.W., Jeffery P.K., Lloyd C.M., Papi A., Killington R.A., Rowlands D.J., Blair E.D., Clarke N.J., Johnston S.L., Edwards M.R., Aniscenko J., Caramori G., Zhu J., Glanville N., Choy K.J., Jourdan P.",10788956,"Nature Medicine",14, 2,0,0,9,10,19,0,19
2008,"Bronchial mucosal dendritic cells in smokers and ex-smokers with COPD: An electron microscopic study","Rogers A.V., Adelroth E., Hattotuwa K., Dewar A., Jeffery P.K.",00406376,"Thorax",63, 2,0,0,3,1,4,0,4
2008,"Endobronchial biopsy in childhood [1]","Regamey N., Davies J.C., Hilliard T.N., Saglani S., Zhu J., Balfour-Lynn I.M., Rosenthal M., Jeffery P.K., Alton E.W.F.W., Bush A.",00123692,"Chest",133, 1,0,0,0,1,1,0,1
2007,"Early detection of airway wall remodeling and eosinophilic inflammation in preschool wheezers","Saglani S., Payne D.N., Zhu J., Wang Z., Nicholson A.G., Bush A., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",176, 9,0,2,24,20,46,0,46
2007,"Dendritic cell maturity and obstructive airway disease [1]","Tsoumakidou M., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",176, 8,0,0,1,0,1,0,1
2007,"Immunohistochemical detection of dendritic cells in human lung tissue [8]","Tsoumakidou M., Zhu J., Wang Z., Thorley A., Kemp S., Tetley T., Jeffery P.K.",03090167,"Histopathology",51, 4,0,0,0,1,1,0,1
2007,"Sendai virus-mediated CFTR gene transfer to the airway epithelium","Ferrari S., Ban H., Inoue M., Chan M., Singh C., Verdon B., Argent B.E., Wainwright B., Jeffery P.K., Geddes D.M., Porteous D.J., Griesenbach U., Hyde S.C., Gray M.A., Hasegawa M., Alton E.W.F.W., Iida A., Farley R., Wright A.M., Zhu J., Munkonge F.M., Smith S.N., You J.",09697128,"Gene Therapy",14, 19,0,0,3,5,8,0,8
2007,"Chronic obstructive pulmonary disease: Histopathology, inflammation and potential therapies","Molfino N.A., Jeffery P.K.",10945539,"Pulmonary Pharmacology and Therapeutics",20, 5,0,0,5,1,6,0,6
2007,"Airway mucosal inflammation in COPD is similar in smokers and ex-smokers: A pooled analysis","Gamble E., Morell F., Pavord I.D., Rabe K.F., Jeffery P.K., Barnes N.C., Grootendorst D.C., Hattotuwa K., O'Shaughnessy T., Ram F.S.F., Qiu Y., Zhu J., Vignola A.M., Kroegel C.",09031936,"European Respiratory Journal",30, 3,0,0,11,9,20,0,20
2007,"Plasma cells and IL-4 in chronic bronchitis and chronic obstructive pulmonary disease","Zhu J., Qiu Y., Valobra M., Qiu S., Majumdar S., Matin D., De Rose V., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",175, 11,0,1,6,2,9,0,9
2007,"Bronchial mucosal inflammation and upregulation of CXC chemoattractants and receptors in severe exacerbations of asthma","Qiu Y., Zhu J., Bandi V., Guntupalli K.K., Jeffery P.K.",00406376,"Thorax",62, 6,0,1,7,6,14,0,14
2007,"Quality, size, and composition of pediatric endobronchial biopsies in cystic fibrosis","Regamey N., Bush A., Davies J.C., Hilliard T.N., Saglani S., Zhu J., Scallan M., Balfour-Lynn I.M., Rosenthal M., Jeffery P.K., Alton E.W.F.W.",00123692,"Chest",131, 6,0,1,7,1,9,0,9
2007,"Use of ultrasound to enhance nonviral lung gene transfer in vivo","Xenariou S., Scheule R.K., Cheng S.H., Geddes D.M., Blomley M., Alton E.W.F.W., Griesenbach U., Liang H.-D., Zhu J., Farley R., Somerton L., Singh C., Jeffery P.K., Ferrari S.",09697128,"Gene Therapy",14, 9,0,0,5,3,8,0,8
2007,"Cigarette smoking alters bronchial mucosal immunity in asthma","Tsoumakidou M., Elston W., Zhu J., Wang Z., Gamble E., Siafakas N.M., Barnes N.C., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",175, 9,0,4,8,3,15,0,15
2006,"Intravenously administered oligonucleotides can be delivered to conducting airway epithelium via the bronchial circulation","Holder E., Griesenbach U., Li S., Huang L., Rogers D.F., Jeffery P.K., Geddes D.M., Alton E.W.F.W.",09697128,"Gene Therapy",13, 23,1,1,1,0,2,0,3
2006,"Allergic rhinitis and asthma: Inflammation in a one-airway condition","Jeffery P.K., Haahtela T.",14712466,"BMC Pulmonary Medicine",6, 1,3,2,4,7,13,0,16
2006,"Ultrastructure of the reticular basement membrane in asthmatic adults, children and infants","Saglani S., Payne D.N.R., Jeffery P.K., Molyneux C., Gong H., Rogers A., Malmstrom K., Pelkonen A., Makela M., Adelroth E., Bush A.",09031936,"European Respiratory Journal",28, 3,1,6,5,2,13,0,14
2006,"Antiinflammatory effects of salmeterol/fluticasone propionate in chronic obstructive lung disease","Barnes N.C., Qiu Y.-S., Pavord I.D., Parker D., Davis P.A., Zhu J., Johnson M., Thomson N.C., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",173, 7,9,30,28,16,74,0,83
2006,"Can HRCT be used as a marker of airway remodelling in children with difficult asthma?","Saglani S., Papaioannou G., Khoo L., Ujita M., Jeffery P.K., Owens C., Hansell D.M., Payne D.N., Bush A.",1465993X,"Respiratory Research",7, ,0,3,3,3,9,0,9
2006,"Variability of bronchial inflammation in chronic obstructive pulmonary disease: Implications for study design","Gamble E., Rabe K.F., Barnes N.C., Jeffery P.K., Qiu Y., Wang D., Zhu J., Vignola A.M., Kroegel C., Morell F., Hansel T.T., Pavord I.D.",09031936,"European Respiratory Journal",27, 2,3,4,5,4,13,0,16
2005,"Localization and upregulation of cysteinyl leukotriene-1 receptor in asthmatic bronchial mucosa","Zhu J., Qiu Y.-S., Figueroa D.J., Bandi V., Galczenski H., Hamada K., Guntupalli K.K., Evans J.F., Jeffery P.K.",10441549,"American Journal of Respiratory Cell and Molecular Biology",33, 6,7,7,6,7,20,0,27
2005,"Keratinocyte growth factor therapy in murine oleic acid-induced acute lung injury","Ulrich K., Hyde S.C., Geddes D.M., Takata M., Alton E.W.F.W., Stern M., Goddard M.E., Williams J., Zhu J., Dewar A., Painter H.A., Jeffery P.K., Gill D.R.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 6,2,4,4,1,9,0,11
2005,"Anti-inflammatory effects of inhaled corticosteroids in chronic obstructive pulmonary disease: Similarities and differences to asthma","Jeffery P.",13543784,"Expert Opinion on Investigational Drugs",14, 5,1,0,2,0,2,0,3
2005,"Airway remodeling and inflammation in symptomatic infants with reversible airflow obstruction","Saglani S., Bush A., Haahtela T., Makela M.J., Jeffery P.K., Malmstrom K., Pelkonen A.S., Malmberg L.P., Lindahl H., Kajosaari M., Turpeinen M., Rogers A.V., Payne D.N.",1073449X,"American Journal of Respiratory and Critical Care Medicine",171, 7,35,26,29,18,73,0,108
2005,"Phosphodiesterase 4-selective inhibition: Novel therapy for the inflammation of COPD","Jeffery P.",10945539,"Pulmonary Pharmacology and Therapeutics",18, 1,8,3,0,0,3,0,11
2004,"Remodeling and inflammation of bronchi in asthma and chronic obstructive pulmonary disease.","Jeffery P.K.",15463222,"Proc Am Thorac Soc",1, 3,20,25,26,9,60,0,80
2004,"A defective nontransmissible recombinant Sendai virus mediates efficient gene transfer to airway epithelium in vivo","Ferrari S., Geddes D.M., Hasegawa M., Alton E.W.F.W., Griesenbach U., Shiraki-Iida T., Shu T., Hironaka T., Hou X., Williams J., Zhu J., Jeffery P.K.",09697128,"Gene Therapy",11, 22,6,2,3,3,8,0,14
2004,"Airway inflammation in children with difficult asthma: Relationships with airflow limitation and persistent symptoms","Payne D.N.R., Qiu Y., Zhu J., Peachey L., Scallan M., Bush A., Jeffery P.K.",00406376,"Thorax",59, 10,21,6,7,2,15,0,36
2004,"Safety of research bronchoscopy, biopsy and bronchoalveolar lavage in asthma","Elston W.J., Whittaker A.J., Khan L.N., Flood-Page P., Ramsay C., Jeffery P.K., Barnes N.C.",09031936,"European Respiratory Journal",24, 3,11,10,5,1,16,0,27
2004,"Critical appraisal of the mouse model of myocardial infarction","Degabriele N.M., Griesenbach U., Sato K., Post M.J., Zhu J., Williams J., Jeffery P.K., Geddes D.M., Alton E.W.F.W.",09580670,"Experimental Physiology",89, 4,2,4,2,1,7,0,9
2004,"Design-based counting [7] (multiple letters)","Fehrenbach H., Jeffery P.K.",00030805,"American Journal of Respiratory and Critical Care Medicine",169, 10,2,1,0,0,1,0,3
2003,"Variation of CD8+ T-lymphocytes around the bronchial internal perimeter in chronic bronchitis","Gamble E., Burns W., Zhu J., Ansari T., De Rose V., Kips J., Barnes N.C., Jeffery P.K.",09031936,"European Respiratory Journal",22, 6,3,1,0,1,2,0,5
2003,"Antiinflammatory Effects of the Phosphodiesterase-4 Inhibitor Cilomilast (Ariflo) in Chronic Obstructive Pulmonary Disease","Gamble E., Vignola A.M., Kroegel C., Morell F., Hansel T.T., Rennard S.I., Compton C., Amit O., Tat T., Edelson J., Pavord I.D., Grootendorst D.C., Rabe K.F., Barnes N.C., Jeffery P.K., Brightling C.E., Troy S., Qiu Y., Zhu J., Parker D., Matin D., Majumdar S.",1073449X,"American Journal of Respiratory and Critical Care Medicine",168, 8,69,27,16,10,53,0,122
2003,"Biopsy Neutrophilia, Neutrophil Chemokine and Receptor Gene Expression in Severe Exacerbations of Chronic Obstructive Pulmonary Disease","Qiu Y., Zhu J., Bandi V., Atmar R.L., Hattotuwa K., Guntupalli K.K., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",168, 8,64,28,16,8,52,0,116
2003,"Methods for the assessment of endobronchial biopsies in clinical research: Application to studies of pathogenesis and the effects of treatment","Jeffery P., Holgate S., Wenzel S.",1073449X,"American Journal of Respiratory and Critical Care Medicine",168, 6,33,13,10,3,26,0,59
2003,"Systematic assessment of difficult-to-treat asthma","Robinson D.S., Giembycz M., Hansel T., Jeffery P., Johnston S., Jones M., Kay A.B., Larche M., Newman Taylor A., Rogers D., Openshaw P., Campbell D.A., Durham S.R., Pfeffer J., Barnes P.J., Chung K.F., Adcock I., Belvisi M., Cullinan P.",09031936,"European Respiratory Journal",22, 3,35,13,10,8,31,0,66
2003,"Early thickening of the reticular basement membrane in children with difficult asthma","Payne D.N.R., Rogers A.V., Adelroth E., Bandi V., Guntupalli K.K., Bush A., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",167, 1,130,36,27,13,76,0,206
2002,"Interleukin-4 and interleukin-5 gene expression and inflammation in the mucus-secreting glands and subepithelial tissue of smokers with chronic bronchitis: Lack of relationship with CD8+ cells","Zhu J.I.E., Majumdar S., Yusheng Q.I.U., Ansari T., Oliva A., Kips J.C., Pauwels R.A., De Rose V., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",164, 12,32,6,0,1,7,0,39
2002,"Gene expression and immunolocalization of 15-lipoxygenase isozymes in the airway mucosa of smokers with chronic bronchitis","Zhu J., Pauwels R.A., Kips J.C., De Rose V., Barnes N., Yeadon M., Jenkinson S., Jeffery P.K., Kilty I., Granger H., Gamble E., Qiu Y.S., Hattotuwa K., Elston W., Liu W.L., Oliva A.",10441549,"American Journal of Respiratory Cell and Molecular Biology",27, 6,9,6,5,4,15,0,24
2002,"Safety of bronchoscopy, biopsy, and BAL in research patients with COPD","Hattotuwa K., Gamble E.A., O'Shaughnessy T., Jeffery P.K., Barnes N.C.",00123692,"Chest",122, 6,15,6,2,2,10,0,25
2002,"Mucin-producing elements and inflammatory cells","Jeffery P., Zhu J.",,"Novartis Foundation Symposium",248, ,10,3,3,1,7,0,17
2002,"Effects of salmeterol on mucosal inflammation in asthma: A placebo-controlled study","Jeffery P.K., Venge P., Gizycki M.J., Egerod I., Dahl R., Faurschou P.",09031936,"European Respiratory Journal",20, 6,30,6,6,6,18,0,48
2002,"Effects of fluticasone propionate on inflammatory cells in COPD: An ultrastructural examination of endobronchial biopsy tissue","Gizycki M.J., Hattotuwa K.L., Barnes N., Jeffery P.K.",00406376,"Thorax",57, 9,28,13,3,3,19,0,47
2002,"The pathology of COPD and exacerbations","Jeffery P.K.",09059180,"European Respiratory Review",12, 82,3,0,0,0,0,0,3
2002,"Section I: COPD exacerbations: Causes, impacts and implications for management: Intoduction","Jeffery P.K.",09059180,"European Respiratory Review",12, 82,0,0,0,0,0,0,0
2002,"The effects of inhaled fluticasone on airway inflammation in Chronic Obstructive Pulmonary Disease: A double-blind, placebo-controlled biopsy study","Hattotuwa K.L., Gizycki M.J., Ansari T.W., Jeffery P.K., Barnes N.C.",1073449X,"American Journal of Respiratory and Critical Care Medicine",165, 12,84,28,10,9,47,0,131
2002,"The nasal epithelium as a factory for systemic protein delivery","Griesenbach U., Geddes D.M., Hasegawa M., Alton E.W.F.W., Cassady R.L., Ferrari S., Fukumura M., Muller C., Schmitt E., Zhu J., Jeffery P.K., Nagai Y.",15250016,"Molecular Therapy",5, 2,13,1,1,2,4,0,17
2001,"Lymphocytes, chronic bronchitis and chronic obstructive pulmonary disease","Jeffery P.K.",,"Novartis Foundation Symposium",234, ,15,3,5,1,9,0,24
2001,"Remodeling in asthma and chronic obstructive lung disease.","Jeffery P.K.",1073449X,"American journal of respiratory and critical care medicine",164, 10,208,57,41,31,129,0,337
2001,"Oxidant-mediated lung epithelial cell tolerance: The role of intracellular glutathione and nuclear factor-kappaB","Rahman I., Mulier B., Gilmour P.S., Watchorn T., Donaldson K., Jeffery P.K., MacNee W.",00062952,"Biochemical Pharmacology",62, 6,43,5,6,7,18,0,61
2001,"The roles of leukotrienes and the effects of leukotriene receptor antagonists in the inflammatory response and remodelling of allergic asthma","Jeffery P.K.",14729725,"Clinical and Experimental Allergy Reviews",1, 2,6,0,0,2,2,0,8
2001,"Discussion session V: Role of leukotrienes in asthmatic inflammation","Rubinfeld A., Sears M., Jeffery P., Holgate S.T., Black J., Thompson P., Leff J., Wenzel S.",14729725,"Clinical and Experimental Allergy Reviews",1, 2,0,0,0,0,0,0,0
2001,"Discussion session I: Pathophysiology in relation to treatment objectives","Holgate S.T., Dahlen S.-E., Undem B., Lofdahl C.-G., Lai C.C.-G., Lai C., Wenzel S., Vignola M., Jeffery P., Fabbri L., Thompson P., Leff A., Wilson J., Woolcock A.",14729725,"Clinical and Experimental Allergy Reviews",1, 2,0,0,0,0,0,0,0
2001,"Discussion session VI: New therapeutic indications for Cys-LT1 antagonists","Lai C., Undem B., Friedmann P., Leff J., Dahlen S.-E., Vignola M., Sears M., Wilson J., Picado C., Peters-Golden M., Holgate S.T., Magnussen H., Sampson T., Rubenfeld A., Willem-Lammers J., Naspitz C., Fabbri L., Thompson P., Wenzel S., Adachi M., Zimmerman P., Israel E., Jeffery P.",14729725,"Clinical and Experimental Allergy Reviews",1, 2,0,0,0,0,0,0,0
2001,"Discussion session III: Airway wall remodelling","Zimmerman P., Walls A., Black J., Fabbri L., Vignola M., Wilson J., Magnussen H., Wenzel S., Holt P., Left A., Friedmann P., Holgate S.T., Peters-Golden M., Undem B., Anderson G., Jeffery P., Thompson P., Woolcock A.",14729725,"Clinical and Experimental Allergy Reviews",1, 2,0,0,0,0,0,0,0
2001,"Inflammation and remodeling in the adult and child with asthma","Jeffery P.",87556863,"Pediatric Pulmonology",, 21,30,2,0,2,4,0,34
2001,"Localisation of transforming growth factor ?1 and ?3 mRNA transcripts in normal and fibrotic human lung","Coker R.K., Laurent G.J., Jeffery P.K., Du Bois R.M., Black C.M., McAnulty R.J.",00406376,"Thorax",56, 7,19,5,6,4,15,0,34
2001,"Exacerbations of bronchitis: Bronchial eosinophilia and gene expression for interleukin-4, interleukin-5, and eosinophil chemoattractants","Zhu J., Jeffery P.K., Qiu Y.S., Majumdar S., Gamble E., Matin D., Turato G., Fabbri L.M., Barnes N., Saetta M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",164, 1,62,23,11,7,41,0,103
2001,"Degranulation patterns of eosinophil granulocytes as determinants of eosinophil driven disease","Erjefalt J.S., Greiff L., Andersson M., Adelroth E., Jeffery P.K., Persson C.G.A.",00406376,"Thorax",56, 5,25,3,2,3,8,0,33
2000,"Efficient gene transfer to airway epithelium using recombinant Sendai virus","Yonemitsu Y., Jeffery P.K., Kato A., Hasan M.K., Nagai Y., Masaki I., Fukumura M., Hasegawa M., Geddes D.M., Alton E.W.F.W., Kitson C., Ferrari S., Farley R., Griesenbach U., Judd D., Steel R., Scheid P., Zhu J.",10870156,"Nature Biotechnology",18, 9,83,9,12,11,32,0,115
2000,"Biopsy markers of airway inflammation and remodelling","Jeffery P.K., Laitinen A., Venge P.",09546111,"Respiratory Medicine",94, ,34,5,2,1,8,0,42
2000,"Asthma: From bronchoconstriction to airways inflammation and remodeling","Bousquet J., Jeffery P.K., Busse W.W., Johnson M., Vignola A.M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",161, 5,510,90,113,56,259,0,769
2000,"Comparison of the structural and inflammatory features of COPD and asthma: Giles F. Filley Lecture","Jeffery P.K.",00123692,"Chest",117, 5,84,10,12,5,27,0,111
1999,"Chairman's summary: Inflammation in chronic obstructive lung disease","Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",160, 5,16,0,0,0,0,0,16
1999,"Different cytokine profiles in cryptogenic fibrosing alveolitis and fibrosing alveolitis associated with systemic sclerosis: A quantitative study of open lung biopsies","Majumdar S., Li D., Ansari T., Pantelidis P., Black C.M., Gizycki M., Du Bois R.M., Jeffery P.K.",09031936,"European Respiratory Journal",14, 2,58,6,5,0,11,0,69
1999,"Cytokine-induced airway epithelial ICAM-1 upregulation: Quantification by high-resolution scanning and transmission electron microscopy","Zhu J., Rogers A.V., Burke-Gaffney A., Hellewell P.G., Jeffery P.K.",09031936,"European Respiratory Journal",13, 6,10,0,1,2,3,0,13
1999,"Allergen-induced eosinophil cytolysis is a primary mechanism for granule protein release in human upper airways","Erjefalt J.S., Greiff L., Andersson M., Matsson E., Petersen H., Linden M., Ansari T., Jeffery P.K., Persson C.G.A.",1073449X,"American Journal of Respiratory and Critical Care Medicine",160, 1,55,3,3,2,8,0,63
1999,"Differences and similarities between chronic obstructive pulmonary disease and asthma","Jeffery P.K.",09602178,"Clinical and Experimental Allergy, Supplement",29, 2,57,6,6,2,14,0,71
1999,"Cationic lipid-mediated CFTR gene transfer to the lungs and nose of patients with cystic fibrosis: A double-blind placebo-controlled trial","Alton E.W.F.W., Davies M.G., Hodson M.E., Durham S.R., Li D., Jeffery P.K., Scallan M., Balfour R., Eastman S.J., Cheng S.H., Smith A.E., Stern M., Meeker D., Geddes D.M., Farley R., Jaffe A., Chadwick S.L., Phillips J., Davies J., Smith S.N., Browning J.",01406736,"Lancet",353, 9157,150,12,16,8,36,0,186
1998,"Priming and induction of eosinophil trafficking in guinea-pig cutaneous inflammation by tumour necrosis factor ?","Macari D.M.T., Teixeira M.M., Ansari T., Jeffery P.K., Hellewell P.G.",00071188,"British Journal of Pharmacology",125, 6,8,0,1,0,1,0,9
1998,"CD3+, CD4+, CD8+ and CD45Ro+ lymphocytes in bronchial biopsies in COPD patients","Hattotuwa K.L., Ansari T.W., O'Shaughnessy T., Jeffery P.K., Barnes N.C.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
1998,"Development of a new in vivo model for pulmonary gene transfer","Judd D.V., Kitson C., Griesenbach U., Manvell M., Jeffery P.K., Cheng S., Wadsworth S., Geddes D.M., Alton E.W.F.W.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
1998,"Towards a clinical trial of HSP65 gene therapy for malignant mesothelioma","Lukacs K.V., Steel R.M., Oakley R.E., Pardo O.E., Jeffery P.K., Geddes D.M., Alton E.W.F.W.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
1998,"The value of bronchial biopsies: Assessment of inflammation in asthma and COPD","Jeffery P.K.",09059180,"European Respiratory Review",8, 64,6,0,0,0,0,0,6
1998,"Platelet-activating factor plays a pivotal role in the induction of experimental lung injury","Miotla J.M., Jeffery P.K., Hellewell P.G.",10441549,"American Journal of Respiratory Cell and Molecular Biology",18, 2,33,4,0,2,6,0,39
1998,"Variation in the measurements of basement membrane thickness and inflammatory cell number in bronchial biopsies","Sullivan P., Stephens D., Ansari T., Costello J., Jeffery P.",09031936,"European Respiratory Journal",12, 4,40,7,2,6,15,0,55
1998,"Cytolysis and piecemeal degranulation as distinct modes of activation of airway mucosal eosinophils","Erjefalt J.S., Andersson M., Greiff L., Korsgren M., Gizycki M., Jeffery P.K., Persson C.G.A.",00916749,"Journal of Allergy and Clinical Immunology",102, 2,39,3,1,1,5,0,44
1998,"Structural alterations and inflammation of bronchi in asthma","Jeffery P.",1368504X,"International Journal of Clinical Practice, Supplement",, 96,16,1,1,0,2,0,18
1998,"The development of large and small airways","Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",157, 5,21,7,1,2,10,0,31
1998,"Serial sputum cell counts in the management of chronic airflow limitation","Parameswaran K., Pizzichini M.M.M., Li D., Pizzichini E., Jeffery P.K., Hargreave F.E.",09031936,"European Respiratory Journal",11, 6,10,1,1,0,2,0,12
1998,"Structural and inflammatory changes in COPD: A comparison with asthma","Jeffery P.K.",00406376,"Thorax",53, 2,153,15,16,2,33,0,186
1998,"Investigation and assessment of airway and lung inflammation: We now have the tools, what are the questions?","Jeffery P.K.",09031936,"European Respiratory Journal",11, 3,9,0,0,0,0,0,9
1998,"Biopsies: Processing and assessment","Saetta M., Jeffery P.K., Maestrelli P., Timens W.",09041850,"European Respiratory Journal, Supplement",11, 26,9,0,1,0,1,0,10
1998,"In situ hybridization and the polymerase chain reaction","Frew A.J., Li D., Jeffery P.K.",09041850,"European Respiratory Journal, Supplement",11, 26,1,0,0,0,0,0,1
1998,"Hydrogen peroxide-induced epithelial injury: The protective role of intracellular nonprotein thiols (NPSH)","Mulier B., Rahman I., Watchorn T., Donaldson K., MacNee W., Jeffery P.K.",09031936,"European Respiratory Journal",11, 2,22,3,0,2,5,0,27
1998,"Cellular and biochemical mechanisms in chronic obstructive pulmonary disease","Hoidal J.R., Jeffery P.K.",1025448X,"European Respiratory Monograph",3, 7,4,0,1,0,1,0,5
1998,"Pathology","Saetta M., Timens W., Jeffery P.K.",1025448X,"European Respiratory Monograph",3, 7,4,0,0,0,0,0,4
1997,"Corticosteroid reversibility in COPD is related to feature of asthma","Chanez P., Vignola A.M., O'Shaugnessy T., Enander I., Li D., Jeffery P.K., Bousquet J.",09348387,"Pneumologie",51, 9,0,0,0,0,0,0,0
1997,"A double blind placebo controlled trial of pulmonary and nasal administration of liposome-mediated CFTR gene transfer in CF subjects","Stern M., Durham S., Li D., Jeffery P., Scallah M., Balfour R., Cheng S., Smith A., Meeker D., Geddes D.M., Alton E.W.F.W., Phillips J., Jaffe A., Farley R., Chadwick S., Davies J., Smith S., Browning J., Hodson M.E.",00406376,"Thorax",52, 6,1,1,0,0,1,0,2
1997,"Myofibroblast Involvement in the Allergen-induced Late Response in Mild Atopic Asthma","Gizycki M.J., Adelroth E., Rogers A.V., O'Byrne P.M., Jeffery P.K.",10441549,"American Journal of Respiratory Cell and Molecular Biology",16, 6,133,14,11,6,31,0,164
1997,"Transforming growth factors-?1, -?2, and -?3 stimulate fibroblast procollagen production in vitro but are differentially expressed during bleomycin-induced lung fibrosis","Coker R.K., Laurent G.J., Shahzeidi S., Lympany P.A., Du Bois R.M., Jeffery P.K., McAnulty R.J.",00029440,"American Journal of Pathology",150, 3,95,11,6,4,21,0,116
1997,"Full thickness eosinophilia in oesophageal leiomyomatosis and idiopathic eosinophilic oesophagitis. A common allergic inflammatory profile?","Nicholson A.G., Li D., Pastorino U., Goldstraw P., Jeffery P.K.",00223417,"Journal of Pathology",183, 2,11,4,4,3,11,0,22
1997,"Eotaxin protein and gene expression in guinea-pig lungs: Constitutive expression and upregulation after allergen challenge","Li D., Wang D., Griffiths-Johnson D.A., Wells T.N.C., Williams T.J., Jose P.J., Jeffery P.K.",09031936,"European Respiratory Journal",10, 9,42,2,4,2,8,0,50
1997,"Kinetics of eotaxin generation and its relationship to eosinophil accumulation in allergic airways disease: Analysis in a guinea pig model in vivo","Humbles A.A., Griffiths-Johnson D.A., Williams T.J., Jose P.J., Conroy D.M., Marleau S., Rankin S.M., Palframan R.T., Proudfoot A.E.I., Wells T.N.C., Li D., Jeffery P.K.",00221007,"Journal of Experimental Medicine",186, 4,158,4,4,3,11,0,169
1997,"Airway mucus","Kim K.C., Jeffery P.K.",09031936,"European Respiratory Journal",10, 7,2,0,0,0,0,0,2
