2009,"Unsung hero Robert C. Gallo","Abbadessa G., Accolla R., Aiuti F., Albini A., Aldovini A., Alfano M., Antonelli G., Bartholomew C., Bentwich Z., Bertazzoni U., Berzofsky J.A., Biberfeld P., Boeri E., Buonaguro L., Buonaguro F.M., Bukrinsky M., Burny A., Caruso A., Cassol S., Chandra P., Ceccherini-Nelli L., Chieco-Bianchi L., Clerici M., Colombini-Hatch S., Morghen C.D.G., De Maria A., De Rossi A., Dierich M., Della-Favera R., Dolei A., Douek D., Erfle V., Felber B., Fiorentini S., Franchini G., Gershoni J.M., Gotch F., Green P., Greene W.C., Hall W., Haseltine W., Jacobson S., Kallings L.O., Kalyanaraman V.S., Katinger H., Khalili K., Klein G., Klein E., Klotman M., Klotman P., Kotler M., Kurth R., Lafeuillade A., La Placa M., Lewis J., Lillo F., Lisziewicz J., Lomonico A., Lopalco L., Lori F., Lusso P., Macchi B., Malim M., Margolis L., Markham P.D., Mcclure M., Miller N., Mingari M.C., Moretta L., Noonan D., O'Brien S., Okamoto T., Pal R., Palese P., Panet A., Pantaleo G., Pavlakis G., Pistello M., Plotkin S., Poli G., Pomerantz R., Radaelli A., Robert-Guroff M., Roederer M., Sarngadharan M.G., Schols D., Secchiero P., Shearer G., Siccardi A., Stevenson M., Svoboda J., Tartaglia J., Torelli G., Tornesello M.L., Tschachler E., Vaccarezza M., Vallbracht A., Van Lunzen J., Varnier O., Vicenzi E., Von Melchner H., Witz I., Zagury D., Zagury J.-F., Zauli G., Zipeto D.",00368075,"Science",323, 5911,0,0,0,0,0,0,0
2009,"Delayed anti-HCV antibody response in HIV-positive men acutely infected with HCV","Thomson E.C., Nastouli E., Main J., Karayiannis P., Eliahoo J., Muir D., McClure M.O.",02699370,"AIDS",23, 1,6,5,22,3,30,0,36
2009,"Diagnosing acute hepatitis C in HIV-infected patients: Nucleic acid testing compared with antibody and antigen-antibody detecting methods","Nastouli E., Thomson E.C., Karayiannis P., Main J., McClure M., Muir D.",13866532,"Journal of Clinical Virology",44, 1,1,1,1,0,2,0,3
2008,"Identification of gammaretroviruses constitutively released from cell lines used for human immunodeficiency virus research","Takeuchi Y., McClure M.O., Pizzato M.",0022538X,"Journal of Virology",82, 24,5,9,17,5,31,0,36
2008,"Increasing incidence of acute hepatitis C in individuals diagnosed with primary HIV in the United Kingdom","Fox J., Nastouli E., Thomson E., Muir D., McClure M., Weber J., Fidler S.",02699370,"AIDS",22, 5,5,7,5,2,14,0,19
2007,"Ubiquitin-dependent virus particle budding without viral protein ubiquitination","Zhadina M., McClure M.O., Johnson M.C., Bieniasz P.D.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",104, 50,16,10,10,1,21,0,37
2007,"Prevalence of primary genotypic resistance in a UK centre: Comparison of primary HIV-1 and newly diagnosed treatment-naive individuals","Fox J., Hill S., Kaye S., Dustan S., McClure M., Fidler S., Mackie N.E.",02699370,"AIDS",21, 2,8,2,1,0,3,0,11
2006,"Knockdown of mouse VCAM-1 by vector-based siRNA","Alam A.K.M.S., George A.J.T., Florey O., Weber M., Pillai R.G., Chan C., Tan P.H., Lechler R.I., McClure M.O., Haskard D.O.",09663274,"Transplant Immunology",16, 3-4,2,2,1,0,3,0,5
2006,"Transmitted drug-resistant HIV-1 in primary HIV-1 infection; incidence, evolution and impact on response to antiretroviral therapy","Fox J., Dustan S., McClure M., Weber J., Fidler S.",14642662,"HIV Medicine",7, 7,18,3,2,2,7,0,25
2006,"Passive sexual transmission of human immunodeficiency virus type 1 variants and adaptation in new hosts","Frater A.J., Edwards C.T.T., McCarthy N., Fox J., Brown H., Milicic A., Mackie N., Pillay T., Drijfhout J.W., Dustan S., Clarke J.R., Holmes E.C., Zhang H.T., Pfafferott K., Goulder P.J., McClure M.O., Weber J., Phillips R.E., Fidler S.",0022538X,"Journal of Virology",80, 14,9,3,3,0,6,0,15
2006,"Expression of indoleamine 2,3-dioxygenase (IDO) by endothelial cells: Implications for the control of alloresponses","Beutelspacher S.C., Tan P.H., McClure M.O., Larkin D.F.P., Lechler R.I., George A.J.T.",16006135,"American Journal of Transplantation",6, 6,37,5,9,2,16,0,53
2006,"Function of indoleamine 2,3-dioxygenase in corneal allograft rejection and prolongation of allograft survival by over-expression","Beutelspacher S.C., Pillai R., Watson M.P., Tan P.H., Tsang J., McClure M.O., George A.J.T., Larkin D.F.P.",00142980,"European Journal of Immunology",36, 3,62,14,13,5,32,0,94
2006,"Effect of vectors on human endothelial cell signal transduction: Implications for cardiovascular gene therapy","Tan P.H., Xue S.-A., Manunta M., Beutelspacher S.C., Fazekasova H., Alam A.K.M.S., McClure M.O., George A.J.T.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",26, 3,19,1,1,1,3,0,22
2005,"Comparison of several viral vectors for gene therapy of corneal endothelial cells | Vergleich verschiedener viraler vektoren zur gentherapie von hornhautendothelzellen","Beutelspacher S.C., Serbecic N., Tan P., McClure M.O.",0941293X,"Ophthalmologe",102, 12,1,0,0,0,0,0,1
2005,"Foamy virus Bet proteins function as novel inhibitors of the APOBEC3 family of innate antiretroviral defense factors","Russell R.A., Wiegand H.L., Moore M.D., Schafer A., McClure M.O., Cullen B.R.",0022538X,"Journal of Virology",79, 14,57,6,6,6,18,0,75
2005,"Stable inhibition of hepatitis B virus proteins by small interfering RNA expressed from viral vectors","Moore M.D., McGarvey M.J., Russell R.A., Cullen B.R., McClure M.O.",1099498X,"Journal of Gene Medicine",7, 7,37,3,4,0,7,0,44
2005,"Comparison of HIV-1 and EIAV-based lentiviral vectors in corneal transduction","Beutelspacher S.C., Ardjomand N., Peng H.T., Patton G.S., Larkin D.F.P., George A.J.T., McClure M.O.",00144835,"Experimental Eye Research",80, 6,22,2,3,3,8,0,30
2005,"Modulation of human dendritic-cell function following transduction with viral vectors: Implications for gene therapy","Tan P.H., Ritter M.A., Lombardi G., George A.J.T., Beutelspacher S.C., Xue S.-A., Wang Y.-H., Mitchell P., McAlister J.C., Larkin D.F.P., McClure M.O., Stauss H.J.",00064971,"Blood",105, 10,68,8,8,2,18,0,86
2005,"Immunolipoplexes: An efficient, nonviral alternative for transfection of human dendritic cells with potential for clinical vaccination","Tan P.H., Beutelspacher S.C., Wang Y.-H., McClure M.O., Ritter M.A., Lombardi G., George A.J.T.",15250016,"Molecular Therapy",11, 5,34,2,1,1,4,0,38
2005,"Identification of domains in Gag important for prototypic foamy virus egress","Patton G.S., Morris S.A., Chung W., Bieniasz P.D., McClure M.O.",0022538X,"Journal of Virology",79, 10,17,4,4,0,8,0,25
2004,"Cell-cycle dependence of foamy virus vectors","Patton G.S., Erlwein O., McClure M.O.",00221317,"Journal of General Virology",85, 10,9,2,2,1,5,0,14
2004,"Detection of HIV-1 antiretroviral resistance from patients with persistently low but detectable viraemia","Mackie N., Dustan S., McClure M.O., Weber J.N., Clarke J.R.",01660934,"Journal of Virological Methods",119, 2,8,5,2,1,8,0,16
2004,"Transient foamy virus vector production by adenovirus vectors","Russell R.A., Vassaux G., Martin-Duque P., McClure M.O.",09697128,"Gene Therapy",11, 3,4,0,0,0,0,0,4
2003,"Inhibition of Human Immunodeficiency Virus Type 1 Replication in Primary Macrophages by Using Tat- or CCR5-Specific Small Interfering RNAs Expressed from a Lentivirus Vector","Lee M.-T.M., Coburn G.A., McClure M.O., Cullen B.R.",0022538X,"Journal of Virology",77, 22,88,6,8,2,16,0,104
2003,"Performance of two commercially available sequence-based HIV-1 genotyping systems for the detection of drug resistance against HIV type 1 group M subtypes","Beddows S., McClure M., Weber J.N., Galpin S., Kazmi S.H., Ashraf A., Johargy A., Frater A.J., White N., Braganza R., Clarke J.",01466615,"Journal of Medical Virology",70, 3,22,4,3,2,9,0,31
2003,"Antibodies to Chlamydia trachomatis heat-shock protein 60 kDa and detection of Mycoplasma genitalium and Ureaplasma urealyticum are associated independently with chronic nongonococcal urethritis","Horner P., Thomas B., Gilroy C., Egger M., McClure M., Taylor-Robinson D.",01485717,"Sexually Transmitted Diseases",30, 2,6,0,1,0,1,0,7
2002,"Mutagenically separated PCR assay for rapid detection of M41L and K70R zidovudine resistance mutations in CRF01_AE (subtype E) human immunodeficiency virus type 1","Myint L., Ariysoshi K., Yan H., Frater A.J., Auwanit W., Pathipvanith P., Yamada K., Matsuda M., Chiba T., Fujita K., McClure M., Weber J.N., Sugiura W.",00664804,"Antimicrobial Agents and Chemotherapy",46, 12,6,1,2,0,3,0,9
2002,"Human foamy virus integrase fails to catalyse the integration of a circular DNA molecule containing an LTR junction sequence","Russell R.A., Critchley R., Vassaux G., McClure M.O.",09697128,"Gene Therapy",9, 19,2,0,0,0,0,0,2
2002,"Comparative response of African HIV-1-infected individuals to highly active antiretroviral therapy","Frater A.J., Dunn D.T., Beardall A.J., Ariyoshi K., Clarke J.R., McClure M.O., Weber J.N.",02699370,"AIDS",16, 8,74,8,3,6,17,0,91
2002,"Association between secondary mutations in human immunodeficiency virus type 1 protease and therapeutic outcome (multiple letter)","Frater J., Dunn D., Weber J.N., McClure M.O., Perno C.-F., Cozzi-Lepri A., Balotta C., D'Arminio Monforte A.",00221899,"Journal of Infectious Diseases",185, 9,4,0,0,0,0,0,4
2001,"Differential susceptibility of retroviruses to nucleoside analogues","Rosenblum L.L., Patton G., Grigg A.R., Frater A.J., Cain D., Erlwein O., Hill C.L., Clarke J.R., McClure M.O.",09563202,"Antiviral Chemistry and Chemotherapy",12, 2,11,5,1,0,6,0,17
2001,"Impact of baseline polymorphisms in RT and protease on outcome of highly active antiretroviral therapy in HIV-1-infected African patients","Frater A.J., Beardall A., Ariyoshi K., Churchill D., Galpin S., Clarke J.R., Weber J.N., McClure M.O.",02699370,"AIDS",15, 12,78,2,0,1,3,0,81
2001,"The R region found in the human foamy virus long terminal repeat is critical for both Gag and Pol protein expression","Russell R.A., Zeng Y., Erlwein O., Cullen B.R., McClure M.O.",0022538X,"Journal of Virology",75, 15,18,1,0,1,2,0,20
2001,"Simple detection of point mutations associated with HIV-1 drug resistance","Frater A.J., Chaput C.C., Beddows S., Weber J.N., McClure M.O.",01660934,"Journal of Virological Methods",93, 1-2,9,0,0,0,0,0,9
2001,"Palindromic sequence plays a critical role in human foamy virus dimerization","Cain D., Erlwein O., Grigg A., Russell R.A., McClure M.O.",0022538X,"Journal of Virology",75, 8,13,0,0,0,0,0,13
2000,"Comparative quantification of diverse serotypes of HIV-1 in plasma from a diverse population of patients","Clarke J.R., Galpin S., Braganza R., Ashraf A., Russell R., Churchill D.R., Weber J.N., McClure M.O.",01466615,"Journal of Medical Virology",62, 4,12,0,2,0,2,0,14
2000,"HIV-1 resistance genotyping by sequencing produces inconsistent results for mixed viral populations","Frater A.J., Chaput C.C., Weber J.N., McClure M.O.",02699370,"AIDS",14, 10,8,0,0,0,0,0,8
2000,"Virus load and sequence variation in simian retrovirus type 2 infection","Rosenblum L.L., Weiss R.A., McClure M.O.",0022538X,"Journal of Virology",74, 8,11,1,0,0,1,0,12
2000,"Complex effects of deletions in the 5' untranslated region of primate foamy virus on viral gene expression and RNA packaging","Heinkelein M., Thurow J., Dressler M., Imrich H., Neumann-Haefelin D., McClure M.O., Rethwilm A.",0022538X,"Journal of Virology",74, 7,29,0,1,1,2,0,31
1999,"Rapid development of genotypic resistance to lamivudine when combined with zidovudine in pregnancy","Clarke J.R., Braganza R., Mirza A., Stainsby C., Ait-Khaled M., Wright A., Lyall H., Parker D., McClure M.O., Weber J.N., Taylor G.P.",01466615,"Journal of Medical Virology",59, 3,27,3,1,1,5,0,32
1999,"Evidence for horizontal and not vertical transmission of human herpesvirus 8 in children born to human immunodeficiency virus-infected mothers","Hermione Lyall E.G., Schulz T.F., Patton G.S., Sheldon J., Stainsby C., Mullen J., O'Shea S., Smith N.A., De Ruiter A., Mcclure M.O.",08913668,"Pediatric Infectious Disease Journal",18, 9,31,1,3,0,4,0,35
1999,"Properties of human foamy virus relevant to its development as a vector for gene therapy","Hill C.L., Bieniasz P.D., McClure M.O.",00221317,"Journal of General Virology",80, 8,46,5,4,1,10,0,56
1999,"Sequence diversity of TT virus in geographically dispersed human populations","Prescott L.E., Saeed A.A., McClure M.O., Smith D.B., Simmonds P., MacDonald D.M., Davidson F., Mokili J., Pritchard D.I., Arnot D.E., Riley E.M., Greenwood B.M., Hamid S.",00221317,"Journal of General Virology",80, 7,22,2,0,1,3,0,25
1999,"Isolation and transduction of CD34 + cells from small quantities of peripheral blood from HIV-1-infected patients not treated with hemopoietic growth factors","Adams G.B., McMullen M., Turner S., Olszak I.T., Scadden D.T., McClure M.O., Poznansky M.C.",10779450,"Journal of Acquired Immune Deficiency Syndromes and Human Retrovirology",21, 1,1,0,0,0,0,0,1
1999,"HIV-1 viral load testing","Clarke J.R., McClure M.O.",01634453,"Journal of Infection",38, 3,5,0,0,0,0,0,5
1999,"The in vivo effects of combination antiretroviral drug therapy on peripheral blood CD34+ cell colony-forming units from HIV type 1-infected patients","Adams G.B., Pym A.S., Poznansky M.C., McClure M.O., Weber J.N.",08892229,"AIDS Research and Human Retroviruses",15, 6,10,0,2,0,2,0,12
1999,"Specific binding of recombinant foamy virus envelope protein to host cells correlates with susceptibility to infection","Herchenroder O., Moosmayer D., Bock M., Pietschmann T., Rethwilm A., Bieniasz P.D., McClure M.O., Weis R., Schneider J.",00426822,"Virology",255, 2,10,0,0,0,0,0,10
1998,"Mannose-binding protein in HIV-seropositive patients does not contribute to disease progression or bacterial infections","McBride M.O., Fischer P.B., Sumiya M., McClure M.O., Turner M.W., Skinner C.J., Weber J.N., Summerfield J.A.",09564624,"International Journal of STD and AIDS",9, 11,24,1,0,0,1,0,25
1998,"Global distribution of transfusion-transmitted virus [7]","Prescott L.E., Mokili J., Simmonds P., Pritchard D.I., Arnot D.E., Riley E.M., Greenwood B.M., Hamid S., McClure M.O., Lewis J.C.M.",00284793,"New England Journal of Medicine",339, 11,108,0,1,0,1,0,109
1998,"No evidence of pig DNA or retroviral infection in patients with short-term extracorporeal connection to pig kidneys","Patience C., Patton G.S., Takeuchi Y., Weiss R.A., McClure M.O., Rydberg L., Ebreimer M.",01406736,"Lancet",352, 9129,189,6,6,4,16,0,205
1998,"Detection in chimpanzees of a novel flavivirus related to GB virus-C/hepatitis G virus","Adams N.J., Prescott L.E., Jarvis L.M., Lewis J.C.M., McClure M.O., Smith D.B., Simmonds P.",00221317,"Journal of General Virology",79, 8,16,2,3,2,7,0,23
1998,"Sequences in pol are required for transfer of human foamy virus-based vectors","Erlwein O., Bieniasz P.D., McClure M.O.",0022538X,"Journal of Virology",72, 7,35,0,2,0,2,0,37
1998,"Intrapartum mucosal exposure to human immunodeficiency virus type 1 (HIV-1) of infants born to HIV-1-infected mothers correlates with maternal plasma virus burden","Ait-Khaled M., Hermione Lyall E.G., Stainsby C., Taylor G.P., Wright A., Weber J.N., McClure M.O., Tudor-Williams G.",00221899,"Journal of Infectious Diseases",177, 4,18,1,0,0,1,0,19
1998,"Review of uptake of interventions to reduce mother to child transmission of HIV by women aware of their HIV status","Hermione Lyall E.G., Stainsby C., Taylor G.P., Ait-Khaled M., Bingham S., Evans J.A., Wright A., Weber J.N., McClure M.O., Walters S., Tudor-Williams G.",09598146,"British Medical Journal",316, 7127,12,0,0,0,0,0,12
1997,"Human foamy virus reverse transcription that occurs late in the viral replication cycle","Moebes A., Enssle J., Bieniasz P.D., Heinkelein M., Lindemann D., Bock M., Mcclure M.O., Rethwilm A.",0022538X,"Journal of Virology",71, 10,88,6,7,1,14,0,102
1997,"Gene transfer using replication-defective human foamy virus vectors","Bieniasz P.D., Erlwein O., Aguzzi A., Rethwilm A., McClure M.O.",00426822,"Virology",235, 1,24,0,1,0,1,0,25
1997,"Sensitization of rhabdo-, lenti-, and spumaviruses to human serum by galactosyl(?1-3)galactosylation","Takeuchi Y., Liong S.-H., Bieniasz P.D., Jager U., Porter C.D., Friedmann T., McClure M.O., Weiss R.A.",0022538X,"Journal of Virology",71, 8,45,2,1,2,5,0,50
1997,"Association of antibodies to Chlamydia trachomatis heat-shock protein 60 kD with chronic nongonococcal urethritis","Horner P.J., Cain D., McClure M., Thomas B.J., Gilroy C., Ali M., Weber J.N., Taylor-Robinson D.",10584838,"Clinical Infectious Diseases",24, 4,25,1,0,0,1,0,26
1997,"CC-Chemokine receptor 5 genotypes and in vitro susceptibility to HIV-1 of a cohort of British HIV-exposed uninfected homosexual men [4]","Aarons E., Fernandez M., Rees A., McClure M., Weber J.",02699370,"AIDS",11, 5,10,0,0,0,0,0,10
1997,"Identification of sites that act together to direct dimerization of human foamy virus RNA in vitro","Erlwein O., Cain D., Fischer N., Rethwilm A., McClure M.O.",00426822,"Virology",229, 1,20,0,0,0,0,0,20
1997,"A placebo-controlled, double-blind prospective study in healthy female volunteers of dextrin sulphate gel: A novel potential intravaginal virucide","Stafford M.K., Kitchen V.S., Cain D., Rosenstein I., Fontaine E.A., McClure M., Flanagan A.M., Smith J.R., Taylor-Robinson D., Weber J.",10779450,"Journal of Acquired Immune Deficiency Syndromes and Human Retrovirology",14, 3,46,1,0,0,1,0,47
1996,"No evidence of antibody to human foamy virus in widespread human populations","Ali M., Taylor G.P., Pitman R.J., Parker D., Rethwilm A., Cheingsong-Popov R., Weber J.N., Bieniasz P.D., Bradley J., McClure M.O.",08892229,"AIDS Research and Human Retroviruses",12, 15,40,0,0,0,0,0,40
1996,"Antigen capture ELISA for the heat shock protein (hsp60) of Chlamydia trachomatis","Horner P.J., Ali M., Parker D., Weber J.N., Taylor-Robinson D., McClure M.O.",00219746,"Journal of Clinical Pathology",49, 8,4,0,0,0,0,0,4
1996,"HIV clearance in infants.","McClure M.O., Goulder P.J., Ogg G., McMichael A.J., Weber J.N.",01406736,"Lancet",347, 9008,0,0,0,0,0,0,0
1996,"HIV clearance in infants [15]","McClure M.O., Zevallos E.A., Gu J., Goulder P.J., Ogg G., McMichael A.J., Weber J.N., Newell M.-L., Dunn D., Anderson V.M., Bard E.",01406736,"Lancet",347, 9008,3,0,0,0,0,0,3
1995,"Foamy viruses - Pathogenic or therapeutic potential?","McClure M.O., Erlwein O.",10529276,"Reviews in Medical Virology",5, 4,8,0,0,0,0,0,8
1995,"A comparative study of higher primate foamy viruses, including a new virus from a gorilla","Bieniasz P.D., Rethwilm A., Pitman R., Daniel M.D., Chrystie I., McClure M.O.",00426822,"Virology",207, 1,46,1,2,0,3,0,49
1995,"HIV clearance in an infant? [4]","McClure M.O., Bryson Y., Chen I.S.Y., Bieniasz P.D., Weber J.N., Tedder R.S., O'Shea S., Banatvala J.E., Tudor-Williams G., Simmonds P., Holmes E.C.",00280836,"Nature",375, 6533,5,0,1,0,1,0,6
1995,"Cell cycle dependence of foamy retrovirus infection","Bieniasz P.D., Weiss R.A., McClure M.O.",0022538X,"Journal of Virology",69, 11,56,0,2,1,3,0,59
1995,"Production of soluble surface glycoprotein, GP70, of the Mason-Pfizer monkey virus in COS cells is dependent on the presence of regions of the transmembrane domain","Allen J.M., Ali M., McClure M.O.",03005127,"Biochemical Society Transactions",23, 2,0,0,0,0,0,0,0
1994,"Isolation of a new foamy retrovirus from orangutans","McClure M.O., Weiss R.A., Bieniasz P.D., Schulz T.F., Chrystie I.L., Simpson G., Aguzzi A., Hoad J.G., Cunningham A., Kirkwood J.",0022538X,"Journal of Virology",68, 11,30,1,3,0,4,0,34
1994,"Reactivity of primate sera to foamy virus Gag and Bet proteins","Hahn H., Baunach G., Brautigam S., Mergia A., Neumann-Haefelin D., Daniel M.D., McClure M.O., Rethwilm A.",00221317,"Journal of General Virology",75, 10,54,0,3,1,4,0,58
1993,"HIV quiet but not silent [8]","Weber J., McClure M.",00280836,"Nature",364, 6433,0,0,0,0,0,0,0
1992,"Identification of a generalised packaging sequence for D-type retroviruses and generation of a D-type retroviral vector","Vile R.G., Ali M., Hunter E., McClure M.O.",00426822,"Virology",189, 2,8,1,0,0,1,0,9
1992,"Human immunodeficiency virus and the immunology of infection","McClure M.O., Dalgleish A.G.",09503552,"Bailliere's Clinical Obstetrics and Gynaecology",6, 1,0,1,0,0,1,0,1
1992,"Investigations into the mechanism by which sulfated polysaccharides inhibit HIV infection in vitro","McClure M.O., Moore J.P., Blanc D.F., Scotting P., Cook G.M.W., Keynes R.J., Weber J.N., Davies D., Weiss R.A.",08892229,"AIDS Research and Human Retroviruses",8, 1,91,10,4,2,16,0,107
1991,"Dextrin sulphate and fucoidan are potent inhibitors of HIV infection in vitro","McClure M.O., Keynes R.J., Weiss R.A., Whitby D., Patience C., Gooderham N.J., Bradshaw A., Cheingsong-Popov R., Weber J.N., Davies D.S., Cook G.M.W.",09563202,"Antiviral Chemistry and Chemotherapy",2, 3,20,0,0,1,1,0,21
1991,"The V3 loops of the HIV-1 and HIV-2 surface glycoproteins contain proteolytic cleavage sites: A possible function in viral fusion?","Clements G.J., Marsh M., Kay J., Weiss R.A., Moore J.P., Price-Jones M.J., Stephens P.E., Sutton C., Schulz T.F., Clapham P.R., McKeating J.A., McClure M.O., Thomson S.",08892229,"AIDS Research and Human Retroviruses",7, 1,76,2,1,1,4,0,80
1990,"The pH independence of mammalian retrovirus infection","McClure M.O., Sommerfelt M.A., Marsh M., Weiss R.A.",00221317,"Journal of General Virology",71, 4,109,5,4,4,13,0,122
1989,"Inoculation of new world primates with the human immunodeficiency virus","McClure M.O., Schulz T.F., Tedder R.S., Gow J., McKeating J.A., Weiss R.A., Baskerville A.",00472565,"Journal of Medical Primatology",18, 3-4,2,1,0,0,1,0,3
1989,"Origin of HIV. Either from primates or from a non-pathogenic human virus","McClure M.O., Schulz T.F.",02670623,"British Medical Journal",298, 6683,3,0,0,0,0,0,3
1989,"The CD4 receptor for the AIDS virus","Weiss R.A., Clapham P.R., McClure M., Marsh M.",03005127,"Biochemical Society Transactions",17, 4,0,0,0,0,0,0,0
1988,"Human immunodeficiency viruses: Neutralization and receptors","Weiss R.A., Clapham P.R., McClure M.O., McKeating J.A., McKnight A., Dalgleish A.G., Sattentau Q.J., Weber J.N.",08949255,"Journal of Acquired Immune Deficiency Syndromes",1, 6,6,0,2,0,2,0,8
1988,"Human immunodeficiency virus infection of CD4-bearing cells occurs by a pH-independent mechanism.","McClure M.O., Marsh M., Weiss R.A.",02614189,"EMBO Journal",7, 2,80,4,8,3,15,0,95
1988,"Lack of reverse transcriptase activity in serum in sporadic post-transfusional and presumed epidemic or water-borne forms of severe non-A, non-B hepatitis","Brahm J., McClure M.O., Sommerfelt M.A., Exley M.A., Weiss R.A., Fagan E.A., Williams R.",01466615,"Journal of Medical Virology",25, 2,0,0,0,0,0,0,0
1987,"Phosphonoformate (Foscarnet): A pilot study in AIDS and AIDS related complex","Farthing C.F., Dalgleish A.G., Clark A., McClure M., Chanas A., Gazzard B.G.",02699370,"AIDS",1, 1,5,0,0,0,0,0,5
1987,"HIV infection of primate lymphocytes and conservation of the cd4 receptor","McClure M.O., Sattentau Q.J., Beverley P.C.L., Hearn J.P., Fitzgerald A.K., Zuckerman A.J., Weiss R.A.",00280836,"Nature",330, 6147,21,1,3,0,4,0,25
1987,"Oncogenes and cancer","Weber J., McClure M.",09598146,"British Medical Journal",294, 6582,0,0,0,0,0,0,0
