2006,"Quantitative urinalysis of the mercapturic acid conjugates of allyl formate using high-resolution NMR spectroscopy","Athersuch T.J., Keun H., Tang H., Nicholson J.K.",07317085,"Journal of Pharmaceutical and Biomedical Analysis",40, 2,1,0,1,1,0,2
2006,"Metabonomic modeling of drug toxicity","Keun H.C.",01637258,"Pharmacology and Therapeutics",109, 1-2,8,14,16,30,7,45
2005,"Summary recommendations for standardization and reporting of metabolic analyses","Lindon J.C., Antti H., Jonsson P., Daykin C., Navarange M., Beger R.D., Verheij E.R., Amberg A., Baunsgaard D., Cantor G.H., Lehman-McKeeman L., Nicholson J.K., Earll M., Wold S., Johansson E., Haselden J.N., Kramer K., Thomas C., Lindberg J., Schuppe-Koistinen I., Wilson I.D., Reily M.D., Holmes E., Robertson D.G., Senn H., Krotzky A., Kochhar S., Powell J., Van Der Ouderaa F., Plumb R., Schaefer H., Spraul M., Keun H.C., Craig A., Pearce J.T.M., Bruce S.J., Hardy N., Sansone S.-A.",10870156,"Nature Biotechnology",23, 7,37,19,13,32,4,73
2005,"The Consortium for Metabonomic Toxicology (COMET): Aims, activities and achievements","Lindon J.C., Keun H.C., Ebbels T.M.D., Pearce J.M.T., Holmes E., Nicholson J.K.",14622416,"Pharmacogenomics",6, 7,17,23,17,40,11,68
2005,"Curve-fitting method for direct quantitation of compounds in complex biological mixtures using 1H NMR: Application in metabonomic toxicology studies","Crockford D.J., Keun H.C., Smith L.M., Holmes E., Nicholson J.K.",00032700,"Analytical Chemistry",77, 14,7,5,11,16,4,27
2005,"Comparative metabonomics of differential hydrazine toxicity in the rat and mouse","Bollard M.E., Lindon J.C., Holmes E., Nicholson J.K., Keun H.C., Beckonert O., Ebbels T.M.D., Antti H., Nicholls A.W., Shockcor J.P., Cantor G.H., Stevens G.",0041008X,"Toxicology and Applied Pharmacology",204, 2,6,18,6,24,11,41
2004,"Statistical experimental design and partial least squares regression analysis of biofluid metabonomic NMR and clinical chemistry data for screening of adverse drug effects","Antti H., Ebbels T.M.D., Keun H.C., Bollard M.E., Beckonert O., Lindon J.C., Nicholson J.K., Holmes E.",01697439,"Chemometrics and Intelligent Laboratory Systems",73, 1,7,7,3,10,2,19
2004,"Geometric trajectory analysis of metabolic responses to toxicity can define treatment specific profiles","Keun H.C., Ebbels T.M.D., Bollard M.E., Beckonert O., Antti H., Holmes E., Lindon J.C., Nicholson J.K.",0893228X,"Chemical Research in Toxicology",17, 5,18,14,6,20,6,44
2003,"Spectral editing and pattern recognition methods applied to high-resolution magic-angle spinning 1H nuclear magnetic resonance spectroscopy of liver tissues","Wang Y., Nicholson J.K., Bollard M.E., Keun H., Antti H., Beckonert O., Ebbels T.M., Lindon J.C., Holmes E., Tang H.",00032697,"Analytical Biochemistry",323, 1,20,13,13,26,7,53
2003,"Toxicity classification from metabonomic data using a density superposition approach: 'CLOUDS'","Ebbels T., Keun H., Beckonert O., Antti H., Bollard M., Holmes E., Lindon J., Nicholson J.",00032670,"Analytica Chimica Acta",490, 1-2,23,6,10,16,2,41
2003,"NMR-based metabonomic toxicity classification: Hierarchical cluster analysis and k-nearest-neighbour approaches","Beckonert O., Bollard M.E., Ebbels T.M.D., Keun H.C., Antti H., Holmes E., Lindon J.C., Nicholson J.K.",00032670,"Analytica Chimica Acta",490, 1-2,24,8,7,15,5,44
2003,"Improved analysis of multivariate data by variable stability scaling: Application to NMR-based metabolic profiling","Keun H.C., Ebbels T.M.D., Antti H., Bollard M.E., Beckonert O., Holmes E., Lindon J.C., Nicholson J.K.",00032670,"Analytica Chimica Acta",490, 1-2,20,10,8,18,10,48
2003,"Contemporary issues in toxicology: The role of metabonomics in toxicology and its evaluation by the COMET project","Lindon J.C., Robertson D., Stevens G.J., Luke P., Breau A.P., Cantor G.H., Bible R.H., Niederhauser U., Senn H., Schlotterbeck G., Sidelmann U.G., Nicholson J.K., Laursen S.M., Tymiak A., Car B.D., Lehman-McKeeman L., Colet J.-M., Loukaci A., Thomas C., Holmes E., Antti H., Bollard M.E., Keun H., Beckonert O., Ebbels T.M., Reily M.D.",0041008X,"Toxicology and Applied Pharmacology",187, 3,95,31,22,53,11,159
2003,"Compartmentation of metabolism probed by [2-13C]alanine: Improved 13C NMR sensitivity using a CryoProbe detects evidence of a glial metabolon","Griffin J.L., Keun H., Richter C., Moskau D., Rae C., Nicholson J.K.",01970186,"Neurochemistry International",42, 1,12,5,3,8,3,23
2002,"Analytical reproducibility in 1H NMR-based metabonomic urinalysis","Keun H.C., Lindon J.C., Nicholson J.K., Ebbels T.M.D., Antti H., Bollard M.E., Beckonert O., Schlotterbeck G., Senn H., Niederhauser U., Holmes E.",0893228X,"Chemical Research in Toxicology",15, 11,44,15,17,32,12,88
2002,"Cryogenic probe 13C NMR spectroscopy of urine for metabonomic studies","Keun H.C., Beckonert O., Griffin J.L., Richter C., Moskau D., Lindon J.C., Nicholson J.K.",00032700,"Analytical Chemistry",74, 17,45,12,11,23,3,71
2002,"Batch statistical processing of 1H NMR-derived urinary spectral data","Antti H., Bollard M.E., Ebbels T., Keun H., Lindon J.C., Nicholson J.K., Holmes E.",08869383,"Journal of Chemometrics",16, 8-10,28,7,4,11,1,40
2002,"Metabolic profiling of rodent biological fluids via 1H NMR spectroscopy using a 1 mm microlitre probe","Griffin J.L., Nicholls A.W., Keun H.C., Mortishire-Smith R.J., Nicholson J.K., Kuehn T.",00032654,"Analyst",127, 5,19,3,0,3,3,25
