1999,"Effect of stimulation of human macrophages on intracellular survival of Mycobacterium bovis Bacillus Calmette-Guerin: Evaluation with a mycobacterial reporter strain","Bonay M., Hance A.J., Bouchonnet F., Pelicic V., Lagier B., Grandsaigne M., Lecossier D., Grodet A., Vokurka M., Gicquel B.",1073449X,"American Journal of Respiratory and Critical Care Medicine",159, 5 I,12,1,1,0,2,0,14
1998,"Tn611 transposon mutagenesis in Mycobacterium smegmatis using a temperature-sensitive delivery system.","Perez E., Gavigan J.A., Otal I., Guilhot C., Pelicic V., Giquel B., Martin C.",10643745,"Methods in molecular biology (Clifton, N.J.)",101, ,1,0,0,0,0,0,1
1998,"Attenuation of virulence by disruption of the Mycobacterium tuberculosis erp gene","Berthet F.-X., Portnoi D., Marchal G., Gicquel B., Lagranderie M., Gounon P., Laurent-Winter C., Ensergueix D., Chavarot P., Thouron F., Maranghi E., Pelicic V.",00368075,"Science",282, 5389,119,4,4,5,13,0,132
1998,"Counterselectable markers: Untapped tools for bacterial genetics and pathogenesis","Reyrat J.-M., Pelicic V., Gicquel B., Rappuoli R.",00199567,"Infection and Immunity",66, 9,61,8,11,2,21,0,82
1998,"Identification of genetic loci implicated in the survival of Mycobacterium smegmatis in human mononuclear phagocytes","Lagier B., Pelicic V., Lecossier D., Prod'hom G., Rauzier J., Guilhot C., Gicquel B., Hance A.J.",0950382X,"Molecular Microbiology",29, 2,14,1,1,1,3,0,17
1998,"Genetic advances for studying Mycobacterium tuberculosis pathogenicity","Pelicic V., Reyrat J.-M., Gicquel B.",0950382X,"Molecular Microbiology",28, 3,35,2,0,0,2,0,37
1998,"A reliable amplification technique for the characterization of genomic DNA sequences flanking insertion sequences","Prod'hom G., Lagier B., Pelicic V., Hance A.J., Gicquel B., Guilhot C.",03781097,"FEMS Microbiology Letters",158, 1,53,2,2,0,4,0,57
1997,"Efficient allelic exchange and transposon mutagenesis in Mycobacterium tuberculosis","Pelicic V., Jackson M., Reyrat J.-M., Jacobs Jr. W.R., Gicquel B., Guilhot C.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",94, 20,247,20,12,4,36,0,283
1997,"Aminoglycoside 2'-N-acetyltransferase genes are universally present in mycobacteria: Characterization of the aac(2')-lc gene from Mycobacterium tuberculosis and the aac(2')-ld gene from Mycobacterium smegmatis","Ainsa J.A., Perez E., Pelicic V., Berthet F.-X., Gicquel B., Martin C.",0950382X,"Molecular Microbiology",24, 2,40,1,1,2,4,0,44
1997,"Contribution of ?-lactamase production to the resistance of mycobacteria to ?-lactam antibiotics","Quinting B., Reyrat J.-M., Monnaie D., Amicosante G., Pelicic V., Gicquel B., Frere J.-M., Galleni M.",00145793,"FEBS Letters",406, 3,10,0,0,0,0,0,10
1996,"Positive selection of allelic exchange mutants in mycobacterium bovis BCG","Pelicic V., Reyrat J.-M., Gicquel B.",03781097,"FEMS Microbiology Letters",144, 2-3,20,0,1,0,1,0,21
1996,"Generation of unmarked directed mutations in mycobacteria, using sucrose counter-selectable suicide vectors","Pelicic V., Reyrat J.-M., Gicquel B.",0950382X,"Molecular Microbiology",20, 5,82,7,5,2,14,0,96
1996,"Expression of the Bacillus subtilis sacB gene confers sucrose sensitivity on mycobacteria","Pelicic V., Reyrat J.-M., Gicquel B.",00219193,"Journal of Bacteriology",178, 4,63,1,4,3,8,0,71
