,"This is a citation overview for a set of 37 documents.",,,,,,,,,,,,
1991,"Acute twin-twin transfusion: A possible mechanism for brain-damaged survivors after intrauterine death of a monochorionic twin","Fusi L., McParland P., Fisk N., Nicolini U., Wigglesworth J.",00297844,"Obstetrics and Gynecology",78, 3,102,4,7,2,13,0,115
1990,"Limited role of fetal blood sampling in prediction of outcome in intrauterine growth retardation","Nicolini U., Nicolaidis P., Fisk N.M., Vaughan J.I., Fusi L., Gleeson R., Rodeck C.H.",01406736,"Lancet",336, 8718,26,3,2,0,5,0,31
1990,"Twin pregnancy complicated by single intrauterine death. Problems and outcome with conservative management","Fusi L., Gordon H.",03065456,"British Journal of Obstetrics and Gynaecology",97, 6,105,9,7,3,19,0,124
1990,"When does death occur in an acardiac twin? Ultrasound diagnostic difficulties","Fusi L., Fisk N., Talbert D., Gau G., Rodeck C.",03005577,"Journal of Perinatal Medicine",18, 3,4,0,1,0,1,0,5
1990,"Does hypoxaemia and acidaemia at blood sampling relate to perinatal outcome in intra-uterine growth retardation?","Vaughan J.I., Nicolini U., Nicolaidis P., Fisk N.M., Tannirandorn Y., Fusi L., Rodeck C.H.",01443615,"Journal of Obstetrics and Gynaecology",10, 5,0,0,0,0,0,0,0
1990,"Utero-placental blood flow following epidural analgesia during labour","Fusi L.",01443615,"Journal of Obstetrics and Gynaecology",10, 5,0,0,0,0,0,0,0
1989,"Ovarian metastasis following radical hysterectomy for stage 1B adenocarcinoma of the cervix","Fusi L., Ong C., Gordon H.",01443615,"Journal of Obstetrics and Gynaecology",9, 4,1,0,0,0,0,0,1
1989,"Maternal pyrexia associated with the use of epidural analgesia in labour","Fusi L., Steer P.J., Maresh M.J.A., Beard R.W.",01406736,"Lancet",1, 8649,59,7,8,0,15,0,74
1989,"Maternal pyrexia and epidural anaesthesia","Goodlin R.C., Fusi L., Steer P.J., Maresh M.J.A., Beard R.W., Viso P.M.",01406736,"Lancet",2, 8660,0,0,0,0,0,0,0
1988,"Disseminated intravascular coagulation as the initial sign of pre-eclampsia","Fusi L., Hanna L., Ward G.",01443615,"Journal of Obstetrics and Gynaecology",9, 1,0,0,0,0,0,0,0
1988,"Insidious presentation of adenocarcinoma of the cervix (adenoma malignum)","Fusi L., Gordon H.",01443615,"Journal of Obstetrics and Gynaecology",8, 4,0,0,0,0,0,0,0
1981,"An evaluation of the tissue pH electrode for fetal monitoring using the fetal sheep as an experimental model","Fusi L., Walmsley M., Britton H.G.",00029378,"American Journal of Obstetrics and Gynecology",140, 8,0,0,0,0,0,0,0
1980,"Capillaries in the fetal scalp","Fusi L., Beard R.W.",01406736,"Lancet",1, 8166,0,1,0,0,1,0,1
