,"This is a citation overview for a set of 85 documents.",,,,,,,,,,,
2007,"Response to ""Persistence of neuropsychologic deficits despite long-term highly active antiretroviral therapy in patients with HIV-related neurocognitive impairment"" [2]","Garvey L., Thomson E.C., Main J., Winston A.",15254135,"Journal of Acquired Immune Deficiency Syndromes",46, 5,0,0,0,0,0,0
2007,"Response to Mallet et al., 'Nodular regenerative hyperplasia is a new cause of chronic liver disease in HIV-infected patients' [3]","Garvey L.J., Thomson E.C., Lloyd J., Cooke G.S., Goldin R.D., Main J.",02699370,"AIDS",21, 11,0,0,0,0,2,2
2007,"Current research priorities in chronic fatigue syndrome/myalgic encephalomyelitis: Disease mechanisms, a diagnostic test and specific treatments","Kerr J.R., Montgomery J., McDermott C.R., Harrison T.J., Kellam P., Nutt D.J., Holgate S.T., Honeybourne D., Smith A.P., Thomas M., Ayres J.G., Christian P., Main J., Daymond T., Bansal A., Puri B.K., Morgan R., Peveler R.C., Axford J.S., Weir W., Enlander D., Chia J.K., Hodgetts A., Langford P.R., Devanur L.D., Petty R., Burke B., Sinclair L.I., Richards S.C.M.",00219746,"Journal of Clinical Pathology",60, 2,0,1,2,3,1,4
2007,"Improving the treatment of hepatitis C infection in the UK","Cooke G.S., Main J.",14656566,"Expert Opinion on Pharmacotherapy",8, 2,0,0,1,1,0,1
2006,"Histological response to pegIFN?-2a (40KD) plus ribavirin in HIV-hepatitis C virus co-infection","Lissen E., Main J., Dieterich D., Clumeck N., Sola R., Mendes-Correa M., Montaner J., Nelson M., DePamphilis J., Pessoa M., Buggisch P.",02699370,"AIDS",20, 17,0,6,7,13,1,14
2006,"Cost effectiveness of interferon ? or peginterferon ? with ribavirin for histologically mild chronic hepatitis C","Grieve R., Roberts J., Wright M., Sweeting M., DeAngelis D., Rosenberg W., Bassendine M., Main J., Thomas H.",00175749,"Gut",55, 9,6,8,2,10,4,20
2006,"Health benefits of antiviral therapy for mild chronic hepatitis C: randomised controlled trial and economic evaluation.","Wright M., Grieve R., Roberts J., Main J., Thomas H.C.",13665278,"Health technology assessment (Winchester, England)",10, 21,1,4,4,8,2,11
2006,"Health benefits of antiviral therapy for mild chronic hepatitis C: Randomized controlled trial and economic evaluation","Wright M., Milson C., Basendine M., Collier J., Dusheiko G., Rosenburg W., Thursz M., Taylor-Robinson S., Naumov N., Tibbs C., Norris S., Grieve R., Roberts J., Main J., Thomas H.C., Alexander G., Freedman A., Dillon J., Mills P.",13665278,"Health Technology Assessment",10, 21,0,0,0,0,1,1
2006,"Mild hepatitis C: Treat or monitor","Main J., Thomas H.",13520504,"Journal of Viral Hepatitis",13, 5,0,0,0,0,0,0
2006,"An elderly lady with sudden blindness and a sore foot","Bloom C., Thomson E.C., Main J.",01634453,"Journal of Infection",52, 2,0,0,0,0,0,0
2005,"BHIVA guidelines on HIV and chronic hepatitis: Coinfection with HIV and hepatitis C virus infection (2005)","Nelson M., Matthews G., Brook M.G., Main J., Bateman P., Gilson R., Sabin C., Wilkins E.",14642662,"HIV Medicine",6, 2,6,4,3,7,4,17
2005,"Treatment of hepatitis C","Heathcote J., Main J.",13520504,"Journal of Viral Hepatitis",12, 3,16,12,7,19,3,38
2005,"Treatment of histologically mild hepatitis C virus infection with interferon and ribavirin: A multicentre randomized controlled trial","Wright M., Millson C., Mills P.R., Bassendine M., Thomas H.C., Forton D., Main J., Goldin R., Torok E., Tedder R., Grant P., Thursz M., Naoumov N.",13520504,"Journal of Viral Hepatitis",12, 1,10,3,3,6,1,17
2005,"Discontinuation of pegylated interferon plus ribavirin in patients who are not responding to therapy - Patients' views of early cessation of therapy","D'Souza R., Main J., Crossey M., Rosenberg W., Murray-Lyon I.M., Hayward C., Foster G.R.",02692813,"Alimentary Pharmacology and Therapeutics",21, 1,1,0,0,0,0,1
2004,"Hepatitis vaccines","Karayiannis P., Main J., Thomas H.C.",00071420,"British Medical Bulletin",70, ,2,0,1,1,0,3
2004,"Advances in hepatitis B and C","Thomson E.C., Main J.",09517375,"Current Opinion in Infectious Diseases",17, 5,4,0,0,0,0,4
2004,"How should we manage the patient?","Main J., Thomas H.",13520504,"Journal of Viral Hepatitis",11, 1,0,1,0,1,1,2
2003,"Magnetic Resonance Imaging of the Liver with Ultrashort TE (UTE) Pulse Sequences","Chappell K.E., Patel N., Gatehouse P.D., Main J., Puri B.K., Taylor-Robinson S.D., Bydder G.M.",10531807,"Journal of Magnetic Resonance Imaging",18, 6,9,7,2,9,3,21
2003,"BHIVA guidelines: Coinfection with HIV and chronic hepatitis C virus","Nelson M.R., Sabin C., Wilkins E., Matthews G., Brook M.G., Main J., Gilson R., Hughes N., Mathews G.",14642662,"HIV Medicine",4, 1,7,1,2,3,0,10
2003,"BHIVA guidelines: Coinfection with HIV and chronic hepatitis B virus","Brook M.G., Gilson R., Wilkins E.L., Main J., Hughes N., Mathews G., Nelson M., Sabin C.",14642662,"HIV Medicine",4, 1,14,1,2,3,0,17
2003,"Evaluation of a modified commercial assay in detecting antibody to hepatitis C virus in oral fluids and dried blood spots","Judd A., Gill N., Kemp K., Main J., Murray-Lyon I., Nelson M., Parry J., Hickman M., McDonald T., Jordan L., Lewis K., Contreras M., Dusheiko G., Foster G.",01466615,"Journal of Medical Virology",71, 1,16,10,9,19,9,44
2003,"Deficit in motor performance correlates with changed corticospinal excitability in patients with chronic fatigue syndrome","Davey N.J., Puri B.K., Catley M., Main J., Nowicky A.V., Zaman R.",13685031,"International Journal of Clinical Practice",57, 4,2,0,0,0,0,2
2003,"Cytomegalovirus infection and thrombosis: A causative association?","Youd P., Main J., Jackson E.",01634453,"Journal of Infection",46, 2,12,2,5,7,2,21
2002,"Hepatitis C and cognitive impairment in a cohort of patients with mild liver disease","Forton D.M., Thomas H.C., Murphy C.A., Allsop J.M., Foster G.R., Main J., Wesnes K.A., Taylor-Robinson S.D.",02709139,"Hepatology",35, 2,108,20,26,46,14,168
2001,"Treatment of chronic viral hepatitis","Wright M., Main J., Thomas H.C.",09563202,"Antiviral Chemistry and Chemotherapy",12, 4,5,1,0,1,0,6
2001,"Erratum: Treatment of chronic viral hepatitis (Antiviral Chemistry and Chemotherapy 12:4 (201-212))","Wright M., Main J., Thomas H.C.",09563202,"Antiviral Chemistry and Chemotherapy",12, 5,0,0,0,0,0,0
2001,"Evidence for a cerebral effect of the hepatitis C virus","Forton D.M., Allsop J.M., Main J., Foster G.R., Thomas H.C., Taylor-Robinson S.D.",01406736,"Lancet",358, 9275,87,13,17,30,10,127
2001,"Voluntary motor function in patients with chronic fatigue syndrome","Davey N.J., Puri B.K., Nowicky A.V., Main J., Zaman R.",00223999,"Journal of Psychosomatic Research",50, 1,5,0,1,1,0,6
2000,"The prevention and management of viral hepatitis","Wright M., Main J.",09517375,"Current Opinion in Infectious Diseases",13, 5,0,0,0,0,0,0
2000,"Drug-resistant viral hepatitis","Wright M., Main J., Thomas H.C.",01634453,"Journal of Infection",41, 1,2,0,0,0,0,2
1999,"A survey of patient perceptions of dental charges.","Brown A.D., Mellor A.C., Main J.R.",13557610,"Primary dental care : journal of the Faculty of General Dental Practitioners (UK)",6, 4,2,0,0,0,0,2
1998,"Treatment of chronic viral hepatitis","Main J., McCarron B., Thomas H.C.",09563202,"Antiviral Chemistry and Chemotherapy",9, 6,16,2,0,2,0,18
1998,"Quantitative hepatitis B virus DNA assessment by the limiting-dilution polymerase chain reaction in chronic hepatitis B patients: Evidence of continuing viral suppression with longer duration and higher dose of lamivudine therapy","Honkoop P., De Man R.A., Niesters H.G.M., Main J., Nevens F., Thomas H.C., Fevery J., Tyrrell D.L., Schalm S.W.",13520504,"Journal of Viral Hepatitis",5, 5,33,3,0,3,1,37
1998,"Molecular and therapeutic advances in the management of chronic hepatitis B and C","McCarron B., Main J., Thomas H.C.",09517375,"Current Opinion in Infectious Diseases",11, 5,1,0,0,0,0,1
1997,"HIV and hepatotropic viruses: Interactions and treatments","McCarron B., Main J., Thomas H.C.",09564624,"International Journal of STD and AIDS",8, 12,1,1,1,2,0,3
1997,"The clinical evaluation of agents for the treatment of chronic viral hepatic infection","Main J., McDade H.B.",13649027,"International Journal of Pharmaceutical Medicine",11, 6,0,0,0,0,0,0
1997,"Lamivudine therapy for chronic hepatitis B: A six-month randomized dose- ranging study","Nevens F., Main J., Honkoop P., Tyrrell D.L., Barber J., Sullivan M.T., Fevery J., De Man R.A., Thomas H.C.",00165085,"Gastroenterology",113, 4,229,13,5,18,5,252
1997,"Pancreatic abnormalities and AIDS related sclerosing cholangitis","Teare J.P., Summerfield J.A., Daly C.A., Rodgers C., Padley S.P.G., Coker R.J., Main J., Harris J.R.W., Scullion D., Bray G.P.",02664348,"Genitourinary Medicine",73, 4,6,1,0,1,0,7
1997,"Management of chronic hepatitis C: Clinical audit of biopsy based management algorithm","Foster G.R., Goldin R.D., Main J., Murray-Lyon I., Hargreaves S., Thomas H.C.",09598146,"British Medical Journal",315, 7106,53,0,1,1,1,55
1997,"Contact dermatitis with cervical lymphadenopathy following exposure to the hide beetle, Dermestes peruvianus","Ramachandran S., Hern J., Almeyda J., Main J., Patel K.S.",00070963,"British Journal of Dermatology",136, 6,0,1,0,1,0,1
1997,"Bacillary angiomatosis: A role for Phyllobacterium? [3]","Price D.A., Birtles R.J., Levine T.S., Main J., Coker R.J.",02699370,"AIDS",11, 9,1,0,0,0,0,1
1997,"Potential role for granulocyte-macrophage colony-stimulating factor in the treatment of HIV-associated cryptococcal meningitis [8]","Price D.A., Klein J.L., Fisher M., Main J., Bingham J.S., Coker R.J.",02699370,"AIDS",11, 5,5,0,0,0,0,5
1996,"Erratum: Isolated cutaneous non-tuberculous mycobacterial infection as a manifestation of AIDS (Clin Exp Dermatol 1996; 21 (3): 226-9)","Paige D.G., Price D.A., Crook T., Main J., Fry L., Weber J.N.",03076938,"Clinical and Experimental Dermatology",21, 6,0,0,0,0,0,0
1996,"Adding interventions to interferon in chronic HCV infections","Main J.",00175749,"Gut",39, 5,0,0,0,0,0,0
1996,"Viral hepatitis, new viruses and therapies","McCarron B., Main J., Thomas H.C.",09517375,"Current Opinion in Infectious Diseases",9, 5,1,0,0,0,0,1
1996,"Ribavirin treatment for patients with chronic hepatitis C: Results of a placebo-controlled study","Dusheiko G., Bassendine M., Norkrans G., Cuypers T., Lelie N., Telfer P., Watson J., Weegink C., Sillikens P., Weiland O., Main J., Thomas H., Reichard O., Lee C., Dhillon A., Rassam S., Fryden A., Reesink H.",01688278,"Journal of Hepatology",25, 5,206,14,7,21,6,233
1996,"Isolated cutaneous non-tuberculous mycobacterial infection as a manifestation of AIDS","Paige D.G., Price D.A., Crook T., Main J., Fry L., Weber J.N.",03076938,"Clinical and Experimental Dermatology",21, 3,0,0,0,0,0,0
1996,"Famciclovir in AIDS-related acute retinal necrosis [7]","Klein J.L., Sandy C., Migdal C.S., Main J.",02699370,"AIDS",10, 11,2,0,0,0,0,2
1996,"Malignant otitis externa in HIV and AIDS","Hern J.D., Almeyda J., Thomas D.M., Main J., Patel K.S.",00222151,"Journal of Laryngology and Otology",110, 8,10,0,1,1,0,11
1996,"A double blind, placebo-controlled study to assess the effect of famciclovir on virus replication in patients with chronic hepatitis B virus infection","Main J., Brown J.L., Howells C., Galassini R., Crossey M., Karayiannis P., Georgiou P., Atkinson G., Thomas H.C.",13520504,"Journal of Viral Hepatitis",3, 4,93,1,0,1,0,94
1995,"Hepatitis C: Clinical aspects","Main J.",01634453,"Journal of Infection",30, 2,3,0,0,0,0,3
1995,"An unusual gastrointestinal presentation of leishmaniasis","McBride M.O., Fisher M., Skinner C.J., Golden R., Main J.",00365548,"Scandinavian Journal of Infectious Diseases",27, 3,9,0,0,0,0,9
1995,"Reversible AIDS-related sclerosing cholangitis","Teare J.P., Price D.A., Foster G.R., McBride M., Goldin R.D., Main J.",01688278,"Journal of Hepatology",23, 2,4,0,0,0,0,4
1994,"Clinical response to the addition of clarithromycin in Pneumocystis carinii pneumonia refractory to high dose co-trimoxazole [6]","Price D.A., Hollings N.P., Janes S.M., Main J., Coker R.J.",03057453,"Journal of Antimicrobial Chemotherapy",34, 2,0,0,0,0,0,0
1994,"Adverse effects of drugs used in the management of opportunistic infections associated with HIV infection","Peters B.S., Carlin E., Weston R.J., Loveless S.J., Sweeney J., Weber J., Main J.",01145916,"Drug Safety",10, 6,10,1,1,2,0,12
1993,"Purchasing care for people with HIV infection and AIDS.","Main J., Kitchen V., Lewis-Jones S., Moss V.",09638172,"Quality in health care : QHC",2, 1,1,0,0,0,0,1
1993,"Short report: Prednisolone withdrawal followed by lymphoblastoid interferon in the therapy of adult patients with presumed childhood-acquired chronic hepatitis B virus infection","Brook M.G., Main J., Yap I., Chan G., Karayiannis P., Crossey M., Thomas H.C.",02692813,"Alimentary Pharmacology and Therapeutics",7, 3,2,0,0,0,0,2
1993,"Ondansetron usage in HIV positive patients: A pilot study on the control of nausea and vomiting in patients on high dose co-trimoxazole for Pneumocystis carinii pneumonia","Gompels M., McWilliams S., O'Hare M., Harris J.R.W., Pinching A.J., Main J.",09564624,"International Journal of STD and AIDS",4, 5,1,0,1,1,0,2
1992,"The diagnosis and management of viral hepatitis.","Main J., Jacyna M.R., Thomas H.C.",13509349,"Communicable disease report. CDR review",2, 10,0,0,0,0,0,0
1992,"Tuberculosis in HIV seropositive individuals - A retrospective analysis","Tomlinson D.R., Moss F., McCarty M., Mitchell D., Main J., Harris J.R.W., Karim Q.N.",09564624,"International Journal of STD and AIDS",3, 1,3,0,0,0,0,3
1992,"Interactions of the human immunodeficiency virus and the hepatotropic viruses","McNair A.N.B., Main J., Thomas H.C.",02728087,"Seminars in Liver Disease",12, 2,46,4,2,6,0,52
1992,"Cryptococcal meningitis in AIDS occurring despite systemic antifungal therapy [4]","Coker R.J., Moulopoulos D., Main J., Murphy S.M., Pinching A.J., Harris J.R.W.",01634453,"Journal of Infection",24, 1,0,0,0,0,0,0
1992,"Interferon: Current and future clinical uses in infectious disease practice","Main J., Handley J.",09564624,"International Journal of STD and AIDS",3, 1,0,0,0,0,0,0
1991,"Clinical care and management","Sweeney J., Peters B.S., Main J.",09540121,"AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV",3, 4,0,0,0,0,0,0
1991,"Therapy of chronic viral hepatitis","Main J.",01956701,"Journal of Hospital Infection",18, ,0,0,0,0,0,0
1991,"Changing disease pattern in AIDS [7]","Peters B.S., Coleman D., Beck E.J., Todd J.F., Main J., Harris J.R.W., Pinching A.J., Hill A.",09598146,"British Medical Journal",302, 6778,1,0,0,0,0,1
1991,"Cytomegalovirus infection in AIDS. Patterns of disease, response to therapy and trends in survival","Peters B.S., Beck E.J., Anderson S., Coleman D., Coker R., Main J., Migdal Harris C.J.R.W., Pinching A.J.",01634453,"Journal of Infection",23, 2,35,0,0,0,0,35
1991,"Disseminated strongyloidiasis in AIDS: Uncommon but important","Gompels M.M., Todd J., Peters B.S., Main J., Pinching A.J.",02699370,"AIDS",5, 3,35,0,3,3,2,40
1990,"Immunization of woodchucks with recombinant hepatitis delta antigen does not protect against hepatitis delta virus infection","Karayiannis P., Saldanha J., Monjardino J., Goldin R., Main J., Luther S., Easton M., Ponzetto A., Thomas H.C.",02709139,"Hepatology",12, 5,11,0,0,0,1,12
1990,"Classification of auto-immune chronic active hepatitis","Sherlock S., Bianchi F.B., Desmet V.J., Main J., Pagliaro L.",08159319,"Journal of Gastroenterology and Hepatology",5, 3,4,0,0,0,0,4
1990,"Histological and immunohistochemical study of hepatitis B virus in human immunodeficiency virus infection","Goldin R.D., Fish D.E., Hay A., Waters J.A., McGarvey M.J., Main J., Thomas H.C.",00219746,"Journal of Clinical Pathology",43, 3,29,2,0,2,1,32
1990,"Treatment of chronic hepatitis B infection","Main J., Thomas H.C.",01637258,"Pharmacology and Therapeutics",45, 3,2,0,0,0,0,2
1989,"Randomised controlled trial of lymphoblastoid interferon alfa in Europid men with chronic hepatitis B virus infection","Brook M.G., Chan G., Yap I., Karayiannis P., Lever A.M.L., Jacyna M., Main J., Thomas H.C.",02670623,"British Medical Journal",299, 6700,44,3,1,4,0,48
1989,"Randomised controlled trial of interferon alfa (lymphoblastoid interferon) in chronic non-A non-B hepatitis","Jacyna M.R., Brooks M.G., Loke R.H.T., Main J., Murray-Lyon I.M., Thomas H.C.",02670623,"British Medical Journal",298, 6666,37,0,0,0,0,37
1988,"Management of non A, non B hepatitis: the problem and its treatment.","Thomas H.C., Jacyna M.R., Main J.",0392906X,"Chemioterapia",7, ,0,0,0,0,0,0
1988,"Virus-host interaction in chronic hepatitis B virus infection","Thomas H.C., Jacyna M., Waters J., Main J.",02728087,"Seminars in Liver Disease",8, 4,22,0,0,0,1,23
