,"This is a citation overview for a set of 52 documents.",,,,,,,,,,,,
2005,"The IgLON family in epithelial ovarian cancer: Expression profiles and clinicopathologic correlates","Ntougkos E., Rush R., Scott D., Frankenberg T., Gabra H., Smyth J.F., Sellar G.C.",10780432,"Clinical Cancer Research",11, 16,14,4,2,2,8,0,22
2005,"Tolerant T cells display impaired trafficking ability","Mirenda V., Marelli-Berg F.M., Millington O., Lechler R.I., Scott D., Hernandez-Fuentes M.P., Read J., Tan P.H., George A.J.T., Garside P.",00142980,"European Journal of Immunology",35, 7,13,0,1,0,1,0,14
2005,"WWOX mRNA expression profile in epithelial ovarian cancer supports the role of WWOX variant 1 as a tumour suppressor, although the role of variant 4 remains unclear.","Gourley C., Paige A.J., Taylor K.J., Scott D., Francis N.J., Rush R., Aldaz C.M., Smyth J.F., Gabra H.",10196439,"International journal of oncology",26, 6,13,5,3,1,9,0,22
2005,"Regulatory T cells, derived from naïve CD4+CD25- T cells by in vitro Foxp3 gene transfer, can induce transplantation tolerance","Chai J.-G., Sakaguchi S., Dyson J., Xue S.-A., Coe D., Addey C., Bartok I., Scott D., Simpson E., Stauss H.J., Hori S.",00411337,"Transplantation",79, 10,71,17,8,1,26,0,97
2004,"Transplantation tolerance induced by intranasal administration of HY peptides","Chai J.-G., James E., Dewchand H., Simpson E., Scott D.",00064971,"Blood",103, 10,28,6,5,1,12,0,40
2004,"Cognate recognition of the endothelium induces HY-specific CD8+ T-lymphocyte transendothelial migration (diapedesis) in vivo","Marelli-Berg F.M., James M.J., Dangerfield J., Dyson J., Millrain M., Scott D., Simpson E., Nourshargh S., Lechler R.I.",00064971,"Blood",103, 8,26,5,2,1,8,0,34
2003,"Anergic T cells exert antigen-independent inhibition of cell-cell interactions via chemokine metabolism","James M.J., Cardozo L., Warrens A., Szydlo R.M., Lechler R.I., Marelli-Berg F.M., Belaramani L., Prodromidou K., Datta A., Nourshargh S., Lombardi G., Dyson J., Scott D., Simpson E.",00064971,"Blood",102, 6,22,1,0,1,2,0,24
2003,"OPCML at 11q25 is epigenetically inactivated and has tumor- suppressor function in epithelial ovarian cancer","Sellar G.C., Scott D., Brown I., Williams A.R., Bates P.A., Smyth J.F., Gabra H., Watt K.P., Rabiasz G.J., Stronach E.A., Li L., Miller E.P., Massie C.E., Miller J., Contreras-Moreira B.",10614036,"Nature Genetics",34, 3,54,11,16,4,31,0,85
2003,"Bone marrow mesenchymal stem cells inhibit the response of naive and memory antigen-specific T cells to their cognate peptide","Krampera M., Glennie S., Dyson J., Scott D., Laylor R., Simpson E., Dazzi F.",00064971,"Blood",101, 9,371,96,79,28,203,0,574
2003,"Presence and quantification of macrophages in squamous cell carcinoma of the cervix","Heller D.S., Hameed M., Cracchiolo B., Wiederkehr M., Scott D., Skurnick J., Ammar N., Lambert W.C.",1048891X,"International Journal of Gynecological Cancer",13, 1,10,4,1,0,5,0,15
2003,"Demonstration of her-2 protein in cervical carcinomas","Heller D.S., Hameed M., Aisner S., Cracchiolo B., Skurnick J., Scott D., Settembre D.",10892591,"Journal of Lower Genital Tract Disease",7, 1,0,0,0,0,0,0,0
2002,"HY peptides modulate transplantation responses to skin allografts","James E., Scott D., Chai J.-G., Millrain M., Chandler P., Simpson E.",09538178,"International Immunology",14, 11,20,1,2,0,3,0,23
2002,"Minor H antigens: Genes and peptides","Simpson E., Scott D., James E., Lombardi G., Cwynarski K., Dazzi F., Millrain M., Dyson P.J.",09663274,"Transplant Immunology",10, 2-3,32,6,9,3,18,0,50
2002,"CD4+CD25+ T cells as immunoregulatory T cells in vitro","Chai J.-G., Tsang J.Y.S., Lechler R., Simpson E., Dyson J., Scott D.",00142980,"European Journal of Immunology",32, 8,32,3,4,0,7,0,39
2001,"Minor H antigens: Genes and peptides","Simpson E., Scott D., James E., Lombardi G., Cwynarski K., Dazzi F., Millrain M., Dyson P.J.",09607420,"European Journal of Immunogenetics",28, 5,28,2,2,0,4,0,32
2001,"Examination of HY response: T cell expansion, immunodominance, and cross-priming revealed by HY tetramer analysis","Millrain M., Chandler P., Dazzi F., Scott D., Simpson E., Dyson P.J.",00221767,"Journal of Immunology",167, 7,40,4,5,2,11,0,51
2001,"WWOX: A candidate tumor suppressor gene involved in multiple tumor types","Paige A.J.W., Taylor K.J., Taylor C., Hillier S.G., Farrington S., Scott D., Porteous D.J., Smyth J.F., Gabra H., Watson J.E.V.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",98, 20,98,14,10,3,27,0,125
2001,"Antigen presentation by murine endothelial cells","Marelli-Berg F.M., Scott D., Bartok I., Peek E., Dyson J., Lechler R.I.",00411345,"Transplantation Proceedings",33, 1-2,5,0,1,0,1,0,6
2000,"Dendritic cells permit identification of genes encoding MHC class II-restricted epitopes of transplantation antigens","Scott D., Addey C., Ellis P., James E., Mitchell M.J., Saut N., Jurcevic S., Simpson E.",10747613,"Immunity",12, 6,82,2,5,2,9,0,91
2000,"Activated murine endothelial cells have reduced immunogenicity for CD8+ T cells: A mechanism of immunoregulation?","Marelli-Berg F.M., Scott D., Bartok I., Peek E., Dyson J., Lechler R.I.",00221767,"Journal of Immunology",165, 8,31,0,1,0,1,0,32
1998,"Characterization of genes encoding translation initiation factor elF-2? in mouse and human: Sex chromosome localization, escape from X-inactivation and evolution","Ehrmann I.E., Simpson E., Mitchell M.J., Scott D.M., Ellis P.S., Mazeyrat S., Duthie S., Brockdorff N., Mattei M.G., Gavin M.A., Affara N.A., Brown G.M.",09646906,"Human Molecular Genetics",7, 11,42,3,1,0,4,0,46
1998,"T:T antigen presentation by activated murine CD8+ T cells induces anergy and apoptosis","Chai J.-G., Bartok I., Scott D., Dyson J., Lechler R.",00221767,"Journal of Immunology",160, 8,35,2,1,0,3,0,38
1998,"Peptide-induced tolerance - A balancing act","Simpson E., Scott D., Chandler P.",0014312X,"European Surgical Research",30, 3,0,0,0,0,0,0,0
1997,"The male-specific histocompatibility antigen, H-Y: A history of transplantation, immune response genes, sex determination and expression cloning","Simpson E., Scott D., Chandler P.",07320582,"Annual Review of Immunology",15, ,83,7,7,2,16,0,99
1997,"Why do some females reject males? The molecular basis for male-specific graft rejection","Scott D.M., Ehrmann I.E., Ellis P.S., Chandler P.R., Simpson E.",09462716,"Journal of Molecular Medicine",75, 2,15,1,2,0,3,0,18
1996,"T cell tolerance and activation to a transgene-encoded tumor antigen","Antoniou A., McCormick D., Scott D., Yeoman H., Chandler P., Mellor A., Dyson J.",00142980,"European Journal of Immunology",26, 5,37,0,0,0,0,0,37
1996,"An H-YDb epitope is encoded by a novel mouse Y chromosome gene","Greenfield A., Scott D., Pennisi D., Ehrmann I., Ellis P., Cooper L., Simpson E., Koopman P.",10614036,"Nature Genetics",14, 4,125,2,4,1,7,0,132
1995,"Identification of a mouse male-specific transplantation antigen, H-Y","Scott D.M., Ehrmann I.E., Ellis P.S., Bishop C.E., Agulnik A.I., Simpson E., Mitchell M.J.",00280836,"Nature",376, 6542,137,6,3,0,9,0,146
1995,"Interleukin-11 stimulates multilineage progenitors, but not stem cells, in murine and human long-term marrow cultures","Du X.X., Scott D., Yang Z.X., Cooper R., Xiao X.L., Williams D.A.",00064971,"Blood",86, 1,14,0,1,0,1,0,15
1994,"Deletion mapping by immunoselection against the H-Y histocompatibility antigen further resolves the Sxra region of the mouse Y chromosome and reveals complexity of the Hya locus","King T.R., Christianson G.J., Mitchell M.J., Bishop C.E., Scott D., Ehrmann I., Simpson E., Eicher E.M., Roopenian D.C.",08887543,"Genomics",24, 1,58,0,0,0,0,0,58
1992,"A new approach to the cloning of genes encoding T-cell epitopes","Scott D.M., Dyson P.J., Simpson E.",00937711,"Immunogenetics",36, 2,7,0,0,0,0,0,7
1991,"Variable spread of X inactivation affecting the expression of different epitopes of the Hya gene product in mouse B-cell clones","Scott D., McLaren A., Dyson J., Simpson E.",00937711,"Immunogenetics",33, 1,12,0,0,0,0,0,12
1989,"A comparison of prostaglandin-dependent, indomethacin-sensitive regulatory mechanisms between patients with american cutaneous Leishmaniasis and America trypanosomiasis","Castes M., Panagiotopoulos A., Trujillo D., Scott D., Mosca W.",,"Recent advances in pharmacology and therapeutics: proceedings of the XII Latin-American Congress of Pharmacology and the III Inter-American Congress of Clinical Pharmacology and Therapeutics. ICS839",, ,0,0,0,0,0,0,0
1989,"Human cytomegalovirus and monocytes: Limited infection and negligible immunosuppression in normal mononuclear cells infected in vitro with mycoplasma-free virus strains","Scott D.M., Rodgers B.C., Freeke C., Buiter J., Sissons J.G.P.",00221317,"Journal of General Virology",70, 3,4,1,0,0,1,0,5
1987,"Demonstration of an indomethacin-sensitive mechanism regulating immune reactivity in American cutaneous leishmaniasis patients","Castes M., Trujillo D., Scott D., Rondon A.J.",00099104,"Clinical and Experimental Immunology",69, 2,0,0,0,0,0,0,0
1986,"Cytomegalovirus - Its cellular immunology and biology","Sissons J.G.P., Borysiewicz L.K., Rodgers B., Scott D.",01675699,"Immunology Today",7, 2,13,0,0,0,0,0,13
1985,"Monocyte-derived inhibitor of interleukin 1 induced by human cytomegalovirus","Rodgers B.C., Scott D.M., Mundin J., Sissons J.G.P.",0022538X,"Journal of Virology",55, 3,9,0,0,0,0,0,9
1985,"A monocyte-derived inhibitor of interleukin 1 induced by human cytomegalovirus.","Rodgers B.C., Scott D.M., Sissons J.G.",00669458,"Transactions of the Association of American Physicians",98, ,0,0,0,0,0,0,0
1981,"The role of carbohydrate in the structure and function of nephritic factor","Scott D.M., Amos N., Bartolotti S.R.",00099104,"Clinical and Experimental Immunology",46, 1,0,0,0,0,0,0,0
1979,"Metabolism of human beta 1H: studies in man and experimental animals.","Charlesworth J.A., Scott D.M., Pussell B.A., Peters D.K.",00099104,"Clinical and Experimental Immunology",38, 3,2,1,1,0,2,0,4
1978,"Purification of antigen-dependent macrophage migration inhibition factor (MIF) from lymph draining a tuberculin reaction","Scott D.M., McConnell I., Agomo P., Lachmann P.J.",00192805,"Immunology",34, 4,0,0,0,0,0,0,0
1978,"The immunoglobulin nature of nephritic factor (NeF)","Scott D.M., Amos N., Sissons J.G.P.",00099104,"Clinical and Experimental Immunology",32, 1,7,0,0,0,0,0,7
1978,"Value of immune-complex assays in diagnosis and management","Pussell B.A., Lockwood C.M., Scott D.M.",01406736,"Lancet",2, 8085,0,0,0,0,0,0,0
