,This is a citation overview for a set of 20 documents.,,,,,,,,,,,
2004,Glutamine potently stimulates glucagon-like peptide-1 secretion from GLUTag cells,"Reimann F., Williams L., Da Silva Xavier G., Rutter G.A., Gribble F.M.",0012186X,Diabetologia,47,9,7,3,5,8,7,22
2004,"Metformin, but not leptin, regulates AMP-activated protein kinase in pancreatic islets: Impact on glucose-stimulated insulin secretion","Leclerc I., Woltersdorf W.W., Da Silva Xavier G., Rowe R.L., Cross S.E., Korbutt G.S., Rajotte R.V., Smith R., Rutter G.A.",1931849,American Journal of Physiology - Endocrinology and Metabolism,286,6,26,16,10,26,5,57
2004,Involvement of Per-Arnt-Sim (PAS) kinase in the stimulation of preproinsulin and pancreatic duodenum homeobox 1 gene expression by glucose,"Da Silva Xavier G., Ruttert J., Rutter G.A.",278424,Proceedings of the National Academy of Sciences of the United States of America,101,22,10,8,2,10,4,24
2004,Importin ?1 mediates the glucose-stimulated nuclear import of pancreatic and duodenal homeobox-1 in pancreatic islet ?-cells (MIN6),"Guillemain G., Da Silva Xavier G., Rafiq I., Leturque A., Ruher G.A.",2646021,Biochemical Journal,378,1,3,1,2,3,1,7
2004,Distinct roles for insulin and insulin-like growth factor-1 receptors in pancreatic ?-cell glucose sensing revealed by RNA silencing,"Da Silva Xavier G., Qian Q., Cullen P.J., Rutter G.A.",2646021,Biochemical Journal,377,1,20,8,5,13,6,39
2003,5?-AMP-activated Protein Kinase Controls Insulin-containing Secretory Vesicle Dynamics,"Tsuboi T., Da Silva Xavier G., Leclerc I., Rutter G.A.",219258,Journal of Biological Chemistry,278,52,24,7,4,11,6,41
2003,Roles of 5?-AMP-activated protein kinase (AMPK) in mammalian glucose homoeostasis,"Rutter G.A., Da Silva Xavier G., Leclerc I.",2646021,Biochemical Journal,375,1,58,33,20,53,10,121
2003,Role for AMP-activated protein kinase in glucose-stimulated insulin secretion and preproinsulin gene expression,"Da Silva Xavier G., Leclerc I., Varadi A., Tsuboi T., Moule S.K., Rutter G.A.",2646021,Biochemical Journal,371,3,54,19,18,37,7,98
2002,AMP- and stress-activated protein kinases: Key regulators of glucose-dependent gene transcription in mammalian cells?,"Leclerc I., Da Silva Xavier G., Rutter G.A.",796603,Progress in Nucleic Acid Research and Molecular Biology,71, ,9,2,1,3,0,12
2002,Stimulation of acetyl-CoA carboxylase gene expression by glucose requires insulin release and sterol regulatory element binding protein 1c in pancreatic MIN6 ?-cells,"Andreolas C., Da Silva Xavier G., Diraison F., Zhao C., Varadi A., Lopez-Casillas F., Ferre P., Foufelle F., Rutter G.A.",121797,Diabetes,51,8,28,5,4,9,1,38
2002,Role of AMP-activated protein kinase in the regulation of gene transcription.,"Leclerc I., Viollet B., da Silva Xavier G., Kahn A., Rutter G.A.",3005127,Biochemical Society Transactions,30,2,8,2,1,3,2,13
2000,Regulation of gene expression by glucose in pancreatic ?-cells (MIN6) via insulin secretion and activation of phosphatidylinositol 3'-kinase,"Da Silva Xavier G., Varadi A., Ainscow E.K., Rutter G.A.",219258,Journal of Biological Chemistry,275,46,32,3,5,8,3,43
2000,Glucose-stimulated preproinsulin gene expression and nuclear trans- location of pancreatic duodenum homeobox-1 require activation of phosphatidylinositol 3-kinase but not p38 MAPK/SAPK2,"Rafiq I., Da Silva Xavier G., Hooper S., Rutter G.A.",219258,Journal of Biological Chemistry,275,21,45,11,5,16,2,63
2000,Role of AMP-activated protein kinase in the regulation by glucose of islet beta cell gene expression,"Da Silva Xavier G., Leclerc I., Salt I.P., Doiron B., Hardie D.G., Kahn A., Rutter G.A.",278424,Proceedings of the National Academy of Sciences of the United States of America,97,8,82,12,14,26,8,116
