2008,"Aspirin and the in vitro linear relationship between thromboxane A2-mediated platelet aggregation and platelet production of thromboxane A2","Armstrong P.C.J., Mitchell J.A., Warner T.D., Truss N.J., Ali F.Y., Dhanji A.A., Vojnovic I., Zain Z.N.M., Bishop-Bailey D., Paul-Clark M.J., Tucker A.T.",15387933,"Journal of Thrombosis and Haemostasis",6, 11,6,4,8,1,13,0,19
2008,"Efficacy of membrane TNF mediated host resistance is dependent on mycobacterial virulence","Dambuza I., Allie N., Fick L., Johnston N., Fremond C., Mitchell J., Quesniaux V.F.J., Ryffel B., Jacobs M.",14729792,"Tuberculosis",88, 3,3,1,3,0,4,0,7
2008,"Gram-positive and gram-negative bacteria synergize with oxidants to release CXCL8 from innate immune cells","Paul-Clark M.J., Sorrentino R., Bailey L.K., Sriskandan S., Mitchell J.A.",10761551,"Molecular Medicine",14, 5-6,0,5,1,0,6,0,6
2008,"Differential regulation of CCL-11/eotaxin-1 and CXCL-8/IL-8 by Gram-positive and Gram-negative bacteria in human airway smooth muscle cells","Issa R., Sorrentino R., Sukkar M.B., Sriskandan S., Chung K.F., Mitchell J.A.",14659921,"Respiratory Research",9, ,3,3,2,0,5,0,8
2008,"Fluticasone, but not salmeterol, reduces cigarette smoke-induced production of interleukin-8 in human airway smooth muscle","Oltmanns U., Walters M., Sukkar M., Xie S., Issa R., Mitchell J., Johnson M., Chung K.F.",10945539,"Pulmonary Pharmacology and Therapeutics",21, 2,3,2,2,1,5,0,8
2008,"Cigarette smoke inhibits macrophage sensing of Gram-negative bacteria and lipopolysaccharide: Relative roles of nicotine and oxidant stress","McMaster S.K., Paul-Clark M.J., Walters M., Fleet M., Anandarajah J., Sriskandan S., Mitchell J.A.",00071188,"British Journal of Pharmacology",153, 3,1,3,4,2,9,0,10
2008,"COX-2 selectivity alone does not define the cardiovascular risks associated with non-steroidal anti-inflammatory drugs","Warner T.D., Mitchell J.A.",01406736,"The Lancet",371, 9608,25,10,12,4,26,0,51
2008,"Role of nitric oxide and prostacyclin as vasoactive hormones released by the endothelium","Mitchell J.A., Ali F., Bailey L., Moreno L., Harrington L.S.",09580670,"Experimental Physiology",93, 1,12,11,12,1,24,0,36
2007,"Homeostatic role of toll-like receptor 4 in the endothelium and heart","Harrington L.S., Belcher E., Moreno L., Carrier M.J., Mitchell J.A.",10742484,"Journal of Cardiovascular Pharmacology and Therapeutics",12, 4,0,1,2,1,4,0,4
2007,"Role of pattern-recognition receptors in cardiovascular health and disease","Mitchell J.A., Ryffel B., Quesniaux V.F.J., Cartwright N., Paul-Clark M.",03005127,"Biochemical Society Transactions",35, 6,1,1,4,1,6,0,7
2007,"Role of TLR2, TLR4, and MyD88 in murine ozone-induced airway hyperresponsiveness and neutrophilia","Williams A.S., Leung S.-Y., Nath P., Khorasani N.M., Bhavsar P., Issa R., Mitchell J.A., Adcock I.M., Chung K.F.",87507587,"Journal of Applied Physiology",103, 4,8,8,6,6,20,0,28
2007,"Identification and characterization of a dysfunctional cardiac myocyte phenotype: Role of bacteria, toll-like receptors, and endothelin","Patel T.A., Belcher E., Warner T.D., Harding S.E., Mitchell J.A.",10732322,"Shock",28, 4,2,2,0,0,2,0,4
2007,"Elucidation of the temporal relationship between endothelial-derived NO and EDHF in mesenteric vessels","Harrington L.S., Carrier M.J., Gallagher N., Gilroy D., Garland C.J., Mitchell J.A.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",293, 3,7,4,3,0,7,0,14
2007,"Pulmonary endothelium dependent vasodilation emerges after birth in mice","Faro R., Moreno L., Hislop A.A., Sturton G., Mitchell J.A.",00142999,"European Journal of Pharmacology",567, 3,1,2,0,0,2,0,3
2007,"Critical role of toll-like receptors and nucleotide oligomerisation domain in the regulation of health and disease","Mitchell J.A., Paul-Clark M.J., Clarke G.W., McMaster S.K., Cartwright N.",00220795,"Journal of Endocrinology",193, 3,36,14,6,0,20,0,56
2007,"Selective NOD1 agonists cause shock and organ injury/dysfunction in vivo","Cartwright N., Mitchell J.A., Murch O., McMaster S.K., Paul-Clark M.J., Van Heel D.A., Ryffel B., Quesniaux V.F.J., Evans T.W., Thiemermann C.",1073449X,"American Journal of Respiratory and Critical Care Medicine",175, 6,12,5,5,1,11,0,23
2007,"Elucidation of Toll-like receptor and adapter protein signaling in vascular dysfunction induced by Gram-positive Staphylococcus aureus or Gram-negative Escherichia coli","Cartwright N., McMaster S.K., Sorrentino R., Paul-Clark M., Sriskandan S., Ryffel B., Quesniaux V.F.J., Evans T.W., Mitchell J.A.",10732322,"Shock",27, 1,9,6,4,0,10,0,19
2006,"Stronger inhibition by nonsteroid anti-inflammatory drugs of cyclooxygenase-1 in endothelial cells than platelets offers an explanation for increased risk of thrombotic events","Mitchell J.A., Lucas R., Vojnovic I., Hasan K., Pepper J.R., Warner T.D.",08926638,"FASEB Journal",20, 14,23,6,5,0,11,0,34
2006,"Differential effects of Gram-positive versus Gram-negative bacteria on NOSII and TNF? in macrophages: Role of TLRs in synergy between the two","Paul-Clark M.J., Mc Master S.K., Belcher E., Sorrentino R., Anandarajah J., Fleet M., Sriskandan S., Mitchell J.A.",00071188,"British Journal of Pharmacology",148, 8,18,6,1,0,7,0,25
2006,"Pharmacology of airways and vessels in lung slices in situ: Role of endogenous dilator hormones","Moreno L., Perez-Vizcaino F., Harrington L., Faro R., Sturton G., Barnes P.J., Mitchell J.A.",1465993X,"Respiratory Research",7, ,5,1,2,2,5,0,10
2006,"The flavonoid quercetin induces apoptosis and inhibits JNK activation in intimal vascular smooth muscle cells","Perez-Vizcaino F., Bishop-Bailley D., Lodi F., Duarte J., Cogolludo A., Moreno L., Bosca L., Mitchell J.A., Warner T.D.",0006291X,"Biochemical and Biophysical Research Communications",346, 3,14,10,4,0,14,0,28
2006,"Tolling away in Brazil","Mitchell J.A., Fitzgerald K.A., Coyle A., Silverman N., Cartwright N.",15292908,"Nature Immunology",7, 7,4,1,0,0,1,0,5
2006,"COX-2 in cardiovascular disease","Bishop-Bailey D., Mitchell J.A., Warner T.D.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",26, 5,9,1,1,0,2,0,11
2006,"Influence of plasma protein on the potencies of inhibitors of cyclooxygenase-1 and -2","Warner T.D., Vojnovic I., Bishop-Bailey D., Mitchell J.A.",08926638,"FASEB Journal",20, 3,11,2,4,0,6,0,17
2006,"Role of nuclear receptor signaling in platelets: Antithrombotic effects of PPAR?","Ali F.Y., Davidson S.J., Moraes L.A., Traves S.L., Paul-Clark M., Bishop-Bailey D., Warner T.D., Mitchell J.A.",08926638,"FASEB Journal",20, 2,18,11,6,2,19,0,37
2006,"Role of prostacyclin versus peroxisome proliferator-activated receptor ? receptors in prostacyclin sensing by lung fibroblasts","Ali F.Y., Egan K., FitzGerald G.A., Desvergne B., Wahli W., Bishop-Balley D., Warner T.D., Mitchell J.A.",10441549,"American Journal of Respiratory Cell and Molecular Biology",34, 2,28,4,6,2,12,0,40
2006,"COX isoforms in the cardiovascular system: Understanding the activities of non-steroidal anti-inflammatory drugs","Mitchell J.A., Warner T.D.",14741776,"Nature Reviews Drug Discovery",5, 1,73,17,10,7,34,0,107
2005,"Cigarette smoke activates human monocytes by an oxidant-AP-1 signaling pathway: Implications for steroid resistance","Walters M.J., Paul-Clark M.J., McMaster S.K., Ito K., Adcock I.M., Mitchell J.A.",0026895X,"Molecular Pharmacology",68, 5,23,5,4,2,11,0,34
2005,"Cigarette smoke induces IL-8, but inhibits eotaxin and RANTES release from airway smooth muscle","Oltmanns U., Chung K.F., Walters M., John M., Mitchell J.A.",1465993X,"Respiratory Research",6, ,23,7,5,3,15,0,38
2005,"P2X1 receptors and the endothelium","Harrington L.S., Mitchell J.A.",00740276,"Memorias do Instituto Oswaldo Cruz",100, 1,1,0,0,0,0,0,1
2005,"Cellular mechanisms of acetaminophen: Role of cyclo-oxygenase","Lucas R., Warner T.D., Vojnovic I., Mitchell J.A.",08926638,"FASEB Journal",19, 6,23,4,4,5,13,0,36
2005,"Role of toll-like receptors 2 and 4 in the induction of cyclooxygenase-2 in vascular smooth muscles","Jimenez R., Belcher E., Sriskandan S., Lucas R., McMaster S., Vojnovic I., Warner T.D., Mitchell J.A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",102, 12,22,7,5,0,12,0,34
2005,"Transition from placental to air breathing stimulates haem-oxygenase-1 expression without functional consequence for pulmonary vascular adaptation in pigs and mice","Stanford S.J., Hislop A.A., Oltmanns U., Nabel E.G., Sang H., Haworth S.G., Mitchell J.A.",00071188,"British Journal of Pharmacology",144, 4,5,0,0,1,1,0,6
2005,"NSAIDs increase GM-CSF release by human synoviocytes: Comparison with nitric oxide-donating derivatives","Zacharowski P., Breese E., Wood E., Del Soldato P., Warner T., Mitchell J.",00142999,"European Journal of Pharmacology",508, 1-3,2,0,0,0,0,0,2
2005,"Discontinuation of Vioxx (multiple letters)","Kim P.S., Juni P., Reichenbach S., Dieppe P.A., Egger M., Mitchell J.A., Warner T.D., Nutt D.J., Reicin A.S., Lievre M., Abadie E., Garattini S., Bertele V., Nyberg J., McLean T.R., Boers M.",01406736,"Lancet",365, 9453,2,0,0,0,0,0,2
2004,"Not so EEZE: The 'EDHF' antagonist 14, 15 epoxyeicosa-5(Z)-enoic acid has vasodilator properties in mesenteric arteries","Harrington L.S., Falck J.R., Mitchell J.A.",00142999,"European Journal of Pharmacology",506, 2,6,0,1,0,1,0,7
2004,"Novel role for P2X receptor activation in endothelium-dependent vasodilation","Harrington L.S., Mitchell J.A.",00071188,"British Journal of Pharmacology",143, 5,15,0,3,0,3,0,18
2004,"Cyclooxygenases 1, 2, and 3 and the production of prostaglandin I 2: Investigating the activities of acetaminophen and cyclooxygenase-2-selective inhibitors in rat tissues","Warner T.D., Vojnovic I., Giuliano F., Jimenez R., Bishop-Bailey D., Mitchell J.A.",00223565,"Journal of Pharmacology and Experimental Therapeutics",310, 2,28,1,4,0,5,0,33
2004,"Cyclooxygenases: New forms, new inhibitors, and lessons from the clinic","Warner T.D., Mitchell J.A.",08926638,"FASEB Journal",18, 7,239,44,25,6,75,0,314
2004,"Carbon monoxide inhibits endothelin-1 release by human pulmonary artery smooth muscle cells","Stanford S.J., Walters M.J., Mitchell J.A.",00142999,"European Journal of Pharmacology",486, 3,12,3,1,1,5,0,17
2003,"Role for nuclear factor-?B and signal transducer and activator of transcription 1/interferon regulatory factor-1 in cytokine-induced endothelin-1 release in human vascular smooth muscle cells","Woods M., Wood E.G., Bardswell S.C., Bishop-Bailey D., Barker S., Wort S.J., Mitchell J.A., Warner T.D.",0026895X,"Molecular Pharmacology",64, 4,22,5,2,0,7,0,29
2003,"HIF, stretching to get control of VEGF","Warner T.D., Mitchell J.A.",01435221,"Clinical Science",105, 4,1,0,0,1,1,0,2
2003,"Nonsteroidal antiinflammatory drugs inhibiting prostanoid efflux: As easy as ABC?","Warner T.D., Mitchell J.A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",100, 16,10,1,0,0,1,0,11
2003,"Heme oxygenase is expressed in human pulmonary artery smooth muscle where carbon monoxide has an anti-proliferative role","Stanford S.J., Walters M.J., Hislop A.A., Haworth S.G., Evans T.W., Mann B.E., Motterlini R., Mitchell J.A.",00142999,"European Journal of Pharmacology",473, 2-3,25,3,1,0,4,0,29
2003,"Type II nitric oxide synthase activity is cardio-protective in experimental sepsis","Price S., Mitchell J.A., Anning P.B., Evans T.W.",00142999,"European Journal of Pharmacology",472, 1-2,12,1,0,0,1,0,13
2003,"Endothelium-dependent relaxation and endothelial hyperpolarization by P2Y receptor agonists in rat-isolated mesenteric artery","Mistry H., Gitlin J.M., Mitchell J.A., Hiley C.R.",00071188,"British Journal of Pharmacology",139, 3,7,2,0,0,2,0,9
2003,"Activation of peroxisome proliferator-activated receptors in human airway smooth muscle cells has a superior anti-inflammatory profile to corticosteroids: Relevance for chronic obstructive pulmonary disease therapy","Patel H.J., Belvisi M.G., Bishop-Bailey D., Yacoub M.H., Mitchell J.A.",00221767,"Journal of Immunology",170, 5,65,7,8,0,15,0,80
2002,"Effects of non-steroidal anti-inflammatory drugs on cyclo-oxygenase and lipoxygenase activity in whole blood from aspirin-sensitive asthmatics vs healthy donors","Gray P.A., Warner T.D., Vojnovic I., Del Soldato P., Parikh A., Scadding G.K., Mitchell J.A.",00071188,"British Journal of Pharmacology",137, 7,20,3,1,1,5,0,25
2002,"Cyclo-oxygenase-2 inhibitors and cardiovascular events [10]","Warner T.D., Mitchell J.A., Vane J.R.",01406736,"Lancet",360, 9346,3,0,1,0,1,0,4
2002,"Cyclooxygenase-2 acts as an endogenous brake on endothelin-1 release by human pulmonary artery smooth muscle cells: Implications for pulmonary hypertension","Wort S.J., Woods M., Warner T.D., Evans T.W., Mitchell J.A.",0026895X,"Molecular Pharmacology",62, 5,13,1,5,0,6,0,19
2002,"Modulation by colony stimulating factors of human epithelial colon cancer cell apoptosis","Calatayud S., Warner T.D., Breese E.J., Mitchell J.A.",10434666,"Cytokine",20, 4,11,1,0,0,1,0,12
2002,"Cyclooxygenase-3 (COX-3): Filling in the gaps toward a COX continuum?","Warner T.D., Mitchell J.A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",99, 21,119,8,12,2,22,0,141
2002,"Nitric oxide supports atrial function in sepsis: Relevance to side effects of inhibitors in shock","Price S., Evans T.W., Mitchell J.A.",00142999,"European Journal of Pharmacology",449, 3,10,0,0,0,0,0,10
2002,"Prostaglandins and the regulation of tumor growth","Bishop-Bailey D., Calatayud S., Warner T.D., Hla T., Mitchell J.A.",07318898,"Journal of Environmental Pathology, Toxicology and Oncology",21, 2,37,0,2,0,2,0,39
2002,"Myocardial dysfunction in sepsis: No role for NO?","Belcher E., Mitchell J., Evans T.",13556037,"Heart",87, 6,12,3,2,0,5,0,17
2002,"High levels of nitric oxide synthase activity are associated with nasal polyp tissue from aspirin-sensitive asthmatics","Parikh A., Scadding G.K., Gray P., Belvisi M.G., Mitchell J.A.",00016489,"Acta Oto-Laryngologica",122, 3,9,2,0,1,3,0,12
2002,"Modulation of colony stimulating factor release and apoptosis in human colon cancer cells by anticancer drugs","Calatayud S., Warner T.D., Mitchell J.A.",00070920,"British Journal of Cancer",86, 8,4,0,0,1,1,0,5
2002,"Effects of cyclooxygenase-1/cyclooxygenase-2 inhibition on leukocyte/endothelial cell interactions in the rat mesentery","Calatayud S., Mitchell J.A., Perretti M., Giuliano F., Warner T.D.",00142999,"European Journal of Pharmacology",440, 1,1,0,0,0,0,0,1
2002,"Birth upregulates nitric oxide synthase activity in the porcine lung","Arrigoni F.I., Hislop A.A., Pollock J.S., Haworth S.G., Mitchell J.A.",00243205,"Life Sciences",70, 14,23,1,0,0,1,0,24
2002,"Cytokine modulation of granulocyte macrophage-CSF and granulocyte-CSF release from stimulated vascular smooth muscle cells","Stanford S.J., Pepper J.R., Mitchell J.A.",00142999,"European Journal of Pharmacology",436, 3,2,1,2,0,3,0,5
2001,"RANTES release by human airway smooth muscle: Effects of prostaglandin E2 and fenoterol","Lazzeri N., Belvisi M.G., Patel H.J., Chung K.Fan, Yacoub M.H., Mitchell J.A.",00142999,"European Journal of Pharmacology",433, 2-3,13,0,0,0,0,0,13
2001,"Sodium salicylate inhibits prostaglandin formation without affecting the induction of cyclooxygenase-2 by bacterial lipopolysaccharide in vivo","Giuliano F., Mitchell J.A., Warner T.D.",00223565,"Journal of Pharmacology and Experimental Therapeutics",299, 3,11,1,0,0,1,0,12
2001,"Relationship between endogenous colony stimulating factors and apoptosis in human colon cancer cells: Role of cyclo-oxygenase inhibitors","Calatayud S., Warner T.D., Breese E.J., Mitchell J.A.",00071188,"British Journal of Pharmacology",134, 6,8,5,0,0,5,0,13
2001,"Identification of two distinct vasodilator pathways activated by ATP in the mesenteric bed of the rat","Standford S.J., Gitlin J.M., Mitchell J.A.",00071188,"British Journal of Pharmacology",133, 6,14,0,1,0,1,0,15
2001,"Endogenously released endothelin-1 from human pulmonary artery smooth muscle promotes cellular proliferation: Relevance to pathogenesis of pulmonary hypertension and vascular remodeling","Wort S.J., Woods M., Warner T.D., Evans T.W., Mitchell J.A.",10441549,"American Journal of Respiratory Cell and Molecular Biology",25, 1,34,5,3,0,8,0,42
2001,"Cytokine-activated human vascular smooth muscle delays apoptosis of neutrophils: relevance of interactions between cyclo-oxygenase-2 and colony-stimulating factors.","Stanford S.J., Pepper J.R., Burke-Gaffney A., Mitchell J.A.",08926638,"The FASEB journal : official publication of the Federation of American Societies for Experimental Biology",15, 10,11,0,0,0,0,0,11
2001,"Inducible nitric oxide synthase: A tissue-specific affair?","Wort S.J., Mitchell J.A., Evans T.W.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",280, 3,1,0,0,0,0,0,1
2001,"Characterization of the effects of isoprostanes on platelet aggregation in human whole blood","Cranshaw J.H., Evans T.W., Mitchell J.A.",00071188,"British Journal of Pharmacology",132, 8,12,0,1,0,1,0,13
2001,"Effects of prostaglandin E2 and cAMP elevating drugs on GM-CSF release by cultured human airway smooth muscle cells relevance to asthma therapy","Lazzeri N., Belvisi M.G., Patel H.J., Yacoub M.H., Chung K.F., Mitchell J.A.",10441549,"American Journal of Respiratory Cell and Molecular Biology",24, 1,47,0,1,1,2,0,49
2000,"Cyclic AMP regulates cytokine stimulation of endothelin-1 release in human vascular smooth muscle cells","Woods M., Wood E.G., Mitchell J.A., Warner T.D.",01602446,"Journal of Cardiovascular Pharmacology",36, 5,5,0,0,0,0,0,5
2000,"The prostacyclin-mimetic cicaprost inhibits endogenous endothelin-1 release from human pulmonary artery smooth muscle cells","Wort S.J., Mitchell J.A., Woods M., Evans T.W., Warner T.D.",01602446,"Journal of Cardiovascular Pharmacology",36, 5,18,1,2,1,4,0,22
2000,"Signal transduction pathways involved in cytokine stimulation of endothelin-1 release from human vascular smooth muscle cells","Woods M., Wood E.G., Mitchell J.A., Warner T.D.",01602446,"Journal of Cardiovascular Pharmacology",36, 5,11,2,0,0,2,0,13
2000,"The pathogenesis of lung injury following pulmonary resection","Jordan S., Mitchell J.A., Quinlan G.J., Goldstraw P., Evans T.W.",09031936,"European Respiratory Journal",15, 4,87,8,10,1,19,0,106
2000,"Release of GM-CSF and G-CSF by human arterial and venous smooth muscle cells: Differential regulation by COX-2","Stanford S.J., Pepper J.R., Mitchell J.A.",00071188,"British Journal of Pharmacology",129, 5,14,0,0,0,0,0,14
2000,"Cyclooxygenase-2 regulates granulocyte-macrophage colony-stimulating factor, but not interleukin-8, production by human vascular cells role of cAMP","Stanford S.J., Pepper J.R., Mitchell J.A.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",20, 3,12,0,0,0,0,0,12
2000,"Effects of nitric oxide-modulating amino acids on coronary vessels: Relevance to sepsis","Mitchell J.A., Gray P., Anning P.D., Woods M., Warner T.D., Evans T.W.",00142999,"European Journal of Pharmacology",389, 2-3,11,1,1,0,2,0,13
2000,"Role of nitric oxide synthase and cyclo-oxygenase in the control of airway smooth muscle function","Belvisi M.G., Mitchell J.A.",09059180,"European Respiratory Review",10, 73,1,0,0,0,0,0,1
1999,"Cyclo-oxygenase-2: Pharmacology, physiology, biochemistry and relevance to NSAID therapy","Mitchell J.A., Warner T.D.",00071188,"British Journal of Pharmacology",128, 6,166,16,9,8,33,0,199
1999,"Cyclooxygenase-2 induction represents an endogenous 'brake' on ET-1 production by human pulmonary artery smooth muscle","Wort S.J., Evans T.W., Warner T.D., Mitchell J.A.",00406376,"Thorax",54, 3,0,0,0,0,0,0,0
1999,"Autocrine function of inducible nitric oxide synthase and cyclooxygenase-2 in proliferation of human and rat pulmonary artery smooth-muscle cells: Species variation","Jourdan K.B., Evans T.W., Lamb N.J., Goldstraw P., Mitchell J.A.",10441549,"American Journal of Respiratory Cell and Molecular Biology",21, 1,18,0,1,1,2,0,20
1999,"Stimulus-specific reduction of neutrophil interleukin-8 release in acute respiratory distress syndrome","Brooks A.V.S., Mitchell J.A., Evans T.W., Burke-Gaffney A.",00406376,"Thorax",54, 3,0,0,0,0,0,0,0
1999,"Cyclo-oxygenase-2 in vascular smooth muscle (Review)","Bishop-Bailey D., Hla T., Mitchell J.A.",11073756,"International Journal of Molecular Medicine",3, 1,29,0,2,0,2,0,31
1999,"Cicaprost, a stable prostacyclin analogue, inhibits endogenous endothelin-1 release in human pulmonary artery smooth muscle cells","Wort S.J., Evans T.W., Woods M., Warner T.D., Mitchell J.A.",00406376,"Thorax",54, 3,0,0,0,0,0,0,0
1999,"Newborn intrapulmonary veins are more reactive than arteries in normal and hypertensive piglets","Arrigoni F.I., Hislop A.A., Haworth S.G., Mitchell J.A.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",277, 5,24,0,0,0,0,0,24
1999,"Constitutive expressions of type I NOS in human airway smooth muscle cells: Evidence for an antiproliferative role","Patel H.J., Belvisi M.G., Donnelly L.E., Yacoub M.H., Chung K.F., Mitchell J.A.",08926638,"FASEB Journal",13, 13,44,0,1,0,1,0,45
1999,"Selective COX-2 inhibitors and human inflammatory bowel disease","McCartney S.A., Mitchell J.A., Fairclough P.D., Farthing M.J.G., Warner T.D.",02692813,"Alimentary Pharmacology and Therapeutics",13, 8,61,1,0,0,1,0,62
1999,"Erratum: Nonsteroid drug selectives for cyclo-oxygenase-1 rather than cyclo-oxygenase-2 are associated with human gastrointestinal toxicity: A full in vitro analysis (Proceedings of the National Academy of Sciences of the United States of America (June 22, 1999) 96:13 (7563-7568))","Warner T.D., Giuliano F., Vojnovic I., Bukasa A., Mitchell J.A., Vane J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",96, 17,3,0,0,0,0,0,3
1999,"Induction of eotaxin expression and release from human airway smooth muscle cells by IL-1? and TNF?: Effects of IL-10 and corticosteroids","Fan Chung K., Patel H.J., Fadlon E.J., Rousell J., Haddad E.-B., Jose P.J., Mitchell J., Belvisi M.",00071188,"British Journal of Pharmacology",127, 5,68,4,2,0,6,0,74
1999,"Nitric oxide production in meningococcal disease is directly related to disease severity","Baines P.B., Stanford S., Bishop-Bailey D., Sills J.A., Thomson A.P.J., Mitchell J.A., Fear S.C., Hart C.A., Petros A.J.",00903493,"Critical Care Medicine",27, 6,23,0,0,0,0,0,23
1999,"Nonsteroid drug selectivities for cyclo-oxygenase-1 rather than cyclo-oxygenase-2 are associated with human gastrointestinal toxicity: A full in vitro analysis","Warner T.D., Giuliano F., Vojnovic I., Bukasa A., Mitchell J.A., Vane J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",96, 13,781,61,42,15,118,0,899
1999,"Redox imbalance in the critically ill","Gutteridge J.M.C., Mitchell J.",00071420,"British Medical Bulletin",55, 1,88,13,9,2,24,0,112
1999,"Endothelin-1 is induced by cytokines in human vascular smooth muscle cells: Evidence for intracellular endothelin-converting enzyme","Woods M., Mitchell J.A., Wood E.G., Barker S., Walcot N.R., Rees G.M., Warner T.D.",0026895X,"Molecular Pharmacology",55, 5,71,4,5,0,9,0,80
1999,"Myocardial dysfunction in sepsis: Mechanisms and therapeutic implications","Price S., Anning P.B., Mitchell J.A., Evans T.W.",0195668X,"European Heart Journal",20, 10,35,4,3,1,8,0,43
1999,"Mechanisms of prostaglandin E2 release by intact cells expressing cyclooxygenase-2: Evidence for a 'two-component' model","Saunders M.A., Belvisi M.G., Cirino G., Barnes P.J., Warner T.D., Mitchell J.A.",00223565,"Journal of Pharmacology and Experimental Therapeutics",288, 3,25,0,1,0,1,0,26
1999,"Synergy between cyclo-oxygenase-2 induction and arachidonic acid supply in vivo: Consequences for nonsteroidal antiinflammatory drug efficacy","Hamilton L.C., Mitchell J.A., Tomlinson A.M., Warner T.D.",08926638,"FASEB Journal",13, 2,41,0,1,0,1,0,42
1999,"Isoprostanes and PGE2 production in human isolated pulmonary artery smooth muscle cells: Concomitant and differential release","Jourdan K.B., Evans T.W., Goldstraw P., Mitchell J.A.",08926638,"FASEB Journal",13, 9,27,1,0,0,1,0,28
1998,"Cytokine and lipopolysaccharide stimulation of endothelin-1 release from human internal mammary artery and saphenous vein smooth-muscle cells","Woods M., Bishop-Bailey D., Pepper J.R., Evans T.W., Mitchell J.A., Warner T.D.",01602446,"Journal of Cardiovascular Pharmacology",31, 1,18,1,1,0,2,0,20
1998,"The importance of the smooth muscle component of pulmonary arteries in the generation of IL-8","Jordan S.J., Jourdan K.B., Evans T.W., Mitchell J.A.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
1998,"Oxidant stress enhances interleukin-8 release by human pulmonary arteries","Jordan S.J., Mitchell J.A., Evans T.W.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
