,"This is a citation overview for a set of 112 documents.",,,,,,,,,,,
2006,"Is the vasculature a potential therapeutic target in arthritis?","Taylor P.C., Paleolog E.M.",15733971,"Current Rheumatology Reviews",2, 2,0,1,0,1,0,1
2006,"The down-regulation of IL1? and IL6, in monocytes exposed to extracorporeal photopheresis (ECP)-treated lymphocytes, is not dependent on lymphocyte phosphatidylserine externalization","Bladon J., Taylor P.C.",09340874,"Transplant International",19, 4,1,2,1,3,0,4
2006,"Is abatacept an effective treatment for patients with RA who do not respond to other anti-TNF treatments? Commentary","Taylor P.C.",17458382,"Nature Clinical Practice Rheumatology",2, 3,0,0,0,0,0,0
2006,"Single-blind randomized trial of combination antibiotic therapy in rheumatoid arthritis","Gompels L.L., Smith A., Charles P.J., Rogers W., Soon-Shiong J., Mitchell A., Dore C., Taylor P.W., Mackworth-Young C.G.",0315162X,"Journal of Rheumatology",33, 2,0,2,1,3,0,3
2006,"Ultrasonographic and radiographic results from a two-year controlled trial of immediate or one-year-delayed addition of infliximab to ongoing methotrexate therapy in patients with erosive early rheumatoid arthritis","Taylor P.C., Steuer A., Gruber J., McClinton C., Cosgrove D.O., Blomley M.J.K., Marsters P.A., Wagner C.L., Maini R.N.",00043591,"Arthritis and Rheumatism",54, 1,5,11,14,25,4,34
2005,"Anti-TNF therapy: Where have we got to in 2005?","Feldmann M., Brennan F.M., Foxwell B.M.J., Taylor P.C., Williams R.O., Maini R.N.",08968411,"Journal of Autoimmunity",25, ,7,18,13,31,7,45
2005,"Lymphocytes treated by extracorporeal photopheresis can down-regulate cytokine production in untreated monocytes","Bladon J., Taylor P.C.",09054383,"Photodermatology Photoimmunology and Photomedicine",21, 6,3,2,3,5,1,9
2005,"Identification of citrullinated alpha-enolase as a candidate autoantigen in rheumatoid arthritis.","Kinloch A., Tatzer V., Wait R., Peston D., Lundberg K., Donatien P., Moyes D., Taylor P.C., Venables P.J.",14786362,"Arthritis research & therapy.",7, 6,8,16,21,37,14,59
2005,"Molecular therapeutic targets in rheumatoid arthritis","Sacre S.M., Andreakos E., Taylor P., Feldmann M., Foxwell B.M.",14623994,"Expert Reviews in Molecular Medicine",7, 16,3,3,2,5,3,11
2005,"Serum vascular markers and vascular imaging in assessment of rheumatoid arthritis disease activity and response to therapy","Taylor P.C.",14620324,"Rheumatology",44, 6,9,5,7,12,2,23
2005,"Photopheresis up-regulates CD36 on monocytes and reduces CD25+ and CD28+ T cell numbers","Bladon J., Taylor P.C.",15721000,"Photodiagnosis and Photodynamic Therapy",2, 2,1,0,0,0,0,1
2005,"Hypoxia and angiogenesis in rheumatoid arthritis","Taylor P.C., Sivakumar B.",10408711,"Current Opinion in Rheumatology",17, 3,12,17,10,27,6,45
2005,"The t(8;9)(p22;p24) is a recurrent abnormality in chronic and acute leukemia that fuses PCM1 to JAK2","Reiter A., Yin J.A., Vanstraelen D., Barker H.F., Taylor P.C., O'Driscol A., Benedetti F., Rudolph C., Kolb H.-J., Hochhaus A., Helmann R., Walz C., Chase A., Cross N.C.P., Watmore A., Schoch C., Blau I., Schlegelberger B., Berger U., Telford N., Aruliah S.",00085472,"Cancer Research",65, 7,40,20,22,42,8,90
2004,"Rheumatoid arthritis: Pathogenic mechanisms and therapeutic targets","Taylor P.C., Feldmann M.",17406765,"Drug Discovery Today: Disease Mechanisms",1, 3,0,1,0,1,1,2
2004,"Anti-TNF? therapy of rheumatoid arthritis: What can we learn about chronic disease?","Feldmann M., Brennan F.M., Paleolog E., Cope A., Taylor P., Williams R., Woody J., Maini R.N.",15282511,"Novartis Foundation Symposium",256, ,20,3,2,5,0,25
2004,"Tumour necrosis factor ? as a therapeutic target for immune-mediated inflammatory diseases","Taylor P.C., Williams R.O., Feldmann M.",09581669,"Current Opinion in Biotechnology",15, 6,14,7,4,11,1,26
2004,"New approaches to therapeutic immunomodulation for immune-mediated inflammatory disorders","Taylor P.C., Feldmann M.",14714892,"Current Opinion in Pharmacology",4, 4,1,2,0,2,0,3
2004,"Extracorporeal photopheresis differentially regulates the expression of phosphorylated STAT-1 and STAT-5 in treated monocytes and T cells, respectively","Bladon J., Taylor P.",12034754,"Journal of Cutaneous Medicine and Surgery",8, 3,2,2,0,2,0,4
2004,"Comparison of Ultrasonographic Assessment of Synovitis and Joint Vascularity With Radiographic Evaluation in a Randomized, Placebo-Controlled Study of Infliximab Therapy in Early Rheumatoid Arthritis","Taylor P.C., Steuer A., Gruber J., Cosgrove D.O., Blomley M.J.K., Marsters P.A., Wagner C.L., McClinton C., Maini R.N.",00043591,"Arthritis and Rheumatism",50, 4,42,20,18,38,17,97
2003,"The value of sensitive imaging modalities in rheumatoid arthritis","Taylor P.C.",14786354,"Arthritis Research and Therapy",5, 5,7,6,2,8,2,17
2003,"Antibody therapy for rheumatoid arthritis","Taylor P.C.",14714892,"Current Opinion in Pharmacology",3, 3,31,6,3,9,2,42
2003,"Early reduction in number of T cells producing proinflammatory cytokines, observed after extracorporeal photopheresis, is not linked to apoptosis induction","Bladon J., Taylor P.C.",00411345,"Transplantation Proceedings",35, 4,9,1,2,3,1,13
2003,"Anti-cytokines and cytokines in the treatment of rheumatoid arthritis","Taylor P.C.",13816128,"Current Pharmaceutical Design",9, 14,36,4,2,6,2,44
2003,"Treatment of cutaneous T cell lymphoma with extracorporeal photopheresis induces Fas-ligand expression on treated T cells, but does not suppress the expression of co-stimulatory molecules on monocytes","Bladon J., Taylor P.C.",10111344,"Journal of Photochemistry and Photobiology B: Biology",69, 2,8,1,2,3,0,11
2003,"Anti-TNF? therapy for rheumatoid arthritis: An update","Taylor P.C.",09182918,"Internal Medicine",42, 1,33,6,9,15,4,52
2002,"Monoclonal antibodies in immune and inflammatory diseases","Andreakos E., Taylor P.C., Feldmann M.",09581669,"Current Opinion in Biotechnology",13, 6,14,2,3,5,0,19
2002,"Extracorporeal photopheresis reduces the number of mononuclear cells that produce pro-inflammatory cytokines, when tested ex-vivo","Bladon J., Taylor P.",07332459,"Journal of Clinical Apheresis",17, 4,11,3,0,3,1,15
2002,"VEGF release is associated with reduced oxygen tensions in experimental inflammatory arthritis","Etherington P.J., Winlove P., Taylor P., Paleolog E., Miotla J.M.",0392856X,"Clinical and Experimental Rheumatology",20, 6,13,6,3,9,2,24
2002,"Erratum: Immune functions are maintained in healthy men with low zinc intake (Journal of Nutrition (2002) 132 (2033-2036))","Pinna K., Kelley D.S., Taylor P.C., King J.C.",00223166,"Journal of Nutrition",132, 11,0,0,0,0,0,0
2002,"Immune functions are maintained in healthy men with low zinc intake","Pinna K., Kelley D.S., Taylor P.C., King J.C.",00223166,"Journal of Nutrition",132, 7,5,2,0,2,0,7
2002,"The common pathways, but different outcomes, of apoptosis induced by extracorporeal photopheresis and in vivo chemotherapymay reinforce the important immunomodulatory effect of monocytes [3]","Bladon J., Taylor P.",00064971,"Blood",99, 8,5,0,0,0,0,5
2002,"Extracorporeal photopheresis in cutaneous T-cell lymphoma and graft-versus-host disease induces both immediate and progressive apoptotic processes","Bladon J., Taylor P.C.",00070963,"British Journal of Dermatology",146, 1,18,3,3,6,1,25
2001,"Anti-TNF therapy for rheumatoid arthritis and other inflammatory diseases","Taylor P.C.",10736085,"Applied Biochemistry and Biotechnology - Part B Molecular Biotechnology",19, 2,20,2,4,6,0,26
2001,"Immunotherapy for rheumatoid arthritis","Taylor P.C., Williams R.O., Maini R.N.",09527915,"Current Opinion in Immunology",13, 5,40,4,4,8,3,51
2001,"The effects of dietary selenium on the immune system in healthy men","Hawkes W.C., Kelley D.S., Taylor P.C.",01634984,"Biological Trace Element Research",81, 3,8,3,4,7,3,18
2001,"Dietary supplementation with conjugated linoleic acid increased its concentration in human peripheral blood mononuclear cells, but did not alter their function","Kelley D.S., Simon V.A., Taylor P.C., Rudolph I.L., Benito P., Nelson G.J., Mackey B.E., Erickson K.L.",00244201,"Lipids",36, 7,27,4,2,6,2,35
2001,"Raised Serum Vascular Endothelial Growth Factor Levels Are Associated with Destructive Change in Inflammatory Arthritis","Ballara S., Taylor P.C., Reusch P., Marme D., Feldmann M., Maini R.N., Paleolog E.M.",00043591,"Arthritis and Rheumatism",44, 9,72,19,14,33,8,113
2001,"Anti-tumor necrosis factor therapies","Taylor P.C.",10408711,"Current Opinion in Rheumatology",13, 3,60,3,3,6,2,68
2000,"Mesenchymal cells expressing bone morphogenetic protein receptors are present in the rheumatoid arthritis joint","Marinova-Mutafchieva L., Taylor P., Funa K., Maini R.N., Zvaifler N.J.",00043591,"Arthritis and Rheumatism",43, 9,39,4,6,10,5,54
2000,"Insights into the pathogenesis of rheumatoid arthritis from application of anti-TNF therapy.","Maini R.N., Taylor P.C., Paleolog E., Charles P., Ballara S., Brennan F.M., Feldmann M.",09114300,"Nihon Rinsho Men""eki Gakkai kaishi = Japanese journal of clinical immunology",23, 6,2,0,0,0,0,2
2000,"Anti-TNF alpha therapy in rheumatoid arthritis--current and future directions.","Taylor P.C., Williams R.O., Maini R.N.",14222132,"Current directions in autoimmunity",2, ,4,1,0,1,2,7
2000,"The expression of CD10 by apoptotic lymphocytes is preceded by a pronounced externalization of phosphatidylserine [9]","Bladon J., Taylor P.",00064971,"Blood",96, 12,5,0,0,0,0,5
2000,"Systemic anti-tumor necrosis factor ? therapy in rheumatoid arthritis down-regulates synovial tumor necrosis factor ? synthesis","Ulfgren A.-K., Andersson U., Engstrom M., Klareskog L., Maini R.N., Taylor P.C.",00043591,"Arthritis and Rheumatism",43, 11,66,8,11,19,8,93
2000,"Future prospects for anti-cytokine treatment","Feldmann M., Miotla J., Paleolog E., Williams R., Malfait A.-M., Taylor P., Brennan F.-M., Maini R.N.",00034967,"Annals of the Rheumatic Diseases",59, 1,9,1,2,3,1,13
2000,"Dietary conjugated linoleic acid did not alter immune status in young healthy women","Kelley D.S., Taylor P.C., Rudolph I.L., Benito P., Nelson G.J., Mackey B.E., Erickson K.L.",00244201,"Lipids",35, 10,39,4,2,6,2,47
2000,"Scleredema associated with paraproteinaemia treated by extracorporeal photopheresis","Stables G.I., Taylor P.C., Highet A.S.",00070963,"British Journal of Dermatology",142, 4,16,2,3,5,1,22
2000,"Anti-cytokine therapy for rheumatoid arthritis","Maini R.N., Taylor P.C.",00664219,"Annual Review of Medicine",51, ,174,16,9,25,14,213
2000,"A comparative study into the mechanisms of action of anti-tumor necrosis factor ?, anti-CD4, and combined anti-tumor necrosis factor ?/anti-CD4 treatment in early collagen-induced arthritis","Marinova-Mutafchieva L., Williams R.O., Mauri C., Mason L.J., Walmsley M.J., Taylor P.C., Feldmann M., Maini R.N.",00043591,"Arthritis and Rheumatism",43, 3,12,1,2,3,0,15
2000,"Reduction of chemokine levels and leukocyte traffic to joints by tumor necrosis factor ? blockade in patients with rheumatoid arthritis","Taylor P.C., Michael Peters A., Paleolog E., Chapman P.T., Elliott M.J., McCloskey R., Feldmann M., Maini R.N.",00043591,"Arthritis and Rheumatism",43, 1,160,13,16,29,17,206
1999,"Anti-tumour necrosis factor specific antibody (infliximab) treatment provides insights into the pathophysiology of rheumatoid arthritis","Maini R.N., Taylor P.C., Paleolog E., Charles P., Ballara S., Brennan F.M., Feldmann M.",00034967,"Annals of the Rheumatic Diseases",58, 1,36,5,5,10,1,47
1999,"Effects of treatment of rheumatoid arthritis patients with an antibody against tumour necrosis factor ? on reticuloendothelial and intrapulmonary granulocyte traffic","Taylor P.C., Peters A.M., Glass D.M., Maini R.N.",01435221,"Clinical Science",97, 1,10,0,1,1,0,11
1999,"Docosahexaenoic acid ingestion inhibits natural killer cell activity and production of inflammatory mediators in young healthy men","Kelley D.S., Taylor P.C., Nelson G.J., Schmidt P.C., Ferretti A., Erickson K.L., Ranjit K., Mackey B.E.",00244201,"Lipids",34, 4,77,9,9,18,6,101
1998,"Anti-TNF? therapy is useful in rheumatoid arthritis and Crohn's disease: Analysis of the mechanism of action predicts utility in other diseases","Feldman M., Taylor P., Paleolog E., Brennan F.M., Maini R.N.",00411345,"Transplantation Proceedings",30, 8,65,1,2,3,1,69
1998,"Biological insights from clinical trials with anti-TNF therapy","Feldmann M., Charles P., Taylor P., Maini R.N.",03444325,"Springer Seminars in Immunopathology",20, 1-2,24,0,0,0,0,24
1998,"Moderate folate depletion increases plasma homocysteine and decreases lymphocyte DNA methylation in postmenopausal women","Jacob R.A., Gretz D.M., Taylor P.C., James S.J., Pogribny I.P., Miller B.J., Henning S.M., Swendseid M.E.",00223166,"Journal of Nutrition",128, 7,148,22,17,39,9,196
1998,"Dietary docosahexaenoic acid and immunocompetence in young healthy men","Kelley D.S., Taylor P.C., Nelson G.J., Mackey B.E.",00244201,"Lipids",33, 6,42,4,7,11,5,58
1998,"Dietary docosahexaenoic acid and immunocompetence in humans","Kelley D., Taylor P.C., Nelson G.J., Mackey B.E.",08926638,"FASEB Journal",12, 5,0,0,0,0,0,0
1998,"Arachidonic acid supplementation enhances synthesis of eicosanoids without suppressing immune functions in young healthy men","Kelley D.S., Taylor P.C., Nelson G.J., Mackey B.E.",00244201,"Lipids",33, 2,23,7,9,16,2,41
1998,"Energy restriction and immunocompetence in overweight women","Kelley D.S., Taylor P.C., Johnson H.L., Mackey B.E.",02715317,"Nutrition Research",18, 2,0,0,0,0,0,0
1997,"Anti-tumor necrosis factor alpha therapy of rheumatoid arthritis. Mechanism of action","Feldmann M., Brennan F., Paleolog E., Taylor P., Maini R.N.",11485493,"European Cytokine Network",8, 3,21,0,1,1,0,22
1997,"Human neutrophils secrete vascular endothelial growth factor","Taichman N.S., Young S., Cruchley A.T., Taylor P., Paleolog E.",07415400,"Journal of Leukocyte Biology",62, 3,89,9,3,12,2,103
1997,"Length diversity of immunoglobulin heavy-chain variable regions from rheumatoid arthritis synovium","Williams D.G., Taylor P.C.",00778923,"Annals of the New York Academy of Sciences",815, ,0,0,0,0,0,0
1997,"Decrease in cell adhesion molecules by treatment with anti-tumor necrosis factor ? monoclonal antibody [2]","Smith M.D., Taylor P.C., Maini R.N., Tak P.P., Breedveld F.C., Smeets T.J.M., Daha M.R., Kluin P.M., Meinders A.E.",00043591,"Arthritis and Rheumatism",40, 4,1,0,0,0,0,1
1997,"Effects of dietary arachidonic acid on human immune response","Kelley D.S., Taylor P.C., Nelson G.J., Schmidt P.C., Mackey B.E., Kyle D.",00244201,"Lipids",32, 4,30,3,4,7,3,40
1997,"Clonal analysis of immunoglobulin mRNA in rheumatoid arthritis synovium: Characterization of expanded IgG3 populations","Williams D.G., Taylor P.C.",00142980,"European Journal of Immunology",27, 2,11,1,1,2,0,13
1997,"Stereological estimation of blood vessel surface and volume densities in human normal and rhinitic nasal mucosa","Abrams D.-C., Polak J.M., Toynton S.C., Dore C., Emson M.A., Taylor P., Springall D.R., Pride N., Weston J., Schroter R.C.",03000729,"Rhinology",35, 1,5,0,1,1,3,9
1996,"Effects of dietary arachidonic acid (AA) on human immune response (IR): stimulation of secondary response to influenza vaccine","Kelley D.S., Taylor P.C., Nelson G.I., Schmidt P.C., Mackey B.E.",08926638,"FASEB Journal",10, 3,0,0,0,0,0,0
1996,"Transfer of type II collagen-induced arthritis from DBA/1 to severe combined immunodeficiency mice can be prevented by blockade of Mac-1","Taylor P.C., Chu C.Q., Plater-Zyberk C., Maini R.N.",00192805,"Immunology",88, 2,21,3,0,3,0,24
1996,"Decrease in cellularity and expression of adhesion molecules by anti- tumor necrosis factor ? monoclonal antibody treatment in patients with rheumatoid arthritis","Tak P.P., Taylor P.C., Breedveld F.C., Smeets T.J.M., Daha M.R., Kluin P.M., Meinders A.E., Maini R.N.",00043591,"Arthritis and Rheumatism",39, 7,230,13,10,23,8,261
1995,"Monoclonal anti-TNF? antibody as a probe of pathogenesis and therapy of rheumatoid disease","Maini R.N., Elliott M.J., Brennan F.M., Williams R.O., Chu C.Q., Paleolog E., Charles P.J., Taylor P.C., Feldmann M.",01052896,"Immunological Reviews",, 144,121,4,2,6,2,129
1995,"The role of the B cells in the adoptive transfer of collagen-induced arthritis from DBA/1 (H-2(q)) to SCID (H-2(d)) mice","Taylor P.C., Plater-Zyberk C., Maini R.N.",00142980,"European Journal of Immunology",25, 3,38,2,1,3,2,43
1995,"Effects of low-copper diets on human immune response","Kelley D.S., Daudu P.A., Taylor P.C., Mackey B.E., Turnlund J.R.",00029165,"American Journal of Clinical Nutrition",62, 2,44,4,0,4,0,48
1995,"The strategy curve A method for representing and interpreting generator bidding strategies","Lucas N., Taylor P.",09571787,"Utilities Policy",5, 1,2,1,0,1,0,3
1994,"Effect of a low ?-carotene diet on the immune functions of adult women","Daudu P.A., Kelley D.S., Taylor P.C., Burri B.J., Wu M.M.",00029165,"American Journal of Clinical Nutrition",60, 6,19,2,0,2,0,21
1994,"An analysis of electricity contract prices to industrial consumers in the United Kingdom","Lucas N., Taylor P.",09571787,"Utilities Policy",4, 4,0,0,0,0,0,0
1994,"Energy restriction decreases number of circulating natural killer cells and serum levels of immunoglobulins in overweight women","Kelley D.S., Daudu P.A., Branch L.B., Johnson H.L., Taylor P.C., Mackey B.",09543007,"European Journal of Clinical Nutrition",48, 1,16,1,1,2,2,20
1994,"Anti-CD5 therapy decreases severity of established disease in collagen type II-induced arthritis in DBA/1 mice","Plater-Zyberk C., Taylor P.C., Blaylock M.G., Maini R.N.",00099104,"Clinical and Experimental Immunology",98, 3,12,0,0,0,0,12
1994,"Immunodeficiency without HIV. Consider HIV negative immunodeficiency in cryptococcosis [5]","Dev D., Basran G.S., Slater D., Taylor P., Wood M.",09598146,"British Medical Journal",308, 6941,4,1,1,2,0,6
1994,"Atypical presentation of Crohn's disease: Severe, recurrent iron deficiency anemia dependent on blood transfusions","Raju G.S., Bardhan K.D., Taylor P.C., Harvey L., Rigby C.C., Manasewitz S.",00029270,"American Journal of Gastroenterology",89, 1,6,1,0,1,0,7
1994,"Structural deficiencies in electricity pricing in the pool","Lucas N., Taylor P.",09571787,"Utilities Policy",4, 1,4,0,0,0,0,4
1993,"Characterizing generator behaviour: bidding strategies in the pool. A game theory analysis","Lucas N., Taylor P.",09571787,"Utilities Policy",3, 2,5,0,1,1,0,6
1993,"Dietary ?-linolenic acid alters tissue fatty acid composition, but not blood lipids, lipoproteins or coagulation status in humans","Kelley D.S., Nelson G.J., Love J.E., Branch L.B., Taylor P.C., Schmidt P.C., Mackey B.E., Iacono J.M.",00244201,"Lipids",28, 6,52,5,4,9,4,65
1992,"Concentration of dietary n-6 polyunsaturated fatty acids and the human immune status","Kelley D.S., Dougherty R.M., Branch L.B., Taylor P.C., Iacono J.M.",00901229,"Clinical Immunology and Immunopathology",62, 2,29,1,0,1,2,32
1992,"Salmon diet and human immune status","Kelley D.S., Nelson G.J., Branch L.B., Taylor P.C., Rivera Y.M., Shmidt P.C.",09543007,"European Journal of Clinical Nutrition",46, 6,13,0,0,0,1,14
1991,"Dietary ?-linolenic acid and immunocompetence in humans","Kelley D.S., Branch L.B., Love J.E., Taylor P.C., Rivera Y.M., Iacono J.M.",00029165,"American Journal of Clinical Nutrition",53, 1,62,5,0,5,2,69
1990,"The effect of moderate vitamin B6 deficiency on immunological and hematological parameters of adult female rats","Kelley D.S., Schaeffer M.C., Sampson D.A., Taylor P.C., Rivera Y.M.",00778923,"Annals of the New York Academy of Sciences",587, ,0,0,0,0,0,0
1989,"Ascorbic acid and erythorbic acid metabolism in nonpregnant women","Sauberlich H.E., Kretsch M.J., Taylor P.C., Johnson H.L., Skala J.H.",00029165,"American Journal of Clinical Nutrition",50, 5,15,0,2,2,1,18
1987,"Folate requirement and metabolism in nonpregnant women","Sauberlich H.E., Kretsch M.J., Skala J.H., Johnson H.L., Taylor P.C.",00029165,"American Journal of Clinical Nutrition",46, 6,75,5,11,16,3,94
1984,"Evaluation of various procedures for determining folacin status in humans","Skala J.H., Gretz M.D., Taylor P.C.",00149446,"Federation Proceedings",43, 3,0,0,0,0,0,0
1984,"Intravenous sedation for upper gastrointestinal endoscopy: Diazepam versus midazolam","Bardhan K.D., Morris P., Taylor P.C., Hinchliffe R.F.C.",09598146,"British Medical Journal",288, 6423,7,0,1,1,0,8
