,"This is a citation overview for a set of 148 documents.",,,,,,,,,,,,
2008,"Physician-initiated courtesy MODS testing for TB and MDR-TB diagnosis and patient management","Nic Fhogartaigh C.J., Vargas-Prada S., Huancare V., Lopez S., Rodriguez J., Moore D.A.J.",10273719,"International Journal of Tuberculosis and Lung Disease",12, 5,5,2,0,0,2,0,7
2008,"Improved diagnosis of pleural tuberculosis using the microscopic- observation drug-susceptibility technique","Tovar M., Evans C.A., Siedner M.J., Gilman R.H., Santillan C., Caviedes L., Valencia T., Jave O., Escombe A.R., Moore D.A.J.",10584838,"Clinical Infectious Diseases",46, 6,5,6,3,1,10,0,15
2007,"Chemical process security performance standards","Moore D.A., Leith H.M., Hazzan M.J., Fuller B.",,"AIChE Annual Meeting, Conference Proceedings",, ,0,0,0,0,0,0,0
2007,"Inherently safer chemical processes - 2 nd edition","Moore D.A., Hazzan M., Rose M., Heller D., Hendershot D.C., Dowell III A.M.",,"American Institute of Chemical Engineers - 22nd Annual International Conference of the Center for Chemical Process Safety, CCPS 2007",, ,0,0,0,0,0,0,0
2007,"Solar disinfection of MODS mycobacterial cultures in resource-poor settings","Nathavitharana R., Coronel J., Moore D.A.J.",19326203,"PLoS ONE",2, 10,1,0,1,0,1,0,2
2007,"Diagnosis of smear-negative tuberculosis in people with HIV/AIDS","Moore D.A., Roper M.H.",01406736,"Lancet",370, 9592,1,1,1,0,2,0,3
2007,"Eye injuries - Part 1","Moore D.",10397116,"Australian Doctor",, ,0,0,0,0,0,0,0
2007,"Get ready to comply with new security mandates","Moore D.A., Kellogg D.",00092630,"Chemical Processing",70, 6,0,0,0,0,0,0,0
2007,"Infrastructure impacts and facility siting issues during hurricanes","Moore D.A., Kellogg D.A.",10668527,"Process Safety Progress",26, 2,1,1,0,0,1,0,2
2007,"The detection of airborne transmission of tuberculosis from HIV-infected patients, using an in vivo air sampling model","Escombe A.R., Noakes C., Moore D.A.J., Friedland J.S., Evans C.A., Oeser C., Gilman R.H., Navincopa M., Ticona E., Martinez C., Caviedes L., Sheen P., Gonzalez A.",10584838,"Clinical Infectious Diseases",44, 10,12,4,4,3,11,0,23
2007,"Natural ventilation for prevention of airborne contagion: Authors' reply [4]","Escombe A.R., Moore D.A.J., Friedland J.S., Evans C.A., Gilman R.H.",15491277,"PLoS Medicine",4, 5,0,0,0,0,0,0,0
2007,"Development of a security vulnerability assessment process for the RAMCAP chemical sector","Moore D.A., Fuller B., Hazzan M., Jones J.W.",03043894,"Journal of Hazardous Materials",142, 3,0,4,2,0,6,0,6
2007,"Future prospects for the MODS assay in multidrug-resistant tuberculosis diagnosis","Moore D.A.J.",17460913,"Future Microbiology",2, 2,2,2,3,0,5,0,7
2007,"Introducing mods: A low-cost, low-tech tool for high-performance detection of tuberculosis and multidrug resistant tuberculosis","Caviedes L., Moore D.",02550857,"Indian Journal of Medical Microbiology",25, 2,2,1,2,1,4,0,6
2007,"Natural ventilation for the prevention of airborne contagion","Escombe A.R., Moore D.A.J., Friedland J.S., Evans C.A., Oeser C.C., Gilman R.H., Navincopa M., Ticona E., Pan W., Martinez C., Chacaltana J., Rodriguez R.",15491277,"PLoS Medicine",4, 2,33,20,12,2,34,0,67
2007,"The authors reply [3]","Moore D.A.J., Gilman R.H., Friedland J.S.",00284793,"New England Journal of Medicine",356, 2,0,0,0,0,0,0,0
2006,"Infrastructure impacts during hurricanes Katrina and Rita and facility siting issues","Moore D.A., Kellogg D.A.",,"AIChE Annual Meeting, Conference Proceedings",, ,0,0,0,0,0,0,0
2006,"Infrastructure impacts during hurricanes katrina and rita and facility siting issues","Moore D.A., Kellogg D.A.",,"2006 AIChE Spring Annual Meeting",, ,0,0,0,0,0,0,0
2006,"LNG security vulnerability assessment","Moore D.A., Fuller B., Jones D.A., Hazzan M.",,"AIChE Annual Meeting, Conference Proceedings",, ,0,0,0,0,0,0,0
2006,"LNG security vulnerability assessment","Moore D.A., Fuller B., Jones D.A., Hazzan M.",,"2006 AIChE Spring Annual Meeting",, ,0,0,0,0,0,0,0
2006,"Postmortem findings and opportunistic infections in HIV-positive patients from a public hospital in Peru","Eza D., Cerrillo G., Moore D.A.J., Castro C., Ticona E., Morales D., Cabanillas J., Barrantes F., Alfaro A., Benavides A., Rafael A., Valladares G., Arevalo F., Evans C.A., Gilman R.H.",03440338,"Pathology Research and Practice",202, 11,4,1,4,1,6,0,10
2006,"Microscopic-observation drug-susceptibility assay for the diagnosis of TB","Moore D.A.J., Evans C.A.W., Gilman R.H., Caviedes L., Coronel J., Vivar A., Sanchez E., Pinedo Y., Saravia J.C., Salazar C., Oberhelman R., Hollm-Delgado M.-G., LaChira D., Escombe A.R., Friedland J.S.",00284793,"New England Journal of Medicine",355, 15,114,36,31,13,80,0,194
2006,"Washington targets plant security","Moore D.A., Kellogg D.",00092630,"Chemical Processing",69, 10,0,0,0,0,0,0,0
2006,"Infrequent MODS TB culture cross-contamination in a high-burden resource-poor setting","Moore D.A.J., Hollm-Delgado M.-G., Escombe A.R., Evans C.A.W., Friedland J.S., Caviedes L., Gilman R.H., Coronel J., Arenas F., LaChira D., Salazar C., Carlos Saravia J., Oberhelman R.A.",07328893,"Diagnostic Microbiology and Infectious Disease",56, 1,8,3,2,1,6,0,14
2006,"Improved recovery of Mycobacterium tuberculosis from children using the microscopic observation drug susceptibility method","Oberhelman R.A., Soto-Castellares G., Caviedes L., Castillo M.E., Kissinger P., Moore D.A.J., Evans C., Gilman R.H.",00314005,"Pediatrics",118, 1,11,10,5,3,18,0,29
2006,"La cuerda dulce - A tolerability and acceptability study of a novel approach to specimen collection for diagnosis of paediatric pulmonary tuberculosis","Chow F., Espiritu N., Gilman R.H., Gutierrez R., Lopez S., Escombe A.R., Evans C.A.W., Moore D.A.J.",14712334,"BMC Infectious Diseases",6, ,10,4,4,4,12,0,22
2006,"Application of the API/NPRA SVA methodology to transportation security issues","Moore D.A.",03043894,"Journal of Hazardous Materials",130, 1-2,2,2,0,1,3,0,5
2005,"Risk Analysis and Management for Critical Asset Protection (RAMCAP)","Moore D.A., Hazzan M., Fuller B., Heller D., Stanton L.M.",,"AIChE Spring Meeting 2005 - 20th International Conference of CCPS - Center for Chemical Process Safety 2005",, ,0,0,0,0,0,0,0
2005,"Judging effectiveness of Inherent Safety for safety and security of chemical facilities","Moore D.A.",,"AIChE Spring Meeting 2005 - 20th International Conference of CCPS - Center for Chemical Process Safety 2005",, ,0,0,0,0,0,0,0
2005,"Risk decision-making for chemical process security","Moore D.A., Stanton L.M.",03070492,"Institution of Chemical Engineers Symposium Series",, 150,0,0,0,0,0,0,0
2005,"Tuberculosis skin testing, anergy and protein malnutrition in Peru","Pelly T.F., Santillan C.F., Gilman R.H., Cabrera L.Z., Garcia E., Vidal C., Zimic M.J., Moore D.A.J., Evans C.",10273719,"International Journal of Tuberculosis and Lung Disease",9, 9,5,7,1,1,9,0,14
2005,"Does traditional medicine use hamper efforts at tuberculosis control in urban Peru?","Oeser C.C., Escombe A.R., Gilman R.H., Friedland J.S., Evans C.A.W., Moore D.A.J.",00029637,"American Journal of Tropical Medicine and Hygiene",73, 3,2,1,1,1,3,0,5
2005,"Judging effectiveness of inherent safety for safety and security of chemical facilities","Moore D.A.",,"2005 AIChE Spring National Meeting, Conference Proceedings",, ,0,0,0,0,0,0,0
2005,"Risk Analysis and Management for Critical Asset Protection (RAMCAP)","Moore D.A., Hazzan M., Fuller B., Heller D., Stanton L.M.",,"2005 AIChE Spring National Meeting, Conference Proceedings",, ,0,0,0,0,0,0,0
2005,"Characterization and management of paradoxical upgrading reactions in HIV-uninfected patients with lymph node tuberculosis","Hawkey C.R., Yap T., Pereira J., Moore D.A.J., Davidson R.N., Pasvol G., Onn M.K., Wall R.A., Wilkinson R.J.",10584838,"Clinical Infectious Diseases",40, 9,25,6,5,3,14,0,39
2005,"Appropriate technology in tuberculosis diagnostics [4]","Moore D., Evans C., Gilman R., Vargas D., Escombe R.",01406736,"Lancet",365, 9470,0,1,0,0,1,0,1
2005,"Failure to complete the TB diagnostic algorithm in urban Perú: A study of contributing factors","Ouyang H., Chepote F., Gilman R.H., Moore D.A.J.",00494755,"Tropical Doctor",35, 2,1,0,1,0,1,0,2
2005,"Diagnosis of sputum-scarce HIV-associated pulmonary tuberculosis in Lima, Peru","Vargas D., Garcia L., Gilman R.H., Evans C., Ticona E., Navincopa M., Luo R.F., Caviedes L., Hong C., Escombe R., Moore D.A.J.",01406736,"Lancet",365, 9454,23,2,5,2,9,0,32
2004,"The new risk paradigm for chemical process security and safety","Moore D.A.",03043894,"Journal of Hazardous Materials",115, 1-3,0,0,1,0,1,0,1
2004,"Recent tuberculosis advances in Latin America","Pelly T., Moore D.A.J., Gilman R., Evans C.",09517375,"Current Opinion in Infectious Diseases",17, 5,7,0,1,1,2,0,9
2004,"Microscopic observation drug susceptibility assay, a rapid, reliable diagnostic test for multidrug-resistant tuberculosis suitable for use in resource-poor settings","Moore D.A.J., Ortiz J., Soto G., Serpa J., Mendoza D., Gilman R.H., Evans C.A.W., Delgado M.-G.H., Guerra J., Caviedes L., Vargas D., Ticona E.",00951137,"Journal of Clinical Microbiology",42, 10,42,12,9,5,26,0,68
2004,"Hubbard v. Greeson: Indiana's misapplication of the tort sections of the restatement (second) of conflict of laws","Moore D.A.",00196665,"Indiana Law Journal",79, 2,0,0,0,0,0,0,0
2004,"Risk factors for malaria in UK travellers","Moore D.A.J., Grant A.D., Armstrong M., Stumpfle R., Behrens R.H.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",98, 1,15,3,1,1,5,0,20
2003,"The challenge of inherent safety","Moore D.A., Rogers J.E.L.",,"Center for Chemical Process Safety 18th Annual International Conference - Managing Chemical Reactivity Hazards and High Energy Release Events",, ,0,0,0,0,0,0,0
2003,"The regulation of inherent safety","Moore D.A.",03070492,"Institution of Chemical Engineers Symposium Series",, 149,0,0,0,0,0,0,0
2003,"A simplified risk-based approach for analyzing human factors","Moore D.A.",03070492,"Institution of Chemical Engineers Symposium Series",, 149,0,0,0,0,0,0,0
2003,"Gnathostomiasis: An emerging imported disease","Moore D.A.J., McCroddan J., Dekumyoy P., Chiodini P.L.",10806040,"Emerging Infectious Diseases",9, 6,40,5,3,0,8,0,48
2003,"Lesson of the week: Assessing the severity of malaria","Moore D.A.J., Jennings R.M., Doherty T.F., Lockwood D.N., Chiodini P.L., Wright S.G., Whitty C.J.M.",09598146,"British Medical Journal",326, 7393,9,3,0,0,3,0,12
2003,"The feedback from service users scale: Views of people with dementia about their living environment","Moore D.",13518372,"Journal of Dementia Care",11, 1,0,0,0,0,0,0,0
2002,"Treatment of anisakiasis with albendazole","Moore D.A.J., Girdwood R.W.A., Chiodini P.L.",01406736,"Lancet",360, 9326,13,3,1,0,4,0,17
2002,"African trypanosomiasis in travelers returning to the United Kingdom","Moore D.A.J., Edwards M., Escombe R., Agranoff D., Wendi Bailey J., Bertel Squire S., Chiodini P.L.",10806040,"Emerging Infectious Diseases",8, 1,19,1,3,1,5,0,24
2002,"High rates of tuberculosis in end-stage renal failure: The impact of international migration","Moore D.A.J., Lightstone L., Javid B., Friedland J.S.",10806040,"Emerging Infectious Diseases",8, 1,18,5,1,1,7,0,25
2001,"Integrated Project Teams: The way forward for UK defence procurement","Moore D.M., Antill P.D.",09697012,"European Journal of Purchasing and Supply Management",7, 3,2,0,1,1,2,0,4
2001,"Etiology and natural history of neutropenia in human immunodeficiency virus disease: A prospective study","Moore D.A.J., Benepal T., Portsmouth S., Gill J., Gazzard B.G.",10584838,"Clinical Infectious Diseases",32, 3,15,1,1,1,3,0,18
2001,"Implementing Inflation Targeting Regimes: The Case of Poland","Gottschalk J., Moore D.",01475967,"Journal of Comparative Economics",29, 1,5,2,2,0,4,0,9
2001,"'It's like a gold medal and it's mine' - Dolls in dementia care","Moore D.",13518372,"Journal of Dementia Care",9, 6,10,1,0,0,1,0,11
2000,"The great imitator: Miliary peritoneal tuberculosis mimicking Stage III ovarian carcinoma","Geisler J.P., Crook D.E., Geisler H.E., Cudahay T.J., Fraiz J., Bunce C.P., Moore D.K., Kay K.",03922936,"European Journal of Gynaecological Oncology",21, 2,11,0,1,0,1,0,12
2000,"Tuberculous peritonitis: Part of the differential diagnosis in ovarian cancer","Panoskaltsis T.A., Moore D.A., Haidopoulos D.A., McIndoe A.G.",00029378,"American Journal of Obstetrics and Gynecology",182, 3,37,6,2,0,8,0,45
2000,"A retrospective study of neutropenia in HIV disease","Moore D.A.J., Sullivan A., Hilstead P., Gazzard B.G.",09564624,"International Journal of STD and AIDS",11, 1,5,0,0,1,1,0,6
1999,"Upper respiratory tract infections","Moore D.A.J., Sharland M., Friedland J.S.",10705287,"Current Opinion in Pulmonary Medicine",5, 3,3,0,0,0,0,0,3
1999,"Surgical decompression of chronic central core lesions of the Achilles tendon","Maffulli N., Binfield P.M., Moore D., King J.B.",03635465,"American Journal of Sports Medicine",27, 6,49,2,6,1,9,0,58
1999,"The AIDS threat and the private sector.","Moore D.",10168974,"AIDS analysis Africa",9, 6,2,0,0,0,0,0,2
1999,"Developments in liquid quenchants","Moore D.",03054829,"Heat Treatment of Metals",26, 3,5,1,0,0,1,0,6
1998,"EPA's RMP: Lessons learned from state risk management programs","Moore D.A., Garcia D.M.",03607011,"Ammonia Plant Safety (and Related Facilities)",38, ,0,0,0,0,0,0,0
1998,"Reversal of abnormalities of neutrophil adhesion molecule expression in HIV infection following protease inhibitor therapy [8]","Moore D.A.J., Henderson D., Gotch F., Gazzard B.",02699370,"AIDS",12, 15,3,0,0,0,0,0,3
1998,"Neutrophil adhesion molecules in HIV disease","Moore D.A.J., Henderson D., Gazzard B.G.",00099104,"Clinical and Experimental Immunology",114, 1,9,0,0,0,0,0,9
1998,"Persistence of Pseudomonas aeruginosa strains in respiratory infection in AIDS patients","Asboe D., Gant V., Aucken H.M., Moore D.A., Umasankar S., Bingham J.S., Kaufmann M.E., Pitt T.L.",02699370,"AIDS",12, 14,14,0,1,0,1,0,15
1998,"Paediatric enema syndrome in a rural African setting","Moore D.A.J., Moore N.L.",02724936,"Annals of Tropical Paediatrics",18, 2,12,1,0,0,1,0,13
1998,"Limits to the negative logarithmic relationship between moisture content and longevity in conidia of Metarhizium flavoviride","Hong T.D., Jenkins N.E., Ellis R.H., Moore D.",03057364,"Annals of Botany",81, 5,19,1,0,0,1,0,20
1998,"Pneumococcal vaccination and HIV infection","Moore D., Nelson M., Henderson D.",09564624,"International Journal of STD and AIDS",9, 1,5,0,0,0,0,0,5
1997,"The effect of fatty, organic or phenolic acids on the germination of conidia of Metarhizium flavoviride","Barnes S.E., Moore D.",09537562,"Mycological Research",101, 6,7,2,0,1,3,0,10
1997,"Formulation of entomopathogens for the control of grasshoppers and locusts","Moore D., Caudwell R.W.",0071075X,"Memoirs of the Entomological Society of Canada",, 171,14,0,2,0,2,0,16
1997,"Viability of stored conidia of Metarhizium flavoviride gams and rozsypal, produced under differing culture regimes and stored with clays","Moore D., Higgins P.M.",09583157,"Biocontrol Science and Technology",7, 3,9,1,3,0,4,0,13
1997,"Cerebral abscesses in a patient with AIDS caused by methicillin-resistant Staphylococcus aureus (MRSA)","Smith N.P., Nelson M.R., Moore D., Gazzard B.G.",09564624,"International Journal of STD and AIDS",8, 7,3,0,1,0,1,0,4
1997,"The use of a ranking matrix and recommendation prioritization system for process hazard analysis studies","Moore D.A.",10668527,"Process Safety Progress",16, 2,0,0,0,0,0,0,0
1997,"Central venous line infections in AIDS","Moore D.A.J., Gazzard B.G., Nelson M.R.",01634453,"Journal of Infection",34, 1,22,0,0,0,0,0,22
1997,"Effects of rehydration on the conidial viability of Metarhizium flavoviride mycopesticide formulations","Moore D., Langewald J., Obognon F.",09583157,"Biocontrol Science and Technology",7, 1,20,2,1,1,4,0,24
1997,"Development of a model to predict the effect of temperature and moisture on fungal spore longevity","Hong T.D., Ellis R.H., Moore D.",03057364,"Annals of Botany",79, 2,38,2,2,2,6,0,44
1996,"The role of G-CSF therapy in neutropenic HIV positive patients","Moore D.A.J., Nelson M.R.",02660970,"Care of the Critically Ill",12, 6,1,0,0,0,0,0,1
1996,"Effects of simulated and natural sunlight on the germination of conidia of Metarhizium flavoviride gams and rozsypal and interactions with temperature","Moore D., Higgins P.M., Lomer C.J.",09583157,"Biocontrol Science and Technology",6, 1,19,3,1,0,4,0,23
1996,"Effects of moisture content and temperature on storage of Metarhizium flavoviride Conidia","Moore D., Douro-Kpindou O.K., Jenkins N.E., Lomer C.J.",09583157,"Biocontrol Science and Technology",6, 1,34,2,2,1,5,0,39
1996,"Screening for virulent isolates of entomopathogenic fungi against the desert locust, Schistocerca gregaria (Forskal)","Bateman R., Carey M., Batt D., Prior C., Abraham Y., Moore D., Jenkins N., Fenlon J.",09583157,"Biocontrol Science and Technology",6, 4,26,0,1,0,1,0,27
1996,"Screening of Metarhizium and Beauveria spp. conidia with exposure to simulated sunlight and a range of temperatures","Morley-Davies J., Moore D., Prior C.",09537562,"Mycological Research",100, 1,31,3,4,2,9,0,40
1996,"Expansion and nonlinear relaxation of a strongly magnetized non-neutral electron plasma due to elastic collisions with background neutral gas","Davidson R.C., Moore D.A.",1070664X,"Physics of Plasmas",3, 1,12,0,0,0,0,0,12
1996,"HIV-related tuberculosis in South Africa - Clinical features and outcome","Wilkinson D., Moore D.A.J.",02569574,"South African Medical Journal",86, 1,39,0,2,0,2,0,41
1995,"Pelvic exenteration for malignant melanomas of the vagina or urethra with over 3 mm of invasion","Geisler J.P., Look K.Y., Moore D.A., Sutton G.P.",00908258,"Gynecologic Oncology",59, 3,22,2,3,0,5,0,27
1995,"Nonlinear relaxation of a nonneutral electron plasma due to elastic collisions with background neutral gas","Davidson R.C., Moore D.A.",03759601,"Physics Letters A",209, 3-4,3,0,0,0,0,0,3
1995,"Managing courseware production: An instructional design model with a software engineering approach","Yang C.-S., Moore D.M., Burton J.K.",10421629,"Educational Technology Research and Development",43, 4,4,1,1,1,3,0,7
1995,"Pseudomonas aeruginosa infections and HIV [16]","Moore D., Nelson M.",02664348,"Genitourinary Medicine",71, 5,1,0,0,0,0,0,1
1995,"Influence of moisture content on temperature tolerance and storage of Metarhizium flavoviride connidia in an oil formulation","Hedgecock S., Moore D., Higgins P.M., Prior C.",09583157,"Biocontrol Science and Technology",5, 3,28,1,2,0,3,0,31
1995,"Long-term storage of Metarhizium flavoviride conidia in oil formulations for the control of locusts and grasshoppers","Moore D., Bateman R.P., Carey M., Prior C.",09583157,"Biocontrol Science and Technology",5, 2,25,3,1,0,4,0,29
1994,"Reduction in flight activity and food consumption by the desert locust, Schistocerca gregaria forskal (Orth, Cyrtacanthacrinae), after infection with Metarhizium flavoviride","Seyoum E., Moore D., Charnley A.K.",00442240,"J.APPL.ENTOMOL.",118, 3,23,0,6,1,7,0,30
1994,"Laboratory testing of a mycopesticide on non-target organisms: The effects of an oil formulation of Metarhizium flavoviride applied to Apis mellifera","Ball B.V., Pye B.J., Carreck N.L., Moore D., Bateman R.P.",09583157,"Biocontrol Science and Technology",4, 3,17,1,0,0,1,0,18
1994,"Effect of sunscreens, irradiance and resting periods on the germination of Metarhizium flavoviride conidia","Hunt T.R., Moore D., Higgins P.M., Prior C.",00138959,"Entomophaga",39, 3-4,12,4,0,0,4,0,16
1994,"A multicentre study of fluconazole versus oral polyenes in the prevention of fungal infection in children with hematological or oncological malignancies","Ninane J., Gluckman E., Gibson B.S., Stevens R.F., Darbyshire P.J., Ball L.M., Navajas Guitierrez A., Cubells J., Indiano Arce J.M., Sierra-Seumaga L., Sanchez de Toledo J., Sariban E., Berthold F., Pallett A., Kohler J., Heinneman A., Leverger G., Groll A., Moore D.",09349723,"European Journal of Clinical Microbiology and Infectious Diseases",13, 4,53,3,3,2,8,0,61
1994,"Effects of temperature on the viability of the conidia of Metarhizium flavoviride in oil formulations","McClatchie G.V., Moore D., Bateman R.P., Prior C.",09537562,"Mycological Research",98, 7,27,4,4,0,8,0,35
1993,"The effect of different temperatures on the viability of Metarhizium flavoviride conidia stored in vegetable and mineral oils","Stathers T.E., Moore D., Prior C.",00222011,"Journal of Invertebrate Pathology",62, 2,18,0,0,1,1,0,19
1993,"The enhanced infectivity of Metarhizium flavoviride in oil formulations to desert locusts at low humidities","Bateman R.P., Carey M., Moore D., Prior C.",00034746,"Annals of Applied Biology",122, 1,112,6,7,0,13,0,125
1992,"Competition between two primary parasitoids, Gyranusoidea tebygi Noyes and Anagyrus mangicola Noyes, attacking the mealybug Rastrococcus invadens Williams and the influence of a hyperparasitoid Chartocerus hyalipennis Hayat","Moore D., Cross A.E.",,"Biocontrol Science & Technology",2, 3,3,0,0,0,0,0,3
