,"This is a citation overview for a set of 23 documents.",,,,,,,,,,,
2004,"Impaired glucose homeostasis in transgenic mice expressing the human transient neonatal diabetes mellitus locus, TNDM","Ma D., Shield J.P.M., Dean W., Leclerc I., Knauf C., Burcelin R., Rutter G.A., Kelsey G.",00219738,"Journal of Clinical Investigation",114, 3,27,16,5,21,2,50
2004,"Metformin, but not leptin, regulates AMP-activated protein kinase in pancreatic islets: Impact on glucose-stimulated insulin secretion","Leclerc I., Woltersdorf W.W., Da Silva Xavier G., Rowe R.L., Cross S.E., Korbutt G.S., Rajotte R.V., Smith R., Rutter G.A.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",286, 6,26,16,10,26,5,57
2004,"Over-expression of sterol-regulatory-element-binding protein-1c (SREBP1c) in rat pancreatic islets induces lipogenesis and decreases glucose-stimulated insulin release: Modulation by 5-aminoimidazole-4-carboxamide ribonucleoside (AICAR)","Diraison F., Parton L., Ferre P., Foufelle F., Briscoe C.P., Leclerc I., Rutter G.A.",02646021,"Biochemical Journal",378, 3,26,4,5,9,2,37
2003,"5?-AMP-activated Protein Kinase Controls Insulin-containing Secretory Vesicle Dynamics","Tsuboi T., Da Silva Xavier G., Leclerc I., Rutter G.A.",00219258,"Journal of Biological Chemistry",278, 52,24,7,4,11,6,41
2003,"Roles of 5?-AMP-activated protein kinase (AMPK) in mammalian glucose homoeostasis","Rutter G.A., Da Silva Xavier G., Leclerc I.",02646021,"Biochemical Journal",375, 1,58,33,20,53,10,121
2003,"Role for AMP-activated protein kinase in glucose-stimulated insulin secretion and preproinsulin gene expression","Da Silva Xavier G., Leclerc I., Varadi A., Tsuboi T., Moule S.K., Rutter G.A.",02646021,"Biochemical Journal",371, 3,54,19,18,37,7,98
2002,"AMP- and stress-activated protein kinases: Key regulators of glucose-dependent gene transcription in mammalian cells?","Leclerc I., Da Silva Xavier G., Rutter G.A.",00796603,"Progress in Nucleic Acid Research and Molecular Biology",71, ,9,2,1,3,0,12
2002,"Expression of COUP-TFII in metabolic tissues during development","Zhang P., Bennoun M., Gogard C., Bossard P., Leclerc I., Kahn A., Vasseur-Cognet M.",09254773,"Mechanisms of Development",119, 1,6,1,4,5,1,12
2002,"Loss of brain volume in endogenous Cushing's syndrome and its reversibility after correction of hypercortisolism","Bourdeau I., Bard C., Noel B., Leclerc I., Cordeau M.-P., Belair M., Lesage J., Lafontaine L., Lacroix A.",0021972X,"Journal of Clinical Endocrinology and Metabolism",87, 5,31,7,7,14,5,50
2002,"Role of AMP-activated protein kinase in the regulation of gene transcription.","Leclerc I., Viollet B., da Silva Xavier G., Kahn A., Rutter G.A.",03005127,"Biochemical Society Transactions",30, 2,8,2,1,3,2,13
2001,"Hepatocyte Nuclear Factor-4? Involved in Type 1 Maturity-Onset Diabetes of the Young Is a Novel Target of AMP-Activated Protein Kinase","Leclerc I., Lenzner C., Gourdon L., Vaulont S., Kahn A., Viollet B.",00121797,"Diabetes",50, 7,47,5,7,12,4,63
2000,"Role of AMP-activated protein kinase in the regulation by glucose of islet beta cell gene expression","Da Silva Xavier G., Leclerc I., Salt I.P., Doiron B., Hardie D.G., Kahn A., Rutter G.A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",97, 8,82,12,14,26,8,116
1999,"Present and potential future use of gene therapy for the treatment of non-insulin dependent diabetes mellitus (Review).","Freeman D.J., Leclerc I., Rutter G.A.",11073756,"International journal of molecular medicine",4, 6,4,0,0,0,0,4
1998,"The 5'-AMP-activated protein kinase inhibits the transcriptional stimulation by glucose in liver cells, acting through the glucose response complex","Leclerc I., Kahn A., Doiron B.",00145793,"FEBS Letters",431, 2,78,7,4,11,6,95
1993,"No change in glucose tolerance and substrate oxidation after a high- carbohydrate, low-fat diet","Leclerc I., Davignon I., Lopez D., Garrel D.R.",00260495,"Metabolism: Clinical and Experimental",42, 3,4,0,1,1,0,5
