,This is a citation overview for a set of 47 documents.,,,,,,,,,,,,
2003,VEGF expression in human macrophages is NF-?B-dependent: Studies using adenoviruses expressing the endogenous NF-?B inhibitor I?B? and a kinase-defective form of the I?B kinase 2,"Kiriakidis S., Andreakos E., Monaco C., Foxwell B., Feldmann M., Paleolog E.",219533,Journal of Cell Science,116,4,48,13,5,2,20,0,68
2003,I?B kinase 2 but not NF-?B-inducing kinase is essential for effective DC antigen presentation in the allogeneic mixed lymphocyte reaction,"Andreakos E., Smith C., Monaco C., Brennan F.M., Foxwell B.M., Feldmann M.",64971,Blood,101,3,34,7,3,1,11,0,45
2002,Study of the myocardial contraction and relaxation velocities through doppler tissue imaging echocardiography. Anew alternative in the assessment of the segmental ventricular function,"Silva C.E.S., Ferreira L.D.C., Peixoto L.B., Monaco C.G., Gil M.A., Ortiz J.",0066782X,Arquivos Brasileiros de Cardiologia,78,2,4,1,0,0,1,0,5
2002,Estudo das velocidades de contração e relaxamento do miocárdio pela ecocardiografia com doppler tecidual. nova alternativa na avaliação da função ventricular segmentar,"Silva C.E.S., Ferreira L.D.C., Peixoto L.B., Monaco C.G., Gil M.A., Ortiz J.",0066782X,Arquivos Brasileiros de Cardiologia,78,2,3,0,0,0,0,0,3
2002,Is NF-?B a useful therapeutic target in rheumatoid arthritis?,"Feldmann M., Andreakos E., Smith C., Bondeson J., Yoshimura S., Kiriakidis S., Monaco C., Gasparini C., Sacre S., Lundberg A., Paleolog E., Horwood N.J., Brennan F.M., Foxwell B.M.J.",34967,Annals of the Rheumatic Diseases,61,2,46,6,3,2,11,0,57
2002,Inflammatory predictors of mortality in the Scandinavian Simvastatin Survival Study,"Crea F., Kjekshus J., Monaco C., Lanza G.A., Maggi E., Ginnetti F., Cianflone D., Niccoli G., Cook T., Bellomo G.",1609289,Clinical Cardiology,25,10,16,0,1,0,1,0,17
2002,False tendon connecting the anterior mitral valve leaflet to the roof of the left atrium,"Suaide Silva C.E., Peixoto L.B., Monaco C.G., Ferreira L.D.C., Gil M.A., Becker A.E., Ortiz J.",7422822,Echocardiography,19,2,1,1,0,0,1,0,2
2002,"T cell-mediated signaling to vascular endothelium: Induction of cytokines, chemokines, and tissue factor","Monaco C., Andreakos E., Young S., Feldmann M., Paleolog E.",7415400,Journal of Leukocyte Biology,71,4,36,2,2,0,4,0,40
2002,Risk of myocardial infarction and angina in patients with severe peripheral vascular disease predictive role of C-reactive protein,"Rossi E., Biasucci L.M., Citterio F., Pelliccioni S., Monaco C., Ginnetti F., Angiolillo D.J., Grieco G., Liuzzo G., Maseri A.",97322,Circulation,105,7,93,7,4,1,12,0,105
2001,"Autoantibodies against oxidized low density lipoproteins in patients with stable angina, unstable angina or peripheral vascular disease: Pathophysiological implications","Monaco C., Crea F., Niccoli G., Summaria F., Cianflone D., Bordone R., Bellomo G., Maseri A.",0195668X,European Heart Journal,22,17,34,3,1,1,5,0,39
2001,Cellular mechanisms of regulation of the inflammatory response in atherosclerosis: The role of cell contact-mediated signaling | I meccanismi cellulari di regolazione ed amplificazione del processo infiammatorio nella placca aterosclerotica: Le interazioni cellulari da contatto,"Monaco C., Young S., Paleolog E., Maseri A., Feldmann M.",11294728,Italian Heart Journal Supplement,2,4,0,0,0,0,0,0,0
1999,"In vitro hyperreactivity to lipopolysaccharide in patients with history of unstable angina is not associated with seropositivity for Cytomegalovirus, Helicobacter pylori and Chlamydia pneumoniae.","Colizzi C., Biasucci L.M., Rizzello V., Angiolillo D.J., Liuzzo G., Ginnetti F., Monaco C., Comerci G., Vitrella G., Maseri A.",3931978,"Cardiologia (Rome, Italy)",44,4,3,0,0,0,0,0,3
1998,Cost-effective pharmacological prevention of acute coronary syndromes,"Monaco C., Cianflone D., Summaria F., Maseri A., Crea F.",10436618,Pharmacological Research,37,6,0,0,0,0,0,0,0
1997,The role of CRP and IL-6 in unstable angina [19] (multiple letters),"Erdogan O., Altamura S., Ciliberto G., Ongen Z., Biasucci L.M., Liuzzo G., Caligiuri G., Monaco C., Rebuzzi A.G., Maseri A., Vitelli A.",97322,Circulation,96,6,2,0,0,0,0,0,2
1997,Role of inflammation in the pathogenesis of unstable coronary artery disease,"Crea F., Maseri A., Biasucci L.M., Buffon A., Liuzzo G., Monaco C., Caligiuri G., Kol A., Sperti G., Cianflone D.",29149,American Journal of Cardiology,80, 5 A,49,1,1,0,2,0,51
1996,Plasma protein acute-phase response in unstable angina is not induced by ischemic injury,"Liuzzo G., Maseri A., Biasucci L.M., Rebuzzi A.G., Ruth Gallimore J., Caligiuri G., Lanza G.A., Quaranta G., Monaco C., Pepys M.B.",97322,Circulation,94,10,122,4,4,0,8,0,130
1996,"Plasminogen activation in unstable angina is associated with an acute phase reaction, but does not correlate with other indexes of thrombotic or fibrinolytic activity","Quaranta G., Rebuzzi A.G., Kluft C., Maseri A., Biasucci L.M., Liuzzo G., Caligiuri G., Monaco C., Summaria F., Mco A., Massa L., Van De Greef W.",2689499,Fibrinolysis,10,3,0,0,0,0,0,0,0
1996,Thrombotic-fibrinolytic system balance and prognosis in unstable angina,"Biasucci L.M., Monaco C., Kluft C., Maseri A., Quaranta G., Liuzzo G., Van De Greef W., Massa L., Meo A., Milazzo D., Rebuzzi A.G., Caligiuri G.",2689499,Fibrinolysis,10,3,0,0,0,0,0,0,0
1996,Activation of the hemostatic system does not cause neutrophil degranulation in unstable angina,"Monaco C., Milazzo D., Biasucci L.M., Maseri A., D'Onofrio G., Liuzzo G., Caligiuri G., Zini G., Quaranta G., Meo A., Massa L., Rebuzzi A.G.",2689499,Fibrinolysis,10,3,0,0,0,0,0,0,0
1996,Elevated levels of interleukin-6 in unstable angina,"Biasucci L.M., Vitelli A., Liuzzo G., Altamura S., Caligiuri G., Monaco C., Rebuzzi A.G., Ciliberto G., Maseri A.",97322,Circulation,94,5,498,19,20,1,40,0,538
1996,"Intracellular neutrophil myeloperoxidase is reduced in unstable angina and acute myocardial infarction, but its reduction is not related to ischemia","Biasucci L.M., D'Onofrio G., Liuzzo G., Zini G., Monaco C., Caligiuri G., Tommasi M., Rebuzzi A.G., Maseri A.",7351097,Journal of the American College of Cardiology,27,3,90,15,7,2,24,0,114
1996,Episodic activation of the coagulation system in unstable angina does not elicit an acute phase reaction,"Biasucci L.M., Liuzzo G., Caligiuri G., Van De Greef W., Quaranta G., Monaco C., Rebuzzi A.G., Kluft C., Maseri A.",29149,American Journal of Cardiology,77,1,30,0,2,0,2,0,32
1994,Frequent sampling by clear venipuncture in unstable angina is a reliable method to assess haemostatic system activity,"Biasucci L.M., Liuzzo G., Caligiuri G., Monaco C., Quaranta G., Sperti G., Van De Greef W., Maseri A., Kluft C.",2689499,Fibrinolysis,8,2,3,0,0,0,0,0,3
1994,Plasmin-antiplasmin complexes in prognostic evaluation of patients with unstable angina,"Biasucci L.M., Liuzzo G., Monaco C., Quaranta G., Galigiuri G., Rebuzzi A.G., Van De Greef W., Maseri A., Kluft C.",2689499,Fibrinolysis,8,2,1,0,0,0,0,0,1
