2004,"Safety and efficacy of immune-stimulating complex-based antigen delivery systems for neonatal immunisation against respiratory syncytial virus infection","Regner M., Culley F., Fontannaz P., Hu K., Morein B., Lambert P.-H., Openshaw P., Siegrist C.-A.",12864579,"Microbes and Infection",6, 7,7,1,1,0,2,0,9
2004,"Vaccines for the prevention of respiratory viral infections: Problems and current status","Olszewska W., Helson R., Openshaw P.J.M.",13543784,"Expert Opinion on Investigational Drugs",13, 6,3,0,0,0,0,0,3
2004,"Current research on respiratory viral infections: Fifth International Symposium","Ison M.G., Johnston S.L., Openshaw P., Murphy B., Hayden F.",01663542,"Antiviral Research",62, 3,1,0,0,0,0,0,1
2004,"What does the peripheral blood tell you in SARS?","Openshaw P.J.M.",00099104,"Clinical and Experimental Immunology",136, 1,14,0,1,0,1,0,15
2004,"Latency and persistence of respiratory syncytial virus despite T cell immunity","Schwarze J., O'Donnell D.R., Rohwedder A., Openshaw P.J.M.",00030805,"American Journal of Respiratory and Critical Care Medicine",169, 7,80,7,7,0,14,0,94
2003,"Viral Vaccine Meeting 2003 25-28 October, 2003, Barcelona, Spain","Olszewska W., Openshaw P.",13697056,"IDrugs",6, 12,0,0,0,0,0,0,0
2003,"Systematic assessment of difficult-to-treat asthma","Robinson D.S., Giembycz M., Hansel T., Jeffery P., Johnston S., Jones M., Kay A.B., Larche M., Newman Taylor A., Rogers D., Openshaw P., Campbell D.A., Durham S.R., Pfeffer J., Barnes P.J., Chung K.F., Adcock I., Belvisi M., Cullinan P.",09031936,"European Respiratory Journal",22, 3,75,14,8,6,28,0,103
2003,"Where is SARS now?","Openshaw P.J.M.",00406376,"Thorax",58, 8,2,0,0,0,0,0,2
2003,"Prior exposure to live Mycobacterium bovis BCG decreases Cryptococcus neoformans-induced lung eosinophilia in a gamma interferon-dependent manner","Walzl G., Humphreys I.R., Marshall B.G., Edwards L., Openshaw P.J.M., Shaw R.J., Hussell T.",00199567,"Infection and Immunity",71, 6,15,0,1,0,1,0,16
2003,"The future of vaccines - Cancer meets infectious diseases: Immune mechanisms 10-13 April 2003, Semmering, Austria","Olszewska W., Openshaw P.",13697056,"IDrugs",6, 6,0,0,0,0,0,0,0
2003,"RSV bronchiolitis, ?? T cells and asthma: Are they linked?","Openshaw P.J.M.",00099104,"Clinical and Experimental Immunology",131, 2,5,1,0,0,1,0,6
2003,"Links between respiratory syncytial virus bronchiolitis and childhood asthma: Clinical and research approaches","Openshaw P.J.M., Dean G.S., Culley F.J.",08913668,"Pediatric Infectious Disease Journal",22, 2,67,3,7,0,10,0,77
2002,"Potential therapeutic implications of new insights into respiratory syncytial virus disease.","Openshaw P.J.",1465993X,"Respiratory research.",3, ,23,1,1,1,3,0,26
2002,"New insights into the pathogenesis of respiratory syncytial virus infection","Message S.D., Pala P., Openshaw P.J.M., Johnston S.L.",09059180,"European Respiratory Review",12, 86-87,0,0,0,0,0,0,0
2002,"Age at first viral infection determines the pattern of T cell-mediated disease during reinfection in adulthood","Culley F.J., Pollott J., Openshaw P.J.M.",00221007,"Journal of Experimental Medicine",196, 10,83,12,11,1,24,0,107
2002,"Evolution of epitope-specific memory CD4+ T cells after clearance of hepatitis C virus","Godkin A.J., Thomas H.C., Openshaw P.J.",00221767,"Journal of Immunology",169, 4,60,5,5,2,12,0,72
2002,"Development of vaccines against common colds","Olszewska W., Zambon M., Openshaw P.J.M.",00071420,"British Medical Bulletin",62, ,5,1,0,0,1,0,6
2002,"Current research on respiratory viral infections: Fourth International Symposium","Ison M.G., Mills J., Openshaw P., Zambon M., Osterhaus A., Hayden F.",01663542,"Antiviral Research",55, 2,14,2,1,0,3,0,17
2002,"Pulmonary defences to acute respiratory infection","Boyton R.J., Openshaw P.J.",00071420,"British Medical Bulletin",61, ,35,2,3,2,7,0,42
2002,"Enhanced IL-4 responses in children with a history of respiratory syncytial virus bronchiolitis in infancy","Pala P., Bjarnason R., Sigurbergsson F., Metcalfe C., Sigurs N., Openshaw P.J.M.",09031936,"European Respiratory Journal",20, 2,43,2,3,0,5,0,48
2002,"Increased aeroallergen-specific interleukin-4-producing T cells in asthmatic adults","Pala P., Message S.D., Johnston S.L., Openshaw P.J.M.",09547894,"Clinical and Experimental Allergy",32, 12,7,2,1,1,4,0,11
2001,"An improved protocol for measuring cytotoxic T cell activity in anatomic compartments with low cell numbers.","Ostler T., Schamel K., Hussell T., Openshaw P., Hausmann J., Ehl S.",00221759,"Journal of Immunological Methods",257, 1-2,10,3,1,0,4,0,14
2001,"Immunopathogenesis of vaccine-enhanced RSV disease","Openshaw P.J.M., Culley F.J., Olszewska W.",0264410X,"Vaccine",20, 1,72,5,7,0,12,0,84
2001,"Long-term persistence and reactivation of T cell memory in the lung of mice infected with respiratory syncytial virus","Ostler T., Hussell T., Surh C.D., Openshaw P., Ehl S.",00142980,"European Journal of Immunology",31, 9,63,3,2,1,6,0,69
2001,"Inhibition of tumor necrosis factor reduces the severity of virus-specific lung immunopathology","Hussell T., Pennycook A., Openshaw P.J.M.",00142980,"European Journal of Immunology",31, 9,88,8,10,4,22,0,110
2001,"Characterization of novel HLA-DR11-restricted HCV epitopes reveals both qualitative and quantitative differences in HCV-specific CD4+ T cell responses in chronically infected and non-viremic patients","Godkin A., Jeanguet N., Thursz M., Openshaw P., Thomas H.",00142980,"European Journal of Immunology",31, 5,44,2,2,1,5,0,49
2001,"Potential mechanisms causing delayed effects of respiratory syncytial virus infection","Openshaw P.J.M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",163, 3,15,1,1,0,2,0,17
2001,"Inhibition of T1/ST2 during respiratory syncytial virus infection prevents T helper cell type 2 (Th2)- but not Th1-driven immunopathology","Walzl G., Matthews S., Kendall S., Gutierrez-Ramos J.C., Coyle A.J., Openshaw P.J.M., Hussell T.",00221007,"Journal of Experimental Medicine",193, 7,51,5,12,3,20,0,71
2001,"The protective effect of childhood infections: The next challenge is to mimic safely this protection against allergy and asthma","Johnston S.L., Openshaw P.J.M.",09598146,"British Medical Journal",322, 7283,18,0,1,0,1,0,19
2001,"Mucosal delivery of a respiratory syncytial virus CTL peptide with enterotoxin-based adjuvants elicits protective, immunopathogenic, and immunoregulatory antiviral CD8+ T cell responses","Simmons C.P., Hussell T., Sparer T., Walzl G., Openshaw P., Dougan G.",00221767,"Journal of Immunology",166, 2,56,0,3,1,4,0,60
2000,"IL-12-activated NK cells reduce lung eosinophilia to the attachment protein of respiratory syncytial virus but do not enhance the severity of illness in CD8 T cell-immunodeficient conditions","Hussell T., Openshaw P.J.M.",00221767,"Journal of Immunology",165, 12,32,2,2,1,5,0,37
2000,"Partners in crime: Co-infections in the developing world","Pennycook A., Openshaw P., Hussell T.",00099104,"Clinical and Experimental Immunology",122, 3,4,2,1,0,3,0,7
2000,"Influenza virus lung infection protects from respiratory syncytial virus-induced immunopathology","Walzl G., Tafuro S., Moss P., Openshaw P.J.M., Hussell T.",00221007,"Journal of Experimental Medicine",192, 9,50,4,3,2,9,0,59
2000,"Flow cytometric measurement of intracellular cytokines","Pala P., Hussell T., Openshaw P.J.M.",00221759,"Journal of Immunological Methods",243, 1-2,103,8,8,1,17,0,120
2000,"Protective and harmful effects of viral infections in childhood on wheezing disorders and asthma","Openshaw P.J.M., Hewitt C.",1073449X,"American Journal of Respiratory and Critical Care Medicine",162, 2,27,0,1,0,1,0,28
2000,"Single cell analysis of cytokine expression kinetics by human CD4+ T-cell clones during activation or tolerance induction","Pala P., Verhoef A., Lamb J.R., Openshaw P.J.M.",00192805,"Immunology",100, 2,10,0,0,0,0,0,10
2000,"Clean living increases more than just atopic disease (multiple letters) [1]","Rook G.A.W., Folkerts G., Walzl G., Openshaw P.",01675699,"Immunology Today",21, 5,16,0,0,0,0,0,16
2000,"Do common childhood infections 'teach' the immune system not to be allergic?","Folkerts G., Walzl G., Openshaw P.J.M.",01675699,"Immunology Today",21, 3,37,4,0,1,5,0,42
2000,"T-cell subsets and lung inflammation: Lessons from respiratory syncytial virus","Openshaw P.J.M., Pala P., Sparer T., Matthews S., Pennycook A., Hussell T.",09059180,"European Respiratory Review",10, 70,3,0,0,0,0,0,3
1999,"Respiratory syncytial virus and wheeze [5]","Smyth R.L., Fletcher J.N., Thomas H.M., Hart C.A., Openshaw P.J.M.",01406736,"Lancet",354, 9194,10,1,1,0,2,0,12
1999,"Infections prevent the development of asthma - True, false or both?","Openshaw P.J.M., Walzl G.",01410768,"Journal of the Royal Society of Medicine",92, 10,14,0,0,0,0,0,14
1999,"Recent developments in the biology of respiratory syncytial virus: Are vaccines and new treatments just round the corner?","Hussell T., Openshaw P.",13695274,"Current Opinion in Microbiology",2, 4,13,0,0,0,0,0,13
1998,"Investigative measures for airway inflammation: Viruses and T-helper 2 responses","Openshaw P.J.M., Sparer T., Spender L., Matthews S., Pala P., Hussell T.",09059180,"European Respiratory Review",8, 64,4,0,0,0,0,0,4
1998,"Host genetic determinants of vaccine-induced eosinophilia during respiratory syncytial virus infection","Hussell T., Georgiou A., Sparer T.E., Matthews S., Pala P., Openshaw P.J.M.",00221767,"Journal of Immunology",161, 11,67,6,3,0,9,0,76
1998,"Anaphylactic sensitization to aeroantigen during respiratory virus infection","O'Donnell D.R., Openshaw P.J.M.",09547894,"Clinical and Experimental Allergy",28, 12,50,2,2,1,5,0,55
1998,"Intracellular IFN-? expression in natural killer cells precedes lung CD8+ T cell recruitment during respiratory syncytial virus infection","Hussell T., Openshaw P.J.M.",00221317,"Journal of General Virology",79, 11,80,10,4,2,16,0,96
1998,"Respiratory syncytial virus RNA in cells from the peripheral blood during acute infection","O'Donnell D.R., McGarvey M.J., Tully J.M., Balfour-Lynn I.M., Openshaw P.J.M.",00223476,"Journal of Pediatrics",133, 2,27,2,1,0,3,0,30
1998,"Respiratory viruses and asthma: Can the effects be prevented?","Openshaw P.J., Lemanske R.F.",09041850,"European Respiratory Journal, Supplement",12, 27,8,0,0,0,0,0,8
1998,"Abundant IFN-? production by local T cells in respiratory syncytial virus-induced eosinophilic lung disease","Spender L.C., Hussell T., Openshaw P.J.M.",00221317,"Journal of General Virology",79, 7,29,2,2,1,5,0,34
1998,"The effect of IL-12 treatment on vaccine-enhanced illness during infection with respiratory syncytial virus.","Openshaw P.J., Hussell T.",03015149,"Developments in biological standardization",92, ,9,0,0,0,0,0,9
1998,"Eliminating a region of respiratory syncytial virus attachment protein allows induction of protective immunity without vaccine-enhanced lung eosinophilia","Sparer T.E., Matthews S., Hussell T., Rae A.J., Garcia-Barreno B., Melero J.A., Openshaw P.J.M.",00221007,"Journal of Experimental Medicine",187, 11,90,2,3,3,8,0,98
1997,"CD8+ T cells control Th2-driven pathology during pulmonary respiratory syncytial virus infection","Hussell T., Baldwin C.J., O'Garra A., Openshaw P.J.M.",00142980,"European Journal of Immunology",27, 12,164,2,5,0,7,0,171
1997,"IL-12 Treatment Attenuates T Helper Cell Type 2 and B Cell Responses but Does Not Improve Vaccine-Enhanced Lung Illness","Hussell T., Khan U., Openshaw P.",00221767,"Journal of Immunology",159, 1,50,0,0,0,0,0,50
1997,"Effects of influenza virus on gene transfer in vivo","Hillery E., Hussell T., Cheng S., Geddes D.M., Openshaw P., Alton E.W.F.W.",00406376,"Thorax",52, 6,1,0,0,0,0,0,1
1996,"Th1 and Th2 cytokine induction in pulmonary T cells during infection with respiratory syncytial virus","Hussell T., Spender L.C., Georgiou A., O'Garra A., Openshaw P.J.M.",00221317,"Journal of General Virology",77, 10,116,3,2,1,6,0,122
1996,"Immunological determinants of disease caused by respiratory syncytial virus.","Hussell T., Openshaw P.J.",0966842X,"Trends in microbiology",4, 8,1,0,0,0,0,0,1
1996,"Mouse ?? TCR+NK1.1+ thymocytes specifically produce interleukin-4, are major histocompatibility complex class I independent, and are developmentally related to ?? TCR+NK1.1+ thymocytes","Vicari A.P., Mocci S., Openshaw P., O'Garra A., Zlotnik A.",00142980,"European Journal of Immunology",26, 7,48,3,0,1,4,0,52
1996,"Implications for the assay and biological properties of interleukin-3. Results of a WHO international collaborative study","Mire-Sluis A.R., Das R.G., Thorpe R., Thomas S., Maher D., Valent P., Payer E., De Groote, Hayglass K., Ziltener H., Poulsen L.K., Miossec P., Chomarat P., Grassi J., Pawelec G., Fritzsche U., Falk M., Topp M., Reisbach G., Sidiropoulos J., Ben-Sasson S.Z., Even-Chen Z., Pegoraro L., Barboni F., Sugimoto K., Tsuji K., Matsumoto T., Arai K., Yokota T., Olobo J., Wagemaker G., Van Der Pouw-Kraan T., Sheth K.V., Gutierrez C., Rivas D., Lyeke N., Schon K., Bews J.P.A., Tullberg K., Klotzbucher R., Page L., Bird C., McGuckin C.P., Gordon J., Katira A., Openshaw P., Georgiou A., Testa N.G., Callard R., Paik K., McKearn J., Rock M., Harper K., Swanson S.J., Siegel J.P., Spiegelberg H.L., Geigert J., Carter K., Paul W.E., Watson C., Tsang M., Zhou L., Westreich L., Chao C.C., Riss T.L., Moravec R.",00221759,"Journal of Immunological Methods",194, 1,2,0,0,0,0,0,2
1996,"Implications for the assay and biological activity of interleukin-4. Results of a WHO international collaborative study","Mire-Sluis A.R., Das R.G., Thorpe R., Thomas S., Maher D., Valent P., Payer E., De Groote, Hayglass K., Ziltener H., Poulsen L.K., Miossec P., Chomarat P., Grassi J., Pawelec G., Fritzsche U., Falk M., Topp M., Reisbach G., Sidiropoulos J., Ben-Sasson S.Z., Even-Chen Z., Pegoraro L., Barboni F., Sugimoto K., Tsuji K., Matsumoto T., Arai K., Yokota T., Olobo J., Wagemaker G., Van Der Pouw-Kraan T., Sheth K.V., Gutierrez C., Rivas D., Lyeke N., Schon K., Bews J.P.A., Tullberg K., Klotzbucher R., Page L., Bird C., McGuckin C.P., Gordon J., Katira A., Openshaw P., Georgiou A., Testa N.G., Callard R., Paik K., McKearn J., Rock M., Harper K., Swanson S.J., Siegel J.P., Spiegelberg H.L., Geigert J., Carter K., Paul W.E., Watson C., Tsang M., Zhou L., Westreich L., Chao C.C., Riss T.L., Moravec R.",00221759,"Journal of Immunological Methods",194, 1,5,0,0,0,0,0,5
1996,"Reversibility of T helper 1 and 2 populations is lost after long-term stimulation","Murphy E., Shibuya K., Hosken N., Openshaw P., Maino V., Davis K., Murphy K., O'Garra A.",00221007,"Journal of Experimental Medicine",183, 3,294,11,5,3,19,0,313
1995,"Heterogeneity of intracellular cytokine synthesis at the single-cell level in polarized T helper 1 and T helper 2 populations","Openshaw P., Murphy E.E., Hosken N.A., Maino V., Davis K., Murphy K., O'Garra A.",00221007,"Journal of Experimental Medicine",182, 5,458,6,4,0,10,0,468
1995,"Immunity and immunopathology to respiratory syncytial virus. The mouse model","Openshaw P.J.M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",152, 4,102,3,4,0,7,0,109
1995,"Immunopathological mechanisms in respiratory syncytial virus disease","Openshaw P.J.M.",03444325,"Springer Seminars in Immunopathology",17, 2-3,63,4,0,0,4,0,67
1994,"Response from Openshaw","Openshaw P.J.M.",0966842X,"Trends in Microbiology",2, 5,0,0,0,0,0,0,0
1994,"Asthma and the common cold: Can viruses imitate worms?","Openshaw P.J.M., O'Donnell D.R.",00406376,"Thorax",49, 2,30,0,0,0,0,0,30
1994,"Vaccines and cytokine-mediated pathology in RSV infection","Doherty P.C., Openshaw P.J.M.",0966842X,"Trends in Microbiology",2, 5,16,1,1,0,2,0,18
1994,"Distinct types of lung disease caused by functional subsets of antiviral T cells","Alwan W.H., Kozlowska W.J., Openshaw P.J.M.",00221007,"Journal of Experimental Medicine",179, 1,206,4,2,2,8,0,214
1993,"Distinct patterns of T- and B-cell immunity to respiratory syncytial virus induced by individual viral proteins","Alwan W.H., Openshaw P.J.M.",0264410X,"Vaccine",11, 4,59,1,0,0,1,0,60
1993,"Phenotypic and functional characterization of T cell lines specific for individual respiratory syncytial virus proteins","Alwan W.H., Record F.M., Openshaw P.J.M.",00221767,"Journal of Immunology",150, 12,95,0,1,0,1,0,96
1992,"Human cytotoxic T cells stimulated by antigen on dendritic cells recognize the N, SH, F, M, 22K, and 1b proteins of respiratory syncytial virus","Cherrie A.H., Anderson K., Wertz G.W., Openshaw P.J.M.",0022538X,"Journal of Virology",66, 4,59,6,3,0,9,0,68
1992,"Pulmonary eosinophilic response to respiratory syncytial virus infection in mice sensitized to the major surface glycoprotein G","Openshaw P.J.M., Clarke S.L., Record F.M.",09538178,"International Immunology",4, 4,134,3,3,2,8,0,142
1992,"Barcelona's asthma epidemics [3]","Openshaw P.",00406376,"Thorax",47, 8,0,0,0,0,0,0,0
1992,"CD4+ T cells clear virus but augment disease in mice infected with respiratory syncytial virus. Comparison with the effects of CD8+ T cells","Alwan W.H., Record F.M., Openshaw P.J.M.",00099104,"Clinical and Experimental Immunology",88, 3,85,4,3,0,7,0,92
1991,"Pulmonary epithelial T cells induced by viral infection express T cell receptors ?/?","Openshaw P.J.M.",00142980,"European Journal of Immunology",21, 3,11,1,0,0,1,0,12
1991,"Accidental infection of laboratory worker with recombinant vaccinia virus [ 31]","Openshaw P.J.M., Alwan W.H., Cherrie A.H., Record F.M.",01406736,"Lancet",338, 8764,15,1,1,0,2,0,17
1991,"When we sneeze, does the immune system catch a cold?","Openshaw P.J.M.",09598146,"British Medical Journal",303, 6808,6,0,0,0,0,0,6
1990,"The 22,000-kilodalton protein of respiratory syncytial virus is a major target for K(d)-restricted cytotoxic T lymphocytes from mice primed by infection","Openshaw P.J.M., Anderson K., Wertz G.W., Askonas B.A.",0022538X,"Journal of Virology",64, 4,52,2,3,0,5,0,57
1989,"T-cells in respiratory syncytial virus (RSV) infection","Askonas B.A., Openshaw P., Cannon M.",0065275X,"Advances in Experimental Medicine and Biology",257, ,0,0,0,0,0,0,0
1989,"Observations on sputum production in patients with variable airflow obstruction; implications for the diagnosis of asthma and chronic bronchitis","Openshaw P.J.M., Turner-Warwick M.",09546111,"Respiratory Medicine",83, 1,20,0,0,0,0,0,20
1989,"Flow cytometric analysis of pulmonary lymphocytes from mice infected with respiratory syncytial virus","Openshaw P.J.M.",00099104,"Clinical and Experimental Immunology",75, 2,25,2,0,0,2,0,27
1988,"Helper T cell recognition of respiratory syncytial virus in mice","Openshaw P.J.M., Pemberton R.M., Ball L.A., Wertz G.W., Askonas B.A.",00221317,"Journal of General Virology",69, 2,16,0,0,0,0,0,16
1988,"Cytotoxic T cells clear virus but augment lung pathology in mice infected with respiratory syncytial virus","Cannon M.J., Openshaw P.J.M., Askonas B.A.",00221007,"Journal of Experimental Medicine",168, 3,192,12,12,2,26,0,218
1987,"Cytotoxic T cell specificity for respiratory syncytial virus proteins: fusion protein is an important target antigen.","Pemberton R.M., Cannon M.J., Openshaw P.J., Ball L.A., Wertz G.W., Askonas B.A.",00221317,"Journal of General Virology",68, ,38,3,1,0,4,0,42
1987,"Sputum in asthma","Turner-Warwick M., Openshaw P.",00325473,"Postgraduate Medical Journal",63, 1,6,0,0,0,0,0,6
1986,"Human and murine cytotoxic T cells specific to respiratory syncytial virus recognize the viral nucleoprotein (N), but not the major glycoprotein (G), expressed by vaccinia virus recombinants","Bangham C.R.M., Openshaw P.J.M., Ball L.A.",00221767,"Journal of Immunology",137, 12,61,2,1,0,3,0,64
1984,"Changes in rib cage geometry during childhood","Openshaw P., Edwards S., Helms P.",00406376,"Thorax",39, 8,22,0,3,0,3,0,25
