2007,"Disease progression after bone marrow transplantation in a model of multiple sclerosis is associated with chronic microglial and glial progenitor response","Cassiani-Ingoni R., Muraro P.A., Magnus T., Reichert-Scrivner S., Schmidt J., Huh J., Quandt J.A., Bratincsak A., Shahar T., Eusebi F., Sherman L.S., Mattson M.P., Martin R., Rao M.S.",00223069,"Journal of Neuropathology and Experimental Neurology",66, 7,6,4,6,0,10,0,16
2007,"Optimized clonotypic analysis of T-cell receptor repertoire in immune reconstitution","Packer A.N., Muraro P.A.",0301472X,"Experimental Hematology",35, 3,1,1,0,0,1,0,2
2006,"Multiple sclerosis conference synopsis and discussion: Cellular therapy for treatment of autoimmune diseases (October 2005)","Openshaw H., Saccardi R., Atkins H.L., Chen J.T., de Bittencourt P.R.M., Griffith L.M., Kerr D.A., Khoury S.A., Muraro P.A., Nash R.A.",13524585,"Multiple Sclerosis",12, 6,0,0,0,0,0,0,0
2006,"Increased frequency and broadened specificity of latent EBV nuclear antigen-1-specific T cells in multiple sclerosis","Lunemann J.D., Edwards N., Muraro P.A., Hayashi S., Cohen J.I., Munz C., Martin R.",00068950,"Brain",129, 6,43,22,18,6,46,0,89
2006,"Granulocytic invasion of the central nervous system after hematopoietic stem cell transplantation for systemic lupus erythematosus.","Muraro P.A., Nikolov N.P., Butman J.A., Abati A., Gea-Banacloche J., Gress R., Lipsky P., Illei G., Pavletic S.",15928721,"Haematologica.",91, 6,2,0,0,0,0,0,2
2006,"Renewing the T cell repertoire to arrest autoimmune aggression","Muraro P.A., Douek D.C.",14714906,"Trends in Immunology",27, 2,25,5,2,2,9,0,34
2006,"Redundancy in antigen-presenting function of the HLA-DR and -DQ molecules in the multiple sclerosis-associated HLA-DR2 haplotype","Sospedra M., Pinilla C., Martin R., Muraro P.A., Stefanova I., Zhao Y., Chung K., Li Y., Giulianotti M., Simon R., Mariuzza R.",00221767,"Journal of Immunology",176, 3,12,3,4,0,7,0,19
2006,"Clonotypic analysis of cerebrospinal fluid T cells during disease exacerbation and remission in a patient with multiple sclerosis","Muraro P.A., Cassiani-Ingoni R., Chung K., Packer A.N., Sospedra M., Martin R.",01655728,"Journal of Neuroimmunology",171, 1-2,3,2,1,0,3,0,6
2005,"Interferon-beta-1b effects on re-enhancing lesions in patients with multiple sclerosis","Gupta S., Richert N.D., McFarland H.F., Bagnato F., Solomon J.M., Tasciyan T.A., Cao M.M., Stone R.D., Ostuni J.L., Ohayon J.M., Muraro P.A., Frank J.A.",13524585,"Multiple Sclerosis",11, 6,6,1,2,0,3,0,9
2005,"Recognition of conserved amino acid motifs of common viruses and its role in autoimmunity.","Sospedra M., Zhao Y., zur Hausen H., Muraro P.A., Hamashin C., de Villiers E.M., Pinilla C., Martin R.",15537366,"PLoS pathogens",1, 4,16,4,3,0,7,0,23
2005,"Recognition of conserved amino acid motifs of common viruses and its role in autoimmunity","Sospedra M., Zhao Y., Hausen H.Z., Muraro P.A., Hamashin C., De Villiers E.-M., Pinilla C., Martin R.",15537366,"PLoS Pathogens",1, 4,2,1,3,2,6,0,8
2005,"Feasibility of allogeneic hematopoietic stem cell transplantation for autoimmune disease: Position statement from a National Institute of Allergy and Infectious Diseases and National Cancer Institute-Sponsored International Workshop, Bethesda, MD, March 12 and 13, 2005","Griffith L.M., Pavletic S.Z., Tyndall A., Bredeson C.N., Bowen J.D., Childs R.W., Gratwohl A., van Laar J.M., Mayes M.D., Martin R., McSweeney P.A., Muraro P.A., Openshaw H., Saccardi R., Sandmaier B.M., Forman S.J., Nash R.A., Antin J.H., Bishop M.R., Bredeson C.N., Forman S.J., Giralt S., Gratwohl A., Gress R., Hosing C., Petersdorf E.W., Shizuru J.A., Sullivan K., Tisdale J.F., Bowen J.D., Chen J., Lassmann H., Narayanan S., Bocelli-Tyndall C., Clements P.J., Furst D.E., Illei G.G., McNamara J.D., Mittleman B.B., O'Shea J., Ward M.M.",10838791,"Biology of Blood and Marrow Transplantation",11, 11,23,6,2,0,8,0,31
2005,"Hematopoietic stem cell transplantation for multiple sclerosis","Burt R.K., Muraro P.A., Martin R., Hintzen R., Slavin S., Karussis D., Haggiag S., Voltarelli J.C., Ellison G.W., Jovanovic B., Popat U., Cohen B., McGuirk J., Statkute L., Verda L., Haas J., Arnold R., Rose J., Petersen F., Oyama Y., Stefoski D., Katsamakis G., Carrier E., Kozak T.",00039942,"Archives of Neurology",62, 6,32,6,1,0,7,0,39
2005,"Thymic output generates a new and diverse TCR repertoire after autologous stem cell transplantation in multiple sclerosis patients","Muraro P.A., Hakim F.T., Gress R.E., McFarland H.F., Burt R.K., Martin R., Douek D.C., Packer A., Chung K., Guenaga F.J., Cassiani-Ingoni R., Campbell C., Memon S., Nagle J.W.",00221007,"Journal of Experimental Medicine",201, 5,109,28,21,5,54,0,163
2004,"Using stem cells in multiple sclerosis therapies","Muraro P.A., Cassiani-Ingoni R., Martin R.",14653249,"Cytotherapy",6, 6,4,1,0,0,1,0,5
2004,"Unique clinical and pathological features in HLA-DRB1*0401-restricted MBP 111-129-specific humanized TCR transgenic mice","Quandt J.A., Nagy Z.A., McFarland H.F., Muraro P.A., Martin R., Ito K., Baig M., Yao K., Kawamura K., Huh J., Ludwin S.K., Bian H.-J., Bryant M., Quigley L.",00221007,"Journal of Experimental Medicine",200, 2,16,3,2,1,6,0,22
2004,"Limited repertoire of HLA-DRB1*0401-restricted MBP111-129-specific T cells in HLA-DRB1*0401 Tg mice and their pathogenic potential","Huh J., Yao K., Quigley L., Ludwin S.K., McFarland H.F., Muraro P.A., Martin R., Ito K.",01655728,"Journal of Neuroimmunology",151, 1-2,2,1,0,0,1,0,3
2004,"Decreased integrin gene expression in patients with MS responding to interferon-? treatment","Muraro P.A., Gambi D., Liberati L., Bonanni L., Pantalone A., Caporale C.M., Iarlori C., De Luca G., Farina D., Lugaresi A.",01655728,"Journal of Neuroimmunology",150, 1-2,14,4,2,0,6,0,20
2003,"Immunological questions on hematopoietic stem cell transplantation for multiple sclerosis","Muraro P.A., Martin R.",02683369,"Bone Marrow Transplantation",32, 1,6,0,1,0,1,0,7
2003,"Hematopoietic stem cell transplantation for multiple sclerosis: Current status and future challenges","Muraro P.A., Ingoni R.C., Martin R.",13507540,"Current Opinion in Neurology",16, 3,20,0,1,1,2,0,22
2003,"Molecular tracking of antigen-specific T cell clones in neurological immune-mediated disorders","Muraro P.A., Wandinger K.-P., Bielekova B., Gran B., Marques A., Utz U., McFarland H.F., Jacobson S., Martin R.",00068950,"Brain",126, 1,42,3,2,1,6,0,48
2002,"An international solution to recruiting physician-scientists? [2]","Muraro P.A.",10788956,"Nature Medicine",8, 9,1,0,0,0,0,0,1
2002,"T cell response to 2?,3?-cyclic nucleotide 3?-phosphodiesterase (CNPase) in multiple sclerosis patients","Muraro P.A, Kalbus M., Afshar G., McFarland H.F, Martin R.",01655728,"Journal of Neuroimmunology",130, 1-2,12,2,0,2,4,0,16
2002,"Short-term dynamics of circulating T cell receptor V beta repertoire in relapsing-remitting MS","Muraro P.A., Bonanni L., Mazzanti B., Pantalone A., Traggiai E., Massacesi L., Vergelli M., Gambi D.",01655728,"Journal of Neuroimmunology",127, 1-2,8,1,0,0,1,0,9
2001,"Low-dose oral methotrexate treatment in chronic progressive multiple sclerosis","Lugaresi A., Caporale C., Farina D., Marzoli F., Bonanni L., Muraro P.A., De Luca G., Larlori C., Gambi D.",15901874,"Neurological Sciences",22, 2,10,1,1,0,2,0,12
2000,"Rapid identification of local T cell expansion in inflammatory organ diseases by flow cytometric T cell receptor V? analysis","Muraro P.A., Jacobsen M., Necker A., Nagle J.W., Gaber R., Sommer N., Oertel W.H., Martin R., Hemmer B.",00221759,"Journal of Immunological Methods",246, 1-2,34,1,1,1,3,0,37
2000,"VLA-4/CD49d downregulated on primed T lymphocytes during interferon-? therapy in multiple sclerosis","Muraro P.A., Leist T., Bielekova B., McFarland H.F.",01655728,"Journal of Neuroimmunology",111, 1-2,32,5,3,0,8,0,40
2000,"Human autoreactive CD4+ T cells from naive CD45RA+ and memory CD45RO+ subsets differ with respect to epitope specificity and functional antigen avidity","Muraro P.A., Pette M., Bielekova B., McFarland H.F., Martin R.",00221767,"Journal of Immunology",164, 10,34,5,2,0,7,0,41
1999,"Preferential expansion of autoreactive T lymphocytes from the memory T-cell pool by IL-7","Bielekova B., Muraro P.A., Golestaneh L., Pascal J., McFarland H.F., Martin R.",01655728,"Journal of Neuroimmunology",100, 1-2,41,2,3,0,5,0,46
1999,"Differential effects of phosphodiesterase type 4-specific inhibition on human autoreactive myelin-specific T cell clones","Pette M., Muraro P.A., Pette D.F., Dinter H., McFarland H.F., Martin R.",01655728,"Journal of Neuroimmunology",98, 2,13,0,0,0,0,0,13
1999,"Plaques, T cells and beyond: Report on an international meeting on the immunological basis of multiple sclerosis held at the University of Chieti, Italy","Muraro P.A., Martin R., Lassmann H., Gambi D.",01655728,"Journal of Neuroimmunology",96, 2,2,0,0,0,0,0,2
1998,"Lack of over-expression of T cell receptor V?5.2 in myelin basic protein-specific T cell lines derived from HLA-DR2 positive multiple sclerosis patients and controls","Afshar G., Muraro P.A., McFarland H.F., Martin R.",01655728,"Journal of Neuroimmunology",84, 1,11,0,0,0,0,0,11
1997,"Interferon-? interferes with the proliferation but not with the cytokine secretion of myelin basic protein-specific, T-helper type 1 lymphocytes","Pette M., Pette D.F., Muraro P.A., Farnon E., Martin R., McFarland H.F.",00283878,"Neurology",49, 2,38,0,1,0,1,0,39
1997,"Immunodominance of a low-affinity major histocompatibility complex- binding myelin basic protein epitope (residues 111-129) in HLA-DR4 (B1*0401) subjects is associated with a restricted T cell receptor repertoire","Muraro P.A., Martin R., Vergelli M., Kalbus M., Banks D.E., Nagle J.W., Tranquill L.R., Nepom G.T., Biddison W.E., McFarland H.F.",00219738,"Journal of Clinical Investigation",100, 2,68,2,3,0,5,0,73
1997,"In vitro modulation of human, autoreactive MBP-specific CD4 + T-cell clones by cyclosporin A","Pette M., Pette D.F., Muraro P.A., Martin R., McFarland H.F.",01655728,"Journal of Neuroimmunology",76, 1-2,6,0,0,0,0,0,6
1997,"2',3'-cyclic nucleotide 3'-phosphodiesterase: A novel candidate autoantigen in demyelinating diseases","Rosener M., Martin R., Muraro P.A., Riethmuller A., Kalbus M., Sappler G., Thompson R.J., Lichtenfels R., Sommer N., McFarland H.F.",01655728,"Journal of Neuroimmunology",75, 1-2,18,0,0,0,0,0,18
1997,"Human Autoreactive CD4+ T Cell Clones Use Perforin- or Fas/Fas Ligand-Mediated Pathways for Target Cell Lysis","Vergelli M., Hemmer B., Muraro P.A., Tranquill L., Biddison W.E., Sarin A., McFarland H.F., Martin R.",00221767,"Journal of Immunology",158, 6,69,2,0,1,3,0,72
1996,"Human T lymphocytes specific for the immunodominant 83-99 epitope of myelin basic protein: Recognition of golli MBP HOG 7","Tranquill L.R., Voskuhl R.R., Skinner E., Campagnoni C., Vergelli M., Hemmer B., Muraro P., Martin R., McFarland H.F., Campagnoni A.T.",03604012,"Journal of Neuroscience Research",45, 6,16,1,1,0,2,0,18
