,"This is a citation overview for a set of 82 documents.",,,,,,,,,,,
2001,"Smoking-related lung disease: Prospects for new drug therapy. Highlights from the symposium of the Society for Medicines Research, held March 14, 2001, in London, U.K.","Hansel T.T.",02140934,"Drug News and Perspectives",14, 3,3,0,0,0,0,3
2001,"New treatments for asthma: Current and future aspects","Hansel T.T.",10705287,"Current Opinion in Pulmonary Medicine",7, 1,1,0,1,1,0,2
2001,"Eosinophils and airway hyper-responsiveness [7] (multiple letters)","Lipworth B.J., Hansel T.T., Barnes P.J.",01406736,"Lancet",357, 9266,7,0,1,1,0,8
2001,"Novel drugs for treating asthma.","Hansel T.T., Barnes P.J.",15297322,"Current allergy and asthma reports",1, 2,14,4,1,5,0,19
2001,"New horizons in asthma therapy: The novolizer® dry powder inhaler","Hansel T.T., Kunkel G.",10705287,"Current Opinion in Pulmonary Medicine",7, 1,1,0,0,0,0,1
2000,"Effects of recombinant human interleukin-12 on eosinophils, airway hyper-responsiveness, and the late asthmatic response","Bryan S.A., Bock J.A., Boyce M.J., Hansel T.T., Holgate S.T., Barnes P.J., O'Connor B.J., Matti S., Leckie M.J., Kanabar V., Khan J., Warrington S.J., Renzetti L., Rames A.",01406736,"Lancet",356, ,230,9,19,28,6,264
2000,"Effects of an interleukin-5 blocking monoclonal antibody on eosinophils, airway hyper-responsiveness, and the late asthmatic response","Leckie M.J., Djukanovic R., Hansel T.T., Holgate S.T., Sterk P.J., Barnes P.J., Ten Brinke A., Khan J., Diamant Z., O'Connor B.J., Walls C.M., Mathur A.K., Cowley H.C., Chung K.F.",01406736,"Lancet",356, ,595,76,84,160,43,798
2000,"Automated quantitation of circulating neutrophil and eosinophil activation in asthmatic patients","Leckie M.J., Hansel T.T., Bryan S.A., Khan J., Dewar A., Aikman S.L., McGrath J., Okrongly D.A., Burman J.F., Barnes P.J.",00406376,"Thorax",55, 6,6,1,0,1,1,8
2000,"Novel therapy for COPD","Leckie M.J., Bryan S.A., Hansel T.T., Barnes P.J.",13543784,"Expert Opinion on Investigational Drugs",9, 1,14,0,0,0,1,15
2000,"Novel therapy for asthma","Bryan S.A., Leckie M.J., Hansel T.T., Barnes P.J.",13543784,"Expert Opinion on Investigational Drugs",9, 1,18,1,0,1,0,19
1998,"Clinical studies in asthma","Hansel T.T., Leckie M.J., Khan J., Barnes P.J.",13500961,"Good Clinical Practice Journal",5, 2,0,0,0,0,0,0
1995,"Zaditen(®) SRO(®) permits once-daily dosing with superior efficacy in the prophylaxis of asthma","Radielovic P., Morley J., Hansel T.T., Medici T.C.",02770903,"Journal of Asthma",32, 2,4,0,0,0,0,4
1994,"Cytokine control of eosinophils in pulmonary diseases","Walker C., Braun R.K., Boer C., Kroegel C., Virchow J.-C., Hansel T.T.",00916749,"Journal of Allergy and Clinical Immunology",94, 6,9,1,0,1,0,10
1994,"Activated T cells and cytokines in bronchoalveolar lavages from patients with various lung diseases associated with eosinophilia","Walker C., Bauer W., Braun R.K., Menz G., Braun P., Schwarz F., Hansel T.T., Villiger B.",1073449X,"American Journal of Respiratory and Critical Care Medicine",150, 4,200,4,5,9,4,213
1994,"The cardinal importance of sputum microscopy","Hansel T.T.",09547894,"Clinical and Experimental Allergy",24, 8,4,0,0,0,0,4
1994,"Pulmonary function, activated T cells, peripheral blood eosinophilia, and serum activity for eosinophil survival in vitro: A longitudinal study in bronchial asthma","Virchow Jr. J.-C., Oehling A., Boer L., Hansel T.T., Werner P., Matthys H., Blaser K., Walker C.",00916749,"Journal of Allergy and Clinical Immunology",94, 2,22,1,0,1,1,24
1993,"Human peripheral blood eosinophils produce and release interleukin-8 on stimulation with calcium ionophore","Braun R.K., Franchini M., Erard F., Rihs S., De Vries I.J.M., Blaser K., Hansel T.T., Walker C.",00142980,"European Journal of Immunology",23, 4,86,4,0,4,0,90
1993,"Anomalous bronchospasm following inhalation of (+) isoprenaline by asthmatics","Hansel T.T., Schwarz F., Villiger B., Naef R., Richardson B.P., Morley J.",00654299,"Agents and Actions",43, ,4,0,0,0,0,4
1993,"Sinus computerized tomography in primary hypogammaglobulinaemia","Snow D.G., Hansel T.T., Williams P.E., Drake-Lee A.B., Thompson R.A.",00222151,"Journal of Laryngology and Otology",107, 11,2,1,0,1,0,3
1993,"T cell activation in the blood and nasal polyps of asthmatics | T-ZELL-AKTIVIEURUNG IN BLUT UND NASENPOLYPEN VON ASTHMATIKERN","Schapowal A., Hansel T.T., Walker C.",03445062,"Allergologie",16, 5,0,0,0,0,0,0
1993,"Eosinophils and cytokines","Hansel T.T., Braun R.K., De Vries I.J.M., Boer C., Boer L., Rihs S., Walker C.",00654299,"Agents and Actions",43, ,3,1,0,1,0,4
1993,"(±) Isoprenaline revisited: Adverse effects of sympathomimetics in asthma","Hansel T.T., Schwarz F., Villiger B., Morley J.",00654299,"Agents and Actions",43, ,1,0,0,0,0,1
1992,"Induction and function of eosinophil intercellular adhesion molecule-1 and HLA-DR","Hansel T.T., De Vries I.J.M., Carballido J.M., Braun R.K., Carballido-Perrig N., Rihs S., Blaser K., Walker C.",00221767,"Journal of Immunology",149, 6,57,0,2,2,1,60
1992,"Allergic and nonallergic asthmatics have distinct patterns of T-cell activation and cytokine production in peripheral blood and bronchoalveolar lavage","Walker C., Bode E., Boer L., Hansel T.T., Blaser K., Virchow Jr. J.-C.",00030805,"American Review of Respiratory Disease",146, 1,479,13,13,26,5,510
1992,"The role of T lymphocytes in the pathogenesis of asthma","Hansel T.T., Blaser K., Walker C.",00367672,"Schweizerische Medizinische Wochenschrift",122, 9,1,1,0,1,0,2
1992,"The migration of eosinophils into the sputum of asthmatics: The role of adhesion molecules","Hansel T.T., Walker C.",09547894,"Clinical and Experimental Allergy",22, 3,44,1,0,1,0,45
1991,"An improved immunomagnetic procedure for the isolation of highly purified human blood eosinophils","Hansel T.T., De Vries I.J.M., Iff T., Rihs S., Wandzilak M., Betz S., Blaser K., Walker C.",00221759,"Journal of Immunological Methods",145, 1-2,410,19,17,36,13,459
1991,"Granulomatous enteropathy in common variable immunodeficiency: A cause of chronic diarrhoea","Mike N., Hansel T.T., Newman J., Asquith P.",00325473,"Postgraduate Medical Journal",67, 787,7,1,0,1,0,8
1991,"CD23 and immune modulation [1]","Gordon J., Liu Y.-J., MacLennan I.C.M., Flores-Romo L., Shields J., Bonnefoy J.-Y., Mudde G., Hansel T.",01674919,"Immunology Today",12, 6,2,0,0,0,0,2
1991,"Cellular origins of serum complement receptor type 2 in normal individuals and in hypogammaglobulinaemia","Ling N., Hansel T., Richardson P., Brown B.",00099104,"Clinical and Experimental Immunology",84, 1,12,0,2,2,1,15
1991,"Immunohistochemical demonstration of CD23 expression on lymphocytes in rheumatoid synovitis","Hellen E.A., Rowlands D.C., Hansel T.T., Kitas G.D., Crocker J.",00219746,"Journal of Clinical Pathology",44, 4,9,0,0,0,0,9
1991,"Sputum eosinophils from asthmatics express ICAM-1 and HLA-DR","Hansel T.T., Braunstein J.B., Walker C., Blaser K., Bruijnzeel P.L.B., Virchow Jr. J.-C., Virchow Sr. C.",00099104,"Clinical and Experimental Immunology",86, 2,67,2,4,6,0,73
1990,"Lysine-aspirin nasal provocation and anterior rhinomanometry for the diagnosis of aspirinsensitive asthma","Schapowal A., Schmitz-Schumann M., Szczeklik A., Bruijnzeel P., Hansel T., Virchowsen",03413055,"Atemwegs- und Lungenkrankheiten",16, 1,10,0,0,0,0,10
1990,"Isolation of eosinophils from human blood","Hansel T.T., Pound J.D., Thompson R.A.",00221759,"Journal of Immunological Methods",127, 2,10,0,1,1,0,11
1990,"Immunohistochemical determination of CD23 expression in Hodgkin's disease using paraffin sections","Rowlands D.C., Hansel T.T., Crocker J.",00223417,"Journal of Pathology",160, 3,2,0,0,0,0,2
1990,"Infective conjunctivitis and corneal scarring in three brothers with sex linked hypogammaglobulinaemia (Bruton's disease)","Hansel T.T., O'Neill D.P., Yee M.L., Gibson J.M., Thompson R.A.",00071161,"British Journal of Ophthalmology",74, 2,4,0,0,0,1,5
1990,"IgE: An immunoglobulin specialized in antigen capture?","Mudde G.C., Hansel T.T., Van Reijsen F.C., Osterhoff B.F., Bruijnzeel-Koomen C.A.F.M.",01674919,"Immunology Today",11, 12,22,0,1,1,3,26
1989,"Purification of human blood eosinophils by negative selection using immunomagnetic beads","Hansel T.T., Pound J.D., Pilling D., Kitas G.D., Salmon M., Gentle T.A., Lee S.S., Thompson R.A.",00221759,"Journal of Immunological Methods",122, 1,119,3,0,3,2,124
1987,"Leucocyte typing - OKCD?","Hansel T.T.",01406736,"Lancet",2, 8572,0,0,0,0,0,0
1987,"Bacterial identification using nitrocellulose blotting technique that incorporates ELISA to bacterial surface antigen","Hansel T.T., Matthews N.",00219746,"Journal of Clinical Pathology",40, 2,0,0,0,0,0,0
1987,"Primary hypogammaglobulinaemia and arthritis","Hansel T.T., Haeney M.R., Thompson R.A.",09598146,"British Medical Journal",295, 6591,22,2,2,4,0,26
