2007,"Imaging microglial activation in Huntington's disease","Tai Y.F., Pavese N., Gerhard A., Tabrizi S.J., Barker R.A., Brooks D.J., Piccini P.",03619230,"Brain Research Bulletin",72, 2-3,13,10,14,3,27,0,40
2007,"Characterization of dopaminergic dysfunction in familial progressive supranuclear palsy: An 18F-dopa PET study","Tai Y.F., Ahsan R.L., De Yebenes J.G., Pavese N., Brooks D.J., Piccini P.",03009564,"Journal of Neural Transmission",114, 3,4,0,0,0,0,0,4
2006,"New developments of brain imaging for Parkinson's Disease and related disorders","Piccini P., Brooks D.J.",08853185,"Movement Disorders",21, 12,14,3,5,2,10,0,24
2006,"Clinical correlates of levodopa-induced dopamine release in Parkinson disease: A PET study","Pavese N., Evans A.H., Tai Y.F., Hotton G., Brooks D.J., Lees A.J., Piccini P.",00283878,"Neurology",67, 9,27,16,11,6,33,0,60
2006,"Reply: Rate of progression determines the clinical outcome after neural transplantation in Parkinson's disease [2]","Piccini P., Pavese N., Hagell P., Reimer J., Bjorklund A., Oertel W.H., Quinn N.P., Brooks D.J., Lindvall O.",00068950,"Brain",129, 7,0,0,0,0,0,0,0
2006,"Upregulation of dopamine D2 receptors in dopaminergic drug-naive patients with Parkin gene mutations","Scherfler C., Khan N.L., Pavese N., Lees A.J., Quinn N.P., Brooks D.J., Piccini P.P.",08853185,"Movement Disorders",21, 6,14,3,3,1,7,0,21
2006,"Microglial activation correlates with severity in Huntington disease: A clinical and PET study","Pavese N., Gerhard A., Tai Y.F., Ho A.K., Turkheimer F., Barker R.A., Brooks D.J., Piccini P.",00283878,"Neurology",66, 11,59,21,17,6,44,0,103
2006,"Imaging in Parkinson's Disease: The Role of Monoamines in Behavior","Brooks D.J., Piccini P.",00063223,"Biological Psychiatry",59, 10,29,11,8,5,24,0,53
2006,"Compulsive drug use linked to sensitized ventral striatal dopamine transmission","Evans A.H., Pavese N., Lawrence A.D., Tai Y.F., Appel S., Doder M., Brooks D.J., Lees A.J., Piccini P.",03645134,"Annals of Neurology",59, 5,60,28,32,14,74,0,134
2005,"Factors affecting the clinical outcome after neural transplantation in Parkinson's disease","Piccini P., Pavese N., Hagell P., Reimer J., Bjorklund A., Oertel W.H., Quinn N.P., Brooks D.J., Lindvall O.",00068950,"Brain",128, 12,54,20,24,6,50,0,104
2005,"Mutations in the gene LRRK2 encoding dardarin (PARK8) cause familial Parkinson's disease: Clinical, pathological, olfactory and functional imaging and genetic data","Khan N.L., Jain S., Lynch J.M., Pavese N., Abou-Sleiman P., Holton J.L., Healy D.G., Gilks W.P., Sweeney M.G., Ganguly M., Gibbons V., Gandhi S., Vaughan J., Eunson L.H., Katzenschlager R., Gayton J., Lennox G., Revesz T., Nicholl D., Bhatia K.P., Quinn N., Brooks D., Lees A.J., Davis M.B., Piccini P., Singleton A.B., Wood N.W.",00068950,"Brain",128, 12,95,15,16,5,36,0,131
2005,"Parkinsonism and nigrostriatal dysfunction are associated with spinocerebellar ataxia type 6 (SCA6)","Khan N.L., Giunti P., Sweeney M.G., Scherfler C., Brien M.O., Piccini P., Wood N.W., Lees A.J.",08853185,"Movement Disorders",20, 9,7,1,3,1,5,0,12
2005,"Genetic linkage of autosomal dominant progressive supranuclear palsy to 1q31.1","Ros R., Garre P.G., Hirano M., Tai Y.F., Ampuero I., Vidal L., Rojo A., Fontan A., Vazquez A., Fanjul S., Hernandez J., Cantarero S., Hoenicka J., Jones A., Ahsan R.L., Pavese N., Piccini P., Brooks D.J., Perez-Tur J., Nyggard T., De Yebenes J.G.",03645134,"Annals of Neurology",57, 5,17,2,3,2,7,0,24
2005,"Dopaminergic dysfunction in unrelated, asymptomatic carriers of a single parkin mutation","Khan N.L., Scherfler C., Graham E., Bhatia K.P., Quinn N., Lees A.J., Brooks D.J., Wood N.W., Piccini P.",00283878,"Neurology",64, 1,54,12,6,4,22,0,76
2004,"Neurodegenerative movement disorders: The contribution of functional imaging","Piccini P.",13507540,"Current Opinion in Neurology",17, 4,16,3,1,0,4,0,20
2004,"Striatal and cortical pre- and postsynaptic dopaminergic dysfunction in sporadic parkin-linked parkinsonism","Scherfler C., Piccini P.P., Khan N.L., Pavese N., Eunson L., Graham E., Lees A.J., Quinn N.P., Wood N.W., Brooks D.J.",00068950,"Brain",127, 6,49,6,5,2,13,0,62
2004,"Applications of positron emission tomography (PET) in neurology","Tai Y.F., Piccini P.",00223050,"Journal of Neurology, Neurosurgery and Psychiatry",75, 5,23,1,2,1,4,0,27
2004,"Functional brain imaging in the differential diagnosis of Parkinson's disease","Piccini P., Whone A.",14744422,"Lancet Neurology",3, 5,24,7,1,3,11,0,35
2004,"Cardiovascular effects of methamphetamine in Parkinson's disease patients","Pavese N., Rimoldi O., Gerhard A., Brooks D.J., Piccini P.",08853185,"Movement Disorders",19, 3,6,1,0,0,1,0,7
2003,"Dopamine transporter: Basic aspects and neuroimaging","Piccini P.P.",08853185,"Movement Disorders",18, 7,29,4,3,2,9,0,38
2003,"Endogenous dopamine release after pharmacological challenges in Parkinson's disease","Piccini P., Pavese N., Brooks D.J.",03645134,"Annals of Neurology",53, 5,61,3,4,2,9,0,70
2003,"Progressive striatal and cortical dopamine receptor dysfunction in Huntington's disease: A pet study","Pavese N., Piccini P., Andrews T.C., Brooks D.J., Ho A.K., Rosser A.E., Barker R.A., Robbins T.W., Sahakian B.J., Dunnett S.B.",00068950,"Brain",126, 5,64,9,10,2,21,0,85
2003,"Plasticity of the nigropallidal pathway in Parkinson's disease","Whone A.L., Moore R.Y., Piccini P.P., Brooks D.J.",03645134,"Annals of Neurology",53, 2,58,7,4,6,17,0,75
2003,"Dopamine release during sequential finger movements in health and Parkinson's disease: A PET study","Goerendt I.K., Messa C., Lawrence A.D., Grasby P.M., Piccini P., Brooks D.J.",00068950,"Brain",126, 2,47,4,3,3,10,0,57
2002,"Dyskinesias after transplantation in Parkinson's disease.","Piccini P.",14744465,"Lancet Neurol",1, 8,6,1,1,0,2,0,8
2002,"Clinical and subclinical dopaminergic dysfunction in PARK6-linked parkinsonism: An 18F-dopa PET study","Khan N.L., Valente E.M., Bentivoglio A.R., Wood N.W., Albanese A., Brooks D.J., Piccini P.",03645134,"Annals of Neurology",52, 6,106,12,9,1,22,0,128
2002,"Progression of nigrostriatal dysfunction in a parkin kindred: An [18F]dopa PET and clinical study","Khan N.L., Brooks D.J., Pavese N., Sweeney M.G., Wood N.W., Lees A.J., Piccini P.",00068950,"Brain",125, 10,68,14,7,5,26,0,94
2002,"Dyskinesias after transplantation in Parkinson's disease","Piccini P.",14744422,"Lancet Neurology",1, 8,2,0,0,0,0,0,2
2002,"Dyskinesias following neural transplantation in Parkinson's disease","Hagell P., Piccini P., Bjorklund A., Brundin P., Rehncrona S., Widner H., Crabb L., Pavese N., Oertel W.H., Quinn N., Brooks D.J., Lindvall O.",10976256,"Nature Neuroscience",5, 7,151,18,27,4,49,0,200
2002,"Increased dopamine tone during meditation-induced change of consciousness","Kjaer T.W., Bertelsen C., Piccini P., Brooks D., Alving J., Lou H.C.",09266410,"Cognitive Brain Research",13, 2,45,10,8,3,21,0,66
2002,"18F-dopa PET evidence that tolcapone acts as a central COMT inhibitor in Parkinson's disease","Ceravolo R., Piccini P., Bailey D.L., Jorga K.M., Bryson H., Brooks D.J.",08874476,"Synapse",43, 3,38,5,3,1,9,0,47
2002,"Two large British kindreds with familial Parkinson's disease: A clinico-pathological and genetic study","Nicholl D.J., Piccini P., Daniel S.E., Lennox G.G., Brooks D.J., Williams A.C., Wood N.W., Vaughan J.R., Khan N.L., Ho S.L., Aldous D.E.W., Lincoln S., Farrer M., Gayton J.D., Davis M.B.",00068950,"Brain",125, 1,12,1,1,0,2,0,14
2001,"Familial progressive supranuclear palsy: Detection of subclinical cases using 18F-dopa and 18fluorodeoxyglucose positron emission tomography","Piccini P., De Yebenez J., Lees A.J., Ceravolo R., Turjanski N., Pramstaller P., Brooks D.J.",00039942,"Archives of Neurology",58, 11,23,0,0,0,0,0,23
2000,"Non-invasive in vivo imaging of transplant function","Brooks D.J., Piccini P.",00796123,"Progress in Brain Research",127, ,4,0,0,0,0,0,4
2000,"Delayed recovery of movement-related cortical function in Parkinson's disease after striatal dopaminergic grafts","Piccini P., Rehncrona S., Widner H., Brooks D.J., Lindvall O., Bjorklund A., Brundin P., Hagell P., Ceravolo R., Oertel W., Quinn N., Samuel M.",03645134,"Annals of Neurology",48, 5,112,7,12,2,21,0,133
2000,"Bilateral caudate and putamen grafts of embryonic mesencephalic tissue treated with lazaroids in Parkinson's disease","Brundin P., Pogarell O., Hagell P., Piccini P., Widner H., Schrag A., Kupsch A., Crabb L., Odin P., Gustavii B., Bjorklund A., Brooks D.J., Marsden C.D., Oertel W.H., Quinn N.P., Rehncrona S., Lindvall O.",00068950,"Brain",123, 7,126,8,15,3,26,0,152
2000,"The catechol-O-methyltransferase (COMT) inhibitor entacapone enhances the pharmacokinetic and clinical response to Sinemet CR in Parkinson's disease","Piccini P., Brooks D.J., Korpela K., Pavese N., Karlsson M., Gordin A.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",68, 5,37,5,5,0,10,0,47
2000,"Neuroimaging of dyskinesia","Brooks D.J., Piccini P., Turjanski N., Samuel M.",03645134,"Annals of Neurology",47, 4,34,4,5,3,12,0,46
2000,"Diurnal motor variations to repeated doses of Levodopa in Parkinson's disease","Bonuccelli U., Del Dotto P., Lucetti C., Petrozzi L., Bernardini S., Gambaccini G., Rossi G., Piccini P.",03625664,"Clinical Neuropharmacology",23, 1,10,2,0,0,2,0,12
1999,"Acute and chronic effects of clozapine in essential tremor","Ceravolo R., Salvetti S., Piccini P., Lucetti C., Gambaccini G., Bonuccelli U.",08853185,"Movement Disorders",14, 3,36,1,5,0,6,0,42
1999,"Dopamine release from nigral transplants visualized in vivo in a Parkinson's patient","Piccini P., Brooks D.J., Bjorklund A., Gunn R.N., Grasby P.M., Rimoldi O., Brundin P., Hagell P., Rehncrona S., Widner H., Lindvall O.",10976256,"Nature Neuroscience",2, 12,333,24,30,8,62,0,395
1999,"Etiology of Parkinson's disease: contributions from 18F-DOPA positron emission tomography.","Piccini P., Brooks D.J.",00913952,"Advances in neurology",80, ,14,0,0,0,0,0,14
1999,"Sequential bilateral transplantation in Parkinson's disease. Effects of the second graft","Hagell P., Odin P., Wenning G.K., Morrish P., Gustavii B., Bjorklund A., Brooks D.J., Marsden C.D., Quinn N.P., Lindvall O., Schrag A., Piccini P., Jahanshahi M., Brown R., Rehncrona S., Widner H., Brundin P., Rothwell J.C.",00068950,"Brain",122, 6,125,7,11,2,20,0,145
1999,"The role of inheritance in sporadic Parkinson's disease: Evidence from a longitudinal study of dopaminergic function in twins","Piccini P., Burn D.J., Ceravolo R., Maraganore D., Brooks D.J.",03645134,"Annals of Neurology",45, 5,186,10,17,6,33,0,219
1997,"Alterations in opioid receptor binding in Parkinson's disease patients with levodopa-induced dyskinesias","Piccini P., Weeks R.A., Brooks D.J.",03645134,"Annals of Neurology",42, 5,94,5,9,1,15,0,109
1997,"11C-diprenorphine binding in Huntington's disease: A comparison of region of interest analysis with statistical parametric mapping","Weeks R.A., Cunningham V.J., Piccini P., Waters S., Harding A.E., Brooks D.J.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",17, 9,44,1,0,0,1,0,45
1997,"Cortical control of movement in Huntington's disease. A PET activation study","Weeks R.A., Ceballos-Baumann A., Piccini P., Boecker H., Harding A.E., Brooks D.J.",00068950,"Brain",120, 9,40,0,1,0,1,0,41
1997,"Dopaminergic function in familial Parkinson's disease: A clinical and 18F-dopa positron emission tomography study","Piccini P., Brooks D.J., Morrish P.K., Turjanski N., Sawle G.V., Burn D.J., Weeks R.A., Mark M.H., Maraganore D.M., Lees A.J.",03645134,"Annals of Neurology",41, 2,90,6,6,2,14,0,104
1996,"Striatal D1 and D2 dopamine receptor loss in asymptomatic mutation carriers of Huntington's disease","Weeks R.A., Piccini P., Harding A.E., Brooks D.J.",03645134,"Annals of Neurology",40, 1,102,7,8,2,17,0,119
1996,"Cerebral and extracerebral abnormalities in Parkinson's disease [2]","Miaux Y., Piccini P., Pavese N., Canapicchi R., Paoli C., Del Dotto P., Puglioli M., Rossi G., Bonuccelli U.",00039942,"Archives of Neurology",53, 5,0,0,0,0,0,0,0
1996,"Are patients with Parkinson's disease more likely to have periventricular hyperintensities develop? [1]","Quinn N.P., Piccini P., Pavese N., Canapicchi R., Paoli C., Del Dotto P., Puglioli M., Rossi G., Bonuccelli U.",00039942,"Archives of Neurology",53, 3,1,0,0,0,0,0,1
1995,"Transcranial Doppler ultrasound in migraine and tension-type headache after apomorphine administration: Double-blind crossover versus placebo study","Piccini P., Pavese N., Palombo C., Pittella G., Distante A., Bonuccelli U.",03331024,"Cephalalgia",15, 5,15,0,1,0,1,0,16
1995,"White matter hyperintensities in Parkinson's disease: Clinical correlations","Piccini P., Pavese N., Canapicchi R., Paoli C., Del Dotto P., Puglioli M., Rossi G., Bonuccelli U.",00039942,"Archives of Neurology",52, 2,40,1,6,0,7,0,47
1995,"PET studies of the striatal dopaminergic system in Parkinson's disease (PD)","Piccini P., Turjanski N., Brooks D.J.",03036995,"Journal of Neural Transmission, Supplement",, 45,12,0,0,0,0,0,12
1995,"Dihydroergocryptine in the treatment of Parkinson's disease","Bonuccelli U., D'Antonio P., D'Avino C., Piccini P., Muratorio A.",03036995,"Journal of Neural Transmission, Supplement",, 45,7,0,0,0,0,0,7
1993,"Apomorphine test for dopaminergic responsiveness: A dose assessment study","Bonuccelli U., Piccini P., Del Dotto P., Rossi G., Corsini G.U., Muratorio A.",08853185,"Movement Disorders",8, 2,25,0,1,0,1,0,26
1992,"Subcutaneous and sublingual apomorphine test in Parkinson's disease | IL TEST ALL'APOMORFINA SOTTOCUTANEO E SUBLINGUALE NEL MORBO DI PARKINSON","Piccini P., Del Dotto P., Bertolucci A., Bartolini S., D'Antonio P., Pavese N., Bonuccelli U.",00356336,"Rivista di Neurobiologia",38, 6,0,0,0,0,0,0,0
1992,"The dopaminergic responsiveness of sublingual apomorphine in Parkinson's disease | LA VALUTAZIONE DELLA RISPOSTA DOPAMINERGICA CON APOMORFINA SUBLINGUALE NEL MORBO DI PARKINSON","Piccini P., Del Dotto P., Pardini C., D'Antonio P., Paoli C., Bonuccelli U.",00356344,"Nuova Rivista di Neurologia",2, 6,0,0,0,0,0,0,0
1992,"Apomorphine in malignant syndrome due to levodopa withdrawal","Bonuccelli U., Piccini P., Corsini G.U., Muratorio A.",03920461,"Italian Journal of Neurological Sciences",13, 2,10,1,0,0,1,0,11
1992,"Dextromethorphan and parkinsonism [11]","Bonuccelli U., Del Dotto P., Piccini P., Behge F., Corsini G.U., Muratorio A.",01406736,"Lancet",340, 8810,31,0,1,1,2,0,33
1992,"Apomorphine test in de novo Parkinson's disease","Bonuccelli U., Piccini P., Del Dotto P., Pavese N., D'Antonio P., Muratorio A.",03935264,"Functional Neurology",7, 4,6,0,1,0,1,0,7
1991,"Diurnal variations in Parkinson patients treated with levodopa | PEGGIORAMENTO DIURNO IN PARKINSONIANI TRATTATI CON LEVODOPA","Piccini P., Del Dotto P., Pardini C., D'Antonio P., Rossi G., Bonuccelli U.",00356344,"Rivista di Neurologia",61, 6,4,1,0,0,1,0,5
1991,"Naloxone partly counteracts apomorphine side effects","Bonuccelli U., Piccini P., Del Dotto P., Rossi G., Corsini G.U., Muratorio A.",03625664,"Clinical Neuropharmacology",14, 5,7,0,0,0,0,0,7
1991,"On the opportunity of treating with hyperbaric oxygenation (hyperbaric oxygen) for the prevention of post-interventional anoxic encephalopathy (delayed neurologic sequelae) | Sull'opportunità di effettuare trattamenti con OIB (ossigeno iperbarico) per la prevenzione della encefalopatia anossica post intervallare (delayed neurologic sequelae).","Ghelardoni F., De Iaco G., Ventavoli M., Casagli S., Piccini P., Bonuccelli U.",03759393,"Minerva Anestesiologica",57, 10,0,0,0,0,0,0,0
1991,"Platelet peripheral benzodiazepine receptors are decreased in Parkinson's disease","Bonuccelli U., Nuti A., Del Dotto P., Piccini P., Martini C., Giannaccini G., Lucacchini A., Muratorio A.",00243205,"Life Sciences",48, 12,14,0,0,0,0,0,14
1991,"Altered neuroendocrine regulation of luteinizing hormone secretion in postmenopausal women with Parkinson's disease","Cagnacci A., Melis G.B., Soldani R., Bonuccelli U., Piccini P., Napolitano A., Muratorio A., Fioretti P.",00283835,"Neuroendocrinology",53, 6,2,0,0,0,0,0,2
1990,"The apomorphine test in the diagnosis of Parkinson's disease","Piccini P., Del Dotto P., Napolitano A., Pardini C., Bonuccelli U.",00356344,"Rivista di Neurologia",60, 6,1,0,0,0,0,0,1
1990,"Increased platelet 3 H-imipramine binding and monoamine oxidase B activity in Alzheimer's disease","Bonuccelli U., Piccini P., Marazziti D., Cassano G.B., Muratorio A.",09363076,"Journal of Neural Transmission - Parkinson's Disease and Dementia Section",2, 2,8,0,0,0,0,0,8
1990,"Effect of naloxone on body temperature in postmenopausal women with Parkinson's disease","Cagnacci A., Bonuccelli U., Melis G.B., Soldani R., Piccini P., Napolitano A., Muratorio A., Fioretti P.",00243205,"Life Sciences",46, 17,1,0,0,1,1,0,2
1990,"Reduced luteinizing hormone secretion in women with Parkinson's disease","Bonuccelli U., Piccini P., Napolitano A., Cagnacci A., Paoletti A.M., Melis G.B., Muratorio A.",09363076,"Journal of Neural Transmission - Parkinson's Disease and Dementia Section",2, 3,4,0,0,0,0,0,4
1990,"Thyroid function and oral TRH in amyotrophic lateral sclerosis","Bonuccelli U., Nuti A., Rossi B., Siciliano G., Piccini P., Grasso L., Martino E., Muratorio A.",03935345,"New Trends in Clinical Neuropharmacology",4, 1,0,0,0,0,0,0,0
1990,"Possible involvement of dopaminergic mechanisms in the antimigraine action of flunarizine","Piccini P., Nuti A., Paoletti A.M., Napolitano A., Melis G.B., Bonuccelli U.",03331024,"Cephalalgia",10, 1,14,0,0,0,0,0,14
1990,"Platelet monoamine oxidase B activity in Parkinsonian patients","Bonuccelli U., Piccini P., Del Dotto P., Pacifici G.M., Corsini G.U., Muratorio A.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",53, 10,7,0,1,0,1,0,8
1989,"Low-dose bromocriptine added to levodopa in the treatment of Parkinson's disease","Massetani R., Piccini P., Murri L., Muratorio A.",0011393X,"Current Therapeutic Research - Clinical and Experimental",46, 2,0,0,0,0,0,0,0
1989,"Apomorphine in Parkinson's disease: A reapprpaisal","Bonuccelli U., Piccini P., Nocchiero A., Massetani R., Pardini C., Corsini G.U., Muratorio A.",03935345,"New Trends in Clinical Neuropharmacology",3, 2,0,0,0,0,0,0,0
1988,"Clinical usefulness of creatine kinase BB determination by a RIA method in serum of patients with cerebrovascular accidents","Nuti A., Clerico A., Del Chicca M.G., Giraldi C., Piccini P., Bonuccelli U.",03920208,"Journal of Nuclear Medicine and Allied Sciences",32, 4,0,0,0,0,0,0,0
1988,"Flunarizine increases PRL secretion in normal and in migraineous women","Bonuccelli U., Piccini P., Paoletti A.M., Nuti A., Colzi A., Melis G.B., Muratorio A.",03009564,"Journal of Neural Transmission - General Section",74, 1,3,0,0,0,0,0,3
1988,"Platelet monoamine oxidase in dementia of Alzheimer type","Bonuccelli U., Piccini P., Bongioanni P., Nuti A., Pacifici G.M., Muratorio A.",00316989,"Pharmacological Research Communications",20, 2,0,0,0,0,0,0,0
1986,"Dream recall and dream content in levodopa-treated Parkinsonian patients","Massetani R., Lucchetti R., Piccini P.",03622428,"Research Communications in Psychology, Psychiatry and Behavior",11, 2-3,1,0,0,0,0,0,1
1985,"Sleep disorders in children and adolescents: Cross-sectional study on 643 healthy subjects | I DISTURBI DEL SONNO IN ETA EVOLUTIVA. INDAGINE TRASVERSALE SU 643 SOGGETTI SANI","Massetani R., Lazzaro A.T., Piccini P.",00356344,"Rivista di Neurologia",55, 3,0,0,1,0,1,0,1
