,"This is a citation overview for a set of 45 documents.",,,,,,,,,,,,
2004,"Topoisomerase II: Untangling its contribution at the centromere","Porter A.C.G., Farr C.J.",09673849,"Chromosome Research",12, 6,32,5,3,0,8,0,40
2004,"Construction, characterization, and complementation of a conditional-lethal DNA topoisomerase II? mutant human cell line","Carpenter A.J., Porter A.C.G.",10591524,"Molecular Biology of the Cell",15, 12,38,8,6,2,16,0,54
2004,"Discriminatory suppression of homologous recombination by p53","Yun S., Lie-A-Cheong C., Porter A.C.G.",03051048,"Nucleic Acids Research",32, 22,18,1,2,0,3,0,21
2004,"Total deletion of in vivo telomere elongation capacity: An ambitious but possibly ultimate cure for all age-related human cancers","De Grey A.D.N.J., Campbell F.C., Dokal I., Fairbairn L.J., Graham G.J., Jahoda C.A.B., Porter A.C.G.",00778923,"Annals of the New York Academy of Sciences",1019, ,10,0,1,0,1,0,11
2004,"Identification of a novel gene family that includes the interferon-inducible human genes 6-16 and ISG12","Parker N., Porter A.C.G.",14712164,"BMC Genomics",5, ,17,1,3,1,5,0,22
2003,"Critical roles for IFN-? in lymphoid development, myelopoiesis, and tumor development: Links to tumor necrosis factor ?","Deonarain R., Verma A., Porter A.C.G., Gewert D.R., Platanias L.C., Fish E.N.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",100, 23,24,6,2,1,9,0,33
2003,"Synchronization of interphase events depends neither on mitosis nor on cdk1","Laronne A., Rotkopf S., Hellman A., Gruenbaum Y., Porter A.C.G., Brandeist M.",10591524,"Molecular Biology of the Cell",14, 9,15,1,1,0,2,0,17
2002,"A chromosomal position effect on gene targeting in human cells","Yanez R.J., Porter A.C.G.",03051048,"Nucleic Acids Research",30, 22,6,1,3,0,4,0,10
2002,"A p34cdc2 survival checkpoint in cancer","O'Connor D.S., Wall N.R., Porter A.C.G., Altieri D.C.",15356108,"Cancer Cell",2, 1,182,18,14,4,36,0,218
2002,"Differential effects of Rad52p overexpression on gene targeting and extrachromosomal homologous recombination in a human cell line","Yanez R.J., Porter A.C.G.",03051048,"Nucleic Acids Research",30, 3,20,5,3,0,8,0,28
2001,"A 'select and swap' strategy for the isolation of clones with tightly regulated transgenes","Sullivan M.J., Carpenter A.J., Porter A.C.G.",00142956,"European Journal of Biochemistry",268, 6,1,1,0,0,1,0,2
2001,"Correcting a deficiency","Porter A.C.G.",15250016,"Molecular Therapy",3, 4,1,0,0,0,0,0,1
2001,"Phage display of peptide/major histocompatibility class I complexes","Bugeon L., Hargreaves R.E.G., Crompton T., Outram S., Rahemtulla A., Porter A.C.G., Dallman M.J.",00142980,"European Journal of Immunology",31, 1,11,2,1,0,3,0,14
2000,"Uracil incorporation into a gene targeting construct reduces the frequency of homologous and nonhomologous recombinants in human cells","Yanez R.J., Porter A.C.G.",09218777,"Mutation Research - DNA Repair",461, 2,0,0,0,0,0,0,0
2000,"Influence of DNA delivery method on gene targeting frequencies in human cells","Yanez R.J., Porter A.C.G.",07407750,"Somatic Cell and Molecular Genetics",25, 1,18,2,2,0,4,0,22
2000,"Repression of CDK1 and other genes with CDE and CHR promoter elements during DNA damage-induced G2/M arrest in human cells","Badie C., Itzhaki J.E., Sullivan M.J., Carpenter A.J., Porter A.C.G.",02707306,"Molecular and Cellular Biology",20, 7,50,6,2,2,10,0,60
2000,"Impaired antiviral response and alpha/beta interferon induction in mice lacking beta interferon","Deonarain R., Alcami A., Alexiou M., Dallman M.J., Gewert D.R., Porter A.C.G.",0022538X,"Journal of Virology",74, 7,76,5,8,1,14,0,90
1999,"Forced MyHCIIB expression following targeted genetic manipulation of conditionally immortalized muscle precursor cells","Harris J.M., Morgan J.E., Rosenblatt J.D., Peckham M., Edwards Y.H., Partridge T.A., Porter A.C.G.",00144827,"Experimental Cell Research",253, 2,1,0,0,0,0,0,1
1999,"Gene targeting is enhanced in human cells overexpressing hRAD51","Yanez R.J., Porter A.C.G.",09697128,"Gene Therapy",6, 7,64,4,3,0,7,0,71
1998,"Therapeutic gene targeting","Yanez R.J., Porter A.",09697128,"Gene Therapy",5, 2,106,1,2,0,3,0,109
1998,"Controlling your losses: Conditional gene silencing in mammals","Porter A.",01689525,"Trends in Genetics",14, 2,47,0,0,0,0,0,47
1997,"Gene targeting: Techniques and applications to transplantation","Porter A.C.G., Dallman M.J.",00411337,"Transplantation",64, 9,5,0,1,0,1,0,6
1997,"Construction by gene targeting in human cells of a 'conditional' CDC2 mutant that rereplicates its DNA","Itzhaki J.E., Gilbert C.S., Porter A.C.G.",10614036,"Nature Genetics",15, 3,101,4,5,1,10,0,111
1995,"Characterisation of a novel minisatellite that provides multiple splice donor sites in an interferon-induced transcript","Turri M.-G., Cuin K.A., Porter A.C.G.",03051048,"Nucleic Acids Research",23, 11,21,3,1,0,4,0,25
1993,"Gene targeting in human somatic cells. Complete inactivation of an interferon-inducible gene","Porter A.C.G., Itzhaki J.E.",00142956,"European Journal of Biochemistry",218, 2,22,1,0,1,2,0,24
1993,"Telomere directed fragmentation of mammalian chromosomes","Barnett M.A., Buckle V.J., Evans E.P., Porter A.C.G., Rout D., Smith A.G., Brown W.R.A.",03051048,"Nucleic Acids Research",21, 1,99,0,2,4,6,0,105
1992,"Targeted breakage of a human chromosome mediated by cloned human telomeric DNA","Itzhaki J.E., Barnett M.A., MacCarthy A.B., Buckle V.J., Brown W.R.A., Porter A.G.G.",10614036,"Nature Genetics",2, 4,40,0,1,0,1,0,41
1991,"Targeted disruption of a human interferon-inducible gene detected by secretion of human growth hormone","Itzhaki J.E., Porter A.C.G.",03051048,"Nucleic Acids Research",19, 14,13,1,0,1,2,0,15
1991,"Differential response of the human 6-16 and 9-27 genes to ? and ? interferons","Ackrill A.M., Reid L.E., Gilbert C.S., Gewert D.R., Porter A.C.G., Lewin A.R., Stark G.R., Kerr I.M.",03051048,"Nucleic Acids Research",19, 3,18,1,1,0,2,0,20
1989,"Lymphokine production in allografts - Analysis of RNA by Northern blotting","Dallman M.J., Porter A.C.G., Larsen C.P., Morris P.J.",00411345,"Transplantation Proceedings",21, 1 I,7,0,0,0,0,0,7
1982,"A mutant of Bacillus subtilis secreting a DNAase inhibitor during sporulation","Porter A.C.G., Manelstam J.",00221287,"Journal of General Microbiology",128, 8,1,0,0,0,0,0,1
1981,"Use of methyl green-DNA agarose for detecting deoxyribonuclease activity in polyacrylamide gels","Porter A.C.G.",00032697,"Analytical Biochemistry",117, 1,0,0,0,0,0,0,0
