,"This is a citation overview for a set of 33 documents.",,,,,,,,,,,,
2009,"Shiga toxin-2 results in renal tubular injury but not thrombotic microangiopathy in heterozygous factor H-deficient mice","Paixao-Cavalcante D., Botto M., Cook H.T., Pickering M.C.",00099104,"Clinical and Experimental Immunology",155, 2,2,3,4,3,10,0,12
2008,"Complement C1q and C8? deficiency in an individual with recurrent bacterial meningitis and adult-onset systemic lupus erythematosus-like illness","Pickering M.C., Macor P., Fish J., Durigutto P., Bossi F., Petry F., Botto M., Tedesco F.",14620324,"Rheumatology",47, 10,3,0,1,0,1,0,4
2008,"Factor I is required for the development of membranoproliferative glomerulonephritis in factor H-deficient mice","Rose K.L., Cook H.T., Botto M., Pickering M.C., Paixao-Cavalcante D., Fish J., Manderson A.P., Malik T.H., Bygrave A.E., Lin T., Sacks S.H., Walport M.J.",00219738,"Journal of Clinical Investigation",118, 2,13,10,10,2,22,0,35
2008,"Translational Mini-Review Series on Complement Factor H: Renal diseases associated with complement factor H: Novel insights from humans and animals","Pickering M.C., Cook H.T.",00099104,"Clinical and Experimental Immunology",151, 2,17,20,21,1,42,0,59
2007,"Complement factor H deficiency in aged mice causes retinal abnormalities and visual dysfunction","Coffey P.J., Chen L.L., Holder G.E., Luthert P.J., Salt T.E., Moss S.E., Greenwood J., Gias C., McDermott C.J., Lundh P., Pickering M.C., Sethi C., Bird A., Fitzke F.W., Maass A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",104, 42,23,11,9,3,23,0,46
2007,"New approaches to the treatment of dense deposit disease","Smith R.J.H., Kimberling W.J., Lambris J.D., Lanning L.D., Levidiotis V., Licht C., Lutz H.U., Meri S., Pickering M.C., Quigg R.J., Rops A.L., Alexander J., Salant D.J., Sethi S., Thurman J.M., Tully H.F., Tully S.P., Van Der Vlag J., Walker P.D., Wurzner R., Zipfel P.F., Barlow P.N., Botto M., Cassavant T.L., Cook H.T., De Cordoba S.R., Hageman G.S., Jokiranta T.S.",10466673,"Journal of the American Society of Nephrology",18, 9,26,17,16,8,41,0,67
2007,"Spontaneous hemolytic uremic syndrome triggered by complement factor H lacking surface recognition domains","Pickering M.C., Rodriguez De Cordoba S., Botto M., Goicoechea De Jorge E., Martinez-Barricarte R., Recalde S., Garcia-Layana A., Rose K.L., Moss J., Walport M.J., Cook H.T.",00221007,"Journal of Experimental Medicine",204, 6,41,16,14,5,35,0,76
2007,"Mesangial immune complex glomerulonephritis due to complement factor D deficiency","Abrera-Abeleda M.A., Xu Y., Pickering M.C., Smith R.J.H., Sethi S.",00852538,"Kidney International",71, 11,5,1,1,0,2,0,7
2006,"Prevention of C5 activation ameliorates spontaneous and experimental glomerulonephritis in factor H-deficient mice","Pickering M.C., Warren J., Rose K.L., Carlucci F., Wang Y., Walport M.J., Cook H.T., Botto M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",103, 25,27,10,5,2,17,0,44
2006,"Proteomic profiling of urinary protein excretion in the factor H-deficient mouse","Braun M.C., Li L., Ke B., Dubinsky W.P., Pickering M.C., Chang J.-Y.",02508095,"American Journal of Nephrology",26, 2,7,0,0,1,1,0,8
2005,"Complement factor H limits immune complex deposition and prevents inflammation and scarring in glomeruli of mice with chronic serum sickness","Alexander J.J., Pickering M.C., Haas M., Osawe I., Quigg R.J.",10466673,"Journal of the American Society of Nephrology",16, 1,18,1,2,1,4,0,22
2002,"The follicular dendritic cell restricted epitope, FDC-M2, is complement C4; localization of immune complexes in mouse tissues","Taylor P.R., Pickering M.C., Kosco-Vilbois M.H., Walport M.J., Botto M., Gordon S., Martinez-Pomares L.",00142980,"European Journal of Immunology",32, 7,37,3,3,0,6,0,43
2002,"Uncontrolled C3 activation causes membranoproliferative glomerulonephritis in mice deficient in complement factor H","Pickering M.C., Cook H.T., Warren J., Bygrave A.E., Moss J., Walport M.J., Botto M.",10614036,"Nature Genetics",31, 4,147,21,22,5,48,0,195
2002,"C1q deficiency and autoimmunity: The effects of genetic background on disease expression","Mitchell D.A., Pickering M.C., Warren J., Fossati-Jimack L., Cortes-Hernandez J., Cook H.T., Botto M., Walport M.J.",00221767,"Journal of Immunology",168, 5,114,6,10,5,21,0,135
2001,"Continual low-level activation of the classical complement pathway","Manderson A.P., Pickering M.C., Botto M., Walport M.J., Parish C.R.",00221007,"Journal of Experimental Medicine",194, 6,24,4,3,1,8,0,32
2001,"Ultraviolet-radiation-induced keratinocyte apoptosis in C1q-deficient mice","Pickering M.C., Fischer S., Lewis M.R., Walport M.J., Botto M., Cook H.T.",0022202X,"Journal of Investigative Dermatology",117, 1,22,1,0,0,1,0,23
2000,"False-positive results obtained using the Mantoux test in Behcet's syndrome: Comment on the article by Garcia-Porrua et al [3] (multiple letters)","Garcia P., Pickering M.C., Haskard D.O., Gonzalez-Gay M.A., Garcia-Porrua C.",00043591,"Arthritis and Rheumatism",43, 12,1,0,0,0,0,0,1
2000,"Autoimmunity in PTEN +/- mice","Pickering M.",14659905,"Arthritis Research",2, 1,0,0,0,0,0,0,0
2000,"SLE and Dnase1-deficient mice","Pickering M.",14659905,"Arthritis Research",2, 5,0,0,0,0,0,0,0
2000,"Systemic lupus erythematosus, complement deficiency, and apoptosis","Pickering M.C., Botto M., Taylor P.R., Lachmann P.J., Walport M.J.",00652776,"Advances in Immunology",76, ,160,17,17,13,47,0,207
2000,"Bilateral gluteal abscesses as a unique manifestation of Fusobacterium septicaemia","Pickering M.C., Barkham T., Mason J.C., Shaunak S., Davies K.A.",14620324,"Rheumatology",39, 2,3,1,0,0,1,0,4
2000,"Behçet's syndrome","Pickering M.C., Haskard D.O.",00358819,"Journal of the Royal College of Physicians of London",34, 2,15,1,1,0,2,0,17
2000,"Links between complement abnormalities and systemic lupus erythematosus","Pickering M.C., Walport M.J.",14620324,"Rheumatology",39, 2,46,5,5,1,11,0,57
1999,"Serum amyloid P component prevents antinuclear autoimmunity","Pickering M.",14659905,"Arthritis Research",1, 1,0,0,0,0,0,0,0
1998,"Eosinophilic myopathic syndromes","Pickering M.C., Walport M.J.",10408711,"Current Opinion in Rheumatology",10, 6,22,0,0,0,0,0,22
1996,"Thrombosis in Churg-Strauss syndrome, beyond vasculitis?","Ames P.R.J., Roes L., Lupoli S., Pickering M., Brancaccio V., Khamashta M.A., Hughes G.R.V.",02637103,"British Journal of Rheumatology",35, 11,18,4,2,2,8,0,26
1994,"Identification of the Goodpasture antigen, ?3(IV) NC1, and four other NC1 domains of type IV collagen, by amino-terminal sequence analysis of human glomerular basement membrane separated by two-dimensional electrophoresis","Derry C.J., Pickering M., Baker C., Pusey C.D.",10187782,"Experimental Nephrology",2, 4,15,0,0,2,2,0,17
