,"This is a citation overview for a set of 91 documents.",,,,,,,,,,,,
2002,"Inhibition of retinal neovascularisation by gene transfer of soluble VEGF receptor sFlt-1","Bainbridge J.W.B., Mistry A., De Alwis M., Paleolog E., Baker A., Thrasher A.J., Ali R.R.",09697128,"Gene Therapy",9, 5,85,9,8,1,18,0,103
2002,"T cell-mediated signaling to vascular endothelium: Induction of cytokines, chemokines, and tissue factor","Monaco C., Andreakos E., Young S., Feldmann M., Paleolog E.",07415400,"Journal of Leukocyte Biology",71, 4,36,2,2,0,4,0,40
2001,"Anti-TNF? in the treatment of inflammatory diseases","Paleolog E.",14263912,"Central-European Journal of Immunology",26, 3,0,0,0,0,0,0,0
2001,"Analysis of cytokine expression in rheumatoid synovium has provided new insights into the pathogenesis of rheumatoid arthritis and new therapeutic opportunities","Feldmann M., Brennan F., Bondeson J., Paleolog E., Foxwell B., Maini R.",00411345,"Transplantation Proceedings",33, 3,2,0,1,0,1,0,3
2001,"Raised Serum Vascular Endothelial Growth Factor Levels Are Associated with Destructive Change in Inflammatory Arthritis","Ballara S., Taylor P.C., Reusch P., Marme D., Feldmann M., Maini R.N., Paleolog E.M.",00043591,"Arthritis and Rheumatism",44, 9,120,12,9,2,23,0,143
2001,"Cellular mechanisms of regulation of the inflammatory response in atherosclerosis: The role of cell contact-mediated signaling | I meccanismi cellulari di regolazione ed amplificazione del processo infiammatorio nella placca aterosclerotica: Le interazioni cellulari da contatto","Monaco C., Young S., Paleolog E., Maseri A., Feldmann M.",11294728,"Italian Heart Journal Supplement",2, 4,0,0,0,0,0,0,0
2000,"VEGF production is induced by ligation of CD40","Paleolog E.",14659905,"Arthritis Research",2, 5,0,0,0,0,0,0,0
2000,"Insights into the pathogenesis of rheumatoid arthritis from application of anti-TNF therapy.","Maini R.N., Taylor P.C., Paleolog E., Charles P., Ballara S., Brennan F.M., Feldmann M.",09114300,"Nihon Rinsho Men""eki Gakkai kaishi = Japanese journal of clinical immunology",23, 6,2,0,0,0,0,0,2
2000,"The role of VEGF in bone formation","Paleolog E.",14659905,"Arthritis Research",2, 3,0,0,0,0,0,0,0
2000,"Signalling pathways in angiogenesis","Paleolog E.",14659905,"Arthritis Research",2, 1,0,0,0,0,0,0,0
2000,"Future prospects for anti-cytokine treatment","Feldmann M., Miotla J., Paleolog E., Williams R., Malfait A.-M., Taylor P., Brennan F.-M., Maini R.N.",00034967,"Annals of the Rheumatic Diseases",59, 1,13,0,0,0,0,0,13
2000,"Treatment with soluble VEGF receptor reduces disease severity in murine collagen-induced arthritis","Miotla J., Maciewicz R., Kendrew J., Feldmann M., Paleolog E.",00236837,"Laboratory Investigation",80, 8,103,7,6,1,14,0,117
2000,"New thoughts on new vessels: Therapy for angiogenesis-dependent diseases","Paleolog E.M.",13574310,"Molecular Medicine Today",6, 3,0,0,0,0,0,0,0
2000,"Human neutrophil ?-defensin modulates cytokine production in human monocytes and adhesion molecule expression in endothelial cells","Chaly Y.V., Paleolog E.M., Kolesnikova T.S., Tikhonov I.I., Petratchenko E.V., Voitenok N.N.",11485493,"European Cytokine Network",11, 2,83,7,9,5,21,0,104
2000,"Reduction of chemokine levels and leukocyte traffic to joints by tumor necrosis factor ? blockade in patients with rheumatoid arthritis","Taylor P.C., Michael Peters A., Paleolog E., Chapman P.T., Elliott M.J., McCloskey R., Feldmann M., Maini R.N.",00043591,"Arthritis and Rheumatism",43, 1,210,18,12,3,33,0,243
1999,"Anti-tumour necrosis factor specific antibody (infliximab) treatment provides insights into the pathophysiology of rheumatoid arthritis","Maini R.N., Taylor P.C., Paleolog E., Charles P., Ballara S., Brennan F.M., Feldmann M.",00034967,"Annals of the Rheumatic Diseases",58, 1,49,1,0,1,2,0,51
1999,"New vessels, new approaches: Angiogenesis as a therapeutic target in musculoskeletal disorders","Ballara S.C., Miotla J.M., Paleolog E.M.",09599673,"International Journal of Experimental Pathology",80, 5,35,4,0,0,4,0,39
1998,"Anti-TNF? therapy is useful in rheumatoid arthritis and Crohn's disease: Analysis of the mechanism of action predicts utility in other diseases","Feldman M., Taylor P., Paleolog E., Brennan F.M., Maini R.N.",00411345,"Transplantation Proceedings",30, 8,72,2,2,0,4,0,76
1998,"Angiogenesis in arthritis: Role in disease pathogenesis and as a potential therapeutic target","Paleolog E.M., Miotla J.M.",09696970,"Angiogenesis",2, 4,37,3,3,1,7,0,44
1998,"Angiogenesis in rheumatoid arthritis: Implications for future therapeutic strategies","Paleolog E.M., Fava R.A.",03444325,"Springer Seminars in Immunopathology",20, 1-2,29,5,7,0,12,0,41
1998,"Vascular endothelial growth factor in human periodontal disease","Booth V., Young S., Cruchley A., Taichman N.S., Paleolog E.",00223484,"Journal of Periodontal Research",33, 8,46,4,7,0,11,0,57
1998,"Vascular endothelial growth factor in normal human salivary glands and saliva: A possible role in the maintenance of mucosal homeostasis","Taichman N.S., Cruchley A.T., Fletcher L.M., Hagi-Pavli E.P., Paleolog E.M., Abrams W.R., Booth V., Edwards R.M., Malamud D.",00236837,"Laboratory Investigation",78, 7,42,1,5,0,6,0,48
1998,"Modulation of angiogenic vascular endothelial growth factor by tumor necrosis factor ? and interleukin-1 in rheumatoid arthritis","Paleolog E.M., Young S., Stark A.C., McCloskey R.V., Feldmann M., Maini R.N.",00043591,"Arthritis and Rheumatism",41, 7,213,10,11,6,27,0,240
1997,"Secretion of vascular endothelial growth factor by human neutrophils","Cruchley A.T., Taichmann N.S., Young S., Taylor P., Paleolog E.",08926638,"FASEB Journal",11, 3,0,0,0,0,0,0,0
1997,"Activators of polymorphonuclear neutrophils modulate expression of the tumor necrosis factor-? p75 receptor","Zeman K., Paleolog E.M., Tchorzewski H.",14263912,"Central-European Journal of Immunology",22, 4,0,0,0,0,0,0,0
1997,"Target effector role of vascular endothelium in the inflammatory response: Insights from the clinical trial of anti-TNF? antibody in rheumatoid arthritis","Paleolog E.",13668714,"Journal of Clinical Pathology - Molecular Pathology",50, 5,31,1,1,1,3,0,34
1997,"Anti-tumor necrosis factor alpha therapy of rheumatoid arthritis. Mechanism of action","Feldmann M., Brennan F., Paleolog E., Taylor P., Maini R.N.",11485493,"European Cytokine Network",8, 3,22,0,0,0,0,0,22
1997,"Human neutrophils secrete vascular endothelial growth factor","Taichman N.S., Young S., Cruchley A.T., Taylor P., Paleolog E.",07415400,"Journal of Leukocyte Biology",62, 3,104,4,7,2,13,0,117
1997,"Selective enhancement of endothelial cell VCAM-1 expression by interleukin-10 in the presence of activated leucocytes","Fiehn C., Paleolog E.M., Feldmann M.",00192805,"Immunology",91, 4,13,1,0,0,1,0,14
1997,"Role of tyrosine kinase enzymes in TNF-? and IL-1 induced expression of ICAM-1 and VCAM-1 on human umbilical vein endothelial cells","Majewska E., Paleolog E., Baj Z., Kralisz U., Feldmann M., Tchorzewski H.",03009475,"Scandinavian Journal of Immunology",45, 4,16,1,3,0,4,0,20
1996,"Angiogenesis: a critical process in the pathogenesis of RA--a role for VEGF?","Paleolog E.M.",02637103,"British journal of rheumatology",35, 10,74,2,0,0,2,0,76
1996,"The role of receptors for tumour necrosis factor-? in the induction of human polymorphonuclear neutrophil chemiluminescence","Zeman K., Kantorski J., Paleolog E.M., Feldmann M., Tchorzewski H.",01652478,"Immunology Letters",53, 1,18,0,1,0,1,0,19
1996,"Deactivation of vascular endothelium by monoclonal anti-tumor necrosis factor ? antibody in rheumatoid arthritis","Paleolog E.M., Hunt M., Elliott M.J., Feldmann M., Maini R.N., Woody J.N.",00043591,"Arthritis and Rheumatism",39, 7,181,4,4,1,9,0,190
1996,"Tumor cells engineered to express interleukin-6 exhibit a reduced tumorigenicity depending on the tumor cell model.","Ledda M.F., Adris S., Bravo A.I., Bover L., Carbone C., Paleolog E., Mordoh J., Chernajovsky Y., Podhajcer O.L.",01455680,"Cellular and molecular biology (Noisy-le-Grand, France)",42, 5,5,1,0,0,1,0,6
1995,"Monoclonal anti-TNF? antibody as a probe of pathogenesis and therapy of rheumatoid disease","Maini R.N., Elliott M.J., Brennan F.M., Williams R.O., Chu C.Q., Paleolog E., Charles P.J., Taylor P.C., Feldmann M.",01052896,"Immunological Reviews",, 144,132,2,2,0,4,0,136
1995,"Vascular endothelium: Target-effector role in the pathogenesis of rheumatoid arthritis","Paleolog E.",03248534,"Polish Journal of Immunology",20, 2,3,0,0,0,0,0,3
1994,"Functional activities of receptors for tumor necrosis factor-? on human vascular endothelial cells","Paleolog E.M., Delasalle S.-A.J., Buurman W.A., Feldmann M.",00064971,"Blood",84, 8,81,3,1,0,4,0,85
1994,"Erratum: Dexamethasone up-regulates granulocyte-macrophage colony-stimulating factor receptor expression on human monocytes (Immunology (1994) 83 (274-280))","Hawrylowicz C.M., Guida L., Paleolog E.",00192805,"Immunology",83, 4,0,0,0,0,0,0,0
1994,"Dexamethasone up-regulates granulocyte-macrophage colony-stimulating factor receptor expression on human monocytes","Hawrylowicz C.M., Guida L., Paleolog E.",00192805,"Immunology",83, 2,29,0,2,0,2,0,31
1993,"Antilipid A monoclonal antibody HA-1A decreases the capacity of bacterial lipopolysaccharide to activate human vascular endothelial cells by an immune adherence mechanism","Paleolog E.M., Katsikis P., Harris G., Daddona P., Dalesandro M.R., Kinney C.S., Woody J.N., Feldmann M.",10434666,"Cytokine",5, 6,4,0,0,0,0,0,4
1993,"Antilipid A monoclonal antibody HA-1A: Immune complex clearance of endotoxin reduces TNF-?, IL-1? and IL-6 production","Katsikis P., Daddona P.E., Harris G., Page T., Paleolog E., Feldman M., Dalesandro M.R., Kinney C.S., Siegel S.A., Woody J.N.",10434666,"Cytokine",5, 4,3,0,0,0,0,0,3
1993,"The effects of tumor necrosis factor (TNF) derivatives on TNF receptors","Tchorzewski H., Jarosz J., Parniewski P., Kocur E., Zeman K., Paleolog E., Brennan F., Feldmann M., Kahan M., Guga P., Kwinkowski M., Szymanska B.",10434666,"Cytokine",5, 2,22,0,0,0,0,0,22
1993,"Comparison of the functional activities of two different preparations of human recombinant tumor necrosis factor alpha","Zeman K., Paleolog E.M., Tchorzewski H., Szymanska B.",0004069X,"Archivum Immunologiae et Therapiae Experimentalis",41, 2,7,0,0,0,0,0,7
1993,"The effect of tumour necrosis factor-? (TNF-?) muteins on human neutrophils in vitro","Tchorzewski H., Parniewski P., Wilk A., Jarosz J., Zeman K., Kantorski J., Paleolog E., Kahan M., Feldmann M., Kwinkowski M., Guga P., Szymanska B.",09629351,"Mediators of Inflammation",2, 1,13,0,0,0,0,0,13
1992,"Contrasting effects of interferon ? and interleukin 4 on responses of human vascular endothelial cells to tumour necrosis factor ?","Paleolog E.M., Aluri G.R., Feldmann M.",10434666,"Cytokine",4, 6,26,1,0,0,1,0,27
1992,"The roles of protein kinase C and intracellular Ca2+ in the secretion of von Willebrand factor from human vascular endothelial cells","Carew M.A., Paleolog E.M., Pearson J.D.",02646021,"Biochemical Journal",286, 2,15,1,0,0,1,0,16
1991,"Effects of tumour necrosis factor and interleukin-1 on von Willebrand factor secretion from human vascular endothelial cells","Paleolog E.M., Carew M.A., Pearson J.D.",00207616,"International Journal of Radiation Biology",60, 1-2,8,0,0,0,0,0,8
1990,"Differential regulation by cytokines of constitutive and stimulated secretion of von Willebrand factor from endothelial cells","Paleolog E.M., Crossman D.C., McVey J.H., Pearson J.D.",00064971,"Blood",75, 3,56,4,1,0,5,0,61
1989,"Von Willebrand factor is an acute phase reactant in man","Pottinger B.E., Read R.C., Paleolog E.M., Higgins P.G., Pearson J.D.",00493848,"Thrombosis Research",53, 4,99,3,3,3,9,0,108
