,"This is a citation overview for a set of 45 documents.",,,,,,,,,,,
2007,"Intraperitoneal chemotherapy as first-line treatment in the management of epithelial ovarian cancer.","Rekhraj S., Kinross J., Prabhudesai S., Darzi A., Ziprin P.",13895575,"Mini reviews in medicinal chemistry",7, 5,0,0,0,0,0,0
2007,"Intraperitoneal chemotherapy as first-line treatment in the management of epithelial ovarian cancer","Rekhraj S., Kinross J., Prabhudesai S., Darzi A., Ziprin P.",13895575,"Mini-Reviews in Medicinal Chemistry",7, 5,0,0,0,0,0,0
2007,"Chemokine expression is associated with the accumulation of tumour associated macrophages (TAMs) and progression in human colorectal cancer","Bailey C., Negus R., Morris A., Ziprin P., Goldin R., Allavena P., Peck D., Darzi A.",02620898,"Clinical and Experimental Metastasis",24, 2,0,0,4,4,4,8
2006,"TAPP repair for inguinal hernias - A new composite mesh technique","Watson A., Ziprin P., Chadwick S.",00358843,"Annals of the Royal College of Surgeons of England",88, 7,0,0,1,1,0,1
2006,"Comparison of laparoscopic and open ileocecal resection for Crohn's disease: A metaanalysis","Tilney H.S., Constantinides V.A., Heriot A.G., Nicolaou M., Athanasiou T., Ziprin P., Darzi A.W., Tekkis P.P.",09302794,"Surgical Endoscopy and Other Interventional Techniques",20, 7,1,12,6,18,4,23
2006,"Optimising preoperative diagnosis in phyllodes tumour of the breast","Jacklin R.K., Ridgway P.F., Ziprin P., Healy V., Hadjiminas D., Darzi A.",00219746,"Journal of Clinical Pathology",59, 5,0,2,1,3,2,5
2005,"ICAM-1 mediated peritoneal carcinomatosis, a target for therapeutic intervention","Alkhamesi N.A., Ziprin P., Pfistermuller K., Peck D.H., Darzi A.W.",02620898,"Clinical and Experimental Metastasis",22, 6,0,1,3,4,6,10
2005,"A comparison of open vs. laparoscopic abdominal rectopexy for full-thickness rectal prolapse: A meta-analysis","Purkayastha S., Tekkis P., Athanasiou T., Aziz O., Paraskevas P., Ziprin P., Darzi A.",00123706,"Diseases of the Colon and Rectum",48, 10,2,7,6,13,5,20
2005,"Impact of video colonoscopy on stage and outcome of patients with symptomatic colorectal cancer [1] (multiple letters)","Alkhamesi N.A., Ziprin P., O'Dwyer P.J.",09302794,"Surgical Endoscopy and Other Interventional Techniques",19, 6,0,0,0,0,0,0
2005,"Hypoxia augments gelatinase activity in a variety of adenocarcinomas in vitro","Ridgway P.F., Ziprin P., Alkhamesi N., Paraskeva P.A., Peck D.H., Darzi A.W.",00224804,"Journal of Surgical Research",124, 2,3,3,0,3,2,8
2005,"Hypoxia increases reepithelialization via an ?v?6-dependent pathway","Ridgway P.F., Ziprin P., Peck D.H., Darzi A.W.",10671927,"Wound Repair and Regeneration",13, 2,2,1,1,2,0,4
2004,"Perioperative diagnosis of cystosarcoma phyllodes of the breast may be enhanced by MIB-1 index","Ridgway P.F., Jacklin R.K., Ziprin P., Harbin L., Peck D.H., Darzi A.W., Rajan P.B.",00224804,"Journal of Surgical Research",122, 1,5,0,1,1,1,7
2004,"Tumour-expressed CD43 (sialophorin) mediates tumour-mesothelial cell adhesion","Ziprin P., Alkhamesi N.A., Ridgway P.F., Peck D.H., Darzi A.W.",14316730,"Biological Chemistry",385, 8,4,1,2,3,2,9
2004,"Effect of neoadjuvant chemoradiotherapy on angiogenesis in oesophageal cancer (Br J Surg 2003; 90: 1373-1378) [5]","Ziprin P., Clarke J.",00071323,"British Journal of Surgery",91, 2,0,0,0,0,0,0
2003,"Laparoscopic-type environment enhances mesothelial cell fibrinolytic activity in vitro via a down-regulation of plasminogen activator inhibitor-1 activity","Ziprin P., Ridgway P.F., Peck D.H., Darzi A.W.",00396060,"Surgery",134, 5,3,2,2,4,3,10
2003,"Laparoscopic enhancement of tumor cell binding to the peritoneum is inhibited by anti-intercellular adhesion molecule-1 monoclonal antibody","Ziprin P., Ridgway P.F., Peck D.H., Darzi A.W.",09302794,"Surgical Endoscopy and Other Interventional Techniques",17, 11,4,0,0,0,2,6
2003,"ICAM-1 mediated tumor-mesothelial cell adhesion is modulated by IL-6 and TNF-?: A potential mechanism by which surgical trauma increases peritoneal metastases","Ziprin P., Ridgway P.F., Pfistermuller K.L.M., Peck D.H., Darzi A.W.",15419061,"Cell Communication and Adhesion",10, 3,5,2,3,5,2,12
2003,"Laparoscopic staging of pancreatic tumors induces increased invasive capacity in vitro","Ridgway P.F., Ziprin P., Jones T.L., Paraskeva P.A., Peck D.H., Darzi A.W.",09302794,"Surgical Endoscopy and Other Interventional Techniques",17, 2,9,1,0,1,0,10
2002,"Laboratory-based validation of a novel suture technique for wound closure","Ridgway P.F., Ziprin P., Datta V.K., Khan M.S., Bann S.D., Peck D.H., Darzi A.W., Bouchier-Hayes D.",01487043,"Annals of Plastic Surgery",49, 3,4,3,1,4,1,9
2002,"The theories and realities of port-site metastases: A critical appraisal","Ziprin P., Ridgway P.F., Peck D.H., Darzi A.W.",10727515,"Journal of the American College of Surgeons",195, 3,26,0,4,4,3,33
2002,"Pneumoperitoneum augmented tumor invasiveness is abolished by matrix metalloproteinase blockade","Ridgway P.F., Smith A., Ziprin P., Jones T.L., Paraskeva P.A., Peck D.H., Darzi A.W.",09302794,"Surgical Endoscopy and Other Interventional Techniques",16, 3,13,1,1,2,1,16
2002,"Monopolar electrosurgery: Risks and their reduction","Ziprin P., Darzi A.W.",07398328,"Problems in General Surgery",19, 2,1,0,0,0,0,1
2002,"Invited Commentary","Ziprin P., Darzi A., Burns J.W., Lemanski C., Hubbard S.C.",00123706,"Diseases of the Colon and Rectum",45, 3,0,0,0,0,0,0
2001,"Transanal endoscopic microsurgery: A forgotten minimally invasive technique | Exérèse transanale par microchirurgie endoscopique: Une technique trop peu utilisée","Benoist S., Taffinder N., Gould S., Ziprin P., Chang A., Darzi A.",03998320,"Gastroenterologie Clinique et Biologique",25, 4,2,4,2,6,0,8
2000,"Two cases of Merkel cell tumour arising in patients with chronic lymphocytic leukaemia","Ziprin P., Smith S., Salerno G., Rosin R.D.",00070963,"British Journal of Dermatology",142, 3,29,7,4,11,1,41
2000,"Transhepatic insertion of a metallic stent for the relief of malignant afferent loop obstruction","Caldicott D.G.E., Ziprin P., Morgan R.",01741551,"CardioVascular and Interventional Radiology",23, 2,18,1,1,2,0,20
1999,"Experimental study of the effect of intraperitoneal heparin on tumour implantation following laparoscopy [1]","Ziprin P., Puttick M., Darzi A.",00071323,"British Journal of Surgery",86, 9,0,0,0,0,0,0
1999,"External oblique aponeurosis nerve entrapment as a cause of groin pain in the athlete","Ziprin P., Williams P., Foster M.E.",00071323,"British Journal of Surgery",86, 4,13,5,6,11,1,25
1997,"Laparoscopic and conventional repair of groin disruption in sportsmen.","Foster M.E., Ziprin P.",00071323,"The British journal of surgery",84, 8,0,0,0,0,0,0
