,"This is a citation overview for a set of 88 documents.",,,,,,,,,,,,
2007,"Regulation of ion channels and transporters by phosphatidylinositol 4,5-bisphosphate","Robertson B.",00223751,"Journal of Physiology",582, 3,3,0,0,0,0,0,3
2007,"Unusual features of the cell cycle in mycobacteria: Polar-restricted growth and the snapping-model of cell division","Thanky N.R., Young D.B., Robertson B.D.",14729792,"Tuberculosis",87, 3,5,4,6,3,13,0,18
2006,"Comparative investigation of the pathogenicity of three Mycobacterium tuberculosis mutants defective in the synthesis of p-hydroxybenzoic acid derivatives","Stadthagen G., Jackson M., Charles P., Boudou F., Barilone N., Huerre M., Constant P., Liav A., Bottova I., Nigou J., Brando T., Puzo G., Daffe M., Benjamin P., Coade S., Buxton R.S., Tascon R.E., Rae A., Robertson B.D., Lowrie D.B., Young D.B., Gicquel B., Griffin R.",12864579,"Microbes and Infection",8, 8,3,1,2,0,3,0,6
2006,"Modelling infectious disease - Time to think outside the box?","Wiles S., Hanage W.P., Frankel G., Robertson B.",17401526,"Nature Reviews Microbiology",4, 4,11,4,1,0,5,0,16
2005,"Mycobacterial mutants with defective control of phagosomal acidification","Stewart G.R., Patel J., Robertson B.D., Rae A., Young D.B.",15537366,"PLoS Pathogens",1, 3,43,6,13,3,22,0,65
2005,"Modulation of Kv3 subfamily potassium currents by the sea anemone toxin BDS: Significance for CNS and biophysical studies","Yeung S.Y.M., Thompson D., Wang Z., Fedida D., Robertson B.",02706474,"Journal of Neuroscience",25, 38,14,2,5,0,7,0,21
2005,"Alternative luciferase for monitoring bacterial cells under adverse conditions","Wiles S., Ferguson K., Stefanidou M., Young D.B., Robertson B.D.",00992240,"Applied and Environmental Microbiology",71, 7,15,2,2,2,6,0,21
2005,"The OtsAB pathway is essential for trehalose biosynthesis in Mycobacterium tuberculosis","Murphy H.N., Stewart G.R., Mischenko V.V., Apt A.S., Harris R., McAlister M.S.B., Driscoll P.C., Young D.B., Robertson B.D.",00219258,"Journal of Biological Chemistry",280, 15,22,7,7,1,15,0,37
2005,"Tetracycline-inducible gene regulation in mycobacteria.","Blokpoel M.C., Murphy H.N., O'Toole R., Wiles S., Runn E.S., Stewart G.R., Young D.B., Robertson B.D.",13624962,"Nucleic acids research",33, 2,42,15,6,4,25,0,67
2005,"The stress-responsive chaperone ?-crystallin 2 is required for pathogenesis of Mycobacterium tuberculosis","Stewart G.R., Newton S.M., Wilkinson K.A., Humphreys I.R., Murphy H.N., Robertson B.D., Wilkinson R.J., Young D.B.",0950382X,"Molecular Microbiology",55, 4,20,7,2,2,11,0,31
2004,"Dendrotoxins: Structure-activity relationships and effects on potassium ion channels","Harvey A.L., Robertson B.",09298673,"Current Medicinal Chemistry",11, 23,21,6,8,1,15,0,36
2004,"Visualization of microarray results to assist interpretation","Papatheodorou I., Sergot M., Randall M., Stewart G.R., Robertson B.D.",14729792,"Tuberculosis",84, 3-4,2,0,0,0,0,0,2
2004,"Analysis of the function of mycobacterial DnaJ proteins by overexpression and microarray profiling","Stewart G.R., Robertson B.D., Young D.B.",14729792,"Tuberculosis",84, 3-4,8,0,1,0,1,0,9
2004,"Characterisation of hyperpolarization-activated currents (Ih) in the medial septum/diagonal band complex in the mouse","Morris N.P., Fyffe R.E.W., Robertson B.",00068993,"Brain Research",1006, 1,8,1,1,0,2,0,10
2003,"Tuberculosis: a problem with persistence.","Stewart G.R., Robertson B.D., Young D.B.",17401526,"Nature reviews. Microbiology",1, 2,111,18,15,6,39,0,150
2002,"Presynaptic internal Ca 2+ stores contribute to inhibitory neurotransmitter release onto mouse cerebellar Purkinje cells","Bardo S., Robertson B., Stephens G.J.",00071188,"British Journal of Pharmacology",137, 4,31,1,2,0,3,0,34
2002,"Analysis of pathogen-host cell interactions in purpura fulminans: Expression of capsule, type IV pili, and PorA by Neisseria meningitidis in vivo","Harrison O.B., Robertson B.D., Faust S.N., Jepson M.A., Goldin R.D., Levin M., Heyderman R.S.",00199567,"Infection and Immunity",70, 9,17,4,0,3,7,0,24
2002,"Pharmacological characterization of a non-inactivating outward current observed in mouse cerebellar Purkinje neurones","Bushell T., Clarke C., Mathie A., Robertson B.",00071188,"British Journal of Pharmacology",135, 3,15,6,2,0,8,0,23
2001,"The CAv2.1/?1A (P/Q-type) voltage-dependent calcium channel mediates inhibitory neurotransmission onto mouse cerebellar Purkinje cells","Stephens G.J., Morris N.P., Fyffe R.E.W., Robertson B.",0953816X,"European Journal of Neuroscience",13, 10,34,2,0,2,4,0,38
2001,"Genomics: Leprosy - A degenerative disease of the genome","Young D., Robertson B.",09609822,"Current Biology",11, 10,9,0,0,0,0,0,9
2000,"Diagnostic assays for leprosy based on T-cell epitopes","Dockrell H.M., Murrillo L., Pessolani M.C.V., Roche P., Salgado J.L., Sampaio E., Shahid F., Thole J.E.R., Young D.B., Brahmbhatt S., Robertson B.D., Britton S., Fruth U., Gebre N., Hunegnaw M., Hussain R., Manadhar R.",03057518,"Leprosy Review",71, ,3,0,1,0,1,0,4
2000,"Comparison of Mycobacterium tuberculosis genomes reveals frequent deletions in a 20 kb variable region in clinical isolates","Ho T.B.L., Robertson B.D., Michael Taylor G., Shaw R., Young D.B.",0749503X,"Yeast",17, 4,45,1,1,2,4,0,49
2000,"The lipopolysaccharide structures of Salmonella enterica serovar typhimurium and Neisseria gonorrhoeae determine the attachment of human mannose-binding lectin to intact organisms","Devyatyarova-Johnson M., Rees I.H., Robertson B.D., Turner M.W., Klein N.J., Jack D.L.",00199567,"Infection and Immunity",68, 7,38,3,3,0,6,0,44
2000,"Hyperpolarization-activated currents in presynaptic terminals of mouse cerebellar basket cells","Southan A.P., Morris N.P., Stephens G.J., Robertson B.",00223751,"Journal of Physiology",526, 1,59,4,5,0,9,0,68
2000,"Analysis of post-translational modification of mycobacterial proteins using a cassette expression system","Herrmann J.L., Delahay R., Gallagher A., Robertson B., Young D.",00145793,"FEBS Letters",473, 3,18,3,1,2,6,0,24
2000,"A functional role for the two-pore domain potassium channel TASK-1 in cerebellar granule neurons","Millar J.A., Barratt L., Southan A.P., Page K.M., Fyffe R.E.W., Robertson B., Mathie A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",97, 7,165,14,3,4,21,0,186
2000,"A postgenomic approach to identification of Mycobacterium leprae-specific peptides as T-cell reagents","Dockrell H.M., Murillo L., Pessolani M.C.V., Roche P., Salgado J.L., Sampaio E., Shahid F., Thole J.E.R., Young D.B., Brahmbhatt S., Robertson B.D., Britton S., Fruth U., Gebre N., Hunegnaw M., Hussain R., Manandhar R.",00199567,"Infection and Immunity",68, 10,20,1,7,1,9,0,29
2000,"Three pathways for trehalose biosynthesis in mycobacteria","De Smet K.A.L., Weston A., Brown I.N., Young D.B., Robertson B.D.",13500872,"Microbiology",146, 1,80,8,8,3,19,0,99
2000,"Electrophysiological characterization of voltage-gated K+ currents in cerebellar basket and Purkinje cells: Kv1 and Kv3 channel subfamilies are present in basket cell nerve terminals","Southan A.P., Robertson B.",02706474,"Journal of Neuroscience",20, 1,66,3,7,1,11,0,77
1999,"A functional spliced-variant of ?2 subunit of Kv1 channels in C6 glioma cells and reactive astrocytes from rat lesioned cerebellum","Akhtar S., McIntosh P., Bryan-Sisneros A., Barratt L., Robertson B., Dolly J.O.",00062960,"Biochemistry",38, 51,7,0,0,0,0,0,7
1999,"Identification of residues in dendrotoxin K responsible for its discrimination between neuronal K+ channels containing Kv1.1 and 1.2 ? subunits","Wang F.C., Bell N., Reid P., Smith L.A., McIntosh P., Robertson B., Dolly J.O.",00142956,"European Journal of Biochemistry",263, 1,35,2,4,0,6,0,41
1999,"TB vaccines: Global solutions for global problems","Young D.B., Robertson B.D.",00368075,"Science",284, 5419,8,0,1,0,1,0,9
1998,"Modulation of inhibitory post-synaptic currents (IPSCs) in mouse cerebellar Purkinje and basket cells by snake and scorpion toxin K+ channel blockers","Southan A.P., Robertson B.",00071188,"British Journal of Pharmacology",125, 6,27,0,2,2,4,0,31
1998,"Gonococcal resistance to ?-lactams and tetracycline involves mutation in loop 3 of the porin encoded at the penB locus","Gill M.J., Simjee S., Al-Hattawi K., Robertson B.D., Easmon C.S.F., Ison C.A.",00664804,"Antimicrobial Agents and Chemotherapy",42, 11,65,3,4,0,7,0,72
1998,"Patch-clamp recordings from cerebellar basket cell bodies and their presynaptic terminals reveal an asymmetric distribution of voltage-gated potassium channels","Southan A.P., Robertson B.",02706474,"Journal of Neuroscience",18, 3,62,1,1,0,2,0,64
1998,"Commentary approaches to combat tuberculosis","Young D.B., Robertson B.D.",09581669,"Current Opinion in Biotechnology",9, 6,2,0,0,0,0,0,2
1997,"The real life of voltage-gated K+ channels: More than model behaviour","Robertson B.",01656147,"Trends in Pharmacological Sciences",18, 12,51,1,1,1,3,0,54
1997,"Modification of rat brain Kv1.4 channel gating by association with accessory Kv?1.1 and ?2.1 subunits","McIntosh P., Southan A.P., Akhtar S., Sidera C., Ushkaryov Y., Dolly J.O., Robertson B.",00316768,"Pflugers Archiv European Journal of Physiology",435, 1,17,0,0,0,0,0,17
1997,"Involvement of the gonococcal MtrE protein in the resistance of Neisseria gonorrhoeae to toxic hydrophobic agents","Delahay R.M., Robertson B.D., Balthazar J.T., Shafer W.M., Ison C.A.",13500872,"Microbiology",143, 7,35,4,1,0,5,0,40
1997,"Rapid detection of multidrug-resistant tuberculosis","Goyal M., Shaw R.J., Banerjee D.K., Coker R.J., Robertson B.D., Young D.B.",09031936,"European Respiratory Journal",10, 5,32,0,0,0,0,0,32
1997,"Induction of human endothelial tissue factor expression by Neisseria meningitidis: The influence of bacterial killing and adherence to the endothelium","Heyderman R.S., Klein N.J., Daramola O.A., Hammerschmidt S., Frosch M., Robertson B.D., Levin M., Ison C.A.",08824010,"Microbial Pathogenesis",22, 5,23,2,0,0,2,0,25
1997,"The relative potencies of dendrotoxins as blockers of the cloned voltage-gated K+ channel, mKv1.1 (MK-1), when stably expressed in Chinese hamster ovary cells","Owen D.G., Hall A., Stephens G., Stow J., Robertson B.",00071188,"British Journal of Pharmacology",120, 6,37,0,2,0,2,0,39
1996,"Rapid detection of MDR-TB in clinical samples","Shaw R.J., Goyal M., Banerjee D., Coker R.J., Robertson B.D., Young D.B.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"Studies on the blocking action of human Kv3.4 inactivation peptide variants in the mouse cloned Kv1.1 K + channel","Stephens G.J., Owen D.G., Opalko A., Pisano M.R., MacGregor W.H., Robertson B.",00223751,"Journal of Physiology",496, 1,4,1,0,0,1,0,5
1996,"Genes associated with the meningococcal capsule complex are also found in Neisseria gonorrhoeae","Petering H., Hammerschmidt S., Frosch M., Van Putten J.P.M., Ison C.A., Robertson B.D.",00219193,"Journal of Bacteriology",178, 11,17,0,0,1,1,0,18
1996,"Novel effects of dendrotoxin homologues on subtypes of mammalian Kv1 potassium channels expressed in Xenopus oocytes","Robertson B., Owen D., Stow J., Butler C., Newland C.",00145793,"FEBS Letters",383, 1-2,71,2,8,3,13,0,84
1996,"Cysteine-modifying reagents alter the gating of the rat cloned potassium channel Kv1.4","Stephens G.J., Owen D.G., Robertson B.",00316768,"Pflugers Archiv European Journal of Physiology",431, 3,24,1,0,1,2,0,26
1995,"Function of lipopolysaccharide in the invasion of Neisseria gonorrhoeae into human mucosal cells.","van Putten J.P., Grassme H.U., Robertson B.D., Schwan E.T.",03617742,"Progress in clinical and biological research",392, ,16,1,0,0,1,0,17
1995,"Molecular mechanisms and implications for infection of lipopolysaccharide variation in Neisseria","Van Putten J.P.M., Robertson B.D.",0950382X,"Molecular Microbiology",16, 5,45,0,0,0,0,0,45
1995,"Inactivation of the cloned potassium channel mouse Kv1.1 by the human Kv3.4 'ball' peptide and its chemical modification","Stephens G.J., Robertson B.",00223751,"Journal of Physiology",484, 1,22,1,0,1,2,0,24
1995,"Gonococcal rfaF mutants express Rd2 chemotype LPS and do not enter epithelial host cells","Schwan E.T., Robertson B.D., Brade H., Van Putten J.P.M.",0950382X,"Molecular Microbiology",15, 2,32,0,0,0,0,0,32
1995,"An abundant, trans-spliced mRNA from Toxocara canis infective larvae encodes a 26-kDa protein with homology to phosphatidylethanolamine-binding proteins","Gems D., Ferguson C.J., Robertson B.D., Nieves R., Page A.P., Blaxter M.L., Maizels R.M.",00219258,"Journal of Biological Chemistry",270, 31,57,0,1,0,1,0,58
1994,"On the mechanism of 4-aminopyridine action on the cloned mouse brain potassium channel mKv1.1","Stephens G.J., Garratt J.C., Robertson B., Owen D.G.",00223751,"Journal of Physiology",477, 2,38,0,2,0,2,0,40
1994,"Contribution of genes from the capsule gene complex (cps) to lipooligosaccharide biosynthesis and serum resistance in Neisseria meningitidis","Hammerschmidt S., Birkholz C., Zahringer U., Robertson B.D., Van Putten J., Ebeling O., Frosch M.",0950382X,"Molecular Microbiology",11, 5,82,1,4,2,7,0,89
1994,"The identification of cryptic rhamnose biosynthesis genes in Neisseria gonorrhoeae and their relationship to lipopolysaccharide biosynthesis","Robertson B.D., Frosch M., Van Putten J.P.M.",00219193,"Journal of Bacteriology",176, 22,14,0,2,0,2,0,16
1993,"Site of action of 4-aminopyridine on mouse brain mKv1.1 cloned potassium channels expressed in Chinese hamster ovary cells","Stephens G.J., Garratt J.C., Owen D.G., Robertson B.",00223751,"Journal of Physiology",473, ,0,0,0,0,0,0,0
1993,"Inactivation peptides and their effects on a cloned brain K+ channel, mKv1.1, and voltage-activated K+ currents in rat dorsal root ganglion neurones, in vitro","Heblich F., Robertson B., Stephens G.J., Opalko A., Owen D.G.",00223751,"Journal of Physiology",473, ,0,0,0,0,0,0,0
1993,"Pharmacology of a cloned potassium channel from mouse brain (MK-1) expressed in CHO cells: Effects of blockers and an 'inactivation peptide'","Robertson B., Owen D.G.",00071188,"British Journal of Pharmacology",109, 3,23,0,0,0,0,0,23
1993,"Diagnosis of human toxocariasis by antigen capture enzyme linked immunosorbent assay","Gillespie S.H., Bidwell B., Voller A., Robertson B.D., Maizels R.M.",00219746,"Journal of Clinical Pathology",46, 6,16,3,1,0,4,0,20
1993,"The role of galE in the biosynthesis and function of gonococcal lipopolysaccharide","Robertson B.D., Frosch M., Van Putten J.P.M.",0950382X,"Molecular Microbiology",8, 5,36,1,2,0,3,0,39
1992,"Properties of the transient outward K+ current in cultured GH3 rat pituitary cells","Robertson B.",00223751,"Journal of Physiology",446, ,0,0,0,0,0,0,0
1992,"A new micromanipulator and tissue support apparatus for electrophysiological recording","Owen D.G., Robertson B.",00223751,"Journal of Physiology",446, ,0,0,0,0,0,0,0
1992,"Genetic variation in pathogenic bacteria","Robertson B.D., Meyer T.F.",01689479,"Trends in Genetics",8, 12,95,1,0,0,1,0,96
1991,"Capsaicin causes prolonged inhibition of voltage-activated calcium currents in adult rat dorsal root ganglion neurons in culture","Docherty R.J., Robertson B., Bevan S.",03064522,"Neuroscience",40, 2,51,0,3,1,4,0,55
1991,"Properties of 5-hydroxytryptamine3 receptor-gated currents in adult rat dorsal root ganglion neurones","Robertson B., Bevan S.",00071188,"British Journal of Pharmacology",102, 1,26,0,0,0,0,0,26
1990,"Developmentally regulated expression and secretion of a polymorphic antigen by Onchocerca infective-stage larvae","Bianco A.E., Robertson B.D., Kuo Y.-M., Townson S., Ham P.J.",01666851,"Molecular and Biochemical Parasitology",39, 2,15,0,0,0,0,0,15
1989,"Actions of anaesthetics and avermectin on GABA(A) chloride channels in mammalian dorsal root ganglion neurones","Robertson B.",00071188,"British Journal of Pharmacology",98, 1,47,0,1,1,2,0,49
1989,"Toxocara canis: Proteolytic enzymes secreted by the infective Larvae in vitro","Robertson B.D., Bianco A.T., McKerrow J.H., Maizels R.M.",00144894,"Experimental Parasitology",69, 1,22,0,1,0,1,0,23
1989,"Characteristics of GABA-activated chloride channels in mammalian dorsal root ganglion neurones","Robertson B.",00223751,"Journal of Physiology",411, ,8,0,0,0,0,0,8
1988,"A sensitive microplate assay for the detection of proteolytic enzymes using radiolabeled gelatin","Robertson B.D., Kwan-Lim G.E., Maizels R.M.",00032697,"Analytical Biochemistry",172, 1,3,0,0,0,0,0,3
1988,"Detection of circulating parasite antigen and specific antibody in Toxocara canis infections","Robertson B.D., Burkot T.R., Gillespie S.H., Kennedy M.W., Wambai Z., Maizels R.M.",00099104,"Clinical and Experimental Immunology",74, 2,4,3,0,0,3,0,7
1987,"Age-relationships of Toxocara canis seropositivity and geohelminth infection prevalence in two communities in St. Lucia, West Indies","Bundy D.A.P., Thompson D.E., Robertson B.D., Cooper E.S.",01772392,"Tropical Medicine and Parasitology",38, 4,5,1,0,1,2,0,7
1987,"Secretory acetylcholinesterases from Brugia malayi adult and microfilarial parasites","Rathaur S., Robertson B.D., Selkirk M.E., Maizels R.M.",01666851,"Molecular and Biochemical Parasitology",26, 3,21,1,2,0,3,0,24
1987,"On the action of Ruthenium Red and neuraminidase at the frog neuromuscular junction","Robertson B., Wann K.T.",00223751,"Journal of Physiology",382, ,2,0,0,0,0,0,2
1986,"Effects of ?-aminobutyric acid and (-)-baclofen on calcium and potassium currents in cat dorsal root ganglion neurones in vitro","Robertson B., Taylor W.R.",00071188,"British Journal of Pharmacology",89, 4,18,1,0,0,1,0,19
1985,"Prolongation of inhibitory postsynaptic currents by pentobarbitone, halothane and ketamine in CA1 pyramidal cells in rat hippocampus","Gage P.W., Robertson B.",00071188,"British Journal of Pharmacology",85, 3,69,2,1,2,5,0,74
1984,"The effect of temperature on the growth and decay times of miniature end-plate currents in the mouse diaphragm","Robertson B., Wann K.T.",00068993,"Brain Research",294, 2,3,0,0,0,0,0,3
1984,"Inhibitory post-synaptic currents in rat hippocampal CA1 neurones","Collingridge G.L., Gage P.W., Robertson B.",00223751,"Journal of Physiology",356, ,53,1,3,0,4,0,57
