,"This is a citation overview for a set of 34 documents.",,,,,,,,,,,,
1993,"Identification of three candidate mutations causing type IIA von Willebrand disease using a rapid, nonradioactive, allele-specific hybridization method","Inbal A., Englender T., Kornbrot N., Randi A.M., Castaman G., Mannucci P.M., Sadler J.E.",00064971,"Blood",82, 3,10,0,0,1,1,0,11
1992,"von Willebrand disease type B: A missense mutation selectively abolishes ristocetin-induced von Willebrand factor binding to platelet glycoprotein Ib","Rabinowitz I., Tuley E.A., Mancuso D.J., Randi A.M., Firkin B.G., Howard M.A., Sadler J.E.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",89, 20,56,2,2,0,4,0,60
1992,"Carrier detection and prenatal diagnosis of hemophilia A: 5-years experience at a hemophilia center","Sacchi E., Randi A.M., Tagliavacca L., Sampietro M., Primignani P., Mannucci P.M.",09405437,"International Journal of Clinical & Laboratory Research",21, 2-4,1,0,0,0,0,0,1
1992,"Identification of a new congenital defect of platelet function characterized by severe impairment of platelet responses to adenosine diphosphate","Cattaneo M., Lecchi A., Randi A.M., McGregor J.L., Mannucci P.M.",00064971,"Blood",80, 11,110,5,4,0,9,0,119
1992,"Characterization of three mutations causing von Willebrand disease type IIA in five unrelated families","Inbal A., Seligsohn U., Kornbrot N., Brenner B., Harrison P., Randi A., Rabinowitz I., Sadler J.E.",03406245,"Thrombosis and Haemostasis",67, 6,10,0,0,0,0,0,10
1992,"Recombinant von Willebrand factor Arg578 ? Gln. A type IIB von Willebrand disease mutation affects binding to glycoprotein Ib but not to collagen or heparin","Randi A.M., Jorieux S., Tuley E.A., Mazurier C., Sadler J.E.",00219258,"Journal of Biological Chemistry",267, 29,23,0,0,0,0,0,23
1991,"Molecular biology of von Willebrand factor","Sadler J.E., Mancuso D.J., Randi A.M., Tuley E.A., Westfield L.A.",00778923,"Annals of the New York Academy of Sciences",614, ,6,0,1,0,1,0,7
1991,"Prenatal diagnosis and carrier detection of hemophilia A","Sampietro M., Mannuccio Mannucci P., Sacchi E., Randi A.M., Tagliavacca L., Stefanile C., Krachmalnicoff A., Travi M., Brambati B., Fiorelli G.",,"Current Studies in Hematology and Blood Transfusion",, 58,0,0,0,0,0,0,0
1991,"Molecular basis of von Willebrand Disease type IIB. Candidate mutations cluster in one disulfide loop between proposed platelet glycoprotein Ib binding sequences","Randi A.M., Rabinowitz I., Mancuso D.J., Mannucci P.M., Sadler J.E.",00219738,"Journal of Clinical Investigation",87, 4,43,2,2,0,4,0,47
1990,"Molecular analysis of severe von Willebrand disease in Italian patients","Sampietro M., Randi A.M., Sacchi E., Tagliavacca L., Fiorelli G., Mannucci P.M.",03906078,"Haematologica",75, 5,0,0,0,0,0,0,0
1989,"Diagnosis of hemophilia a in a female subject by using restriction fragment length polymorphisms linked to the factor VIII gene","Randi A.M., Sacchi E., Sampietro M., Papaleo G., Muleo G., Mannucci P.M.",03905748,"La Ricerca in Clinica e in Laboratorio",19, 1,1,0,0,0,0,0,1
1989,"Two additional TaqI RFLPs in von Willebrand factor gene (VWF) and pseudogene","Marchetti G., Sacchi E., Patracchini P., Randi A.M., Sampietro M., Bernardi F.",03051048,"Nucleic Acids Research",17, 8,0,0,0,0,0,0,0
1988,"Role of ADP in platelet aggregation and fibrinogen binding induced by prostaglandin endoperoxides: studies in a patient with a selective defect of ADP-induced platelet aggregation.","Cattaneo M., Randi A.M., Canciani M.T., Lecchi A., Mannuci P.M.",03617742,"Progress in clinical and biological research",283, ,1,0,0,0,0,0,1
