,"Author: Fraser, Christophe",,,,,,,,,,,
2004,"Public Health Risk from the Avian H5N1 Influenza Epidemic","Ferguson N.M., Fraser C., Donnelly C.A., Ghani A.C., Anderson R.M.",00368075,"Science",304, 5673,24,8,12,20,1,45
2004,"Factors that make an infectious disease outbreak controllable","Fraser C., Riley S., Anderson R.M., Ferguson N.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",101, 16,53,29,28,57,18,128
2004,"Underwhelming the Immune Response: Effect of Slow Virus Growth on CD8 +-T-Lymphocyte Responses","Bocharov G., Ludewig B., Bertoletti A., Klenerman P., Junt T., Krebs P., Luzyanina T., Fraser C., Anderson R.M.",0022538X,"Journal of Virology",78, 5,14,2,8,10,5,29
2003,"Let it be sexual - Selection, aggregation and distortion used to construct a case against sexual transmission [1]","Garnett G.P., Fraser C.",09564624,"International Journal of STD and AIDS",14, 11,3,0,0,0,0,3
2003,"Transmission dynamics of the etiological agent of SARS in Hong Kong: Impact of public health interventions","Riley S., Thach T.Q., Chau P., Chan K.-P., Lo S.-V., Leung P.-Y., Tsang T., Ho W., Lee K.-H., Lau E.M.C., Ferguson N.M., Fraser C., Anderson R.M., Donnelly C.A., Ghani A.C., Abu-Raddad L.J., Hedley A.J., Leung G.M., Ho L.-M., Lam T.-H.",00368075,"Science",300, 5627,209,43,29,72,16,297
2003,"Epidemiological determinants of spread of causal agent of severe acute respiratory syndrome in Hong Kong","Donnelly C.A., Chau P., Chan K.-P., Lam T.-H., Tse L.-Y., Tsang T., Liu S.-H., Kong J.H.B., Lau E.M.C., Ferguson N.M., Anderson R.M., Ghani A.C., Leung G.M., Hedley A.J., Fraser C., Riley S., Abu-Raddad L.J., Ho L.-M., Thach T.-Q.",01406736,"Lancet",361, 9371,308,35,19,54,7,369
2002,"Antigen-driven T-cell turnover","Fraser C., Ferguson N.M., De Wolf F., Ghani A.C., Garnett G.P., Anderson R.M.",00225193,"Journal of Theoretical Biology",219, 2,4,0,1,1,0,5
2002,"Viral replication under combination antiretroviral therapy: A comparison of four different regimens","Ghani A.C., De Wolf F., Ferguson N.M., Fraser C., Donnelly C.A., Danner S., Reiss P., Lange J., Goudsmit J., Anderson R.M.",15254135,"Journal of Acquired Immune Deficiency Syndromes",30, 2,7,0,1,1,1,9
2001,"Quantification of intrinsic residual viral replication in treated HIV-infected patients","Fraser C., Ferguson N.M., Anderson R.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",98, 26,11,2,0,2,2,15
2001,"The role of antigenic stimulation and cytotoxic T cell activity in regulating the long-term immunopathogenesis of HIV: Mechanisms and clinical implications","Fraser C., Ferguson N.M., De Wolf F., Anderson R.M.",09628436,"Proceedings of the Royal Society B: Biological Sciences",268, 1481,8,2,3,5,2,15
2001,"Viral dynamics and anti-viral pharmacodynamics: Rethinking in vitro measures of drug potency","Ferguson N.M., Fraser C., Anderson R.M.",01656147,"Trends in Pharmacological Sciences",22, 2,7,1,4,5,1,13
2000,"Reduction of the HIV-1-infected T-cell reservoir by immune activation treatment is dose-dependent and restricted by the potency of antiretroviral drugs","Fraser C., Ferguson N.M., Ghani A.C., Prins J.M., Lange J.M.A., Goudsmit J., Anderson R.M., De Wolf F.",02699370,"AIDS",14, 6,34,1,5,6,1,41
1999,"Antigen-driven CD4+ T cell and HIV-1 dynamics: Residual viral replication under highly active antiretroviral therapy","Ferguson N.M., Goudsmit J., Anderson R.M., Dewolf F., Ghani A.C., Fraser C., Donnelly C.A., Reiss P., Lange J.M.A., Danner S.A., Garnett G.P.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",96, 26,38,1,0,1,3,42
1998,"Instantons, three dimensional gauge theories, and monopole moduli spaces","Fraser C., Tong D.",05562821,"Physical Review D - Particles, Fields, Gravitation and Cosmology",58, 8,9,1,0,1,1,11
