2007,"Early metabolic defects following gestational diabetes in three ethnic groups of anti-GAD antibodies negative women with normal fasting glucose.","Kousta E., Lawrence N.J., Godsland I.F., Penny A., Anyaoku V., Millauer B.A., Robinson S., Johnston D.G., McCarthy M.I.",11093099,"Hormones (Athens, Greece)",6, 2,0,0,0,0,0,0
2007,"The UK Diabetes Research Network - An opportunity and a challenge","Matthews D.R., Kennedy E.D., Darbyshire J.H., Johnston D.G.",07423071,"Diabetic Medicine",24, 1,0,1,0,1,0,1
2006,"Sustained endogenous glucose production, diminished lipolysis and non-esterified fatty acid appearance and oxidation in non-obese women at high risk of type 2 diabetes","Forbes S., Venkatesan S., Johnston D.G., Robinson S., Dungu J., Anyaoku V., Bannister P., Forster D., Dissanayake S., McCarthy M.I., MacDonald I.A.",08044643,"European Journal of Endocrinology",155, 3,0,0,0,0,0,0
2006,"Glucose Production in the Human Placenta","Leonce J., Teoh T.G., Regan L., Burchell A., Steer P., Johnston D.G., Brockton N., Robinson S., Venkatesan S., Bannister P., Raman V., Murphy K., Parker K., Pavitt D.",01434004,"Placenta",27, ,0,1,0,1,2,3
2006,"The impact of ethnicity on glucose regulation and the metabolic syndrome following gestational diabetes","Kousta E., Millauer B.A., Cela E., Robinson S., McCarthy M.I., Johnston D.G., Efstathiadou Z., Lawrence N.J., Jeffs J.A.R., Godsland I.F., Barrett S.C., Dore C.J., Penny A., Anyaoku V.",0012186X,"Diabetologia",49, 1,0,0,3,3,4,7
2006,"Less than 50% of variation in HDL cholesterol between and within individuals, is explained by established predictors","Jeffs J.A.R., Godsland I.F., Johnston D.G.",00219150,"Atherosclerosis",184, 1,0,2,1,3,0,3
2005,"To: Godsland IF, Jeffs JA, Johnston DG (2004) Loss of beta cell function as fasting glucose increases in the non-diabetic range. Diabetologia 47:1157-1166 [2] (multiple letters)","Abdul-Ghani M.A., DeFronzo R.A., Godsland I.F., Johnston D.G.",0012186X,"Diabetologia",48, 10,0,0,0,0,0,0
2005,"Metabolic syndrome and coronary heart disease in South Asians, African-Caribbeans and white Europeans: A UK population-based cross-sectional study","Tillin T., Forouhi N., Johnston D.G., McKeigue P.M., Chaturvedi N., Godsland I.F.",0012186X,"Diabetologia",48, 4,12,16,21,37,3,52
2005,"Impaired circulating glucagon-like peptide-1 response to oral glucose in women with previous gestational diabetes","Forbes S., Moonan M., Robinson S., Anyaoku V., Patterson M., Murphy K.G., Ghatei M.A., Bloom S.R., Johnston D.G.",03000664,"Clinical Endocrinology",62, 1,2,2,0,2,0,4
2004,"Analysis of the contribution to type 2 diabetes susceptibility of sequence variation in the gene encoding stearoyl-CoA desaturase, a key regulator of lipid and carbohydrate metabolism","Liew C.F., O'Rahilly S., Hattersley A.T., Johnston D.G., McCarthy M.I., Groves C.J., Wiltshire S., Zeggini E., Frayling T.M., Owen K.R., Walker M., Hitman G.A., Levy J.C.",0012186X,"Diabetologia",47, 12,3,2,3,5,0,8
2004,"NICE guidance on type 1 diabetes in adults","Johnston D.",14702118,"Clinical Medicine, Journal of the Royal College of Physicians of London",4, 6,0,0,0,0,1,1
2004,"Vitamin D deficiency masking primary hyperparathyroidism","Hannan F.M., Fairney A., Johnston D.G.",00045632,"Annals of Clinical Biochemistry",41, 5,1,1,1,2,0,3
2004,"Clinical outcome in a series of cases of obstetric cholestasis identified via a patient support group","Williamson C., Hems L.M., Goulis D.G., Walker I., Chambers J., Donaldson O., De Swiet M., Johnston D.G.",14700328,"BJOG: An International Journal of Obstetrics and Gynaecology",111, 7,8,8,8,16,3,27
2004,"Loss of beta cell function as fasting glucose increases in the non-diabetic range","Godsland I.F., Jeffs J.A.R., Johnston D.G.",0012186X,"Diabetologia",47, 7,17,6,6,12,5,34
2004,"Increased Leucine Turnover in Women during the Third Trimester of Uncomplicated Pregnancy","Jolly M., Bertie J., Gray R., Bannister P., Venkatesan S., Johnston D., Robinson S.",00260495,"Metabolism: Clinical and Experimental",53, 5,1,0,0,0,2,3
2004,"Leukocyte ABCA1 gene expression is associated with fasting glucose concentration in normoglycemic men","Albrecht C., Simon-Vermot I., Elliott J.I., Higgins C.F., Johnston D.G., Valabhji J.",00260495,"Metabolism: Clinical and Experimental",53, 1,6,5,4,9,2,17
2004,"Metabolic effects of Troglitazone in patients with diet-controlled type 2 diabetes","Robinson A.C.J., Halliday D., Johnston D.G., Jeffs J.A.R., Gray R.G., Bannister P.A., Mather H., Gallagher J.J., Robinson S., Nattrass M., Venkatesan S.",00142972,"European Journal of Clinical Investigation",34, 1,2,0,0,0,1,3
2003,"Insulin resistance and ?-cell dysfunction in normoglycaemic European women with a history of gestational diabetes","Kousta E., McCarthy M.I., Lawrence N.J., Godsland I.F., Penny A., Anyaoku V., Millauer B.A., Cela E., Johnston D.G., Robinson S.",03000664,"Clinical Endocrinology",59, 3,16,6,5,11,3,30
2003,"Relation between insulin kinetics and insulin sensitivity in pregnancy","Jolly M.C., Hovorka R., Godsland I., Amin R., Lawrence N., Anyaoku V., Johnston D., Robinson S.",00142972,"European Journal of Clinical Investigation",33, 8,2,0,0,0,1,3
2003,"ABCB4 gene sequence variation in women with intrahepatic cholestasis of pregnancy.","Mullenbach R., Williamson C., Linton K.J., Wiltshire S., Weerasekera N., Chambers J., Elias E., Higgins C.F., Johnston D.G., McCarthy M.I.",14686244,"Journal of medical genetics",40, 5,14,6,10,16,5,35
2003,"Semi quantitative expression analysis of MDR3, FIC1, BSEP, OATP-A, OATP-C, OATP-D, OATP-E and NTCP gene transcripts in 1st and 3rd trimester human placenta","Patel P., Weerasekera N., Hitchins M., Boyd C.A.R., Johnston D.G., Williamson C.",01434004,"Placenta",24, 1,10,7,3,10,4,24
2003,"Effects of short- and long-term growth hormone replacement on lipoprotein composition and on very-low-density lipoprotein and low-density lipoprotein apolipoprotein B100 kinetics in growth hormone-deficient hypopituitary subjects.","Kearney T., de Gallegos C.N., Proudler A., Parker K., Anayaoku V., Bannister P., Venkatesan S., Johnston D.G.",00260495,"Metabolism: clinical and experimental",52, 1,6,0,2,2,0,8
2002,"What should we measure in the diabetic patient and how does this respond to therapy?","Johnston D.G., Robinson S., Forbes S.",03065251,"British Journal of Clinical Pharmacology",54, 1,0,1,0,1,0,1
2002,"Some elucidation of the mechanisms of vascular disease in hypopituitarism","Johnston D.G., Kearney T., Robinson S., Al-Mrayat M.",03000664,"Clinical Endocrinology",57, 2,0,0,1,1,0,1
2002,"Analysis of GAPDH as a standard for gene expression quantification in human placenta","Patel P., Boyd C.A.R., Johnston D.G., Williamson C.",01434004,"Placenta",23, 8-9,6,0,1,1,0,7
2002,"Delayed metabolic and thermogenic response to a mixed meal in normoglycemic European women with previous gestational diabetes","Kousta E., Robinson S., McCarthy M.I., Johnston D.G., Parker K.H., Lawrence N.J., Penny A., Millauer B.A., Anyaoku V., Mulnier H., Forster D.C., MacDonald I.A.",0021972X,"Journal of Clinical Endocrinology and Metabolism",87, 7,1,1,0,1,0,2
2002,"Elevation of soluble E-selectin levels following gestational diabetes is restricted to women with persistent abnormalities of glucose regulation","Lawrence N.J., Kousta E., Penny A., Millauer B., Robinson S., Johnston D.G., McCarthy M.I.",03000664,"Clinical Endocrinology",56, 3,0,3,0,3,0,3
2001,"Screening for diabetes in pregnancy","Virjee S., Robinson S., Johnston D.G.",01410768,"Journal of the Royal Society of Medicine",94, 10,0,0,1,1,0,1
2001,"Prevalence and features of pancreatic islet cell autoimmunity in women with gestational diabetes from different ethnic groups","Kousta E., Lawrence N.J., Anyaoku V., Johnston D.G., McCarthy M.I.",03065456,"British Journal of Obstetrics and Gynaecology",108, 7,5,2,0,2,0,7
2001,"Hypopituitarsim is associated with triglyceride enrichment of very low-density lipoprotein","Kearney T., De Gallegos C.N., Chrisoulidou A., Gray R., Bannister P., Venkatesan S., Johnston D.G.",0021972X,"Journal of Clinical Endocrinology and Metabolism",86, 8,9,0,0,0,1,10
2001,"Plasma total homocysteine concentrations are unrelated to insulin sensitivity and components of the metabolic syndrome in healthy men","Godsland I.F., Rosankiewicz J.R., Proudler A.J., Johnston D.G.",0021972X,"Journal of Clinical Endocrinology and Metabolism",86, 2,37,10,6,16,5,58
2000,"Women with a history of gestational diabetes of European and South Asian origin are shorter than women with normal glucose tolerance in pregnancy","Kousta E., Lawrence N.J., Penny A., Millauer B.A., Robinson S., Johnston D.G., McCarthy M.I.",07423071,"Diabetic Medicine",17, 11,8,2,2,4,1,13
2000,"Effects of 7 years of growth hormone replacement therapy in hypopituitary adults","Chrisoulidou A., Murphy M., Thomas E., Robinson S., Foale R., Johnston D.G., Beshyah S.A., Rutherford O., Spinks T.J., Mayet J., Kyd P., Anyaoku V., Haida A., Ariff B.",0021972X,"Journal of Clinical Endocrinology and Metabolism",85, 10,46,6,12,18,1,65
2000,"The prevalence of polycystic ovaries in women with a history of gestational diabetes","Kousta E., McCarthy M., Franks S., Cela E., Lawrence N., Penny A., Millauer B., White D., Wilson H., Robinson S., Johnston D.",03000664,"Clinical Endocrinology",53, 4,35,3,6,9,2,46
2000,"Stereotactic conformal radiotherapy for pituitary adenomas: Technique and preliminary experience","Jalali R., Johnston D.G., Brada M., Perks J.R., Warrington A.P., Traish D., Burchell L., McNair H., Thomas D.G.T., Robinson S.",03000664,"Clinical Endocrinology",52, 6,29,1,0,1,2,32
2000,"Growth hormone deficiency in adults","Kearney T., Johnston D.G.",00316873,"Pharmaceutical Journal",264, 7102,0,0,0,0,0,0
2000,"Effects of growth hormone treatment on very-low-density lipoprotein apolipoprotein B100 turnover in adult hypopituitarism","Chrisoulidou A., Kousta E., Venkatesan S., Gray R., Bannister P.A., Gallagher J.J., Lawrence N., Johnston D.G.",00260495,"Metabolism: Clinical and Experimental",49, 5,6,0,0,0,0,6
2000,"Heterozygous MDR3 missense mutation associated with intrahepatic cholestasis of pregnancy: Evidence for a defect in protein trafficking","Dixon P.H., Warnes G., Elias E., Higgins C.F., Johnston D.G., McCarthy M.I., Williamson C., Weerasekera N., Linton K.J., Donaldson O., Chambers J., Egginton E., Weaver J., Nelson-Piercy C., De Swiet M.",09646906,"Human Molecular Genetics",9, 8,87,18,16,34,7,128
2000,"Unexplained loss of consciousness: Systemic mastocytosis","Valabhji J., Robinson S., Johnston D., Bellamy M., Davies W., Bain B.J.",01410768,"Journal of the Royal Society of Medicine",93, 3,7,0,2,2,0,9
2000,"The effects of growth hormone replacement therapy on overnight metabolic fuels in hypopituitary patients","Kousta E., Chrisoulidou A., Lawrence N.J., Anyaoku V., Al-Shoumer K.A.S., Johnston D.G.",03000664,"Clinical Endocrinology",52, 1,5,0,1,1,2,8
2000,"Isolated corticotropin deficiency in chronic alcoholism","Kearney T., Robinson S., Johnston D.G.",01410768,"Journal of the Royal Society of Medicine",93, 1,1,0,0,0,2,3
1999,"Long-term effects of growth hormone therapy on intermediary metabolism and insulin sensitivity in hypopituitary adults","Johnston D.G., Al-Shoumer K.A.S., Chrisoulidou A., Kousta E., Beshyah S., Robinson S.",03914097,"Journal of Endocrinological Investigation",22, 5,6,0,0,0,0,6
1999,"Glucose production by the human placenta in vivo","Prendergast C.H., Robinson S., Steer P., Halliday D., Johnston D.G., Parker K.H., Gray R., Venkatesan S., Bannister P., Castro-Soares J., Murphy K.W., Beard R.W., Regan L.",01434004,"Placenta",20, 7,6,1,0,1,1,8
1999,"Very-low-density lipoprotein apolipoprotein B100 kinetics in adult hypopituitarism","Chrisoulidou A., Kousta E., Venkatesan S., Gray R., Bannister P.A., Gallagher J.J., Johnston D.G.",00260495,"Metabolism: Clinical and Experimental",48, 8,6,0,0,0,0,6
1999,"Implications of new diagnostic criteria for abnormal glucose homeostasis in women with previous gestational diabetes","Kousta E., Mather H.M., Johnston D.G., McCarthy M.I., Lawrence N.J., Penny A., Millauer B.A., Robinson S., Dornhorst A., De Swiet M., Steer P.J., Grenfell A.",01495992,"Diabetes Care",22, 6,8,4,2,6,0,14
1999,"Cardiovascular disease and risk factors in adults with hypopituitarism","Beshyah S.A., Johnston D.G.",03000664,"Clinical Endocrinology",50, 1,68,5,7,12,2,82
1998,"How much, and by what mechanisms, does growth hormone replacement improve the quality of life in GH-deficient adults?","Chrisoulidou A., Kousta E., Beshyah S.A., Johnston D.G.",0950351X,"Bailliere's Clinical Endocrinology and Metabolism",12, 2,9,3,0,3,0,12
1998,"The effects of metformin on glycemic control and serum lipids in insulin-treated NIDDM patients with suboptimal metabolic control","Robinson A.C., Burke J., Robinson S., Johnston D.G., Elkeles R.S.",01495992,"Diabetes Care",21, 5,63,5,6,11,0,74
1998,"Effects of four years' treatment with biosynthetic human growth hormone (GH) on glucose homeostasis, insulin secretion and lipid metabolism in GH- deficient adults","Al-Shoumer K.A.S., Gray R., Anyaoku V., Hughes C., Beshyah S., Richmond W., Johnston D.G.",03000664,"Clinical Endocrinology",48, 6,50,4,2,6,2,58
1998,"The circadian rhythm of leptin is preserved in growth hormone deficient hypopituitary adults","Kousta E., Chrisoulidou A., Lawrence N.J., Al-Shoumer K.A.S., Parker K.H., McCarthy M.I., Johnston D.G.",03000664,"Clinical Endocrinology",48, 6,19,0,0,0,1,20
1998,"Prohormone convertase 1 in obesity, gestational diabetes mellitus, and NIDDM: No evidence for a major susceptibility role","Kalidas K., Kousta E., Johnston D.G., O'Rahilly S., McCarthy M.I., Dow E., Saker P.J., Wareham N., Halsall D., Jackson R.S., Chan S.-P., Gelding S., Walker M.",00121797,"Diabetes",47, 2,6,0,0,0,0,6
1997,"Turnover of pro- and mature apolipoprotein A-I in diabetic patients and normolipidaemic controls","Gallager J.J., Gray R.M., Bannister P.A., Chrisoulidou A., Robinson A.C.J., Johnston D.G., Venkatesan S.",03005127,"Biochemical Society Transactions",25, 4,0,0,0,0,0,0
1997,"Changes in fatty acid profile in plasma and very low density lipoprotein lipids after fish oil supplementation","Ding C., Bordin P., Gray R.M., Bannister P.A., Johnston D.G., Venkatesan S.",03005127,"Biochemical Society Transactions",25, 4,0,0,0,0,0,0
1997,"159 Changea in fatty acid profile in plaima and very low density lipoprotein lipids after fi»h oil lupplementation","Ding Ch., Bordin P., Gray R.M., Bannister P.A., Johnston D.G., Venkatesan S.",03005127,"Biochemical Society Transactions",25, 4,0,0,0,0,0,0
1997,"P-047. Anthropometric and metabolic effects of four years treatment with biosynthetic human growth hormone (GH) in hypopituitary adults (HPA)","Al-Shoumer K., Anyaoku V., Gray R., Hughes C., Richmond W., Johnston D.G.",1074939X,"Endocrinology and Metabolism, Supplement",4, ,0,0,0,0,0,0
1997,"158 Turnover of pro- and mature apolipoprotein A-I in diabetic patients and normolipidaemic controls","Gallager J.J., Gray R.M., Bannister P.A., Chrisoulidou A., Robinson A.C.J., Johnston D.G., Venkatesan S.",03005127,"Biochemical Society Transactions",25, 4,0,0,0,0,0,0
1997,"Metabolic effects of short-term reproduction of the normal diurnal cortisol rhythm in hypopituitary adults","Al-Shoumer K.A.S., Anyaoku V., Ali K., Johnston D.G.",1074939X,"Endocrinology and Metabolism",4, 3,3,0,0,0,1,4
1997,"Elevated leptin concentrations in growth hormone-deficient hypopituitary adults","Al-Shoumer K.A.S., Anyaoku V., Richmond W., Johnston D.G.",03000664,"Clinical Endocrinology",47, 2,52,1,0,1,0,53
1997,"Fasting and postprandial lipid abnormalities in hypopituitary women receiving conventional replacement therapy","Al-Shoumer K.A.S., Cox K.H., Hughes C.L., Richmond W., Johnston D.G.",0021972X,"Journal of Clinical Endocrinology and Metabolism",82, 8,41,1,4,5,0,46
1997,"Abnormal carotid arterial wall dynamics in symptom-free hypopituitary adults","Markussis V., Beshyah S.A., Fisher C., Parker K.H., Nicolaides A.N., Johnston D.G.",08044643,"European Journal of Endocrinology",136, 2,29,2,2,4,0,33
1996,"Abnormalities of metabolism in hypopituitary adults with growth hormone deficiency on conventional hormone replacement therapy","Al-Shoumer K., Anyaoku V., Niththyanathan R., Johnston D.G.",1074939X,"Endocrinology and Metabolism, Supplement",3, ,0,0,0,0,0,0
1996,"Effects of four years' treatment with biosynthetic human growth hormone (GH) on body composition in GH-deficient hypopituitary adults","Al-Shoumer K.A.S., Page B., Thomas E., Murphy M., Beshyah S.A., Johnston D.G.",08044643,"European Journal of Endocrinology",135, 5,25,1,2,3,0,28
1996,"Overnight metabolic fuel deficiency in patients treated conventionally for hypopituitarism","Al-Shoumer K.A.S., Ali K., Anyaoku V., Niththyananthan R., Johnston D.G.",03000664,"Clinical Endocrinology",45, 2,17,2,3,5,1,23
1996,"Dyslipidaemia is associated with insulin resistance in women with polycystic ovaries","Robinson S., Henderson A.D., Gelding S.V., Kiddy D., Niththyananthan R., Bush A., Richmond W., Johnston D.G., Franks S.",03000664,"Clinical Endocrinology",44, 3,58,1,1,2,0,60
1996,"Dyslipidaemia is associated with insulin resistance in women with polycystic ovaries","Robinson S., Henderson A.D., Gelding S.V., Kiddy D., Niththyananthan R., Bush A., Richmond W., Johnston D.G., Franks S.",03000664,"Clinical Endocrinology",44, 3,28,7,5,12,3,43
1995,"?-Cell function in hypopituitary adults before and during growth hormone treatment","Beshyah S.A., Gelding S.V., Andres C., Johnston D.G., Gray I.P.",01435221,"Clinical Science",89, 3,11,1,0,1,1,13
1995,"Assessment of regional body composition by dual energy x-ray absorptiometry in hypopituitary adults before and during growth hormone treatment","Beshyah S.A., Rutherford O.M., Thomas E., Murphy M., Johnston D.G.",1074939X,"Endocrinology and Metabolism",2, 2,10,0,0,0,0,10
1995,"Comparison of measurements of body composition by total body potassium, bioimpedance analysis, and dual-energy X-ray absorptiometry in hypopituitary adults before and during growth hormone treatment","Beshyah S.A., Freemantle C., Thomas E., Page B., Murphy M., Johnston D.G.",00029165,"American Journal of Clinical Nutrition",61, 6,37,1,1,2,1,40
1995,"The effects of prolonged growth hormone replacement on bone metabolism and bone mineral density in hypopituitary adult","Beshyah S.A., Kyd P., Thomas E., Fairney A., Johnston D.G.",03000664,"Clinical Endocrinology",42, 3,54,1,1,2,0,56
1995,"Effect of glucocorticoid replacement therapy on glucose tolerance and intermediary metabolites in hypopituitary adults","Al-Shoumer K.A.S., Beshyah S.A., Niththyananthan R., Johnston D.G.",03000664,"Clinical Endocrinology",42, 1,24,2,1,3,1,28
1995,"Replacement treatment with biosynthetic human growth hormone in growth hormone-deficient hypopituitary adults","Beshyah S.A., Johnston D.G., Freemantle C., Shahi M., Anyaoku V., Merson S., Lynch S., Skinner E., Sharp P., Foale R.",03000664,"Clinical Endocrinology",42, 1,86,2,5,7,2,95
1995,"The effects of short and long term growth hormone replacement therapy in hypopituitary adults on lipid metabolism and carbohydrate tolerance","Beshyah S.A., Henderson A., Niththyananthan R., Skinner E., Anyaoku V., Richmond W., Sharp P., Johnston D.G.",0021972X,"Journal of Clinical Endocrinology and Metabolism",80, 2,114,5,4,9,1,124
1995,"Contractile properties of the quadriceps muscle in growth hormone-deficient hypopituitary adults","Rutherford O.M., Beshyah S.A., Schott J., Watkins Y., Johnston D.G.",01435221,"Clinical Science",88, 1,38,2,1,3,2,43
1995,"Disproportionate secretion of insulin, intact and 32, 33 split proinsulin in glucose-tolerant Afro-Caribbean subjects predisposed to later non-insulin-dependent diabetes","Gelding S.V., Andres C., Niththyananthan R., Gray I.P., Johnston D.G.",1074939X,"Endocrinology and Metabolism",2, 3,0,0,0,0,0,0
1995,"Advantage of diabetes? [6]","Robinson S., Johnston D.G.",00280836,"Nature",375, 6533,6,0,0,0,0,6
1995,"An enzyme-linked immunosorbent assay for measuring intact human proinsulin","Anyaoku V.N., Pavlou R., Rush P., Tan K., Johnston D.G.",1074939X,"Endocrinology and Metabolism",2, 2,3,0,0,0,0,3
1995,"Insulin resistance with respect to lipolysis in non-diabetic relatives of european patients with type 2 diabetes","Gelding S.V., Coldham N., Niththyananthan R., Anyaoku V., Johnston D.G.",07423071,"Diabetic Medicine",12, 1,16,0,1,1,0,17
1995,"Aspects of metabolism in normal and gestational diabetic pregnancy","Johnston D.G., Beard R.W., Chan S.-P., Dornhorst A., Elkeles R.S., Gelding S.V., Nicholls J.S.D., Robinson S.",03005127,"Biochemical Society Transactions",23, 3,5,0,0,0,0,5
1995,"Cardiovascular effects of prolonged growth hormone replacement in adults","Beshyah S.A., Shahi M., Foale R., Johnston D.G.",09546820,"Journal of Internal Medicine",237, 1,28,1,2,3,0,31
1995,"Abnormal body composition and reduced bone mass in growth hormone deficient hypopituitary adults","Beshyah S.A., Freemantle C., Thomas E., Rutherford O., Page B., Murphy M., Johnston D.G.",03000664,"Clinical Endocrinology",42, 2,69,3,8,11,0,80
1995,"Increased secretion of 32,33 split proinsulin after intravenous glucose in glucose-tolerant first-degree relatives of patients with non-insulin dependent diabetes of European, but not Asian, origin","Gelding S.V., Andres C., Niththyananthan R., Gray I.P., Mather H., Johnston D.G.",03000664,"Clinical Endocrinology",42, 3,9,0,1,1,0,10
1995,"Post-heparin plasma lipase activity in hypopituitary adults","Beshyah S.A., Henderson A., Baynes C., Copping D., Richmond W., Johnston D.G.",03010163,"Hormone Research",44, 2,6,0,0,0,0,6
1994,"Growth hormone and malignancy","Al-Shoumer K.A.S., Beshyah S.A., Johnston D.G.",13510088,"Endocrine-Related Cancer",1, 1,2,0,0,0,0,2
1994,"The effect of growth hormone replacement therapy in hypopituitary adults on calcium and bone metabolism","Beshyah S.A., Thomas E., Kyd P., Sharp P., Fairney A., Johnston D.G.",03000664,"Clinical Endocrinology",40, 3,61,0,1,1,0,62
1994,"Validation of the low dose short insulin tolerance test for evaluation of insulin sensitivity","Gelding S.V., Robinson S., Lowe S., Niththyananthan R., Johnston D.G.",03000664,"Clinical Endocrinology",40, 5,44,4,3,7,0,51
1994,"Cardiovascular effects of growth hormone replacement therapy in hypopituitary adults","Beshyah S.A., Shahi M., Skinner E., Sharp P., Foale R., Johnston D.G.",08044643,"European Journal of Endocrinology",130, 5,51,3,1,4,0,55
1994,"Reduced postprandial energy expenditure in women predisposed to type 2 diabetes","Robinson S., Niththyananthan R., Anyaoku V., Elkeles R.S., Beard R.W., Johnston D.G.",07423071,"Diabetic Medicine",11, 6,6,1,0,1,0,7
1994,"Genetic analysis of glucokinase and the chromosome 20 diabetes susceptibility locus in families with type 2 diabetes","Dow E., Celding S.V., Skinner E., Hewitt J.E., Gray I.P., Mather H., Williamson R., Johnston D.G.",07423071,"Diabetic Medicine",11, 9,4,0,0,0,0,4
1994,"Serum lipoprotein levels and plasma concentrations of insulin, intact and 32, 33 split proinsulin in normoglycaemic relatives of patients with type 2 diabetes","Gelding S.V., Andres C., Niththyananthan R., Richmond W., Gray I.P., Johnston D.G.",07423071,"Diabetic Medicine",11, 8,0,0,0,0,0,0
1994,"Psychiatric morbidity in adults with hypopituitarism","Lynch S., Merson S., Beshyah S.A., Skinner E., Sharp P., Priest R.G., Johnston D.G.",01410768,"Journal of the Royal Society of Medicine",87, 8,25,0,1,1,0,26
1994,"Insulin sensitivity in non-diabetic relatives of patients with non-insulin-dependent diabetes from two ethnic groups","Gelding S.V., Niththyananthan R., Chan S.-P., Skinner E., Robinson S., Gray I.P., Mather H., Johnston D.G.",03000664,"Clinical Endocrinology",40, 1,15,0,0,0,0,15
1993,"Quadriceps strength in adult growth hormone deficiency before and during growth hormone treatment","Rutherford O.M., Beshyah S.A., Johnston D.G.",00223751,"Journal of Physiology",473, ,0,0,0,0,0,0
1993,"Dopamine regulates D2 receptor gene expression in normal but not in tumorous rat pituitary cells","Johnston J.M., Wood D.F., Read S., Johnston D.G.",03037207,"Molecular and Cellular Endocrinology",92, 1,6,0,0,0,0,6
1993,"An enzyme-linked immunoadsorbent assay for human pituitary glycoprotein free ?-subunit: Evaluation and initial experience in patients with pituitary disease","Anyaoku V.N., Wood D.F., Pavlou R., Williams P., Tan K., Fidler S., Johnston D.G.",00220795,"Journal of Endocrinology",136, 3,3,0,0,0,0,3
1993,"Management of severe obesity by a short period of intensive in-patient dietary restriction and counselling: An evaluation of effectiveness","Bush A., Wood D.F., Parrott D., Johnston D.G.",09523871,"Journal of Human Nutrition and Dietetics",6, 2,0,0,0,0,0,0
1993,"Insulin insensitivity is associated with a decrease in postprandial thermogenesis in normal pregnancy","Robinson S., Viira J., Learner J., Chan S.-P., Anyaoku V., Beard R.W., Johnston D.G.",07423071,"Diabetic Medicine",10, 2,8,1,0,1,0,9
1993,"Differential metabolic actions of biosynthetic insulin analogues in normal man assessed by stable isotopic tracers","Gelding S.V., Coldham N., Anyaoku V., Heslop K., Halliday D., Johnston D.G.",07423071,"Diabetic Medicine",10, 5,1,0,0,0,0,1
1993,"Haemostatic mechanisms are normal despite increased vascular mortality in hypopituitary adults","Beshyah S.A., Markussis V., Harbourne T., Nicolaides A.N., Johnston D.G.",00185043,"Hormone and Metabolic Research",25, 8,2,0,0,0,0,2
1993,"The effect of glibenclamide on glucose homeostasis and lipoprotein metabolism in poorly controlled type 2 diabetes","Baynes C., Elkeles R.S., Henderson A.D., Richmond W., Johnston D.G.",00185043,"Hormone and Metabolic Research",25, 2,9,0,1,1,0,10
1993,"The relationship of insulin insensitivity to menstrual pattern in women with hyperandrogenism and polycystic ovaries","Robinson S., Kiddy D., Gelding S.V., Willis D., Niththyananthan R., Bush A., Johnston D.G., Franks S.",03000664,"Clinical Endocrinology",39, 3,107,5,10,15,5,127
1993,"Whole-body leucine turnover in adults on conventional treatment for hypopituitarism","Beshyah S.A., Sharp P.S., Gelding S.V., Halliday D., Johnston D.G.",00015598,"Acta Endocrinologica",129, 2,15,1,1,2,1,18
