,"This is a citation overview for a set of 64 documents.",,,,,,,,,,,
2004,"Anti-inflammatory effects of resveratrol in lung epithelial cells: Molecular mechanisms","Donnelly L.E., Newton R., Kennedy G.E., Fenwick P.S., Leung R.H.F., Ito K., Russell R.E.K., Barnes P.J.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",287, 4,24,15,24,39,13,76
2004,"Specific CXC but not CC chemokines cause elevated monocyte migration in COPD: A role for CXCR2","Traves S.L., Smith S.J., Barnes P.J., Donnelly L.E.",07415400,"Journal of Leukocyte Biology",76, 2,17,11,10,21,10,48
2004,"Effect of cigarette smoking on haem-oxygenase expression in alveolar macrophages","Atzori L., Caramori G., Lim S., Jazrawi E., Donnelly L., Adcock I., Barnes P.J., Chung K.F.",09546111,"Respiratory Medicine",98, 6,1,1,2,3,0,4
2003,"Inhibition by red wine extract, resveratrol, of cytokine release by alveolar macrophages in COPD","Culpitt S.V., Rogers D.F., Fenwick P.S., Shah P., De Matos C., Russell R.E.K., Barnes P.J., Donnelly L.E.",00406376,"Thorax",58, 11,41,7,11,18,5,64
2003,"Therapy for chronic obstructive pulmonary disease in the 21st century","Donnelly L.E., Rogers D.F.",00126667,"Drugs",63, 19,27,10,4,14,7,48
2003,"Antiproteases and retinoids for treatment of chronic obstructive pulmonary disease","Donnelly L.E., Rogers D.F.",13543776,"Expert Opinion on Therapeutic Patents",13, 9,8,1,1,2,1,11
2003,"Nitric oxide metabolites are not reduced in exhaled breath condensate of patients with primary ciliary dyskinesia","Csoma Z., Bush A., Wilson N.M., Donnelly L., Balint B., Barnes P.J., Kharitonov S.A.",00123692,"Chest",124, 2,11,5,2,7,0,18
2003,"A selective inhibitor of inducible nitric oxide synthase inhibits exhaled breath nitric oxide in healthy volunteers and asthmatics.","Hansel T.T., Kharitonov S.A., Donnelly L.E., Erin E.M., Currie M.G., Moore W.M., Manning P.T., Recker D.P., Barnes P.J.",15306860,"The FASEB journal : official publication of the Federation of American Societies for Experimental Biology",17, 10,62,8,9,17,4,83
2003,"Mitogen-activated protein kinases mediate peroxynitrite-induced cell death in human bronchial epithelial cells","Nabeyrat E., Jones G.E., Fenwick P.S., Barnes P.J., Donnelly L.E.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",284, 6,17,2,3,5,0,22
2003,"Ubiquitous expression of phosphodiesterase 7A in human proinflammatory and immune cells","Smith S.J., Brookes-Fazakerley S., Donnelly L.E., Barnes P.J., Barnette M.S., Giembycz M.A.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",284, 2,30,6,8,14,3,47
2003,"Impaired inhibition by dexamethasone of cytokine release by alveolar macrophages from patients with chronic obstructive pulmonary disease","Culpitt S.V., Rogers D.F., Shah P., De Matos C., Russell R.E.K., Donnelly L.E., Barnes P.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",167, 1,56,11,17,28,15,99
2002,"Erratum: Role of nitric oxide in allergic inflammation and bronchial hyperresponsiveness (European Journal Pharmacology (2002) 452 (123-133) PII: S0014299902022379)","Eynott P.R., Groneberg D.A., Caramori G., Adcock I.M., Donnelly L.E., Kharitonov S., Barnes P.J., Chung K.F.",00142999,"European Journal of Pharmacology",455, 1,0,0,0,0,0,0
2002,"Alveolar macrophage-mediated elastolysis: Roles of matrix metalloproteinases, cysteine, and serine proteases","Russell R.E.K., Thorley A., Culpitt S.V., Dodd S., Donnelly L.E., Demattos C., Fitzgerald M., Barnes P.J.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",283, 4,41,12,13,25,7,73
2002,"Dose-dependent onset and cessation of action of inhaled budesonide on exhaled nitric oxide and symptoms in mild asthma","Kharitonov S.A., Donnelly L.E., Montuschi P., Corradi M., Collins J.V., Barnes P.J.",00406376,"Thorax",57, 10,54,14,18,32,7,93
2002,"Role of nitric oxide in allergic inflammation and bronchial hyperresponsiveness","Eynott P.R., Groneberg D.A., Caramori G., Adcock I.M., Donnelly L.E., Kharitonov S., Barnes P.L., Chung K.F.",00142999,"European Journal of Pharmacology",452, 1,25,3,1,4,3,32
2002,"Increased levels of the chemokines GRO? and MCP-1 in sputum samples from patients with COPD","Traves S.L., Culpitt S.V., Russell R.E.K., Barnes P.J., Donnelly L.E.",00406376,"Thorax",57, 7,49,21,16,37,9,95
2002,"Effect of theophylline on induced sputum inflammatory indices and neutrophil chemotaxis in chronic obstructive pulmonary disease","Culpitt S.V., De Matos C., Russell R.E., Donnelly L.E., Rogers D.F., Barnes P.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",165, 10,59,5,7,12,8,79
2002,"Regulation of kinin receptors in airway epithelial cells by inflammatory cytokines and dexamethasone","Newton R., Eddleston J., Haddad E.-B., Hawisa S., Mak J., Lim S., Fox A.J., Donnelly L.E., Chung K.F.",00142999,"European Journal of Pharmacology",441, 3,10,3,3,6,0,16
2002,"Release and activity of matrix metalloproteinase-9 and tissue inhibitor of metalloproteinase-1 by alveolar macrophages from patients with chronic obstructive pulmonary disease","Russell R.E.K., Culpitt S.V., DeMatos C., Donnelly L., Smith M., Wiggins J., Barnes P.J.",10441549,"American Journal of Respiratory Cell and Molecular Biology",26, 5,97,21,21,42,12,151
2002,"Expression and regulation of inducible nitric oxide synthase from human primary airway epithelial cells","Donnelly L.E., Barnes P.J.",10441549,"American Journal of Respiratory Cell and Molecular Biology",26, 1,33,4,4,8,2,43
2001,"""Haemoxygenase-1 induction and exhaled markers of oxidative stress in lung diseases"", summary of the ERS Research Seminar in Budapest, Hungary, September, 1999","Horvath I., Willis D., Donnelly L.E., Chung K.F., Barnes P.J., MacNee W., Kelly F.J., Dekhuijzen P.N.R., Phillips M., Doring G., Choi A.M.K., Yamaya M., Bach F.H.",09031936,"European Respiratory Journal",18, 2,28,4,1,5,1,34
2001,"Increased nitrotyrosine in exhaled breath condensate in cystic fibrosis","Balint B., Kharitonov S.A., Hanazawa T., Donnelly L.E., Shah P.L., Hodson M.E., Barnes P.J.",09031936,"European Respiratory Journal",17, 6,41,6,6,12,2,55
2001,"Increased nitric oxide metabolites in exhaled breath condensate after exposure to tobacco smoke","Balint B., Donnelly L.E., Hanazawa T., Kharitonov S.A., Barnes P.J.",00406376,"Thorax",56, 6,54,4,9,13,3,70
2001,"Increased nitrosothiols in exhaled breath condensate in inflammatory airway diseases","Corradi M., Montuschi P., Donnelly L.E., Pesci A., Kharitonov S.A., Barnes P.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",163, 4,79,14,16,30,5,114
2001,"Chronic systemic administration of salmeterol to rats promotes pulmonary ?2-adrenoceptor desensitization and down-regulation of Gs?","Finney P.A., Adcock I.M., Giembycz M.A., Donnelly L.E., Belvisi M.G., Chuang T.-T., Birrell M., Harris A., Mak J.C.W., Scorer C., Barnes P.J.",00071188,"British Journal of Pharmacology",132, 6,9,1,3,4,1,14
2001,"Expression of heme oxygenase in human airway epithelial cells","Donnelly L.E., Barnes P.J.",10441549,"American Journal of Respiratory Cell and Molecular Biology",24, 3,30,3,7,10,3,43
2000,"Airway inflammation after controlled exposure to diesel exhaust particulates","Nightingale J.A., Newman-Taylor A., Maggs R., Cullinan P., Donnelly L.E., Rogers D.F., Kinnersley R., Chung K.F., Barnes P.J., Ashmore M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",162, 1,62,15,8,23,6,91
2000,"Albuterol-induced downregulation of Gs? accounts for pulmonary ?2- adrenoceptor desensitization in vivo","Finney P.A., Belvisi M.G., Donnelly L.E., Chuang T.-T., Mak J.C.W., Scorer C., Barnes P.J., Adcock I.M., Giembycz M.A.",00219738,"Journal of Clinical Investigation",106, 1,32,1,5,6,0,38
1999,"Combined use of exhaled hydrogen peroxide and nitric oxide in monitoring asthma","Horvath I., Donnelly L.E., Kiss A., Kharitonov S.A., Lim A., Chung K.F., Barnes P.J.",09348387,"Pneumologie",53, 1,0,0,0,0,0,0
1999,"Constitutive expressions of type I NOS in human airway smooth muscle cells: Evidence for an antiproliferative role","Patel H.J., Belvisi M.G., Donnelly L.E., Yacoub M.H., Chung K.F., Mitchell J.A.",08926638,"FASEB Journal",13, 13,36,2,5,7,0,43
1998,"Combined use of exhaled hydrogen peroxide and nitric oxide in monitoring asthma","Horvath I., Donnelly L.E., Kiss A., Kharitonov S.A., Lim S., Chung K.F., Barnes P.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",158, 4,117,7,9,16,4,137
1998,"Raised levels of exhaled carbon monoxide are associated with an increased expression of heme oxygenase-1 in airway macrophages in asthma: A new marker of oxidative stress","Horvath I., Donnelly L.E., Kiss A., Paredi P., Kharitonov S.A., Barnes P.J.",00406376,"Thorax",53, 8,137,16,13,29,4,170
1998,"Effect of dexamethasone on interleukin-1?-(IL-1?)-induced nuclear factor-?B (NF-?B) and ?B-dependent transcription in epithelial cells","Newton R., Hart L.A., Stevens D.A., Bergmann M., Donnelly L.E., Adcock I.M., Barnes P.J.",00142956,"European Journal of Biochemistry",254, 1,54,8,3,11,0,65
1997,"Arginine-specific mono(ADP-ribosyl)transferase activity in human neutrophil polymorphs: A possible link with the assembly of filamentous actin and chemotaxis","Kefalas P., Allport J.R., Donnelly L.E., Rendell N.B., Murray S., Taylor G.W., Lo G., Yadollahi-Farsani M., MacDermot J.",00652598,"Advances in Experimental Medicine and Biology",419, ,4,0,0,0,0,4
1997,"Adapting disease concepts to changes in imaging modalities in complex congenital heart disease [1]","Donnelly L.E.",03010449,"Pediatric Radiology",27, 3,0,0,0,0,0,0
1996,"Reduction by inhibitors of mono(ADP-ribosyl)transferase of chemotaxis in human neutrophil leucocytes by inhibition of the assembly of filamentous actin","Allport J.R., Donnelly L.E., Hayes B.P., Murray S., Rendell N.B., Ray K.P., MacDermot J.",00071188,"British Journal of Pharmacology",118, 5,16,0,1,1,0,17
1996,"A possible role for mono (ADP-ribosyl)transferase in the signalling pathway mediating neutrophil chemotaxis","Allport J.R., Macdermot J., Donnelly L.E., Kefalas P., Lo G., Nunn A., Yadollahi-Farsani M., Rendell N.B., Murray S., Taylor G.W.",03065251,"British Journal of Clinical Pharmacology",42, 1,10,0,0,0,0,10
1996,"Excursions in biomedical mass spectrometry","Taylor G.W., Donnelly L.E., Murray S., Rendell N.B.",03065251,"British Journal of Clinical Pharmacology",42, 1,5,0,0,0,0,5
1996,"Arginine-specific mono(ADP-ribosyl)transferase activity on the surface of human polymorphonuclear neutrophil leucocytes","Donnelly L.E., Rendell N.B., Murray S., Allport J.R., Lo G., Kefalas P., Taylor G.W., MacDermot J.",02646021,"Biochemical Journal",315, 2,17,1,0,1,1,19
1995,"Inhibition of ADP-ribosyltransferase increases synthesis of Gs? in neuroblastoma X glioma hybrid cells and reverses iloprost-dependent heterologous loss of fluoride-sensitive adenylate cyclase","Donnelly L.E., Boyd R.S., Williams R.J., Kelly E., MacDermot J.",00062952,"Biochemical Pharmacology",49, 6,4,0,0,0,0,4
1994,"Endogenous substrates and functional role of eukaryotic mono(ADP-ribosyl)transferases","Donnelly L.E., Boyd R.S., Clifford C.P., Olmos G., Allport J.R., Lo G., Macdermot J.",00062952,"Biochemical Pharmacology",48, 9,7,0,0,0,0,7
1994,"Loss of responses to bradykinin, ATP or carbachol follows depletion of a shared pool of calcium ions","Boyd R.S., Donnelly L.E., MacDermot J.",09224106,"European Journal of Pharmacology - Molecular Pharmacology Section",267, 2,3,0,0,0,0,3
1994,"Phorbol ester enhances activation of adenylate cyclase in bovine aortic endothelial cells","Lefroy D.C., Donnelly L.E., McEwan r. J., MacDermot J.",00243205,"Life Sciences",54, 2,6,0,0,0,0,6
1993,"Sodium nitroprusside promotes NAD+ labelling of a 116 kDa protein in NG108-15 cell homogenates","Boyd R.S., Donnelly L.E., Allport J.R., MacDermot J.",0006291X,"Biochemical and Biophysical Research Communications",197, 3,2,0,0,0,0,2
1992,"Gs alpha is a substrate for mono(ADP-ribosyl)transferase of NG108-15 cells. ADP-ribosylation regulates Gs alpha activity and abundance.","Donnelly L.E., Boyd R.S., MacDermot J.",02646021,"Biochemical Journal",288, ,0,0,0,0,0,0
1992,"Opiate-dependent changes in the sensitivity of adenylate cyclase to stimulatory agonists and 5'-guanylylimidodiphosphate are independent of G protein abundance and eukaryotic ADP-ribosyltransferase activity in NG108-15 cells","Boyd R.S., Donnelly L.E., MacDermot J.",00223042,"Journal of Neurochemistry",58, 2,2,0,0,0,0,2
1992,"G(s)? is a substrate for mono(ADP-ribosyl)transferase of NG108-15 cells. ADP-ribosylation regulates G(s)? activity and abundance","Donnelly L.E., Boyd R.S., MacDermot J.",02646021,"Biochemical Journal",288, 1,9,0,0,0,0,9
1991,"Pituitary adenylate cyclase-activating polypeptide: A novel, long-lasting, endothelium-independent vasorelaxant","Warren J.B., Donnelly L.E., Cullen S., Robertson B.E., Ghatei M.A., Bloom S.R., MacDermot J.",00142999,"European Journal of Pharmacology",197, 2-3,37,2,2,4,0,41
