2008,"Population-Based Genome-wide Association Studies Reveal Six Loci Influencing Plasma Levels of Liver Enzymes","Yuan X., Johnson T., Bergmann S., Beckmann N.D., Li Y., Ferrucci L., Melzer D., Hernandez D., Singleton A., Scott J., Elliott P., Waterworth D., Waeber G., Cardon L., Frayling T.M., Kooner J.S., Mooser V., Perry J.R.B., Lim N., Song K., Chambers J.C., Zhang W., Vollenweider P., Stirnadel H.",00029297,"American Journal of Human Genetics",83, 4,20,29,38,13,80,0,100
2008,"Common genetic variation near MC4R is associated with waist circumference and insulin resistance","Chambers J.C., Elliott P., Zabaneh D., Zhang W., Li Y., Froguel P., Balding D., Scott J., Kooner J.S.",10614036,"Nature Genetics",40, 6,49,42,45,14,101,0,150
2008,"Phylometabonomic patterns of adaptation to high fat diet feeding in inbred mice","Fearnside J.F., Barton R.H., Scott J., Nicholson J.K., Gauguier D., Dumas M.-E., Rothwell A.R., Wilder S.P., Cloarec O., Toye A., Blancher C., Holmes E., Tatoud R.",19326203,"PLoS ONE",3, 2,7,5,7,3,15,0,22
2008,"Genome-wide scan identifies variation in MLXIPL associated with plasma triglycerides","Kooner J.S., Scott J., Milos P.M., Cox D.R., Thompson J.F., Chambers J.C., Aguilar-Salinas C.A., Hinds D.A., Hyde C.L., Warnes G.R., Gomez Perez F.J., Frazer K.A., Elliott P.",10614036,"Nature Genetics",40, 2,57,33,20,8,61,0,118
2007,"The liver X receptor and atherosclerosis","Scott J.",00284793,"New England Journal of Medicine",357, 21,5,1,4,0,5,0,10
2007,"The Transcriptional Corepressor RIP140 Regulates Oxidative Metabolism in Skeletal Muscle","Seth A., Scott J., Poutanen M., White R., Parker M., Steel J.H., Nichol D., Pocock V., Kumaran M.K., Fritah A., Mobberley M., Ryder T.A., Rowlerson A.",15504131,"Cell Metabolism",6, 3,24,7,15,8,30,0,54
2007,"Subtle metabolic and liver gene transcriptional changes underlie diet-induced fatty liver susceptibility in insulin-resistant mice","Toye A.A., Young S., Barton R.H., Holmes E., McCarthy M.I., Tatoud R., Nicholson J.K., Scott J., Gauguier D., Dumas M.E., Blancher C., Rothwell A.R., Fearnside J.F., Wilder S.P., Bihoreau M.T., Cloarec O., Azzouzi I.",0012186X,"Diabetologia",50, 9,17,6,10,3,19,0,36
2007,"Integrated mass spectrometric strategy for characterizing the glycans from glycosphingolipids and glycoproteins: Direct identification of sialyl Lex in mice","Parry S., Ledger V., Tissot B., Haslam S.M., Scott J., Morris H.R., Dell A.",09596658,"Glycobiology",17, 6,7,3,6,2,11,0,18
2007,"Direct quantitative trait locus mapping of mammalian metabolic phenotypes in diabetic and normoglycemic rat models","Dumas M.-E., Keun H.C., Baunsgaard D., Scott J., Sidelmann U.G., Nicholson J.K., Gauguier D., Wilder S.P., Bihoreau M.-T., Barton R.H., Fearnside J.F., Argoud K., D'Amato L., Wallis R.H., Blancher C.",10614036,"Nature Genetics",39, 5,36,12,9,6,27,0,63
2007,"The influence of pharmacogenetics on fatty liver disease in the Wistar and Kyoto rats: A combined transcriptomic and metabonomic study","Griffin J.L., Scott J., Nicholson J.K.",15353893,"Journal of Proteome Research",6, 1,12,2,1,0,3,0,15
2006,"Metabolic profiling reveals a contribution of gut microbiota to fatty liver phenotype in insulin-resistant mice","Dumas M.-E., Lindon J.C., Mitchell S.C., Holmes E., McCarthy M.I., Scott J., Gauguier D., Nicholson J.K., Barton R.H., Toye A., Cloarec O., Blancher C., Rothwell A., Fearnside J., Tatoud R., Blanc V.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",103, 33,97,30,43,14,87,0,184
2006,"Glycomics investigation into insulin action","Parry S., Siddle K., Scott J., Dell A., Hadaschik D., Blancher C., Kumaran M.K., Bochkina N., Morris H.R., Richardson S., Aitman T.J., Gauguier D.",03044165,"Biochimica et Biophysica Acta - General Subjects",1760, 4,8,1,2,0,3,0,11
2004,"An integrated reverse functional genomic and metabolic approach to understanding orotic acid-induced fatty liver","Griffin J.L., Bonney S.A., Mann C., Hebbachi A.M., Gibbons G.F., Nicholson J.K., Shoulders C.C., Scott J.",15312267,"Physiological Genomics",17, ,42,7,2,1,10,0,52
2004,"Pathophysiology and biochemistry of cardiovascular disease","Scott J.",0959437X,"Current Opinion in Genetics and Development",14, 3,20,2,5,1,8,0,28
2004,"Linkage and Association between Distinct Variants of the APOA1/C3/A4/A5 Gene Cluster and Familial Combined Hyperlipidemia","Eichenbaum-Voline S., Galton D.J., Rubin E.M., Scott J., Shoulders C.C., Pennacchio L.A., Olivier M., Jones E.L., Naoumova R.P., Jones B., Gau B., Patel H.N., Seed M., Betteridge D.J.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",24, 1,54,6,5,2,13,0,67
2003,"Confirmed Locus on Chromosome 11p and Candidate Loci on 6q and 8p for the Triglyceride and Cholesterol Traits of Combined Hyperlipidemia","Naoumova R.P., Allotey R., Seed M., Betteridge D.J., Galton D.J., Cox N.J., Bell G.I., Scott J., Shoulders C.C., Bonney S.A., Eichenbaum-Voline S., Patel H.N., Jones B., Jones E.L., Amey J., Colilla S., Neuwirth C.K.Y.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",23, 11,36,1,0,0,1,0,37
2003,"The apolipoprotein B mRNA editing complex performs a multifunctional cycle and suppresses nonsense-mediated decay","Chester A., Somasekaram A., Tzimina M., Jarmuz A., Gisbourne J., O'Keefe R., Scott J., Navaratnam N.",02614189,"EMBO Journal",22, 15,40,5,1,2,8,0,48
2003,"Mutations in a Sar1 GTPase of COPII vesicles are associated with lipid absorption disorders","Jones B., Jones E.L., Bonney S.A., Patel H.N., Mensenkamp A.R., Eichenbaum-Voline S., Rudling M., Myrdal U., Annesi G., Naik S., Meadows N., Quattrone A., Islam S.A., Naoumova R.P., Angelin B., Infante R., Levy E., Roy C.C., Freemont P.S., Scott J., Shoulders C.C.",10614036,"Nature Genetics",34, 1,98,18,15,4,37,0,135
2003,"ATVB in focus: Lipoproteins, inflammation, and atherosclerosis","Scott J.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",23, 4,3,0,0,0,0,0,3
2002,"The pathogenesis of atherosclerosis and new opportunities for treatment and prevention","Scott J.",03036995,"Journal of Neural Transmission, Supplement",, 63,8,1,1,0,2,0,10
2002,"Radiation hybrid mapping of 70 rat genes from a data set of differentially expressed genes","Wallace C.A., Aitman T.J., Ali S., Glazier A.M., Norsworthy P.J., Carlos D.C., Scott J., Freeman T.C., Stanton L.W., Kwitek A.E.",09388990,"Mammalian Genome",13, 4,6,0,0,0,0,0,6
2002,"An anthropoid-specific locus of orphan C to U RNA-editing enzymes on chromosome 22","Jarmuz A., Chester A., Bayliss J., Gisbourne J., Dunham I., Scott J., Navaratnam N.",08887543,"Genomics",79, 3,274,26,20,5,51,0,325
2002,"Molecular basis of the Cd36 chromosomal deletion underlying SHR defects in insulin action and fatty acid metabolism","Glazier A.M., Scott J., Aitman T.J.",09388990,"Mammalian Genome",13, 2,33,2,2,0,4,0,37
2001,"Choline containing metabolites during cell transfection: An insight into magnetic resonance spectroscopy detectable changes","Griffin J.L., Mann C.J., Scott J., Shoulders C.C., Nicholson J.K.",00145793,"FEBS Letters",509, 2,30,5,4,3,12,0,42
2001,"Ô | Identification of GRY-RBP as an Apolipoprotein B RNA-binding Protein that Interacts with Both Apobec-1 and Apobec-1 Complementation Factor to Modulate C to U Editing","Blanc V., Navaratnam N., Henderson J.O., Anant S., Kennedy S., Jarmuz A., Scott J., Davidson N.O.",00219258,"Journal of Biological Chemistry",276, 13,47,4,1,1,6,0,53
2000,"RNA editing: Cytidine to uridine conversion in apolipoprotein B mRNA","Chester A., Scott J., Anant S., Navaratnam N.",01674781,"Biochimica et Biophysica Acta - Gene Structure and Expression",1494, 1-2,35,2,3,2,7,0,42
2000,"A mechanism of membrane neutral lipid acquisition by the microsomal triglyceride transfer protein","Read J., Anderson T.A., Ritchie P.J., Vanloo B., Amey J., Levitt D., Rosseneu M., Scott J., Shoulders C.C.",00219258,"Journal of Biological Chemistry",275, 39,24,4,2,1,7,0,31
2000,"Pulling apart pulmonary hypertension","Scott J.",10614036,"Nature Genetics",26, 1,13,0,0,0,0,0,13
2000,"The genetics of the metabolic overlap syndrome","Scott J., Shoulders C., Navaratnam N., Aitman T.",00296651,"Proceedings of the Nutrition Society",59, 3,1,0,0,0,0,0,1
2000,"RNA editing AIDs antibody diversification?","Neuberger M.S., Scott J.",00368075,"Science",289, 5485,6,1,0,0,1,0,7
2000,"Malaria susceptibility and CD36 mutation","Aitman T.J., Cooper L.D., Norsworthy P.J., Wahid F.N., Gray J.K., Curtis B.R., McKeigue P.M., Kwiatkowski D., Greenwood B.M., Snow R.W., Hill A.V., Scott J.",00280836,"Nature",405, 6790,92,5,7,3,15,0,107
1999,"Physiological society symposium: atherosclerosis -from molecule to man molecular modelling of the biosynthesis of the rna-editing enzyme apobec-1, responsible for generating the alternative forms of apolipoprotein B","Scott J.",09580670,"Experimental Physiology",84, 4,2,0,0,0,0,0,2
1999,"Secondary structure for the apolipoprotein B mRNA editing site: AU- binding proteins interact with a stem loop","Richardson N., Navaratnam N., Scott J.",00219258,"Journal of Biological Chemistry",273, 48,35,1,0,0,1,0,36
1999,"Intracellular localization of human cytidine deaminase. Identification of a functional nuclear localization signal","Somasekaram A., Jarmuz A., How A., Scott J., Navaratnam N.",00219258,"Journal of Biological Chemistry",274, 40,12,0,1,0,1,0,13
1999,"A high-resolution radiation hybrid map of the proximal region of rat Chromosome 4","Al-Majali K.M., Glazier A.M., Norsworthy P.J., Wahid F.N., Cooper L.D., Wallace C.A., Scott J., Lausen B., Aitman T.J.",09388990,"Mammalian Genome",10, 5,5,0,0,0,0,0,5
1999,"Good cholesterol news","Scott J.",00280836,"Nature",400, 6747,4,0,1,0,1,0,5
1999,"C?U editing of apolipoprotein B mRNA in marsupials: Identification and characterisation of APOBEC-1 from the american opossum Monodelphus domestica","Fujino T., Navaratnam N., Jarmuz A., Von Haeseler A., Scott J.",03051048,"Nucleic Acids Research",27, 13,8,0,2,0,2,0,10
1999,"Baculovirus expression and biochemical characterization of the human microsomal triglyceride transfer protein","Ritchie P.J., Decout A., Amey J., Mann C.J., Read J., Rosseneu M., Scott J., Shoulders C.C.",02646021,"Biochemical Journal",338, 2,10,0,0,0,0,0,10
1999,"Identification of domains in apolipoprotein B100 that confer a high requirement for the microsomal triglyceride transfer protein","Nicodeme E., Benoist F., McLeod R., Yao Z., Scott J., Shoulders C.C., Grand-Perret T.",00219258,"Journal of Biological Chemistry",274, 4,24,1,0,1,2,0,26
1999,"The structure of vitellogenin provides a molecular model for the assembly and secretion of atherogenic lipoproteins","Mann C.J., Amey J., Vanloo B., Rosseneu M., Infante R., Hancock J.M., Levitt D.G., Banaszak L.J., Scott J., Shoulders C.C., Anderson T.A., Read J., Chester S.A., Harrison G.B., Kochl S., Ritchie P.J., Bradbury P., Hussain F.S.",00222836,"Journal of Molecular Biology",285, 1,109,6,3,2,11,0,120
1999,"Identification of Cd36 (Fat) as an insulin-resistance gene causing defective fatty acid and glucose metabolism in hypertensive rats","Aitman T.J., Glazier A.M., Wallace C.A., Cooper L.D., Norsworthy P.J., Wahid F.N., Al-Majali K.M., Trembling P.M., Mann C.J., Shoulders C.C., Graf D., St. Lezin E., Kurtz T.W., Kren V., Pravenec M., Ibrahimi A., Abumrad N.A., Stanton L.W., Scott J.",10614036,"Nature Genetics",21, 1,444,27,19,5,51,0,495
1998,"Molecular modelling and the biosynthesis of apolipoprotein B containing lipoproteins","Scott J., Navaratnam N., Carter C.",00219150,"Atherosclerosis",141, 1,3,0,0,0,0,0,3
1998,"The spontaneously hypertensive rat: A model to dissect cellular defects in glucose and fatty acid metabolism | Le rat spontanement hypertendu: Un modele permettant d'explorer les deficits cellulaires lies au metabolisme des glucides et des acides gras","Aitman T.J., Pravenec M., Kurtz T.W., Scott J.",03698114,"Pathologie Biologie",46, 9,4,1,0,0,1,0,5
1998,"Abdominal obesity, impaired nonesterified fatty acid suppression, and insulin-mediated glucose disposal are early metabolic abnormalities in families with premature myocardial infarction","Kooner J.S., Baliga R.R., Wilding J., Crook D., Packard C.J., Banks L.M., Peart S., Aitman T.J., Scott J.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",18, 7,41,1,3,0,4,0,45
1998,"Escherichia coli cytidine deaminase provides a molecular model for ApoB RNA editing and a mechanism for RNA substrate recognition","Navaratnam N., Scott J., Fujino T., Bayliss J., Jarmuz A., How A., Richardson N., Somasekaram A., Bhattacharya S., Carter C.",00222836,"Journal of Molecular Biology",275, 4,89,3,1,1,5,0,94
1998,"Human apolipoprotein B RNA editing deaminase gene (APOBEC1)","Fujino T., Navaratnam N., Scott J.",08887543,"Genomics",47, 2,12,1,2,0,3,0,15
1997,"The use of a highly informative CA repeat polymorphism within the abetalipoproteinaemia locus (4q22-24)","Heath K.E., Luong L.E.-A., Leonard J.V., Chester A., Shoulders C.C., Scott J., Middleton-Price H.R., Humphries S.E., Talmud P.J.",01973851,"Prenatal Diagnosis",17, 12,4,0,1,0,1,0,5
1997,"The molecular basis of lipoprotein assembly: interactions of pdi, mtp and apob in the process of lipid transfer","Scott J.",08926638,"FASEB Journal",11, 9,0,0,0,0,0,0,0
1997,"Molecular screening of the human melancocortin-4 receptor gene: Identification of a missense variant showing no association with obesity, plasma glucose, or insulin","Gotoda T., Scott J., Aitman T.J.",0012186X,"Diabetologia",40, 8,47,5,3,1,9,0,56
1997,"Characterization of endoglin and identification of novel mutations in hereditary hemorrhagic telangiectasia","Shovlin C.L., Hughes J.M.B., Scott J., Seidman C.E., Seidman J.G.",00029297,"American Journal of Human Genetics",61, 1,95,3,6,1,10,0,105
1997,"Quantitative trait loci for cellular defects in glucose and fatty acid metabolism in hypertensive rats","Aitman T.J., Dore C., Flint J., Kren V., Zidek V., Kurtz T.W., Pravenec M., Scott J., Gotoda T., Evans A.L., Imrie H., Heath K.E., Trembling P.M., Truman H., Wallace C.A., Rahman A.",10614036,"Nature Genetics",16, 2,97,4,2,2,8,0,105
1997,"Message change for a fat controller","Scott J.",00280836,"Nature",387, 6630,3,0,0,0,0,0,3
1997,"Leptin receptor gene variation and obesity: Lack of association in a white British male population","Gotoda T., Manning B.S., Goldstone A.P., Imrie H., Evans A.L., Strosberg A.D., McKeigue P.M., Scott J., Aitman T.J.",09646906,"Human Molecular Genetics",6, 6,99,6,4,2,12,0,111
1997,"Defects of insulin action on fatty acid and carbohydrate metabolism in familial combined hyperlipidemia","Aitman T.J., Godsland I.F., Farren B., Crook D., Wong H.J., Scott J.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",17, 4,68,3,1,0,4,0,72
1997,"Grand rounds - Hammersmith hospital: Hazards of running a marathon","Thompson G.R., Scott J., Walport M.J., Oakley C.M., Hughes J.M.B., Bulpitt C.J.",09598146,"British Medical Journal",314, 7086,5,2,0,0,2,0,7
1997,"Amino terminus of apolipoprotein B suffices to produce recognition of malondialdehyde-modified low density lipoprotein by the scavenger receptor of human monocyte-macrophages","Kreuzer J., White A.L., Knott T.J., Jien M.-L., Mehrabian M., Scott J., Young S.G., Haberland M.E.",00222275,"Journal of Lipid Research",38, 2,10,1,0,0,1,0,11
1996,"A reduction in functional endoglin leads to pulmonary arteriovenous malformations in hereditary haemorrhagic telangiectasia","Shovlin C.L., Hughes J.M.B., Scott J., Seidman J.G., Seidman C.E.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"Persistent fever in pulmonary tuberculosis: Drug malabsorption should be considered","Barakat M.T., Scott J., Hughes J.M.B., Walport M., Calam J., Friedland J.S., Ind P.W., McKenna C.",09598146,"British Medical Journal",313, 7071,6,0,0,0,0,0,6
1996,"Cerebral Whipple's disease","Weeks R.A., Scott J., Brooks D.J., Hodgson H., Cohen J., Lynn W.A.",09598146,"British Medical Journal",312, 7027,7,0,0,0,0,0,7
1996,"The ?1 and ?2 isoforms of the AMP-activated protein kinase have similar activities in rat liver but exhibit differences in substrate specificity in vitro","Woods A., Salt I., Scott J., Hardie D.G., Carling D.",00145793,"FEBS Letters",397, 2-3,139,6,6,0,12,0,151
1996,"Systematic expression of the complete coding sequence of apoB-100 does not reveal transmembrane determinants","Leiper J.M., Harrison G.B., Bayliss J.D., Scott J., Pease R.J.",00222275,"Journal of Lipid Research",37, 10,14,0,0,0,0,0,14
1996,"Apolipoprotein B RNA editing enzyme-deficient mice are viable despite alterations in lipoprotein metabolism","Morrison J.R., Paszty C., Stevens M.E., Hughes S.D., Forte T., Scott J., Rubin E.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",93, 14,42,3,2,3,8,0,50
1996,"Characterization of AMP-activated protein kinase ? and ? subunits: Assembly of the heterotrimeric complex in vitro","Woods A., Cheung P.C.F., Smith F.C., Davison M.D., Scott J., Beri R.K., Carling D.",00219258,"Journal of Biological Chemistry",271, 17,126,8,8,1,17,0,143
1996,"Inherited diseases of the vasculature","Shovlin C.L., Scott J.",00664278,"Annual Review of Physiology",58, ,17,1,0,0,1,0,18
1996,"The role of protein disulphide isomerase in the microsomal triacylglycerol transfer protein does not reside in its isomerase activity","Lamberg A., Jauhiainen M., Metso J., Ehnholm C., Shoulders C., Scott J., Pihlajaniemi T., Kivirikko K.I.",02646021,"Biochemical Journal",315, 2,44,0,2,0,2,0,46
1996,"New chapter for the fat controller","Scott J.",00280836,"Nature",379, 6561,29,1,0,0,1,0,30
1996,"A physiology classic revisited after 60 years","Al-Mohammad A., Lynn W.A., Scott J., Beatt K.J., MacDermot J., Davies K., Aitman T., Clutterbuck E., Beynon H., Noble M.I.M.",09598146,"British Medical Journal",312, 7037,0,0,0,0,0,0,0
1996,"Gene transfer of cytidine deaminase apoBEC-1 lowers lipoprotein(a) in transgenic mice and induces apolipoprotein B editing in rabbits","Hughes S.D., Rouy D., Navaratnam N., Scott J., Rubin E.M.",10430342,"Human Gene Therapy",7, 1,31,3,0,0,3,0,34
1996,"Reactive (AA) systemic amyloidosis","Allen A.R., Scott J., Clutterbuck E., Walport M.J., Davies K., Wilding J., Thompson M.",09598146,"British Medical Journal",312, 7038,1,0,0,0,0,0,1
1996,"Tuberculous enteritis. A serious possibility in some patients","Ahmed F.B., Scott J., Hodgson H.J.F., Oakley C.M., Friedland J.S., Ind P.W., Stamp G.",09598146,"British Medical Journal",313, 7051,6,1,0,0,1,0,7
1995,"Genetics and molecular biology.","Scott J., Hobbs H.H.",09579672,"Current opinion in lipidology",6, 2,0,0,0,0,0,0,0
1995,"The AMP-activated protein kinase gene is highly expressed in rat skeletal muscle. Alternative splicing and tissue distribution of the mRNA","Verhoeven A.J.M., Woods A., Brennan C.H., Hawley S.A., Hardie D.G., Scott J., Beri R.K., Carling D.",00142956,"European Journal of Biochemistry",228, 2,38,3,3,0,6,0,44
1995,"Proposed nomenclature for the catalytic subunit of the mammalian apolipoprotein B mRNA editing enzyme: APOBEC-1.","Davidson N.O., Innerarity T.L., Scott J., Smith H., Driscoll D.M., Teng B., Chan L.",13558382,"RNA (New York, N.Y.)",1, 1,22,0,0,0,0,0,22
1995,"Microsomal triglyceride transfer protein activity remains unchanged in rat livers under conditions of altered very-low-density lipoprotein secretion","Brett D.J., Pease R.J., Scott J., Gibbons G.F.",02646021,"Biochemical Journal",310, 1,19,0,0,0,0,0,19
1995,"Mutations of the microsomal triglyceride-transfer-protein gene in abetalipoproteinemia","Narcisi T.M.E., Shoulders C.C., Chester S.A., Read J., Brett D.J., Harrison G.B., Grantham T.T., Fox M.F., Povey S., De Bruin T.W.A., Erkelens D.W., Muller D.P.R., Lloyd J.K., Scott J.",00029297,"American Journal of Human Genetics",57, 6,80,3,5,3,11,0,91
1995,"Studies on the translocation of the amino terminus of apolipoprotein B into the endoplasmic reticulum","Pease R.J., Leiper J.M., Harrison G.B., Scott J.",00219258,"Journal of Biological Chemistry",270, 13,21,1,0,0,1,0,22
1995,"Evolutionary origins of apoB mRNA editing: Catalysis by a cytidine deaminase that has acquired a novel RNA-binding motif at its active site","Navaratnam N., Bhattacharya S., Fujino T., Patel D., Jarmuz A.L., Scott J.",00928674,"Cell",81, 2,122,1,2,2,5,0,127
1995,"In vitro mRNA editing using S100 extracts.","Greeve J., Scott J.",10643745,"Methods in molecular biology (Clifton, N.J.)",37, ,0,0,0,0,0,0,0
1995,"A place in the world for RNA editing","Scott J.",00928674,"Cell",81, 6,94,0,0,0,0,0,94
1994,"Adenovirus-mediated gene transfer of rat apolipoprotein B mRNA-editing protein in mice virtually eliminates apolipoprotein B-100 and normal low density lipoprotein production","Teng B., Blumenthal S., Forte T., Navaratnam N., Scott J., Gotto Jr. A.M., Chan L.",00219258,"Journal of Biological Chemistry",269, 47,81,2,0,0,2,0,83
1994,"Nocardia pericarditis: A rare opportunistic infection","Tabrizi S.J., Scott J., Pusey C.D., Lacey S., Davies K.A.A., Rees A.J., Beynon H., Oakley C.",09598146,"British Medical Journal",309, 6967,7,0,0,0,0,0,7
1994,"Characterization and chromosomal localization of the human homologue of a rat AMP-activated protein kinase-encoding gene: A major regulator of lipid metabolism in mammals","Aguan K., Scott J., See C.G., Sarkar N.H.",03781119,"Gene",149, 2,24,0,0,0,0,0,24
1994,"Microsomal triglyceride transfer protein, the abetalipoproteinemia gene product, mediates the secretion of apolipoprotein B-containing lipoproteins from heterologous cells","Leiper J.M., Bayliss J.D., Pease R.J., Brett D.J., Scott J., Shoulders C.C.",00219258,"Journal of Biological Chemistry",269, 35,117,2,3,1,6,0,123
1994,"Yeast SNF1 is functionally related to mammalian AMP-activated protein kinase and regulates acetyl-CoA carboxylase in vivo","Woods A., Munday M.R., Scott J., Yang X., Carlson M., Carling D.",00219258,"Journal of Biological Chemistry",269, 30,169,13,11,3,27,0,196
1994,"The abetalipoproteinemia gene is a member of the vitellogenin family and encodes an alpha-helical domain.","Shoulders C.C., Narcisi T.M., Read J., Chester A., Brett D.J., Scott J., Anderson T.A., Levitt D.G., Banaszak L.J.",10728368,"Nature structural biology",1, 5,32,1,0,1,2,0,34
1994,"The apolipoprotein B messenger RNA editing enzyme","Scott J., Navaratnam N., Bhattacharya S., Morrison J.R.",09579672,"Current Opinion in Lipidology",5, 2,24,0,0,0,0,0,24
1994,"Mammalian AMP-activated protein kinase is homologous to yeast and plant protein kinases involved in the regulation of carbon metabolism","Carling D., Aguan K., Woods A., Verhoeven A.J.M., Beri R.K., Brennan C.H., Sidebottom C., Davison M.D., Scott J.",00219258,"Journal of Biological Chemistry",269, 15,118,3,7,0,10,0,128
1994,"Cytosine nucleoside/nucleotide deaminases and apolipoprotein B mRNA editing","Bhattacharya S., Navaratnam N., Morrison J.R., Scott J., Taylor W.R.",09680004,"Trends in Biochemical Sciences",19, 3,34,0,0,0,0,0,34
1994,"Late presentation of Kartagener's syndrome","Perraudeau M., Scott J., Walport M., Oakley C., Bloom S., Brooks D.",09598146,"British Medical Journal",308, 6927,9,0,0,0,0,0,9
1994,"A gene for hereditary haemorrhagic telangiectasia maps to chromosome 9q3","Shovlin C.L., Hughes J.M.B., Tuddenham E.G.D., Temperley I., Perembelon Y.F.N., Scott J., Seidman C.E., Seidman J.G.",10614036,"Nature Genetics",6, 2,107,4,3,1,8,0,115
1994,"Complex segregation analysis provides evidence for a major gene acting on serum triglyceride levels in 55 British families with familial combined hyperlipidemia","Cullen P., Farren B., Scott J., Farrall M.",10498834,"Arteriosclerosis and Thrombosis",14, 8,60,0,0,0,0,0,60
1994,"Genetics and molecular biology","Hobbs H.H., Scott J.",09579672,"Current Opinion in Lipidology",5, 2,0,0,0,0,0,0,0
1994,"Cardiac transplantation for AL amyloidosis","Hall R., Hawkins P.N., Scott J., Pepys M.B., Polak J.M., Davies K.A., Whyte M.",09598146,"British Medical Journal",309, 6962,35,1,1,0,2,0,37
1994,"? Adrenergic agonists and pulmonary oedema in preterm labour","Clesham G.J., Scott J., Oakley C.M., McCarthy A., Walport M.J., Hughes J.M.B., Silverman M.",09598146,"British Medical Journal",308, 6923,16,0,0,0,0,0,16
1993,"Testing for Alzheimer's [2]","Scott J., Nadkarni N.M., Parker G.",00280836,"Nature",366, 6455,1,0,0,0,0,0,1
1993,"Abetalipoproteinemia is caused by defects of the gene encoding the 97 kDa subunit of a microsomal triglyceride transfer protein","Shoulders C.C., Brett D.J., Bayliss J.D., Narcisi T.M.E., Jarmuz A., Grantham T.T., Leoni P.R.D., Bhattacharya S., Pease R.J., Cullen P.M., Levi S., Byfield P.G.H., Purkiss P., Scott J.",09646906,"Human Molecular Genetics",2, 12,126,5,5,4,14,0,140
1993,"Apolipoprotein E and Alzheimer's disease","Scott J.",01406736,"Lancet",342, 8873,18,1,0,0,1,0,19
1993,"Nature, nurture, and hypercholesterolaemia","Scott J.",01406736,"Lancet",341, 8856,1,0,0,0,0,0,1
1993,"Apolipoprotein B mRNA editing is associated with UV crosslinking of proteins to the editing site","Navaratnam N., Shah R., Patel D., Fay V., Scott J.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",90, 1,62,2,0,0,2,0,64
1993,"The p27 catalytic subunit of the apolipoprotein B mRNA editing enzyme is a cytidine deaminase","Navaratnam N., Morrison J.R., Bhattacharya S., Patel D., Funahashi T., Giannoni F., Teng B.-B., Davidson N.O., Scott J.",00219258,"Journal of Biological Chemistry",268, 28,127,4,6,4,14,0,141
1993,"Tuberculous pericarditis with rapid progression to constriction","Clifford C.P., Davies G.J., Scott J., Shaunak S., Savill J., Schofield J.B.",09598146,"British Medical Journal",307, 6911,5,0,0,0,0,0,5
