2006,"Peptide growth factors signal differentially through protein kinase C to extracellular signal-regulated kinases in neonatal cardiomyocytes","Clerk A., Aggeli I.-K.S., Stathopoulou K., Sugden P.H.",08986568,"Cellular Signalling",18, 2,4,4,8,4,16,0,20
2006,"Effects of oxidative stress on the cardiac myocyte proteome: Modifications to peroxiredoxins and small heat shock proteins","Cullingford T.E., Wait R., Clerk A., Sugden P.H.",00222828,"Journal of Molecular and Cellular Cardiology",40, 1,3,5,2,5,12,0,15
2005,"Regulation of gene and protein expression in cardiac myocyte hypertrophy and apoptosis","Clerk A., Cullingford T.E., Kemp T.J., Kennedy R.A., Sugden P.H.",00652571,"Advances in Enzyme Regulation",45, ,0,0,0,1,1,0,1
2005,"Endothelin signalling in the cardiac myocyte and its pathophysiological relevance","Sugden P.H., Clerk A.",15701611,"Current Vascular Pharmacology",3, 4,4,7,6,4,17,0,21
2004,"Integration of protein kinase signaling pathways in cardiac myocytes: Signaling to and from the extracellular signal-regulated kinases","Clerk A., Kemp T.J., Harrison J.G., Pham F.H., Sugden P.H.",00652571,"Advances in Enzyme Regulation",44, 1,1,3,0,0,3,0,4
2004,"Signaling through the extracellular signal-regulated kinase 1/2 cascade in cardiac myocytes","Clerk A., Sugden P.H.",08298211,"Biochemistry and Cell Biology",82, 6,1,3,0,2,5,0,6
2004,"Phenylephrine and endothelin-1 upregulate connective tissue growth factor in neonatal rat cardiac myocytes","Kemp T.J., Aggeli I.-K., Sugden P.H., Clerk A.",00222828,"Journal of Molecular and Cellular Cardiology",37, 2,9,3,4,4,11,0,20
2004,"Endothelin-1 promotes phosphorylation of CREB transcription factor in primary cultures of neonatal rat cardiac myocytes: Implications for the regulation of c-jun expression","Harrison J.G., Sugden P.H., Clerk A.",01674889,"Biochimica et Biophysica Acta - Molecular Cell Research",1644, 1,8,0,4,1,5,0,13
2003,"Changes in gene expression induced by H2O2 in cardiac myocytes","Kemp T.J., Causton H.C., Clerk A.",0006291X,"Biochemical and Biophysical Research Communications",307, 2,20,8,6,0,14,0,34
2003,"Regulation of Bcl-xL expression by H2O2 in cardiac myocytes","Valks D.M., Kemp T.J., Clerk A.",00219258,"Journal of Biological Chemistry",278, 28,16,5,2,1,8,0,24
2003,"The radical balance between life and death","Clerk A.",00222828,"Journal of Molecular and Cellular Cardiology",35, 6,4,2,0,0,2,0,6
2003,"Regulation of cardiac myocyte cell death","Clerk A., Cole S.M., Cullingford T.E., Harrison J.G., Jormakka M., Valks D.M.",01637258,"Pharmacology and Therapeutics",97, 3,40,7,8,7,22,0,62
2003,"Kinases as therapeutic targets for heart failure","Vlahos C.J., McDowell S.A., Clerk A.",14741776,"Nature Reviews Drug Discovery",2, 2,37,9,9,5,23,0,60
2002,"Up-regulation of c-jun mRNA in cardiac myocytes requires the extracellular signal-regulated kinase cascade, but c-Jun N-terminal kinases are required for efficient up-regulation of c-Jun protein","Clerk A., Kemp T.J., Harrison J.G., Mullen A.J., Barton P.J.R., Sugden P.H.",02646021,"Biochemical Journal",368, 1,26,4,5,4,13,0,39
2002,"Phenylephrine promotes phosphorylation of bad in cardiac myocytes through the extracellular signal-regulated kinases 1/2 and protein kinase A","Valks D.M., Cook S.A., Pham F.H., Morrison P.R., Clerk A., Sugden P.H.",00222828,"Journal of Molecular and Cellular Cardiology",34, 7,13,5,2,1,8,0,21
2001,"Untangling the web: Specific signaling from PKC isoforms to MAPK cascades","Clerk A., Sugden P.H.",00097330,"Circulation Research",89, 10,23,4,2,2,8,0,31
2001,"Death by protein kinase C inhibitor: A stressful event","Clerk A.",00222828,"Journal of Molecular and Cellular Cardiology",33, 10,15,1,2,0,3,0,18
2001,"Regulation of cardiac myocyte protein synthesis through phosphatidylinositol 3? kinase and protein kinase B","Pham F.H., Cole S.M., Clerk A.",00652571,"Advances in Enzyme Regulation",41, ,9,2,4,0,6,0,15
2001,"Akt like a woman: Gender differences in susceptibility to cardiovascular disease","Sugden P.H., Clerk A.",00097330,"Circulation Research",88, 10,21,0,2,2,4,0,25
2001,"Regulation of mitogen-activated protein kinases in cardiac myocytes through the small G protein Rac1","Clerk A., Pham F.H., Fuller S.J., Sahai E., Aktories K., Marais R., Marshall C., Sugden P.H.",02707306,"Molecular and Cellular Biology",21, 4,75,4,5,3,12,0,87
2000,"Activation of the small GTP-binding protein Ras in the heart by hypertrophic agonists","Sugden P.H., Clerk A.",10501738,"Trends in Cardiovascular Medicine",10, 1,10,1,2,2,5,0,15
2000,"Regulation of protien kinase B and 4E-BP1 by oxidative stress in cardiac myocytes","Pham F.H., Sugden P.H., Clerk A.",00097330,"Circulation Research",86, 12,45,8,6,3,17,0,62
2000,"Small guanine nucleotide-binding proteins and myocardial hypertrophy","Clerk A., Sugden P.H.",00097330,"Circulation Research",86, 10,77,5,7,1,13,0,90
1999,"Pro-inflammatory cytokines stimulate mitogen-activated protein kinase subfamilies, increase phosphorylation of c-Jun and ATF2 and upregulate c-Jun protein in neonatal rat ventricular myocytes","Clerk A., Harrison J.G., Long C.S., Sugden P.H.",00222828,"Journal of Molecular and Cellular Cardiology",31, 12,36,2,3,1,6,0,42
1999,"Regulation of Bcl-2 family proteins during development and in response to oxidative stress in cardiac myocytes association with changes in mitochondrial membrane potential","Cook S.A., Sugden P.H., Clerk A.",00097330,"Circulation Research",85, 10,113,7,12,5,24,0,137
1999,"PKC-dependent activation of p46/p54 JNKs during ischemic preconditioning in conscious rabbits","Ping P., Sugden P., Han J., Bolli R., Zhang J., Huang S., Cao X., Tang X.-L., Li R.C.X., Zheng Y.-T., Qiu Y., Clerk A.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",277, 5,75,8,3,3,14,0,89
1999,"Activation of c-Jun N-terminal kinases and p38-mitogen-activated protein kinases in human heart failure secondary to ischaemic heart disease","Cook S.A., Sugden P.H., Clerk A.",00222828,"Journal of Molecular and Cellular Cardiology",31, 8,94,11,9,4,24,0,118
1999,"Regulation of Ras·GTP loading and Ras-Raf association in neonatal rat ventricular myocytes by G protein-coupled receptor agonists and phorbol ester: Activation of the extracellular signal-regulated kinase cascade by phorbol ester is mediated by Ras","Chiloeches A., Paterson H.F., Marais R., Clerk A., Marshall C.J., Sugden P.H.",00219258,"Journal of Biological Chemistry",274, 28,66,4,3,5,12,0,78
1999,"Activation of protein kinase cascades in the heart by hypertrophic G protein-coupled receptor agonists","Clerk A., Sugden P.H.",00029149,"American Journal of Cardiology",83, 12 A,58,4,2,1,7,0,65
1998,"Cellular mechanisms of cardiac hypertrophy","Sugden P.H., Clerk A.",09462716,"Journal of Molecular Medicine",76, 11,180,13,16,6,35,0,215
1998,"Activation of mitogen-activated protein kinases (p38-MAPKs, SAPKs/JNKs and ERKs) by adenosine in the perfused rat heart","Haq S.E.A., Clerk A., Sugden P.H.",00145793,"FEBS Letters",434, 3,42,3,2,1,6,0,48
1998,"'Stress-responsive' mitogen-activated protein kinases (c-Jun N-terminal kinases and p38 mitogen-activated protein kinases) in the myocardium","Sugden P.H., Clerk A.",00097330,"Circulation Research",83, 4,265,22,18,7,47,0,312
1998,"Stimulation of multiple mitogen-activated protein kinase sub-families by oxidative stress and phosphorylation of the small heat shock protein, HSP25/27, in neonatal ventricular myocytes","Clerk A., Michael A., Sugden P.H.",02646021,"Biochemical Journal",333, 3,98,11,5,2,18,0,116
1998,"Stimulation of the p38 mitogen-activated protein kinase pathway in neonatal rat ventricular myocytes by the G protein-coupled receptor agonists, endothelin-1 and phenylephrine: A role in cardiac myocyte hypertrophy?","Clerk A., Michael A., Sugden P.H.",00219525,"Journal of Cell Biology",142, 2,194,7,11,6,24,0,218
1998,"Regulation of mitogen-activated protein kinase cascades in the heart","Sugden P.H., Clerk A.",00652571,"Advances in Enzyme Regulation",38, 1,18,1,1,0,2,0,20
1998,"Activation of mitogen-activated protein kinases (p38-MAPKs, SAPKs/JNKs and ERKs) by the G-protein-coupled receptor agonist phenylephrine in the perfused rat heart","Lazou A., Sugden P.H., Clerk A.",02646021,"Biochemical Journal",332, 2,51,1,3,3,7,0,58
1998,"The p38-MAPK inhibitor, SB203580, inhibits cardiac stress-activated protein kinases/c-Jun N-terminal kinases (SAPKs/JNKs)","Clerk A., Sugden P.H.",00145793,"FEBS Letters",426, 1,146,8,8,1,17,0,163
1998,"Stimulation of 'Stress-regulated' mitogen-activated protein kinases (stress-activated protein kinases/c-Jun N-terminal kinases and p38-mitogen- activated protein kinases) in perfused rat hearts by oxidative and other stresses","Clerk A., Fuller S.J., Michael A., Sugden P.H.",00219258,"Journal of Biological Chemistry",273, 13,187,7,12,7,26,0,213
1997,"9 Activation of mitogen-activated protein kinase subfamilies by oxidative stress in the perfused rat heart","Sugden P.H., Fuller S.J., Michael A., Clerk A.",03005127,"Biochemical Society Transactions",25, 4,0,0,0,0,0,0,0
1997,"10 Mitogen-activated protein kinases are activated by oxidative stress and cytokines in neonatal rat ventricular myocytes","Clerk A., Sugden P.H.",03005127,"Biochemical Society Transactions",25, 4,6,0,0,0,0,0,6
1997,"Cell stress-induced phosphorylation of ATF2 and c-Jun transcription factors in rat ventricular myocytes","Clerk A., Sugden P.H.",02646021,"Biochemical Journal",325, 3,39,3,4,1,8,0,47
1997,"Regulation of the ERK subgroup of MAP kinase cascades through G protein-coupled receptors","Sugden P.H., Clerk A.",08986568,"Cellular Signalling",9, 5,197,9,8,3,20,0,217
1997,"Phosphorylation c-Jun and ATF2 in ventricular myocytes by endothelin and phenylephrine","Clerk A., Sugden P.H.",03005127,"Biochemical Society Transactions",25, 2,3,0,0,0,0,0,3
1997,"Cell stresses regulate the phosphorylation state of c-Jun and ATF2 in ventricular myocytes","Sugden P.H., Clerk A.",03005127,"Biochemical Society Transactions",25, 2,1,0,0,1,1,0,2
1997,"Regulation of phospholipases C and D in rat ventricular myocytes: Stimulation by endothelin-1, bradykinin and phenylephrine","Clerk A., Sugden P.H.",00222828,"Journal of Molecular and Cellular Cardiology",29, 6,37,2,3,1,6,0,43
1997,"Activation of mitogen-activated protein kinase subfamilies by oxidative stress in the perfused rat heart","Sugden P.H., Fuller S.J., Clerk A.",13556037,"Heart",77, 1,0,0,0,0,0,0,0
1997,"Mitogen-activated protein kinases are activated by oxidative stress and cytokines in neonatal rat ventricular myocytes","Clerk A., Sugden P.H.",13556037,"Heart",77, 1,0,0,0,0,0,0,0
1997,"Activation of p21-activated protein kinase ? (?PAK) by hyperosmotic shock in neonatal ventricular myocytes","Clerk A., Sugden P.H.",00145793,"FEBS Letters",403, 1,23,1,4,2,7,0,30
1996,"Stimulation of phosphatidylinositol hydrolysis, protein kinase C translocation, and mitogen-activated protein kinase activity by bradykinin in rat ventricular myocytes: Dissociation from the hypertrophic response","Clerk A., Gillespie-Brown J., Fuller S.J., Sugden P.H.",02646021,"Biochemical Journal",317, 1,49,0,3,3,6,0,55
1996,"Adrenergic receptor stimulation of the mitogen-activated protein kinase cascade and cardiac hypertrophy","Bogoyevitch M.A., Andersson M.B., Gillespie-Brown J., Clerk A., Glennon P.E., Fuller S.J., Sugden P.H.",02646021,"Biochemical Journal",314, 1,115,4,1,2,7,0,122
1995,"Expression of protein kinase C isoforms during cardiac ventricular development","Clerk A., Bogoyevitch M.A., Fuller S.J., Lazou A., Parker P.J., Sugden P.H.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",269, 3,79,0,0,1,1,0,80
1995,"Activation of the mitogen-activated protein kinase cascade by pertussis toxin-sensitive and -insensitive pathways in cultured ventricular cardiomyocytes","Bogoyevitch M.A., Clerk A., Sugden P.H.",02646021,"Biochemical Journal",309, 2,80,2,3,0,5,0,85
1994,"Differential activation of protein kinase C isoforms by endothelin-1 and phenylephrine and subsequent stimulation of p42 and p44 mitogen-activated protein kinases in ventricular myocytes cultured from neonatal rat hearts","Clerk A., Bogoyevitch M.A., Andersson M.B., Sugden P.H.",00219258,"Journal of Biological Chemistry",269, 52,194,4,10,3,17,0,211
1994,"Regulation of mitogen-activated protein kinase cascade in adult rat heart preparations in vitro","Lazou A., Bogoyevitch M.A., Clerk A., Fuller S.J., Marshall C.J., Sugden P.H.",00097330,"Circulation Research",75, 5,67,1,3,1,5,0,72
1994,"Endothelin-1 and fibroblast growth factors stimulate the mitogen-activated protein kinase signaling cascade in cardiac myocytes. The potential role of the cascade in the integration of two signaling pathways leading to myocyte hypertrophy","Bogoyevitch M.A., Glennon P.E., Andersson M.B., Clerk A., Lazou A., Marshall C.J., Parker P.J., Sugden P.H.",00219258,"Journal of Biological Chemistry",269, 2,262,4,7,3,14,0,276
1993,"Muscular weakness in the mdx mouse","Muntoni F., Mateddu A., Marchei F., Clerk A., Serra G.",0022510X,"Journal of the Neurological Sciences",120, 1,22,1,3,2,6,0,28
1993,"Down-regulation of protein kinase C isotypes during postnatal development of rat heart","Clerk A., Bogoyevitch M.A., Parker P.J., Sugden P.H.",03005127,"Biochemical Society Transactions",21, 4,8,0,0,0,0,0,8
1993,"Manifesting carriers of Xp21 muscular dystrophy; Lack of correlation between dystrophin expression and clinical weakness","Sewry C.A., Sansome A., Clerk A., Sherratt T.G., Hasson N., Rodillo E., Heckmatt J.Z., Strong P.N., Dubowitz V.",09608966,"Neuromuscular Disorders",3, 2,9,0,0,0,0,0,9
1993,"A dystrophin-immunoreactive protein in mammalian brain","Clerk A., Muntoni F., Strong P.N.",00223042,"Journal of Neurochemistry",60, 2,6,0,0,0,0,0,6
1993,"Dystrophin analysis using a panel of anti-dystrophin antibodies in Duchenne and Becker muscular dystrophy","Muntoni F., Mateddu A., Cianchetti C., Marrosu M.G., Clerk A., Cau M., Congiu R., Cao A., Melis M.A.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",56, 1,9,0,0,0,0,0,9
1993,"Dystrophin-related protein, utrophin, in normal and dystrophic human fetal skeletal muscle","Clerk A., Morris G.E., Dubowitz V., Davies K.E., Sewry C.A.",00182214,"Histochemical Journal",25, 8,58,3,3,0,6,0,64
1992,"Characterisation of dystrophin in fetuses at risk for Duchenne muscular dystrophy","Clerk A., Sewry C.A., Dubowitz V., Strong P.N.",0022510X,"Journal of the Neurological Sciences",111, 1,2,0,0,0,0,0,2
1992,"Dystrophin immunoreactivity in normal and Duchenne human fetal neurons in culture","Torelli S., Sogos V., Ennas M.G., Muntoni F., Clerk A., Strong P.N., Gremo F.",03604012,"Journal of Neuroscience Research",32, 1,14,0,0,0,0,0,14
1992,"Characterisation of dystrophin during development of human skeletal muscle","Clerk A., Strong P.N., Sewry C.A.",09501991,"Development",114, 2,17,0,0,0,0,0,17
1991,"Dystrophin abnormalities in polymyositis and dermatomyositis","Sewry C.A., Clerk A., Heckmatt J.Z., Vyse T., Dubowitz V., Strong P.N.",09608966,"Neuromuscular Disorders",1, 5,4,0,0,0,0,0,4
1991,"Characterisation of dystrophin in carriers of Duchenne muscular dystrophy","Clerk A., Rodillo E., Heckmatt J.Z., Dubowitz V., Strong P.N., Sewry C.A.",0022510X,"Journal of the Neurological Sciences",102, 2,10,0,1,0,1,0,11
1990,"Dystrophin and dystrophin-like proteins in muscle and brain of normal and mdx mice","Clerk A., Muntoni F., Strong P.",03005127,"Biochemical Society Transactions",18, 3,0,0,0,0,0,0,0
