,"This is a citation overview for a set of 31 documents.",,,,,,,,,,,
2003,"The London nail bombings: The St. Thomas' Hospital experience","Hart A.J., Mannion S., Earnshaw P., Ward A.",00201383,"Injury",34, 11,3,0,0,0,0,3
2003,"Displaced intra-articular fractures of the calcaneum: What is new?","Hart A.J., Eastwood D.M.",14604086,"Trauma",5, 1,0,0,0,0,1,1
2002,"The treatment of unstable, extracapsular hip fractures with the AO/ASIF proximal femoral nail (PFN) - Our first 60 cases","Banan H., Al-Sabti A., Jimulia T., Hart A.J",00201383,"Injury",33, 5,15,5,4,9,2,26
1999,"Re: Reconstruction of resistant strictures of the fossa navicularis and meatus [3] (multiple letters)","Armenakas N.A., Morey A.F., McAninch J.W., Nahas B.W., Hart A.J.",00225347,"Journal of Urology",161, 3,1,1,0,1,0,2
1999,"Open water scuba diving accidents at Leicester: Five years' experience","Hart A.J., White S.A., Conboy P.J., Bodiwala G., Quinton D.",13510622,"Journal of Accident and Emergency Medicine",16, 3,7,3,2,5,3,15
1998,"Haemophilus paraphrophilus; a rare cause of intracranial abscess","Hart A.J., Thompson P., Casey A.T., Davies A.P., Stannard A.J.",01634453,"Journal of Infection",37, 1,2,0,2,2,0,4
1998,"Malignant meningioma of the oculomotor nerve without dural attachment: Case report and review of the literature","Hart A.J., Allibone J., Casey A.T.H., Thomas D.G.T.",00223085,"Journal of Neurosurgery",88, 6,4,3,0,3,0,7
1997,"The management of corneal abrasions in accident and emergency","Hart A., White S., Conboy P., Quinton D.",00201383,"Injury",28, 8,4,1,0,1,0,5
1995,"Treatment outcome of major fractures of the talus","Frawley P.A., Hart J.A.L., Young D.A.",10711007,"Foot and Ankle International",16, 6,28,5,3,8,2,38
1990,"Primary amyloidosis of the bladder","Butterworth R.J., Hart A.J.L.",00071331,"British Journal of Urology",66, 4,1,0,0,0,0,1
1990,"Actinomycosis causing ureteric obstruction","Butterworth R.J., Davies D.G.L., Hart A.J.L.",00071331,"British Journal of Urology",66, 5,6,0,0,0,0,6
1985,"Chemotherapy before radiotherapy for T3 bladder cancer. A pilot study","Kaye S.B., MacFarlane J.R., McHattie I., Hart A.J.L.",00071331,"British Journal of Urology",57, 4,0,0,0,0,0,0
1982,"The treatment of advanced carcinoma of the bladder with combination chemotherapy","McGeorge A., Hart A.J.L., Rundle J.H.S.",00071331,"British Journal of Urology",54, 4,0,0,0,0,0,0
1982,"Varicoceles. A ten year retrospective review","Ferrie B.G., Hart A.J., Kyle K.F.",00369330,"Scottish Medical Journal",27, 4,0,0,0,0,0,0
1982,"A comparison of cephazolin sodium and co-trimoxazole as prophylactic antibiotics in out-patient urinary tract endoscopy","Hart A.J.L., Houston D.R., McAllister T.A.",00071331,"British Journal of Urology",54, 4,0,0,0,0,0,0
1982,"Squamous cell carcinoma of bladder. A review of 114 patients","Rundle J.S.H., Hart A.J.L., McGeorge A.",00071331,"British Journal of Urology",54, 5,16,5,0,5,3,24
1982,"The effects of radiotherapy on the integrity of the ureteroileal segment following cystectomy","Fowler J.W., Hart A.J.L., Duncan W.",00071331,"British Journal of Urology",54, 2,0,0,0,0,0,0
1981,"Incidence of urethral stricture after transurethral resection of prostate. Effects of urinary infection, urethral flora, and catheter material and size","Hart A.J.L., Fowler J.W.",00904295,"Urology",18, 6,6,1,2,3,0,9
1981,"Comparison of cephazolin and gentamicin in the prophylactic treatment of infection in out-patient urinary tract endoscopy","Reilly C.S., Hart A.J.L., McAllister T.A.",00071331,"British Journal of Urology",53, 2,0,0,0,0,0,0
1980,"Assessment of the morbidity and value of prophylactic cephazolin sodium in urinary tract instrumentation in out-patients","Hart A.J.L., Miles R.S., Varnam D.J., Edmond P.",03007995,"Current Medical Research and Opinion",6, 10,0,0,0,0,0,0
1979,"Postcards or outpatients: an alternative method of follow-up.","Hart A.J., Edmond P., Varman D.J.",00071447,"British medical journal",1, 6174,0,0,0,0,0,0
1973,"Intraosseous lipoma","Hart J.A.L.",0301620X,"Journal of Bone and Joint Surgery - Series B",55, 3,18,2,0,2,1,21
