2003,"Communicating during procedures: development of a rating scale.","Nestel D., Kidd J., Kneebone R.",03080110,"Medical education",37, 5,4,0,2,0,2,0,6
2003,"Teaching and learning about skills in minor surgery","Nestel D., Kneebone R., Kidd J.",09621067,"Journal of Clinical Nursing",12, 2,11,3,3,1,7,0,18
2003,"Simulation in surgical training: Educational issues and practical implications","Kneebone R.",03080110,"Medical Education",37, 3,38,23,24,12,59,0,97
2002,"Taking the skills lab onto the wards.","Kneebone R.L., Nestel D., Darzi A.",03080110,"Medical Education",36, 11,5,0,1,0,1,0,6
2002,"An innovative model for teaching and learning clinical procedures","Kneebone R., Kidd J., Nestel D., Asvall S., Paraskeva P., Darzi A.",03080110,"Medical Education",36, 7,27,12,16,6,34,0,61
2002,"Total internal reflection: An essay on paradigms","Kneebone R.",03080110,"Medical Education",36, 6,1,1,1,0,2,0,3
2001,"Skills training using multimedia and models","Kneebone R.L.",14623935,"Hospital Medicine",62, 7,4,0,0,0,0,0,4
2001,"Surgical skills training: Simulation and multimedia combined","Kneebone R., ApSimon D.",03080110,"Medical Education",35, 9,13,8,1,2,11,0,24
1999,"Twelve tips on teaching basic surgical skills using simulation and multimedia","Kneebone R.L.",0142159X,"Medical Teacher",21, 6,5,1,0,0,1,0,6
1992,"Music making","Kneebone R.L.",09598146,"British Medical Journal",305, 6868,0,0,0,0,0,0,0
1985,"Fatty acid composition of breast milk from three racial groups from Penang, Malaysia","Kneebone G.M., Kneebone R., Gibson R.A.",00029165,"American Journal of Clinical Nutrition",41, 4,36,2,1,2,5,0,41
1985,"Cancer of the oesophagus in Soweto","Kneebone R.L., Mannel A.",00382469,"South African Medical Journal",67, 21,2,0,0,0,0,0,2
1984,"Dermatofibrosarcoma protuberans in Black patients","Kneebone R.L., Melissas J., Mannell A.",00382469,"South African Medical Journal",66, 24,5,0,0,1,1,0,6
1984,"Comparative levels of arachidonic acid and eicosapentaenoic acid in Malaysian fish","Gibson R.A., Kneebone R., Kneebone G.M.",07428413,"Comparative Biochemistry and Physiology - C Pharmacology Toxicology and Endocrinology",78, 2,6,1,2,0,3,0,9
1984,"Amyloid goitre. A case report","Kneebone R.L., Greeff H., Mannell A.",00382469,"South African Medical Journal",65, 23,4,0,0,0,0,0,4
