2006,"Varying response to escalating the dose of imatinib in patients with CML who ""acquire"" a BCR-ABLM244V mutant allele","Anand M., Khorashad J., Marin D., Apperley J.F., Goldman J.M., Kaeda J.S.",64971,Blood,108,8,3,0,0,0,0,0,3
2006,Imatinib preceding allogeneic stem cell transplantation in chronic myeloid leukemia,"Perz J.B., Khorashad J.S., Marin D., Apperley J.F., Olavarria E.",3906078,Haematologica,91,8,4,0,2,0,2,0,6
2006,Serial measurement of BCR-ABL transcripts in the peripheral blood after allogeneic stem cell transplantation for chronic myeloid leukemia: An attempt to define patients who may not require further therapy,"Kaeda J., Goldman J.M., Apperley J.F., O'Shea D., Szydlo R.M., Olavarria E., Dazzi F., Marin D., Saunders S., Khorashad J.S., Cross N.C.P.",64971,Blood,107,10,27,14,6,3,23,0,50
2006,The presence of a BCR-ABL mutant allele in CML does not always explain clinical resistance to imatinib,"Khorashad J.S., Apperley J.F., Kaeda J., Anand M., Marin D., Saunders S., Al-Jabary T., Iqbal A., Margerison S., Melo J.V., Goldman J.M.",8876924,Leukemia,20,4,66,11,13,5,29,0,95
2005,Percentage of CD34+ cells in a minimum 500-cell count in bone marrow trephines of patients with chronic myeloid leukaemia provides the best correlation with aspirate blast count [3],"Elliot V., Marin D., Horncastle D., Elderfield K., Apperley J.F., Lampert I.A., Naresh K.",71048,British Journal of Haematology,130,3,4,0,1,0,1,0,5
2005,Phase I/II trial of adding semisynthetic homoharringtonine in chronic myeloid leukemia patients who have achieved partial or complete cytogenetic response on imatinib,"Marin D., Kaeda J.S., Andreasson C., Saunders S.M., Bua M., Olavarria E., Goldman J.M., Apperley J.F.",0008543X,Cancer,103,9,31,1,4,3,8,0,39
2005,Personalized medical treatment strategies for patients with chronic myeloid leukemia,"Burton C., Marin D., Apperley J.",14737140,Expert Review of Anticancer Therapy,5,2,0,0,0,0,0,0,0
2005,Monitoring patients in complete cytogenetic remission after treatment of CML in chronic phase with imatinib: Patterns of residual leukaemia and prognostic factors for cytogenetic relapse,"Marin D., Kaeda J., Szydlo R., Saunders S., Fleming A., Howard J., Andreasson C., Bua M., Olavarria E., Rahemtulla A., Dazzi F., Kanfer E., Goldman J.M., Apperley J.F.",8876924,Leukemia,19,4,46,4,4,3,11,0,57
2004,Lymphoid transformation in a CML patient in complete cytogenetic remission following treatment with imatinib,"Avery S., Nadal E., Marin D., Olavarria E., Kaeda J., Vulliamy T., Brito Babapulle F., Goldman J.M., Apperley J.F.",1452126,Leukemia Research,28,1,7,0,0,0,0,0,7
2004,Interactive web-based guidelines for chronic myeloid leukaemia [5],"Marin D., Rahemtulla A., Olavarria E., Goldman J., Apperley J.",1406736,Lancet,363,9416,0,0,0,0,0,0,0
2003,Mobilization of Ph chromosome-negative peripheral blood stem cells in chronic myeloid leukaemia patients with imatinib mesylate-induced complete cytogenetic remission,"Drummond M.W., Marin D., Clark R.E., Byrne J.L., Holyoake T.L., Lennard A.",71048,British Journal of Haematology,123,3,13,2,3,0,5,0,18
2003,Transient benefit only from increasing the imatinib dose in CML patients who do not achieve complete cytogenetic remissions on conventional doses [7] (multiple letters),"Marin D., Goldman J.M., Olavarria E., Apperley J.F., Cortes J., Kantarjian H.",64971,Blood,102,7,34,11,7,1,19,0,53
2003,Survival of patients with chronic-phase chronic myeloid leukaemia on imatinib after failure on interferon alfa,"Marin D., Marktel S., Szydlo R., Klein J.P., Bua M., Foot N., Olavarria E., Shepherd P., Kanfer E., Goldman J.M., Apperley J.F.",1406736,Lancet,362,9384,30,0,3,1,4,0,34
2003,Clinical heterogeneity in chronic myeloid leukaemia reflecting biological diversity in normal persons,"Gordon M.Y., Marley S.B., Apperley J.F., Marin D., Kaeda J., Szydlo R., Goldman J.M.",71048,British Journal of Haematology,122,3,4,1,0,0,1,0,5
2003,Prognostic factors for patients with chronic myeloid leukaemia in chronic phase treated with imatinib mesylate after failure of interferon alfa,"Marin D., Marktel S., Bua M., Szydlo R.M., Franceschino A., Nathan I., Foot I., Crawley C., Nakorn T.N., Olavarria E., Lennard A., Neylon A., O'Brien S.G., Goldman J.M., Apperley J.F.",8876924,Leukemia,17,8,35,8,8,3,19,0,54
2003,Imatinib or transplant for chronic myeloid leukaemia? [7] (multiple letters),"Goldman J., Apperley J., Kanfer E., Olavarria E., Marin D., Craddock C., Augustson B., Basu S.",1406736,Lancet,362,9378,3,1,0,0,1,0,4
2003,Clinical decisions for chronic myeloid leukemia in the imatinib era,"Goldman J.M., Marin D., Olavarria E., Apperley J.F.",371963,Seminars in Hematology,40,2,21,2,2,0,4,0,25
2003,Chronic myeloid leukemia in chronic phase responding to imatinib: The occurrence of additional cytogenetic abnormalities predicts disease progression,"Marktel S., Rahemtulla A., Olavarria E., Apperley J.F., Goldman J.M., Marin D., Foot N., Szydlo R., Bua M., Karadimitris A., De Melo V.A.S., Kotzampaltiris P., Dazzi F.",3906078,Haematologica,88,3,54,7,2,0,9,0,63
2003,Granulocyte colony-stimulating factor reverses cytopenia and may permit cytogenetic responses in patients with chronic myeloid leukemia treated with imatinib mesylate,"Marin D., Marktel S., Foot N., Bua M., Olavarria E., Galdman J.M., Apperley J.F.",3906078,Haematologica,88,2,22,1,2,1,4,0,26
2003,Management decisions in chronic myeloid leukemia,"Goldman J.M., Marin D.",371963,Seminars in Hematology,40,1,7,1,0,0,1,0,8
2002,The use of imatinib (STI571) in chronic myeloid leukemia: Some practical considerations,"Marin D., Marktel S., Bua M., Armstrong L., Goldman J.M., Apperley J.F., Olavarria E.",3906078,Haematologica,87,9,32,1,1,0,2,0,34
2002,Response to imatinib mesylate in patients with chronic myeloproliferative diseases with rearrangements of the platelet-derived growth factor receptor beta,"Apperley J.F., Dearden C.E., Dimitrijevic S., Mahon F.-X., Marin D., Nikolova Z., Olavarria E., Silberman S., Schultheis B., Cross N.C.P., Goldman J.M., Gardembas M., Melo J.V., Russell-Jones R., Bain B.J., Baxter E.J., Chase A., Chessells J.M., Colombat M.",284793,New England Journal of Medicine,347,7,359,22,13,7,42,0,401
2002,Imatinib mesylate (STI571) in the treatment of relapse of chronic myeloid leukemia after allogeneic stem cell transplantation,"Olavarria E., Craddock C., Dazzi F., Marin D., Marktel S., Apperley J.F., Goldman J.M.",64971,Blood,99,10,53,1,4,0,5,0,58
2002,Factors affecting duration of survival after onset of blastic transformation of chronic myeloid leukemia,"Wadhwa J., Szydlo R.M., Apperley J.F., Chase A., Bua M., Marin D., Olavarria E., Kanfer E., Goldman J.M.",64971,Blood,99,7,45,0,1,1,2,0,47
