1994,"Histones located on the plasma membrane of T-cells","Watson K., Edwards R.J., Parmelee D.C., Shaunak S., Gooderham N.J., Davies D.S.",03005127,"Biochemical Society Transactions",22, 2,5,0,0,0,1,6
1994,"CYP1A2-catalyzed conversion of dietary heterocyclic amines to their proximate carcinogens is their major route of metabolism in humans","Boobis A.R., Lynch A.M., Murray S., De La Torre R., Solans A., Farre M., Segura J., Gooderham N.J., Davies D.S.",00085472,"Cancer Research",54, 1,142,6,9,15,7,164
1993,"Activation of the food derived carcinogen 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline by rat pleural cavity inflammatory cells","Banning D.P., O'Farrell G., Gooderham N.J.",01433334,"Carcinogenesis",14, 12,4,0,0,0,0,4
1993,"Quantification of the carcinogens 2-amino-3,8-dimethyl- and 2-amino-3,4,8-trimethylimidazo[4,5-f]quinoxaline and 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine in food using a combined assay based on gas chromatography-negative ion mass spectrometry","Murray S., Lynch A.M., Knize M.G., Gooderham N.J.",03784347,"Journal of Chromatography - Biomedical Applications",616, 2,68,3,6,9,3,80
1993,"Molecular dosimetry of the food-borne carcinogen MeIQx using adducts of serum albumin","Lynch A.M., Murray S., Zhao K., Gooderham N.J., Boobis A.R., Davies D.S.",01433334,"Carcinogenesis",14, 2,13,0,0,0,1,14
1993,"Correspondence re: A.M. Lynch et al., intra- and interindividual variability in systemic exposure in humans to 2-amino-3,8- dimethylimidazo[4,5-f]-quinoxaline and 2-amino-1-methyl-6-phenylimidazo- [4,5-b]pyridine, carcinogens present in cooked beef. Cancer Res., 52: 6216- 6223, 1992 [2]","Shubik P., Lynch A.M., Boobis A.R., Davies D.S., Murray S., Gooderham N.",00085472,"Cancer Research",53, 24,0,0,0,0,0,0
1992,"N-hydroxy-MeIQx is the major microsomal oxidation product of the dietary carcinogen MeIQx with human liver","Rich K.J., Murray B.P., Lewis I., Rendell N.B., Davies D.S., Gooderham N.J., Boobis A.R.",01433334,"Carcinogenesis",13, 12,30,1,0,1,1,32
1992,"CYP1A2 is responsible for the hepatic microsomal metabolism of MeIQx to N-hydroxy MeIQx in man","Rich K.J., Murray B.P., Gooderham N.J., Lewis I., Davies D.S., Boobis A.R.",03065251,"British Journal of Clinical Pharmacology",33, 2,0,0,0,0,0,0
1992,"Identification of N-hydroxy-MeIQx as the major product of the microsomal oxidation of MeIQx by human liver","Rich K.J., Gooderham N.J., Lewis I., Taylor G., Rendell N., Boobis A.R., Davis D.S.",01445952,"Human and Experimental Toxicology",11, 5,0,0,0,0,0,0
1992,"Intra- and interindividual variability in systemic exposure in humans to 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline and 2-amino-1-methyl-6- phenylimidazo[4,5-b]pyridine, carcinogens present in cooked beef","Lynch A.M., Knize M.G., Boobis A.R., Gooderham N.J., Davies D.S., Murray S.",00085472,"Cancer Research",52, 22,85,5,4,9,2,96
1992,"Production of polyclonal antibodies which recognize MeIQx and MeIQx-protein adducts","Zhao K., Edwards R.J., Gooderham N.J., Boobis A.R., Davies D.S.",01445952,"Human and Experimental Toxicology",11, 5,0,0,0,0,0,0
1991,"Absorption and disposition of MeIQx in man: lessons for human dosimetry.","Boobis A.R., Gooderham N.J., Murray B.P., Murray S., Lynch A., Sesardic D., Davies D.S.",03617742,"Progress in clinical and biological research",372, ,1,0,0,0,0,1
1991,"Respiratory burst dependent activation of the food-borne mutagen MeIQx by inflammatory cells of the rat pleural cavity","Banning D.P., Gooderham N.J.",01445952,"Human and Experimental Toxicology",10, 6,0,0,0,0,0,0
1991,"Distribution and elimination of [2-(14)C]Amino-3, 8-dimethylimidazo [4, 5-f] quinoxaline in mice. Analysis by whole animal autoradiography","Gooderham N.J., Soames A., Rice J.C., Boobis A.R., Davies D.S.",01445952,"Human and Experimental Toxicology",10, 5,5,0,0,0,0,5
1991,"Dextrin sulphate and fucoidan are potent inhibitors of HIV infection in vitro","McClure M.O., Keynes R.J., Weiss R.A., Whitby D., Patience C., Gooderham N.J., Bradshaw A., Cheingsong-Popov R., Weber J.N., Davies D.S., Cook G.M.W.",09563202,"Antiviral Chemistry and Chemotherapy",2, 3,17,2,0,2,0,19
1991,"The measurement of MeIQx adducts with mouse haemoglobin in vitro and in vivo: Implications for human dosimetry","Lynch A.M., Murray S., Boobis A.R., Davies D.S., Gooderham N.J.",01433334,"Carcinogenesis",12, 6,8,0,0,0,1,9
1990,"Mutagenesis of mouse intestine in vivo using the Dlb-1 specific locus test: Studies with 1,2-dimethylhydrazine, dimethylnitrosamine, and the dietary mutagen 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline","Winton D.J., Gooderham N.J., Boobis A.R., Davies D.S., Ponder B.A.J.",00085472,"Cancer Research",50, 24,19,0,0,0,0,19
1990,"Inflammatory cells from the rat pleural cavity can activate the food-derived carcinogen MeIQx","O'Farrell F.J., Gooderham N.J.",03005127,"Biochemical Society Transactions",18, 4,0,0,0,0,0,0
1990,"Human neutrophils can activate the food-derived carcinogen MeIQx","Srebernik N., Morgan J.P., Baker A.J., Gooderham N.J.",03005127,"Biochemical Society Transactions",18, 4,2,0,0,0,0,2
1990,"In vitro translational activity of messenger RNA isolated from mice treated with the interferon inducer, polyriboinosinic acid·polyribocytidylic acid","Gooderham N.J., Mannering G.J.",00062952,"Biochemical Pharmacology",39, 5,4,0,0,0,0,4
1990,"Exposure to, and activation of, the food derived mutagenic heterocyclic amine MeIQx.","Gooderham N.J., Murray B.P., Murray S., Boobis A.R., Davies D.S.",03617742,"Progress in clinical and biological research",340, ,1,0,0,0,0,1
1989,"Dietary heterocyclic amines and human cancer","Gooderham N.J., Murray S., Rice J.C., Boobis A.R., Davies D.S.",03602532,"Drug Metabolism Reviews",20, 2-4,4,0,0,0,0,4
1989,"Detection and measurement of MeIQx in human urine after ingestion of a cooked meat meal","Murray S., Gooderham N.J., Boobis A.R., Davies D.S.",01433334,"Carcinogenesis",10, 4,52,0,1,1,0,53
1989,"Effect of interferon inducers on carbon tetrachloride toxicity in congenic strains of mice","Jahanshahi M., Gooderham N.J.",03005127,"Biochemical Society Transactions",17, 4,0,0,0,0,0,0
1989,"Activation of the food carcinogen 2-amino-3,8-dimethylimidazo[4,5 f]quinoxaline by hepatocytes","Gooderham N.J., Rice J.C., Nasseri-Sina P., Boobis A.R., Davies D.S.",03005127,"Biochemical Society Transactions",17, 4,0,0,0,0,0,0
1988,"Effects of polyriboinosinic acid·polyribocytidylic acid administration on mouse hepatic flavin containing mono-oxygenase activity","Woodman A.C., Gooderham N.J.",03005127,"Biochemical Society Transactions",16, 4,0,0,0,0,0,0
1988,"Hepatotoxicity of carbon tetrachloride: Protection by pretreatment of mice with polyriboinosine acid·polyribocytidylic acid","Freeman A., Boobis A.R., Gooderham N.J.",03005127,"Biochemical Society Transactions",16, 4,0,0,0,0,0,0
1988,"Measurement of MeIQx and DiMeIQx in fried beef by capillary column gas chromatography electron capture negative ion chemical ionisation mass spectrometry","Murray S., Gooderham N.J., Boobis A.R., Davies D.S.",01433334,"Carcinogenesis",9, 2,39,0,2,2,0,41
1988,"An assay for 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline and 2-amino-3,4,8-trimethylimidazo[4,5-f]quinoxaline in fried beef using capillary column gas chromatography electron capture negative ion chemical ionization mass spectrometry","Murray S., Gooderham N.J., Boobis A.R., Davies D.S.",08876134,"Biomedical and Environmental Mass Spectrometry",16, 1-12,0,0,0,0,0,0
1987,"Metabolism of the mutagen MeIQx in vivo: Metabolite screening by liquid chromatography-thermospray mass spectrometry","Gooderham N.J., Watson D., Rice J.C., Murray S., Taylor G.W., Davies D.S.",0006291X,"Biochemical and Biophysical Research Communications",148, 3,6,0,0,0,0,6
1987,"The metabolism of N-benzyl-4-substituted anilines: Factors influencing in vitro C- and N-oxidation","Gorrod J.W., Gooderham N.J.",00498254,"Xenobiotica",17, 2,1,0,0,0,0,1
1987,"Trp-P-2 is not detectable in cooked meat and fish","Murray S., Gooderham N.J., Barnes V.F.",01433334,"Carcinogenesis",8, 7,9,0,0,0,0,9
1986,"Depression of cytochrome P-450 and alterations of protein metabolism in mice treated with the interferon inducer polyriboinosinic acid · polyribocytidylic acid","Gooderham N.J., Mannering G.J.",00039861,"Archives of Biochemistry and Biophysics",250, 2,4,1,0,1,0,5
1985,"Microsomal N- and C-oxidation of 4-substituted N-benzylanilines","Gorrod J.W., Gooderham N.J.",00498254,"Xenobiotica",15, 12,6,0,0,0,0,6
1985,"Induction of xanthine oxidase and depression of cytochrome P-450 by interferon inducers: Genetic difference in the responses of mice","Deloria L., Abbott V., Gooderham N., Mannering G.J.",0006291X,"Biochemical and Biophysical Research Communications",131, 1,9,0,0,0,0,9
1985,"Depression of the hepatic cytochrome P-450 monooxygenase system by treatment of mice with the antineoplastic agent 5-azacytidine","Gooderham N.J., Mannering G.J.",00085472,"Cancer Research",45, 4,12,0,1,1,0,13
1984,"The application of reversed-phase high-performance liquid chromatography to in vitro drug metabolism studies with N-alkylarylamines","Gooderham N.J., Gorrod J.W.",,"Journal of Chromatography - Biomedical Applications",309, 2,0,0,0,0,0,0
1981,"Routes to the formation of N-methyl-4-aminophenol, a metabolite of N,N-dimethylaniline.","Gooderham N.J., Gorrod J.W.",00652598,"Advances in Experimental Medicine and Biology",136, ,0,1,0,1,0,1
1981,"The in vitro metabolism of N,N-dimethylaniline by guinea pig and rabbit tissue preparations","Gorrod J.W., Gooderham N.J.",03787966,"European Journal of Drug Metabolism and Pharmacokinetics",6, 3,3,1,0,1,0,4
