,"This is a citation overview for a set of 94 documents.",,,,,,,,,,,,
2008,"PINK1 mutations and parkinsonism","Ishihara-Paul L., Hulihan M.M., Kachergus J., Upmanyu R., Warren L., Amouri R., Elango R., Prinjha R.K., Soto A., Kefi M., Zouari M., Sassi S.B., Yahmed S.B., El Euch-Fayeche G., Matthews P.M., Middleton L.T., Gibson R.A., Hentati F., Farrer M.J.",00283878,"Neurology",71, 12,5,4,2,0,6,0,11
2008,"LRRK2 Gly2019Ser penetrance in Arab-Berber patients from Tunisia: a case-control genetic study","Hulihan M.M., Zouari M., Sassi S.B., Yahmed S.B., El Euch-Fayeche G., Matthews P.M., Middleton L.T., Gibson R.A., Hentati F., Farrer M.J., Ishihara-Paul L., Kachergus J., Warren L., Amouri R., Elango R., Prinjha R.K., Upmanyu R., Kefi M.",14744422,"The Lancet Neurology",7, 7,17,22,8,1,31,0,48
2008,"Family history of depression is associated with younger age of onset in patients with recurrent depression","Tozzi F., Muglia P., Prokopenko I., Perry J.D., Kennedy J.L., McCarthy A.D., Holsboer F., Berrettini W., Middleton L.T., Chilcoat H.D.",00332917,"Psychological Medicine",38, 5,2,4,3,2,9,0,11
2008,"A novel c.5308_5311delGAGA mutation in Senataxin in a Cypriot family with an autosomal recessive cerebellar ataxia","Nicolaou P., Georghiou A., Votsi C., Middleton L.T., Zamba-Papanicolaou E., Christodoulou K.",14712350,"BMC Medical Genetics",9, ,8,2,3,0,5,0,13
2008,"Candidate single-nucleotide polymorphisms from a genomewide association study of Alzheimer disease","Li H., Wetten S., Li L., St. Jean P.L., Upmanyu R., Surh L., Hosford D., Barnes M.R., Briley J.D., Borrie M., Coletta N., Delisle R., Dhalla D., Ehm M.G., Feldman H.H., Fornazzari L., Gauthier S., Goodgame N., Guzman D., Hammond S., Hollingworth P., Hsiung G.-Y., Johnson J., Kelly D.D., Keren R., Kertesz A., King K.S., Lovestone S., Loy-English I., Matthews P.M., Owen M.J., Plumpton M., Pryse-Phillips W., Prinjha R.K., Richardson J.C., Saunders A., Slater A.J., St. George-Hyslop P.H., Stinnett S.W., Swartz J.E., Taylor R.L., Wherrett J., Williams J., Yarnall D.P., Gibson R.A., Irizarry M.C., Middleton L.T., Roses A.D.",00039942,"Archives of Neurology",65, 1,57,59,49,18,126,0,183
2007,"Erratum: A genome-wide search for linkage to asthma phenotypes in the genetics of asthma international network families: Evidence for a major susceptibility locus on chromosome 2p (European Journal of Human Genetics (2006) vol. 14 (307-3167) 10.1038/sj.ejhg.5201532)","Pillai S.G., Silverman M., Sly P., Sundy J., Tsanakas J., von Berg A., Whyte M., Varsani S., Skelding P., Hauser M., Vance J., Chiano M.N., Pericak-Vance M., Burns D.K., Middleton L.T., Brewster S.R., Anderson W.H., Riley J.H., White N.J., Speer M., Barnes K.C., Carlsen K., Gerritsen J., Helms P., Lenney W.",10184813,"European Journal of Human Genetics",15, 6,0,0,0,0,0,0,0
2007,"Quantitative linkage genome scan for atopy in a large collection of Caucasian families","Webb B.T., Lenney W., Silverman M., Sly P., Sundy J., Tsanakas J., Berg A., Whyte M., Blumenthal M., Vestbo J., Middleton L., Oord E., Helms P.J., Anderson W.H., Pillai S.G., Akkari A., Wilton S., Ly T., Duff R., Barnes K.C., Carlsen K., Gerritsen J.",03406717,"Human Genetics",121, 1,5,1,1,0,2,0,7
2007,"Screening for Lrrk2 G2019S and clinical comparison of Tunisian and North American Caucasian Parkinson's disease families","Ishihara L., Gibson R.A., Warren L., Amouri R., Lyons K., Wielinski C., Hunter C., Swartz J.E., Elango R., Akkari P.A., Leppert D., Surh L., Reeves K.H., Thomas S., Ragone L., Hattori N., Pahwa R., Jankovic J., Nance M., Freeman A., Gouider-Khouja N., Kefi M., Zouari M., Sassi S.B., Yahmed S.B., El Euch-Fayeche G., Middleton L., Burn D.J., Watts R.L., Hentati F.",08853185,"Movement Disorders",22, 1,22,11,3,1,15,0,37
2006,"Clinical features of Parkinson disease patients with homozygous leucine-rich repeat kinase 2 G2019S mutations","Ishihara L., Nichols W.C., Griffith A., Hattori N., Leppert D., Watts R., Zabetian C.P., Foroud T.M., Farrer M.J., Brice A., Middleton L., Warren L., Hentati F., Gibson R., Amouri R., Lesage S., Durr A., Tazir M., Wszolek Z.K., Uitti R.J.",00039942,"Archives of Neurology",63, 9,28,5,9,0,14,0,42
2006,"A genome-wide search for linkage to asthma phenotypes in the genetics of asthma international network families: Evidence for a major susceptibility locus on chromosome 2p","Pillai S.G., Silverman M., Sly P., Sundy J., Tsanakas J., von Berg A., Whyte M., Varsani S., Skelding P., Hauser M., Vance J., Chiano M.N., Pericak-Vance M., Burns D.K., Middleton L.T., Brewster S.R., Anderson W.H., Riley J.H., White N.J., Speer M., Barnes K.C., Carlsen K., Gerritsen J., Helms P., Lenney W.",10184813,"European Journal of Human Genetics",14, 3,26,3,2,0,5,0,31
2006,"Factor structure and external validity of the PANSS revisited","Van Den Oord E.J.C.G., Muglia P., Rujescu D., Robles J.R., Giegling I., Birrell C., Bukszar J., Murrelle L., Moller H.-J., Middleton L.",09209964,"Schizophrenia Research",82, 2-3,14,5,10,0,15,0,29
2005,"Whole genome linkage scan of recurrent depressive disorder from the depression network study","McGuffin P., Middleton L., Mors O., Owen M.J., Perry J., Preisig M., Reich T., Rice J., Rietschel M., Jones L., Sham P., Knight J., Farmer A.E., Breen G., Brewster S., Boyd P.R., Craddock N., Gill M., Korszun A., Maier W.",09646906,"Human Molecular Genetics",14, 22,42,19,9,2,30,0,72
2005,"Multiple QTLs influencing triglyceride and HDL and total cholesterol levels identified in families with atherogenic dyslipidemia","Yu Y., Wyszynski D.F., Waterworth D.M., Wilton S.D., Barter P.J., Kesaniemi Y.A., Mahley R.W., McPherson R., Waeber G., Bersot T.P., Ma Q., Sharma S.S., Montgomery D.S., Middleton L.T., Sundseth S.S., Mooser V., Grundy S.M., Farrer L.A.",00222275,"Journal of Lipid Research",46, 10,23,3,3,1,7,0,30
2005,"Pharmacogenetics in drug development","McCarthy A.D., Kennedy J.L., Middleton L.T.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",360, 1460,6,2,2,0,4,0,10
2005,"Keynote review: Disease-specific target selection: A critical first step down the right road","Roses A.D., Burns D.K., Chissoe S., Middleton L., St. Jean P.",13596446,"Drug Discovery Today",10, 3,31,0,2,0,2,0,33
2005,"Relation between atherogenic dyslipidemia and the Adult Treatment Program-III definition of metabolic syndrome (Genetic Epidemiology of Metabolic Syndrome Project)","Wyszynski D.F., Waterworth D.M., Barter P.J., Cohen J., Kesaniemi Y.A., Mahley R.W., McPherson R., Waeber G., Bersot T.P., Sharma S.S., Nolan V., Middleton L.T., Sundseth S.S., Farrer L.A., Mooser V., Grundy S.M.",00029149,"American Journal of Cardiology",95, 2,34,4,3,0,7,0,41
2004,"The Depression Network (DeNT) Study: Methodology and sociodemographic characteristics of the first 470 affected sibling pairs from a large multi-site linkage genetic study","Farmer A., Owen M., Perry J., Preisig M., Rietschel M., Reich T., Jones L., Jones I., McGuffin P., Breen G., Brewster S., Craddock N., Gill M., Korszun A., Maier W., Middleton L., Mors O.",1471244X,"BMC Psychiatry",4, ,9,5,6,0,11,0,20
2004,"A genomewide scan for early-onset coronary artery disease in 438 families: The GENECARD study","Hauser E.R., Crossman D.C., Granger C.B., Haines J.L., Jones C.J.H., Mooser V., McAdam B., Winkelmann B.R., Wiseman A.H., Muhlestein J.B., Bartel A.G., Dennis C.A., Dowdy E., Estabrooks S., Eggleston K., Francis S., Roche K., Clevenger P.W., Huang L., Pedersen B., Shah S., Schmidt S., Haynes C., West S., Asper D., Booze M., Sharma S., Sundseth S., Middleton L., Roses A.D., Hauser M.A., Vance J.M., Pericak-Vance M.A., Kraus W.E.",00029297,"American Journal of Human Genetics",75, 3,78,9,5,3,17,0,95
2004,"Erratum: Glutathione S-transferase omega-1 modifies age-at-onset of Alzheimer disease and Parkinson disease (Human Molecular Genetics (2003) vol. 12 (3259-3267))","Li Y.-L., Small G.W., Nance M.A., Watts R.L., Hubble J.P., Koller W.C., Pahwa R., Stern M.B., Hiner B.C., Jankovic J., Goetz C.G., Oliveira S.A., Mastaglia F., Middleton L.T., Roses A.D., Saunders A.M., Welsh-Bohmer K.A., Schmechel D.E., Gullans S.R., Haines J.L., Gilbert J.R., Vance J.M., Xu P., Pericak-Vance M.A., Martin E.R., Stenger J.E., Hulette C., Scherzer C.R., Hauser M.A., Scott W.K.",09646906,"Human Molecular Genetics",13, 5,5,0,0,0,0,0,5
2003,"Glutathione S-transferase omega-1 modifies age-at-onset of Alzheimer disease and Parkinson disease","Li Y.-J., Nance M.A., Watts R.L., Hubble J.P., Koller W.C., Pahwa R., Stern M.B., Hiner B.C., Jankovic J., Goetz C.G., Mastaglia F., Oliveira S.A., Middleton L.T., Roses A.D., Saunders A.M., Schmechel D.E., Gullans S.R., Haines J.L., Gilbert J.R., Vance J.M., Pericak-Vance M.A., Xu P., Martin E.R., Stenger J.E., Scherzer C.R., Hauser M.A., Scott W.K., Small G.W.",09646906,"Human Molecular Genetics",12, 24,101,7,11,4,22,0,123
2003,"Pharmacogenetics and disease genetics of complex diseases","Schmith V.D., Campbell D.A., Sehgal S., Anderson W.H., Burns D.K., Middleton L.T., Roses A.D.",1420682X,"Cellular and Molecular Life Sciences",60, 8,21,1,1,0,2,0,23
2003,"Association study of Parkin gene polymorphisms with idiopathic Parkinson disease","Oliveira S.A., Hiner B.C., Jankovic J., Ondo W.G., Allen Jr F.H., Scott B.L., Goetz C.G., Small G.W., Mastaglia F.L., Stajich J.M., Zhang F., Scott W.K., Booze M.W., Reaves J.A., Middleton L.T., Haines J.L., Pericak-Vance M.A., Vance J.M., Martin E.R., Nance M.A., Watts R.L., Hubble J.P., Koller W.C., Lyons K.E., Pahwa R., Stern M.B.",00039942,"Archives of Neurology",60, 7,32,2,3,0,5,0,37
2003,"Parkin mutations and susceptibility alleles in late-onset Parkinson's disease","Oliveira S.A., Hiner B.C., Ondo W.G., Allen Jr. F.H., Scott B.L., Goetz C.G., Small G.W., Mastaglia F., Stajich J.M., Zhang F., Booze M.W., Scott W.K., Winn M.P., Middleton L.T., Haines J.L., Pericak-Vance M.A., Vance J.M., Martin E.R., Nance M.A., Watts R.L., Hubble J.P., Koller W.C., Pahwa R., Stern M.B.",03645134,"Annals of Neurology",53, 5,93,9,6,2,17,0,110
2003,"Glycyl tRNA synthetase mutations in Charcot-Marie-Tooth disease type 2D and distal spinal muscular atrophy type V","Antonellis A., Ellsworth R.E., Sambuughin N., Puls I., Abel A., Lee-Lin S.-Q., Jordanova A., Kremensky I., Christodoulou K., Middleton L.T., Sivakumar K., Ionasescu V., Funalot B., Vance J.M., Goldfarb L.G., Fischbeck K.H., Green E.D.",00029297,"American Journal of Human Genetics",72, 5,125,18,26,4,48,0,173
2003,"Genetic polymorphisms of the N-acetyltransferase genes and risk of Parkinson's disease","Van der Walt J.M., Lyons K., Pahwa R., Stern M.B., Colcher A., Hiner B.C., Jankovic J., Ondo W.G., Allen Jr. F.H., Goetz C.G., Small G.W., Martin E.R., Mastaglia F., Roses A.D., Stajich J.M., Booze M.W., Fujiwara K., Gibson R.A., Middleton L.T., Scott B.L., Pericak-Vance M.A., Vance J.M., Scott W.K., Zhang F., Nance M.A., Watts R.L., Hubble J.P., Haines J.L., Koller W.C.",00283878,"Neurology",60, 7,11,1,0,0,1,0,12
2003,"Mitochondrial polymorphisms significantly reduce the risk of Parkinson disease","Van Der Walt J.M., Lyons K., Pahwa R., Stern M.B., Colcher A., Hiner B.C., Jankovic J., Ondo W.G., Allen Jr. F.H., Goetz C.G., Small G.W., Nicodemus K.K., Mastaglia F., Stajich J.M., McLaurin A.C., Middleton L.T., Scott B.L., Schmechel D.E., Pericak-Vance M.A., Vance J.M., Martin E.R., Scott W.K., Nance M.A., Watts R.L., Hubble J.P., Haines J.L., Koller W.C.",00029297,"American Journal of Human Genetics",72, 4,201,32,25,11,68,0,269
2002,"Hereditary motor neuronopathies","Zamba-Papanicolaou E., Christodoulou K., Christodoulou C., Kyriakides T., Middleton L.T.",00353787,"Revue Neurologique",158, 12 I,2,0,0,0,0,0,2
2002,"A novel NF-L mutation pro22ser is associated with CMT2 in a large Slovenian family","Georgiou D.-M., Zidar J., Korosec M., Middleton L.T., Kyriakides T., Christodoulou K.",13646745,"Neurogenetics",4, 2,44,2,4,1,7,0,51
2002,"Age at onset in two common neurodegenerative diseases is genetically controlled","Li Y.-J., Pahwa R., Stern M.B., Hiner B.C., Jankovic J., Allen Jr. F.H., Goetz C.G., Mastaglia F., Stajich J.M., Gibson R.A., Middleton L.T., Scott W.K., Saunders A.M., Scott B.L., Small G.W., Nicodemus K.K., Reed A.D., Schmechel D.E., Welsh-Bohmer K.A., Conneally P.M., Roses A.D., Gilbert J.R., Hedges D.J., Vance J.M., Haines J.L., Pericak-Vance M.A., Zhang F., Gaskell P.C., Nance M.A., Watts R.L., Hubble J.P., Koller W.C.",00029297,"American Journal of Human Genetics",70, 4,150,9,14,5,28,0,178
2001,"Mapping of the second Friedreich's ataxia (FRDA2) locus to chromosome 9p23-p11: Evidence for further locus heterogeneity","Christodoulou K., Deymeer F., Serdaroglu P., Ozdemir C., Poda M., Georgiou D.-M., Ioannou P., Tsingis M., Zamba E., Middleton L.T.",13646745,"Neurogenetics",3, 3,18,2,0,0,2,0,20
2001,"Complete genomic screen in parkinson disease evidence for multiple genes","Scott W.K., Hiner B.C., Jankovic J., Ondo W.G., Allen Jr. F.H., Goetz C.G., Small G.W., Masterman D., Mastaglia F., Laing N.G., Stajich J.M., Nance M.A., Slotterbeck B., Booze M.W., Ribble R.C., Rampersaud E., West S.G., Gibson R.A., Middleton L.T., Roses A.D., Haines J.L., Scott B.L., Watts R.L., Vance J.M., Pericak-Vance M.A., Hubble J.P., Koller W.C., Lyons K., Pahwa R., Stern M.B., Colcher A.",00987484,"Journal of the American Medical Association",286, 18,177,13,6,0,19,0,196
2001,"Association of single-nucleotide polymorphisms of the tau gene with late-onset parkinson disease","Martin E.R., Colcher A., Hiner B.C., Jankovic J., Ondo W.G., Allen Jr. F.H., Goetz C.G., Small G.W., Masterman D., Mastaglia F., Laing N.G., Scott W.K., Stajich J.M., Ribble R.C., Booze M.W., Rogala A., Hauser M.A., Zhang F., Gibson R.A., Middleton L.T., Roses A.D., Haines J.L., Nance M.A., Scott B.L., Pericak-Vance M.A., Vance J.M., Watts R.L., Hubble J.P., Koller W.C., Lyons K., Pahwa R., Stern M.B.",00987484,"Journal of the American Medical Association",286, 18,106,5,4,2,11,0,117
2001,"Editorial","Vance J.M., Ben Hamida M., Hentati F., Mubaidin A., Ozdemir C., Serdaroglu P., Sevilla T., Vilchez J.J., Beyer A.L., Fetterolf A., Krajewski K., Middleton L.T., Shy M., De Jonghe P., Timmerman V., Politano L., Tonali P., Zidar J., Christodoulou K., Georghiou D.M., Kyriakides T., Zamba E., Guilbot A., I-Petrusewicz H., Ben Hamida C.",11282460,"Acta Myologica",20, ,1,0,0,0,0,0,1
2001,"Molecular genetic studies in autosomal recessive Charcot-Marie-Tooth disease","Georgiou D.-M., Jedrzejowska H., Ryniewicz B., Hausmanowa-Petrusewicz I., Zamba E., Kyriakides Th., Christodoulou K., Middleton L.T.",11282460,"Acta Myologica",20, ,0,0,0,0,0,0,0
2001,"Autosomal recessive distal hereditary motor neuropathies","Zamba E., Christodoulou K., Al-Qudah A.K., Horani K., Kyriakides Th., Middleton L.T., Mubaidin A.",11282460,"Acta Myologica",20, ,0,0,0,0,0,0,0
2000,"A novel form of distal hereditary motor neuronopathy maps to chromosome 9p21.1-p12","Christodoulou K., Al-Qudah A.-K., Middleton L., Zamba E., Tsingis M., Mubaidin A., Horani K., Abu-Sheik S., El-Khateeb M., Kyriacou K., Kyriakides T.",03645134,"Annals of Neurology",48, 6,18,1,2,2,5,0,23
2000,"From gene-specific tests to pharmacogenetics","Middleton L., Freeman A., Brewster S., Foster C., Roses A.",14222795,"Community Genetics",3, 4,3,0,1,0,1,0,4
2000,"Fundamental gating mechanism of nicotinic receptor channel revealed by mutation causing a congenital myasthenic syndrome","Wang H.-L., Sine S.M., Ohno K., Milone M., Brengman J.M., Evoli A., Batocchi A.-P., Middleton L.T., Christodoulou K., Engel A.G.",00221295,"Journal of General Physiology",116, 3,38,2,3,1,6,0,44
2000,"Autosomal recessive congenital myasthenic syndrome in three Greek-Gypsy families","Christodoulou K., Mylonas I., Neocleous V., Tsingis M., Pantzaris M., Kyriallis K., Zamba E., Bairactaris C., Mavrommatis J., Middleton L.",11282460,"Acta Myologica",19, ,0,0,0,0,0,0,0
2000,"Clinical and genetic heterogeneity in autosomal recessive CMS Jordanian families","Zamba E., Al-Qudah A.-K., Christodoulou K., Al-Shehab A., Mubaidin A., Neocleous V., Tsingis M., Abu-Sheik S., Middleton L., Horany K.",11282460,"Acta Myologica",19, ,0,0,0,0,0,0,0
1999,"Distal hereditary motor neuronopathy of the Jerash type","Middleton L.T., Georgiou D.M., El-Khateeb M., Al-Qudah A., Horany K., Christodoulou K., Mubaidin A., Zamba E., Tsingis M., Kyriacou K., Abu-Sheikh S., Kyriakides T., Neocleous V.",00778923,"Annals of the New York Academy of Sciences",883, ,4,0,1,0,1,0,5
1999,"Distal hereditary motor neuronopathy of the Jerash type","Middleton L.T., Georgiou D.M., El-Khateeb M., Al-Qudah A., Horany K., Christodoulou K., Mubaidin A., Zamba E., Tsingis M., Kyriacou K., Abu-Sheikh S., Kyriakides T., Neocleous V.",00778923,"Annals of the New York Academy of Sciences",883, ,6,0,1,0,1,0,7
1999,"Chromosome 17p-linked myasthenias stem from defects in the acetylcholine receptor ?-subunit gene","Middleton L., Mubaidin A., Horany K., Al-Shehab A., Mavromatis I., Mylonas I., Tsingis M., Zamba E., Pantzaris M., Kyriallis K., Engel A.G., Ohno K., Christodoulou K., Brengman J., Milone M., Neocleous V., Serdaroglu P., Deymeer F., Ozdemir C.",00283878,"Neurology",53, 5,31,0,0,1,1,0,32
1999,"Ultrastructural diagnosis of mitochondrial encephalomyopathies revisited","Kyriacou K., Mikellidou C., Hadjianastasiou A., Middleton L., Panousopoulos A., Kyriakides T.",01913123,"Ultrastructural Pathology",23, 3,10,1,0,0,1,0,11
1999,"Introduction to this Special Issue Intelligent data analysis in electromyography and electroneurography","Pattichis C.S., Schofield I., Merletti R., Parker P.A., Middleton L.T.",13504533,"Medical Engineering and Physics",21, 6-7,6,0,0,0,0,0,6
1999,"A Cypriot family with a novel ?-sarcoglycan mutation presenting clinically and immunocytochemically as Becker muscular dystrophy (BMD)","Kyriakides T., Kassianides B., Papadopoulou E., Kyriacou K., Drousiotou A., Christodoulou K., Middleton L.T.",11282460,"Acta Myologica",3, ,0,0,0,0,0,0,0
1999,"Molecular genetic studies in autosomal recessive CMT","Georgiou D.M., Jedrzejowska H., Hausmanova-Petrusewicz I., Mubaidin A., Horani K., Politano L., Middleton L.T., Christodoulou K., Zamba E., Deymeer F., Serdaroglu P., Parman Y., Ozdemir C., Horany H., Khalifa A.",11282460,"Acta Myologica",3, ,0,0,0,0,0,0,0
1999,"Autosomal recessive form of hereditary inclusion body myopathy (AR HIBM): Genetic studies","Christodoulou K., Papadopoulou E., Tsingis M., Engel W.K., Askanas V., Middleton L.T.",11282460,"Acta Myologica",3, ,0,0,0,0,0,0,0
1998,"Neonatal screening for Duchenne muscular dystrophy: a novel semiquantitative application of the bioluminescence test for creatine kinase in a pilot national program in Cyprus.","Drousiotou A., Ioannou P., Georgiou T., Mavrikiou E., Christopoulos G., Kyriakides T., Voyasianos M., Argyriou A., Middleton L.",10906576,"Genetic testing",2, 1,8,2,3,1,6,0,14
1998,"Hereditary motor neuronopathies, clinical, neurophysiological and genetic aspects","Kyriakides T., Christodoulou K., Zamba E., Middleton L.",11282460,"Acta Myologica",2, ,2,0,0,0,0,0,2
1998,"Congenital myasthenic syndrome (CMS) type Ia: Clinical and genetic diversity","Middleton L.T., Evoli A., Tsingis M., Zamba E., Kyriallis K., Christodoulou K., Deymeer F., Serdaroglu P., Ozdemir C., Al-Qudah A.K., Al-Shehab A., Mavromatis I., Mylonas I.",00778923,"Annals of the New York Academy of Sciences",841, ,1,0,0,0,0,0,1
1998,"Inherited myasthenic syndromes","Middleton L.T., Pantzaris M., Zamba E., Kyriallis K., Christodoulou K.",11282460,"Acta Myologica",2, ,1,0,0,0,0,0,1
1998,"Narrowing of the gene locus for autosomal-recessive quadriceps sparing inclusion-body myopathy (ARQS-IBM) to chromosome 9p1","Christodoulou K., Middleton L.T., Papadopoulou E., Tsingis M., Askanas V., King Engel W., Ferrin J., Dalakas M., Rowland L.P., Mirabella M.",11282460,"Acta Myologica",2, ,4,0,0,0,0,0,4
1998,"Hereditary motor and sensory neuropathy - Lom, a novel demyelinating neuropathy associated with deafness in gypsies. Clinical, electrophysiological and nerve biopsy findings","Kalaydjieva L., Middleton L., Merlini L., Trogu A., Muddle J.R., King R.H.M., Thomas P.K., Nikolova A., Turnev I., Petrova J., Hristova A., Ishpekova B., Petkova I., Shmarov A., Stancheva S.",00068950,"Brain",121, 3,85,1,1,2,4,0,89
1997,"Confirmation of a second locus for CMT2 and evidence for additional genetic heterogeneity","Pericak-Vance M.A., Tim R.W., Rozear M.P., Middleton L.T., Tsuji S., Vance J.M., Speer M.C., Lennon F., West S.G., Menold M.M., Stajich J.M., Wolpert C.M., Slotterbeck B.D., Saito M.",13646745,"Neurogenetics",1, 2,18,0,0,0,0,0,18
1997,"Genetic services in Cyprus","Angastiniotis M., Middleton L.",10184813,"European Journal of Human Genetics",5, 2,0,0,0,0,0,0,0
1997,"The role of electron microscopy in the diagnosis of nonneoplastic muscle diseases","Kyriacou K., Kassianides B., Hadjisavvas A., Middleton L., Kyriakides T.",01913123,"Ultrastructural Pathology",21, 3,1,0,0,0,0,0,1
1997,"Cytogenetic and fragile X molecular testing of individuals with mental retardation of unknown etiology","Patsalis P.C., Sismani C., Hadjimarcou M.I., Rose N., Stylianidou G., Koukoulli R., Anastasiadou V., Constantinou Deltas C., Middleton L.",10158146,"Genetic Counseling",8, 1,4,0,0,0,0,0,4
1997,"Mapping of the familial infantile myasthenia (congenital myasthenic syndrome type Ia) gene to chromosome 17p with evidence of genetic homogeneity","Christodoulou K., Evoli A., Kyriallis K., Middleton L.T., Tsingis M., Deymeer F., Serdaroglu P., Ozdemir C., Al-Shehab A., Bairactaris C., Mavromatis I., Mylonas I.",09646906,"Human Molecular Genetics",6, 4,22,0,0,1,1,0,23
1997,"Multiple sclerosis in the Turkish- and Greek-speaking communities of Cyprus. A United Nations (UNHCR) Bicommunal Project","Dean G., Aksoy H., Akalin T., Middleton L., Kyriallis K.",0022510X,"Journal of the Neurological Sciences",145, 2,10,0,4,0,4,0,14
1996,"Severe childhood autosomal recessive muscular dystrophy (SCARMD) in jordan exhibits heterogeneity at protein and DNA level","Kyriakides T., Christodoulou K., Socdiono O., Kyriakou K., Shehab A.A., Dasouki M., Khouri M., Al-Din A.N., Vance J., Ozawa E., Middleton L.",11248874,"Acta Cardiomiologica",8, 2,0,0,0,0,0,0,0
1996,"Congenital Myasthenic Syndromes 34th ENMC International Workshop, 10-11 June 1995","Middleton L.T.",09608966,"Neuromuscular Disorders",6, 2,17,0,0,0,0,0,17
1995,"Underexpression of the apolipoprotein E2 and E4 alleles in the Greek Cypriot population of Cyprus","Cariolou M.A., Kokkofitou A., Manoli P., Christou S., Karagrigoriou A., Middleton L.",07410395,"Genetic Epidemiology",12, 5,32,1,0,0,1,0,33
1995,"Neural network models in EMG diagnosis","Pattichis C.S., Schizas C.N., Middleton L.T.",00189294,"IEEE Transactions on Biomedical Engineering",42, 5,45,3,4,0,7,0,52
1995,"Efficient training of neural network models in classification of electromyographic data","Pattichis C.S., Charalambous C., Middleton L.T.",01400118,"Medical and Biological Engineering and Computing",33, 3,5,0,0,0,0,0,5
