2007,"Pharmacokinetics of experimental antiretroviral agents","Barber T.J., Winston A.",17460794,"Future Virology",2, 1,0,0,0,0,0,0,0
2006,"The clinical pharmacology of antiretrovirals in development","Winston A., Mallon P.W.G., Boffito M.",17425255,"Expert Opinion on Drug Metabolism and Toxicology",2, 3,0,1,2,1,4,0,4
2006,"Erratum: Is screening for sexually transmitted infections in men who have sex with men who receive non-occupational HIV post-exposure prophylaxis worthwhile? (Sexually Transmitted Infections (2006) 82 (21-23))","Hamlyn E., McAllister J., Winston A., Manavi K.",13684973,"Sexually Transmitted Infections",82, 5,0,0,0,0,0,0,0
2006,"Effect of omeprazole on the pharmacokinetics of saquinavir-500 mg formulation with ritonavir in healthy male and female volunteers","Winston A., Boffito M., Back D., Fletcher C., Robinson L., Unsworth J., Tolowinska I., Schutz M., Pozniak A.L., Gazzard B.",02699370,"AIDS",20, 10,1,7,5,2,14,0,15
2006,"The clinical implications of antiretroviral pharmacogenomics","Fox J., Boffito M., Winston A.",14622416,"Pharmacogenomics",7, 4,0,2,3,1,6,0,6
2006,"Different methods to calculate the inhibitory quotient of boosted single protease inhibitors and their association with virological response [1]","Winston A., Gazzard B., Boffito M., Patel N., Back D., Khoo S., Bulbeck S., Mandalia S., Pozniak A.L., Nelson M., Moyle G.",15254135,"Journal of Acquired Immune Deficiency Syndromes",41, 5,0,2,1,0,3,0,3
2006,"Nonnucleoside reverse transcriptase inhibitor fold change or plasma concentration as a predictor of virological response over 48 weeks in highly treatment experienced hiv-positive individuals","Winston A., Amin J., Hales G., Cooper D.A., Emery S.",08892229,"AIDS Research and Human Retroviruses",22, 4,0,0,0,0,0,0,0
2006,"Minor changes in calculated creatinine clearance and anion-gap are associated with tenofovir disoproxil fumarate-containing highly active antiretroviral therapy","Winston A., Amin J., Mallon P.W.G., Marriott D., Carr A., Cooper D.A., Emery S.",14642662,"HIV Medicine",7, 2,5,7,14,6,27,0,32
2006,"Is screening for sexually transmitted infections in men who have sex with men who receive non-occupational HIV post-exposure prophylaxis worthwhile?","Hamlyn E., McAllister J., Winston A., Sinclair B., Amin J., Carr A., Cooper D.A.",13684973,"Sexually Transmitted Infections",82, 1,0,1,2,0,3,0,3
2005,"Host determinants of antiretroviral drug activity","Boffito M., Winston A., Owen A.",09517375,"Current Opinion in Infectious Diseases",18, 6,1,4,0,0,4,0,5
2005,"The rationale and development of new drugs to treat HIV infection.","Stebbing J., Hatzimichael E., Bower M., Winston A.",15734064,"Medicinal chemistry",1, 6,1,0,1,0,1,0,2
2005,"The normalized inhibitory quotient of boosted protease inhibitors is predictive of viral load response in treatment-experienced HIV-1-infected individuals","Winston A., Hales G., Amin J., Van Schaick E., Cooper D.A., Emery S.",02699370,"AIDS",19, 13,3,4,5,1,10,0,13
2005,"Atazanavir trough plasma concentration monitoring in a cohort of HIV-1-positive individuals receiving highly active antiretroviral therapy","Winston A., Bloch M., Carr A., Amin J., Mallon P.W.G., Ray J., Marriott D., Cooper D.A., Emery S.",03057453,"Journal of Antimicrobial Chemotherapy",56, 2,12,4,2,2,8,0,20
2005,"The management of HIV-1 protease inhibitor pharmacokinetic interactions","Winston A., Boffito M.",03057453,"Journal of Antimicrobial Chemotherapy",56, 1,9,9,6,1,16,0,25
2005,"The use of a triple nucleoside-nucleotide regimen for nonoccupational HIV post-exposure prophylaxis","Winston A., McAllister J., Amin J., Cooper D.A., Carr A.",14642662,"HIV Medicine",6, 3,6,4,3,1,8,0,14
2005,"Early syphilis presenting as a painful polyradiculopathy in an HIV positive individual","Winston A., Marriott D., Brew B.",13684973,"Sexually Transmitted Infections",81, 2,1,0,0,1,1,0,2
2005,"New drugs for old.","Winston A., Stebbing J.",14620308,"Journal of HIV therapy",10, 1,1,0,0,0,0,0,1
2004,"The K65R mutation in HIV-1 reverse transcriptase.","Winston A., Stebbing J.",14620308,"Journal of HIV therapy",9, 2,1,0,0,0,0,0,1
2004,"Which nucleoside and nucleotide backbone combinations select for the K65R mutation in HIV-1 reverse transcriptase","Winston A., Pozniak A., Mandalia S., Gazzard B., Pillay D., Nelson M.",02699370,"AIDS",18, 6,33,3,5,2,10,0,43
2004,"Dose escalation or immediate full dose when switching from efavirenz to nevirapine-based highly active antiretroviral therapy in HIV-1-infected individuals?","Winston A., Nelson M., Pozniak A., Smith N., Fletcher C., Mandalia S., Parmar D., Gibbons S., Back D., Gazzard B.",02699370,"AIDS",18, 3,2,2,3,0,5,0,7
2003,"Is increased surveillance for asymptomatic syphilis in an HIV outpatient department worthwhile?","Winston A., Hawkins D., Mandalia S., Boag F., Azadian B., Asboe D.",13684973,"Sexually Transmitted Infections",79, 3,9,0,0,1,1,0,10
2003,"Lack of response of anal intra-epithelial neoplasia to highly active antiretroviral therapy [8]","Fox P., Stebbing J., Portsmouth S., Winston A., Frances N., Nelson M., Gazzard B., Bower M.",02699370,"AIDS",17, 2,10,0,4,1,5,0,15
2002,"The prevalence and determinants of the K65R mutation in HIV-1 reverse transcriptase in tenofovir-naive patients","Winston A., Mandalia S., Pillay D., Gazzard B., Pozniak A.",02699370,"AIDS",16, 15,20,4,4,0,8,0,28
2002,"Recurrent hypersensitivity to Combivir","Winston A., McLean K.",09564624,"International Journal of STD and AIDS",13, 3,0,0,0,0,0,0,0
2000,"The use of D-dimers in the diagnosis of occult pulmonary emboli in HIV pulmonary disease - Two case reports","Winston A., Baker R.W., Nelson M., Gazzard B.",09564624,"International Journal of STD and AIDS",11, 10,0,0,0,0,0,0,0
