,"This is a citation overview for a set of 18 documents.",,,,,,,,,,,,
2006,"T cell responses in dengue hemorrhagic fever: Are cross-reactive T cells suboptimal?","Mongkolsapaya J., Duangchinda T., Dejnirattisai W., Vasanawathana S., Avirutnan P., Jairungsri A., Khemnu N., Tangthawornchaikul N., Chotiyarnwong P., Sae-Jang K., Koch M., Jones Y., McMichael A., Xu X., Malasit P., Screaton G.",00221767,"Journal of Immunology",176, 6,41,14,11,3,28,0,69
2005,"Preligand assembly domain-mediated ligand-independent association between TRAIL receptor 4 (TR4) and TR2 regulates TRAIL-induced apoptosis","Clancy L., Mruk K., Archer K., Woelfel M., Mongkolsapaya J., Screaton G., Lenardo M.J., Chan F.K.-M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",102, 50,50,21,16,5,42,0,92
2005,"Expression of TRAIL and TRAIL receptors in normal and malignant tissues","Daniels R.A., Screaton G.R., Turley H., Kimberley F.C., Liu X.S., Mongkolsapaya J., Ch'en P., Xu X.N., Jin B., Pezzella F.",10010602,"Cell Research",15, 6,28,11,12,4,27,0,55
2003,"Original antigenic sin and apoptosis in the pathogenesis of dengue hemorrhagic fever","Mongkolsapaya J., Rowland-Jones S., Yenchitsomanus P.-T., McMichael A., Malasit P., Screaton G., Dejnirattisai W., Xu X.-N., Vasanawathana S., Tangthawornchaikul N., Chairunsri A., Sawasdivorn S., Duangchinda T., Dong T.",10788956,"Nature Medicine",9, 7,185,34,29,13,76,0,261
2001,"A novel approach to antigen-specific deletion of CTL with minimal cellular activation using ?3 domain mutants of MHC class I/peptide complex","Xu X.-N., Hourigan C.S., Appay V., Cerundolo V., Burrows S.R., McMichael A.J., Screaton G.R., Purbhoo M.A., Chen N., Mongkolsapaya J., Cox J.H., Meier U.-C., Tafuro S., Rod Dunbar P., Sewell A.K.",10747613,"Immunity",14, 5,47,3,3,1,7,0,54
2001,"Tumor necrosis factor-related apoptosis-inducing ligand in T cell development: Sensitivity of human thymocytes","Simon A.K., Williams O., Mongkolsapaya J., Jin B., Xu X.N., Walczak H., Screaton G.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",98, 9,38,4,1,0,5,0,43
1999,"Structure of the TRAIL-DR5 complex reveals mechanisms conferring specificity in apoptotic initiation","Mongkolsapaya J., Grimes J.M., Chen N., Xu X.-N., Stuart D.I., Jones E.Y., Screaton G.R.",10728368,"Nature Structural Biology",6, 11,121,13,8,3,24,0,145
1999,"Antigen-specific expansion of cytotoxic T lymphocytes in acute measles virus infection","Mongkolsapaya J., Jaye A., Callan M.F.C., Magnusen A.F., McMichael A.J., Whittle H.C.",0022538X,"Journal of Virology",73, 1,28,1,0,1,2,0,30
1998,"Cutting edge: Lymphocyte inhibitor of TRAIL (TNF-related apoptosis- inducing ligand): A new receptor protecting lymphocytes from the death ligand TRAIL","Mongkolsapaya J., Cowper A.E., Xu X.-N., Morris G., McMichael A.J., Bell J.I., Screaton G.R.",00221767,"Journal of Immunology",160, 1,104,2,0,0,2,0,106
1997,"TRICK2, a new alternatively spliced receptor that transduces the cytotoxic signal from TRAIL","Screaton G.R., Mongkolsapaya J., Xu X.-N., Cowper A.E., McMichael A.J., Bell J.I.",09609822,"Current Biology",7, 9,17,6,5,3,14,0,31
1997,"TRICK2, a new alternatively spliced receptor that transduces the cytotoxic signal from TRAIL","Screaton G.R., Mongkolsapaya J., Xu X.-N., Cowper A.E., McMichael A.J., Bell J.I.",09609822,"Current Biology",7, 9,189,2,1,0,3,0,192
1997,"Presence of immunoglobulins, C3 and cytolytic C5b-9 complement components on the surface of erythrocytes from patients with ?-thalassaemia/HbE disease","Malasit P., Mahasorn W., Mongkolsapaya J., Singhathong B., Fucharoen S., Wasi P., Bhakdi S.",00071048,"British Journal of Haematology",96, 3,6,0,0,0,0,0,6
1996,"Rapid detection and identification of dengue viruses by polymerase chain reaction (PCR)","Yenchitsomanus P.-T., Sricharoen P., Jaruthasana I., Pattanakitsakul S.-N., Nitayaphan S., Mongkolsapaya J., Malasit P.",01251562,"Southeast Asian Journal of Tropical Medicine and Public Health",27, 2,20,1,4,1,6,0,26
