2008,"Age at onset-dependent presentations of premature hip osteoarthritis, avascular necrosis of the femoral head, or legg-calvé-perthes disease in a single family, consequent upon a p.Gly1170Ser mutation of COL2A1","Su P., Li R., Liu S., Zhou Y., Wang X., Patil N., Mow C.S., Mason J.C., Huang D., Wang Y.",00043591,"Arthritis and Rheumatism",58, 6,0,4,3,3,10,0,10
2008,"KLF2-dependent, shear stress-induced expression of CD59: A novel cytoprotective mechanism against complement-mediated injury in the vasculature","Kinderlerer A.R., Mason J.C., Ali F., Johns M., Lidington E.A., Leung V., Boyle J.J., Hamdulay S.S., Evans P.C., Haskard D.O.",00219258,"Journal of Biological Chemistry",283, 21,7,3,2,1,6,0,13
2008,"Transcription factor erg regulates angiogenesis and endothelial apoptosis through VE-cadherin","Birdsey G.M., Dryden N.H., Amsellem V., Gebhardt F., Sahnan K., Haskard D.O., Dejana E., Mason J.C., Randi A.M.",00064971,"Blood",111, 7,17,10,22,6,38,0,55
2008,"NF-?B suppression by the deubiquitinating enzyme cezanne: A novel negative feedback loop in pro-inflammatory signaling","Enesa K., Zakkar M., Chaudhury H., Luong L.A., Rawlinson L., Mason J.C., Haskard D.O., Dean J.L.E., Evans P.C.",00219258,"Journal of Biological Chemistry",283, 11,16,11,18,8,37,0,53
2007,"Statin-mediated cytoprotection of human vascular endothelial cells: A role for Kruppel-like factor 2-dependent induction of heme oxygenase-1","Ali F., Mason J.C., Hamdulay S.S., Kinderlerer A.R., Boyle J.J., Lidington E.A., Yamaguchi T., Soares M.P., Haskard D.O., Randi A.M.",15387933,"Journal of Thrombosis and Haemostasis",5, 12,15,8,3,2,13,0,28
2007,"Isolation and analysis of large and small vessel endothelial cells.","Mason J.C., Lidington E.A., Yarwood H.",15431894,"Methods in molecular medicine",135, ,1,0,1,0,1,0,2
2007,"A protein kinase C?-anti-apoptotic kinase signaling complex protects human vascular endothelial cells against apoptosis through induction of Bcl-2","Steinberg R., Harari O.A., Lidington E.A., Boyle J.J., Nohadani M., Samarel A.M., Ohba M., Haskard D.O., Mason J.C.",00219258,"Journal of Biological Chemistry",282, 44,11,9,3,0,12,0,23
2007,"Laminar shear stress acts as a switch to regulate divergent functions of NF-?B in endothelial cells","Partridge J., Mason J.C., Haskard D.O., Evans P.C., Carlsen H., Enesa K., Chaudhury H., Zakkar M., Luong L., Kinderlerer A., Johns M., Blomhoff R.",08926638,"FASEB Journal",21, 13,23,10,10,3,23,0,46
2007,"In vivo evidence for apoptosis in the bone marrow in systemic lupus erythematosus","Hepburn A.L., Lampert I.A., Boyle J.J., Horncastle D., Ng W.F., Layton M., Vyse T.J., Botto M., Mason J.C.",00034967,"Annals of the Rheumatic Diseases",66, 8,8,3,3,3,9,0,17
2007,"The role of statins in vascular protection","Mason J.C.",15430790,"Clinical Advances in Hematology and Oncology",5, 5,2,0,0,0,0,0,2
2007,"Antiendothelial cell antibodies mediate enhanced leukocyte adhesion to cytokine-activated endothelial cells through a novel mechanism requiring cooperation between Fc?RIIa and CXCR1/2","Florey O.J., Johns M., Esho O.O., Mason J.C., Haskard D.O.",00064971,"Blood",109, 9,6,2,3,0,5,0,11
2007,"Peritoneal mesothelioma: An unusual cause of an acute phase response presenting to the rheumatologist","Hamdulay S.S., Cook H.T., Strickland N., Davies K.A., Mason J.C.",07703198,"Clinical Rheumatology",26, 4,0,0,0,0,0,0,0
2007,"Statins and the vascular endothelial inflammatory response","Greenwood J., Mason J.C.",14714906,"Trends in Immunology",28, 2,28,15,7,1,23,0,51
2007,"Takayasu's arteritis - Recent advances in imaging offer promise","Andrews J., Mason J.C.",14620324,"Rheumatology",46, 1,25,15,17,5,37,0,62
2006,"Both Fc? and complement receptors mediate transfer of immune complexes from erythrocytes to human macrophages under physiological flow conditions in vitro","Hepburn A.L., Mason J.C., Wang S., Shepherd C.J., Florey O., Haskard D.O., Davies K.A.",00099104,"Clinical and Experimental Immunology",146, 1,7,0,5,0,5,0,12
2006,"Statin-induced expression of CD59 on vascular endothelium in hypoxia: A potential mechanism for the anti-inflammatory actions of statins in rheumatoid arthritis","Kinderlerer A.R., Steinberg R., Johns M., Harten S.K., Lidington E.A., Haskard D.O., Maxwell P.H., Mason J.C.",14786354,"Arthritis Research and Therapy",8, 4,9,0,1,1,2,0,11
2006,"Dual role of VEGF-induced heme-oxygenase-1 in angiogenesis","Bussolati B., Mason J.C.",15230864,"Antioxidants and Redox Signaling",8, 7-8,17,5,8,1,14,0,31
2006,"Takayasu's arteritis: A cause of prolonged arterial stiffness","Ng W.F., Fantin F., Ng C., Dockery F., Schiff R., Davies K.A., Rajkumar C., Mason J.C.",14620324,"Rheumatology",45, 6,10,6,3,1,10,0,20
2006,"Aprotinin inhibits proinflammatory activation of endothelial cells by thrombin through the protease-activated receptor 1","Day J.R.S., Taylor K.M., Lidington E.A., Mason J.C., Haskard D.O., Randi A.M., Landis R.C.",00225223,"Journal of Thoracic and Cardiovascular Surgery",131, 1,17,5,1,0,6,0,23
2005,"A case of eosinophilic enteritis and rheumatoid arthritis [6]","Ng W.F., Cohen P., Hepburn A., Hamdulay S., Carpani M., Mason J.C.",14620324,"Rheumatology",44, 12,2,0,1,1,2,0,4
2005,"A role for proteinase-activated receptor 2 and PKC-? in thrombin-mediated induction of decay-accelerating factor on human endothelial cells","Lidington E.A., Steinberg R., Kinderlerer A.R., Landis R.C., Ohba M., Samarel A., Haskard D.O., Mason J.C.",03636143,"American Journal of Physiology - Cell Physiology",289, 6,6,1,0,0,1,0,7
2005,"Endothelial intercellular adhesion molecule (ICAM)-2 regulates angiogenesis","Huang M.-T., Mason J.C., Birdsey G.M., Amsellem V., Gerwin N., Haskard D.O., Ridley A.J., Randi A.M.",00064971,"Blood",106, 5,24,3,3,0,6,0,30
2005,"Cytokine stimulated vascular cell adhesion molecule-1 (VCAM-1) ectodomain release is regulated by TIMP-3","Singh R.J.R., Mason J.C., Lidington E.A., Edwards D.R., Nuttall R.K., Khokha R., Knauper V., Murphy G., Gavrilovic J.",00086363,"Cardiovascular Research",67, 1,23,11,2,5,18,0,41
2005,"Proinflammatory activation of macrophages by basic calcium phosphate crystals via protein kinase C and MAP kinase pathways: A vicious cycle of inflammation and arterial calcification?","Nadra I., Mason J.C., Philippidis P., Florey O., Smythe C.D.W., McCarthy G.M., Landis R.C., Haskard D.O.",00097330,"Circulation Research",96, 12,64,11,14,5,30,0,94
2005,"The statins - Therapeutic diversity in renal disease?","Mason J.C.",10624821,"Current Opinion in Nephrology and Hypertension",14, 1,13,2,2,0,4,0,17
2004,"Decay-accelerating factor induction on vascular endothelium by Vascular Endothelial Growth Factor (VEGF) is mediated via a VEGF receptor-2 (VEGP-R2)- and protein kinase C-?/? (PKC?/?)-dependent cytoprotective signaling pathway and is inhibited by cyclosporin A","Mason J.C., Steinberg R., Lidington E.A., Kinderlerer A.R., Ohba M., Haskard D.O.",00219258,"Journal of Biological Chemistry",279, 40,19,5,1,2,8,0,27
2004,"Non-invasive imaginq in the diagnosis and management of Takayasu's arteritis","Andrews J., Al-Nahhas A., Pennell D.J., Hossain M.S., Davies K.A., Haskard D.O., Mason J.C.",00034967,"Annals of the Rheumatic Diseases",63, 8,60,8,12,5,25,0,85
2004,"Macrophage release of transforming growth factor ?1 during resolution of monosodium urate monohydrate crystal-induced inflammation","Yagnik D.R., Evans B.J., Florey O., Mason J.C., Landis R.C., Haskard D.O.",00043591,"Arthritis and Rheumatism",50, 7,28,12,11,2,25,0,53
2004,"The role of 18F-FDG PET in characterising disease activity in Takayasu arteritis","Webb M., Chambers A., Al-Nahhas A., Mason J.C., Maudlin L., Rahman L., Frank J.",16197070,"European Journal of Nuclear Medicine and Molecular Imaging",31, 5,68,16,22,6,44,0,112
2004,"Expression of Fc? and complement receptors on peripheral blood monocytes in systemic lupus erythematosus and rheumatoid arthritis","Hepburn A.L., Mason J.C., Davies K.A.",14620324,"Rheumatology",43, 5,19,7,3,2,12,0,31
2004,"Bifunctional role for VEGF-induced heme oxygenase-1 in vivo: Induction of angiogenesis and inhibition of leukocytic infiltration","Bussolati B., Ahmed A., Pemberton H., Landis R.C., Di Carlo F., Haskard D.O., Mason J.C.",00064971,"Blood",103, 3,70,13,11,3,27,0,97
2004,"Hemoglobin Scavenger Receptor CD163 Mediates Interleukin-10 Release and Heme Oxygenase-1 Synthesis: Antiinflammatory Monocyte-Macrophage Responses In Vitro, in Resolving Skin Blisters In Vivo, and after Cardiopulmonary Bypass Surgery","Philippidis P., Mason J.C., Evans B.J., Nadra I., Taylor K.M., Haskard D.O., Landis R.C.",00097330,"Circulation Research",94, 1,107,15,19,10,44,0,151
2003,"Decay-accelerating factor induction by tumour necrosis factor-?, through a phosphatidylinositol-3 kinase and protein kinase C-dependent pathway, protects murine vascular endothelial cells against complement deposition","Ahmad S.R., Mason J.C., Lidington E.A., Ohta R., Okada N., Robson M.G., Davies K.A., Leitges M., Harris C.L., Haskard D.O.",00192805,"Immunology",110, 2,18,0,0,0,0,0,18
2003,"Statins and their role in vascular protection","Mason J.C.",01435221,"Clinical Science",105, 3,72,6,7,0,13,0,85
2003,"Takayasu's arteritis: management of left main stem stenosis.","Malik I.S., Harare O., AL-Nahhas A., Beatt K., Mason J.",1468201X,"Heart (British Cardiac Society)",89, 3,20,5,0,0,5,0,25
2002,"Safe disposal of inflammatory monosodium urate monohydrate crystals by differentiated macrophages","Landis R.C., Yagnik D.R., Florey O., Philippidis P., Emons V., Mason J.C., Haskard D.O.",00043591,"Arthritis and Rheumatism",46, 11,51,9,7,1,17,0,68
2002,"Statin-induced expression of decay-accelerating factor protects vascular endothelium against complement-mediated injury","Mason J.C., Ahmed Z., Mankoff R., Lidington E.A., Ahmad S., Bhatia V., Kinderlerer A., Randi A.M., Haskard D.O.",00097330,"Circulation Research",91, 8,47,3,5,3,11,0,58
2002,"bFGF and VEGF synergistically enhance endothelial cytoprotection via decay-accelerating factor induction","Mason J.C., Lidington E.A., Ahmad S.R., Haskard D.O.",03636143,"American Journal of Physiology - Cell Physiology",282, 3,26,2,1,1,4,0,30
2001,"Vascular endothelial growth factor receptor-1 modulates vascular endothelial growth factor-mediated angiogenesis via nitric oxide","Bussolati B., Dunk C., Grohman M., Kontos C.D., Mason J., Ahmed A.",00029440,"American Journal of Pathology",159, 3,144,15,13,2,30,0,174
2001,"Effect of aprotinin on endothelial cell activation","Asimakopoulos G., Lidington E.A., Mason J., Haskard D.O., Taylor K.M., Landis R.C.",00225223,"Journal of Thoracic and Cardiovascular Surgery",122, 1,35,1,1,1,3,0,38
2001,"Induction of endothelial cell decay-accelerating factor by vascular endothelial growth factor: A mechanism for cytoprotection against complement-mediated injury during inflammatory angiogenesis","Mason J.C., Lidington E.A., Yarwood H., Lublin D.M., Haskard D.O.",00043591,"Arthritis and Rheumatism",44, 1,38,0,1,1,2,0,40
2000,"Induction of decay-accelerating factor by thrombin through a protease-activated receptor 1 and protein kinase C-dependent pathway protects vascular endothelial cells from complement-mediated injury","Lidington E.A., Haskard D.O., Mason J.C.",00064971,"Blood",96, 8,51,5,1,1,7,0,58
2000,"Resting and activated T cells induce expression of E-selectin and VCAM-1 by vascular endothelial cells through a contact-dependent but CD40 ligand-independent mechanism","Yarwood H., Mason J.C., Mahiouz D., Sugars K., Haskard D.O.",07415400,"Journal of Leukocyte Biology",68, 2,9,0,0,0,0,0,9
2000,"An anti-inflammatory property of aprotinin detected at the level of leukocyte extravasation","Asimakopoulos G., Thompson R., Nourshargh S., Lidington E.A., Mason J.C., Ratnatunga C.P., Haskard D.O., Taylor K.M., Landis R.C.",00225223,"Journal of Thoracic and Cardiovascular Surgery",120, 2,81,4,2,1,7,0,88
2000,"Bilateral gluteal abscesses as a unique manifestation of Fusobacterium septicaemia","Pickering M.C., Barkham T., Mason J.C., Shaunak S., Davies K.A.",14620324,"Rheumatology",39, 2,3,1,0,0,1,0,4
1999,"Vascular Endothelial Cell Adhesion Molecules and the Control of Leukocyte Traffic in Cutaneous Inflammation","Haskard D.O., Mason J.C., McHale J.",15692558,"Advances in Molecular and Cell Biology",28, C,0,0,0,0,0,0,0
1999,"Anti-Kaposi's sarcoma and antiangiogenic activities of sulfated dextrins","Thornton M., Barkley L., Mason J.C., Shaunak S.",00664804,"Antimicrobial Agents and Chemotherapy",43, 10,5,0,1,0,1,0,6
1999,"Induction of decay-accelerating factor by cytokines or the membrane- attack complex protects vascular endothelial cells against complement deposition","Mason J.C., Yarwood H., Sugars K., Morgan B.P., Davies K.A., Haskard D.O.",00064971,"Blood",94, 5,62,2,5,2,9,0,71
1999,"Pulmonary granulocyte kinetics in relation to endothelial and granulocyte activation","Ussov W.Y., Peters A.M., Chapman P.T., Ttofi A., Mason J.C., Haskard D.O., Hughes J.M.B.",01435221,"Clinical Science",96, 5,1,1,0,0,1,0,2
1997,"Human umbilical vein and dermal microvascular endothelial cells show heterogeneity in response to PKC activation","Mason J.C., Yarwood H., Sugars K., Haskard D.O.",03636143,"American Journal of Physiology - Cell Physiology",273, 4,38,1,1,0,2,0,40
1997,"Systemic lupus erythematosus, thrombocytopenia, microangiopathic haemolytic anaemia and anti-CD36 antibodies","Al-Shahi R., Mason J.C., Rao R., Hurd C., Thompson E.M., Haskard D.O., Davies K.A.",02637103,"British Journal of Rheumatology",36, 7,7,0,0,0,0,0,7
1996,"Human Thy-1 is cytokine-inducible on vascular endothelial cells and is a signaling molecule regulated by protein kinase C","Mason J.C., Yarwood H., Tarnok A., Sugars K., Harrison A.A., Robinson P.J., Haskard D.O.",00221767,"Journal of Immunology",157, 2,36,3,0,0,3,0,39
1995,"A rare mediastinal tumour presenting with systemic effects due to IL-6 and tumour necrosis factor (TNF) production","Davies K.A., Cope A.P., Schofield J.B., Chu C.-Q., Mason J.C., Krausz T., Smith P., Denman A.M., Walport M.J.",00099104,"Clinical and Experimental Immunology",99, 1,8,1,1,0,2,0,10
1994,"Circulating VCAM-1 is raised in patients with isolated idiopathic retinal vasculitis","Zaman A.G., Edelsten C., Mason J.C., Enobakhare B., Haskard D.O., Graham E.M., Dumonde D.C., Wallace G.R.",08960623,"Regional Immunology",6, 1-2,1,0,0,0,0,0,1
1994,"Expression and shedding of intercellular adhesion molecule 1 and lymphocyte function-associated antigen 3 by normal and scleroderma fibroblasts: Effects of interferon-?, tumor necrosis factor ?, and estrogen","Shi-Wen X., Panesar M., Vancheeswaran R., Mason J., Haskard D., Black C., Olsen I., Abraham D.",00043591,"Arthritis and Rheumatism",37, 11,28,1,0,1,2,0,30
1994,"Familial polyarteritis nodosa","Mason J.C., Cowie M.R., Davies K.A., Schofield J.B., Cambridge J., Jackson J., So A., Allard S.A., Walport M.J.",00043591,"Arthritis and Rheumatism",37, 8,9,1,0,0,1,0,10
1994,"Increased levels of intercellular adhesion molecule 1 in patients with systemic lupus erythematosus: Comment on the article by Mason et al [1]","Sfikakis P.P., Tsokos G.C., Mason J.C., Haskard D.O.",00043591,"Arthritis and Rheumatism",37, 2,3,0,0,0,0,0,3
1994,"The clinical importance of leucocyte and endothelial cell adhesion molecules in inflammation","Mason J.C., Haskard D.O.",09542582,"Vascular Medicine Review",5, 3,16,1,0,0,1,0,17
1993,"Detection of increased levels of circulating intercellular adhesion molecule 1 in some patients with rheumatoid arthritis but not in patients with systemic lupus erythematosus: Lack of correlation with levels of circulating vascular cell adhesion molecule 1","Mason J.C., Kapahi P., Haskard D.O.",00043591,"Arthritis and Rheumatism",36, 4,112,2,1,0,3,0,115
1993,"Detection of a circulating form of vascular cell adhesion molecule-1: Raised levels in rheumatoid arthritis and systemic lupus erythematosus","Wellicome S.M., Kapahi P., Mason J.C., Lebranchu Y., Yarwood H., Haskard D.O.",00099104,"Clinical and Experimental Immunology",92, 3,100,6,1,1,8,0,108
1993,"Vertebral osteomyelitis due to Staphylococcus epidermidis","De Wit D., Mulla R., Cowie M.R., Mason J.C., Davies K.A.",02637103,"British Journal of Rheumatology",32, 4,6,2,0,0,2,0,8
1992,"Giant cell arteritis [9]","Kyle V., Clearkin L.G., Mason J.C., Walport M.J.",09598146,"British Medical Journal",305, 6852,0,0,0,0,0,0,0
1992,"An infected prosthetic hip","Mason J.C., Dollery C.T., So A., Cohen J., Bloom S.R., Bulpitt C., Russel-Jones R., Oakley C.M.",09598146,"British Medical Journal",305, 6848,4,0,0,0,0,0,4
1992,"Giant cell arteritis","Mason J.C., Walport M.J.",09598146,"British Medical Journal",305, 6845,7,1,0,0,1,0,8
1990,"Cervical screening in general practice (IV)","Mason J.",09598146,"British Medical Journal",301, 6745,0,0,0,0,0,0,0
1989,"Coping with the early stages of the M1 disaster: At the scene and on arrival at hospital","Allen M.J., Rooney S., Greene M., Baker D., Boucher N., Dave S., Dove A., Dexter S., French N., Mason J., Miller D., Vantam J., Virdee Wright D.T., James M., Jarrett L., Underhill T., Morris A., Pettman S.",02670623,"British Medical Journal",298, 6674,4,1,0,0,1,0,5
