,"This is a citation overview for a set of 69 documents.",,,,,,,,,,,
2007,"Two-dimensional electrophoresis of proteins secreted from articular cartilage.","Hermansson M., Saklatvala J., Wait R.",15431894,"Methods in molecular medicine",136, ,0,0,0,0,0,0
2007,"Expression of succinate dehydrogenase flavoprotein subunit in Saccharomyces cerevisiae studied by lacZ reporter strategy. Effect of FLX1 deletion","Giancaspero T.A., Brizio C., Wait R., Boles E., Barile M.",00212938,"Italian Journal of Biochemistry",56, 4,0,0,0,0,0,0
2007,"Mapping lymphocyte plasma membrane proteins: a proteomic approach.","Peirce M.J., Saklatvala J., Cope A.P., Wait R.",15431894,"Methods in molecular medicine",136, ,0,0,0,0,1,1
2007,"Protein sulfenation as a redox sensor: Proteomics studies using a novel biotinylated dimedone analogue","Charles R.L., Schroder E., May G., Free P., Gaffney P.R.J., Wait R., Begum S., Heads R.J., Eaton P.",15359476,"Molecular and Cellular Proteomics",6, 9,0,3,7,10,6,16
2007,"Mass spectrometric analysis of the endogenous type I interlukin-1 (IL-1) receptor signaling complex formed after IL-1 binding identifies IL-1RAcP, MyD88, and IRAK-4 as the stable components","Briskos C., Wait R., Begum S., O'Neil L.A.J., Saklatvala J.",15359476,"Molecular and Cellular Proteomics",6, 9,0,0,5,5,2,7
2007,"Apolipoprotein A-I breakdown is induced by thrombolysis in coronary patients","Eberini I., Sirtori C.R., Gianazza E., Breghi L., Klugmann S., Calabresi L., Gomaraschi M., Mombelli G., Brusoni B., Wait R.",07853890,"Annals of Medicine",39, 4,0,0,1,1,1,2
2007,"Proteomic analysis of proteins regulated by TRPS1 transcription factor in DU145 prostate cancer cells","Chang G.T.G., Gamble S.C., Jhamai M., Wait R., Bevan C.L., Brinkmann A.O.",15709639,"Biochimica et Biophysica Acta - Proteins and Proteomics",1774, 5,0,0,0,0,0,0
2007,"Metabolic modulation induced by chronic hypoxia in rats using a comparative proteomic analysis of skeletal muscle tissue","De Palma S., Gelfi C., Ripamonti M., Vigano A., Moriggi M., Capitanio D., Samaja M., Milano G., Cerretelli P., Wait R.",15353893,"Journal of Proteome Research",6, 5,0,3,2,5,7,12
2007,"Proteome changes associated with hippocampal MRI abnormalities in the lithium pilocarpine-induced model of convulsive status epilepticus","Greene N.D.E., Lythgoe M.F., Bamidele A., Choy M., De Castro S.C.P., Wait R., Leung K.-Y., Begum S., Gadian D.G., Scott R.C.",16159853,"Proteomics",7, 8,0,0,4,4,3,7
2007,"Galectin-1: A key effector of regulation mediated by CD4 +CD25+ T cells","Garin M.I., Chu N.-C., Golshayan D., Cernuda-Morollon E., Wait R., Lechler R.I.",00064971,"Blood",109, 5,0,15,21,36,15,51
2007,"Mapping the 5-50-kDa fraction of human amniotic fluid proteins by 2-DE and ESI-MS","Gianazza E., Wait R., Begum S., Eberini I., Campagnoli M., Labo S., Galliano M.",18628346,"Proteomics - Clinical Applications",1, 2,0,1,1,2,3,5
2006,"6 Analysis of Lipids from Extremophilic Bacteria","da Costa M.S., Nobre M.F., Wait R.",05809517,"Methods in Microbiology",35, ,0,0,0,0,0,0
2006,"Parallel protein and transcript profiles of FSHD patient muscles correlate to the D4Z4 arrangement and reveal a common impairment of slow to fast fibre differentiation and a general deregulation of MyoD-dependent genes","Celegato B., Ricci E., Wait R., Lanfranchi G., Gelfi C., Capitanio D., Pescatori M., Romualdi C., Pacchioni B., Cagnin S., Vigano A., Colantoni L., Begum S.",16159853,"Proteomics",6, 19,0,1,6,7,5,12
2006,"Isolation and characterization of cotiaractivase, a novel low molecular weight prothrombin activator from the venom of Bothrops cotiara","Senis Y.A., Warrell D.A., Watson S.P., Kamiguti A.S., Theakston R.D.G., Nesheim M.E., Laing G.D., Kim P.Y., Fuller G.L.J., Garcia A., Prabhakar S., Wilkinson M.C., Brittan H., Zitzmann N., Wait R.",15709639,"Biochimica et Biophysica Acta - Proteins and Proteomics",1764, 5,0,0,1,1,2,3
2006,"Effects of oxidative stress on the cardiac myocyte proteome: Modifications to peroxiredoxins and small heat shock proteins","Cullingford T.E., Wait R., Clerk A., Sugden P.H.",00222828,"Journal of Molecular and Cellular Cardiology",40, 1,3,5,2,7,5,15
2005,"Identification of citrullinated alpha-enolase as a candidate autoantigen in rheumatoid arthritis.","Kinloch A., Tatzer V., Wait R., Peston D., Lundberg K., Donatien P., Moyes D., Taylor P.C., Venables P.J.",14786362,"Arthritis research & therapy.",7, 6,8,16,21,37,14,59
2005,"Relationships between the N-glycan structures and biological activities of recombinant human erythropoietins produced using different culture conditions and purification procedures","Yuen C.-T., Storring P.L., Tiplady R.J., Izquierdo M., Wait R., Gee C.K., Gerson P., Lloyd P., Cremata J.A.",00652598,"Advances in Experimental Medicine and Biology",564, ,0,0,0,0,0,0
2005,"Structures of the O-linked oligosaccharides of a complex glycoconjugate from Pseudallescheria boydii","Pinto M.R., Gorin P.A.J., Wait R., Mulloy B., Barreto-Bergter E.",09596658,"Glycobiology",15, 10,1,0,2,2,2,5
2005,"Heat shock protein 27 is associated with freedom from graft vasculopathy after human cardiac transplantation","De Souza A.I., Wait R., Mitchell A.G., Banner N.R., Dunn M.J., Rose M.L.",00097330,"Circulation Research",97, 2,5,5,3,8,4,17
2005,"Erratum: The 3? untranslated region of tumor necrosis factor alpha mRNA is a target of the mRNA-stabilizing factor HuR (Molecular and Cellular Biology (2001) 21:3 (721-730))","Dean J.L.E., Wait R., Mahtani K.R., Sully G., Clark A.R., Saklatvala J.",02707306,"Molecular and Cellular Biology",25, 8,0,0,0,0,0,0
2004,"Advanced glycation end products upregulate angiogenic and pro-inflammatory cytokine production in human monocyte/macrophages","Pertynska-Marczewska M., Kiriakidis S., Wait R., Beech J., Feldmann M., Paleolog E.M.",10434666,"Cytokine",28, 1,4,7,3,10,3,17
2004,"A monoclonal antibody to glucosylceramide inhibits the growth of Fonsecaea pedrosoi and enhances the antifungal action of mouse macrophages","Nimrichter L., Rodrigues M.L., Barreto-Bergter E., Mendonca-Filho R.R., Kneipp L.F., Mazzi M.T., Salve P., Farias S.E., Wait R., Alviano C.S.",12864579,"Microbes and Infection",6, 7,9,4,4,8,0,17
2004,"Use of Proteomics to Discover Novel Markers of Cardiac Allograft Rejection","Borozdenkova S., Rose M.L., Westbrook J.A., Patel V., Wait R., Bolad I., Burke M.M., Bell A.D., Banner N.R., Dunn M.J.",15353893,"Journal of Proteome Research",3, 2,22,4,4,8,0,30
2003,"Glycoinositolphospholipid from Trypanosoma cruzi: Structure, Biosynthesis and Immunobiology","Previato J.O., Wait R., Jones C., DosReis G.A., Todeschini A.R., Heise N., Mendonca Previato L.",0065308X,"Advances in Parasitology",56, ,16,4,1,5,5,26
2003,"Relationships between the N-glycan structures and biological activities of recombinant human erythropoietins produced using different culture conditions and purification procedures","Yuen C.-T., Storring P.L., Tiplady R.J., Izquierdo M., Wait R., Gee C.K., Gerson P., Lloyd P., Cremata J.A.",00071048,"British Journal of Haematology",121, 3,16,5,6,11,6,33
2002,"The UV-B stimulon of the terrestrial cyanobacterium Nostoc commune comprises early shock proteins and late acclimation proteins","Ehling-Schulz M., Schulz S., Wait R., Gorg A., Scherer S.",0950382X,"Molecular Microbiology",46, 3,6,4,4,8,1,15
2002,"Differential protein expression at the stage of neural tube closure in the mouse embryo","Greene N.D.E., Leung K.-Y., Wait R., Begum S., Dunn M.J., Copp A.J.",00219258,"Journal of Biological Chemistry",277, 44,7,6,4,10,1,18
2002,"Elevated levels of soluble CD163 in sera and fluids from rheumatoid arthritis patients and inhibition of the shedding of CD163 by TIMP-3","Matsushita N., Matsuyama T., Kashiwagi M., Wait R., Nagayoshi R., Nakamura M., Matsuda T., Hogger P., Guyre P.M., Nagase H.",00099104,"Clinical and Experimental Immunology",130, 1,21,2,2,4,0,25
2002,"Strategies for proteomics with incompletely characterized genomes: The proteome of Bos taurus serum","Wait R., Miller I., Eberini I., Cairoli F., Veronesi C., Battocchio M., Gemeiner M., Gianazza E.",01730835,"Electrophoresis",23, 19,36,6,1,7,3,46
2002,"The LysR-type regulator SftR is involved in soil survival and sulphate ester metabolism in Pseudomonas putida","Kahnert A., Mirleau P., Wait R., Kertesz M.A.",14622912,"Environmental Microbiology",4, 4,11,3,2,5,0,16
2002,"Characterization of glucosylceramides in Pseudallescheria boydii and their involvement in fungal differentiation","Pinto M.R., Rodrigues M.L., Travassos L.R., Haido R.M.T., Wait R., Barreto-Bergter E.",09596658,"Glycobiology",12, 4,17,4,4,8,3,28
2002,"High pressure effects step-wise altered protein expression in Lactobacillus sanfranciscensis","Drews O., Weiss W., Reil G., Parlar H., Wait R., Gorg A.",16159853,"Proteomics",2, 6,14,2,5,7,2,23
2002,"Molecular analysis of a novel family of complex glycoinositolphosphoryl ceramides from Cryptococcus neoformans: Structural differences between encapsulated and acapsular yeast forms","Heise N., Gutierrez A.L.S., Mattos K.A., Jones C., Wait R., Previato J.O., Mendonca-Previato L.",09596658,"Glycobiology",12, 7,4,4,6,10,1,15
2002,"Monitoring the effects of drug treatment in rat models of disease by serum protein analysis","Gianazza E., Eberini I., Villa P., Fratelli M., Pinna C., Wait R., Gemeiner M., Miller I.",15700232,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",771, 1-2,21,3,1,4,1,26
2002,"Proteomic analysis of the endoplasmic reticulum from developing and germinating seed of castor (Ricinus communis)","Maltman D.J., Simon W.J., Wheeler C.H., Dunn M.J., Wait R., Slabas A.R.",01730835,"Electrophoresis",23, 4,22,7,2,9,1,32
2001,"Zooming-in on the proteome: Very narrow-range immobilised pH gradients reveal more protein species and isoforms","Westbrook J.A., Yan J.X., Wait R., Welson S.Y., Dunn M.J.",01730835,"Electrophoresis",22, 14,63,14,8,22,6,91
2001,"Differential extraction and enrichment of human sperm surface proteins in a proteome: Identification of immunocontraceptive candidates","Wait R., Gianazza E., Eberini I., Sironi L., Dunn M.J., Gemeiner M., Miller I.",01730835,"Electrophoresis",22, 14,21,7,2,9,2,32
2001,"Characterization of novel structures of mannosylinositolphosphoryl-ceramides from the yeast forms of sporothrix schenckii","Loureiro y Penha C.V., Todeschini A.R., Lopes-Bezerra L.M., Wait R., Jones C., Mattos K.A., Heise N., Mendonca-Previato L., Previato J.O.",00142956,"European Journal of Biochemistry",268, 15,8,2,1,3,0,11
2001,"Structure of O-glycosidically linked oligosaccharides from glycoproteins of Trypanosoma cruzi CL-Brener strain: Evidence for the presence of O-linked sialyl-oligosaccharides","Todeschini A.R., Da Silveira E.X., Jones C., Wait R., Previato J.O., Mendonca-Previato L.",09596658,"Glycobiology",11, 1,13,2,2,4,3,20
2000,"A modified silver staining protocol for visualization of proteins compatible with matrix-assisted laser desorption/ionization and electrospray ionization-mass spectrometry","Yan J.X., Wait R., Berkelman T., Harry R.A., Westbrook J.A., Wheeler C.H., Dunn M.J.",01730835,"Electrophoresis",21, 17,146,39,50,89,34,269
2000,"The structure of a complex glycosylphosphatidyl inositol-anchored glucoxylan from the kinetoplastid protozoan Leptomonas samueli","Jones C., Wait R., Previato J.O., Mendonca-Previato L.",00142956,"European Journal of Biochemistry",267, 17,2,0,0,0,0,2
1999,"Combined effect of the growth temperature and salinity of the medium on the accumulation of compatible solutes by Rhodothermus marinus and Rhodothermus obamensis","Silva Z., Borges N., Martins L.O., Wait R., Da Costa M.S., Santos H.",14310651,"Extremophiles",3, 2,31,8,5,13,0,44
1999,"Characterization of glycolipids from Meiothermus spp.","Ferreira A.M., Wait R., Nobre M.F., Da Costa M.S.",13500872,"Microbiology",145, 5,9,0,1,1,2,12
1999,"Poly-3-hydroxybutyrate in Legionella pneumophila, an energy source for survival in low-nutrient environments","James B.W., Mauchline W.S., Dennis P.J., Keevil C.W., Wait R.",00992240,"Applied and Environmental Microbiology",65, 2,27,4,3,7,6,40
1999,"Identification of plasmenylethanolamine as a major component of the phospholipids of strain DM 28c of Trypanosoma cruzi","Villas Boas M.H.S., Lara L.S., Wait R., Barreto Bergter E.",01666851,"Molecular and Biochemical Parasitology",98, 2,3,0,0,0,0,3
1998,"Structural characterization of neutral glycosphingolipids from Fusarium species","Duarte R.S., Polycarpo C.R., Wait R., Hartmann R., Barreto Bergter E.",00052760,"Biochimica et Biophysica Acta - Lipids and Lipid Metabolism",1390, 2,23,1,0,1,0,24
1997,"Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., two extremely radiation-resistant and slightly thermophilic species from hot springs","Ferreira A.C., Nobre M.F., Rainey F.A., Silva M.T., Wait R., Burghardt J., Chung A.P., Da Costa M.S.",00207713,"International Journal of Systematic Bacteriology",47, 4,40,5,10,15,6,61
1997,"Characterization of novel long-chain 1,2-diols in Thermus species and demonstration that Thermus strains contain both glycerol-linked and diol- linked glycolipids","Wait R., Carreto L., Nobre M.F., Ferreira A.M., Da Costa M.S.",00219193,"Journal of Bacteriology",179, 19,9,2,1,3,1,13
1997,"Leishmania adleri a lizard parasite, expresses structurally similar glycoinositolphospholipids to mammalian Leishmania","Previato J.O., Jones C., Wait R., Routier F., Saraiva E., Mendonca-Previato L.",09596658,"Glycobiology",7, 5,8,1,0,1,1,10
1997,"Changes with growth rate in the membrane lipid composition of and amino acid utilization by continuous cultures of Campylobacter jejuni","Leach S., Harvey P., Wait R.",13645072,"Journal of Applied Microbiology",82, 5,17,0,5,5,4,26
1997,"Chondroitin ABC lyase digestion of an ascidian dermatan sulfate. Occurrence of unusual 6-O-sulfo-2-acetamido-2-deoxy-3-O-(2-O-sulfo-?-L-idopyranosyluronic acid)-?-D-galactose units","Mourao P.A.S., Pavao M.S.G., Mulloy B., Wait R.",00086215,"Carbohydrate Research",300, 4,4,1,0,1,0,5
1996,"Structural variation in the glycoinositolphospholipids of different strains of Trypanosoma cruzi","Carreira J.C., Jones C., Wait R., Previato J.O., Mendonca-Previato L.",02820080,"Glycoconjugate Journal",13, 6,40,3,2,5,2,47
1996,"Determination of the structure of a novel glycolipid from Thermus aquaticus 15004 and demonstration that hydroxy fatty acids are amide linked to glycolipids in Thermus spp.","Carreto L., Wait R., Fernanda Nobre M., Da Costa M.S.",00219193,"Journal of Bacteriology",178, 22,8,1,2,3,2,13
1995,"Chemical characterisation of glycosylinositolphospholipids of Herpetomonas samuelpessoai","Routier F.H., Xavier Da Silveira E., Wait R., Jones C., Previato J.O., Mendonca-Previato L.",01666851,"Molecular and Biochemical Parasitology",69, 1,17,0,0,0,0,17
1994,"Lysine vasopressin undergoes rapid glycation in the presence of reducing sugars","Tarelli E., Corran P.H., Bingham B.R., Mollison H., Wait R.",07317085,"Journal of Pharmaceutical and Biomedical Analysis",12, 11,6,0,0,0,0,6
1993,"Proteolytic cleavage of synthetic fragments of vesicle-associated membrane protein, isoform-2 by botulinum type B neurotoxin","Shone C.C., Quinn C.P., Wait R., Hallis B., Fooks S.G., Hambleton P.",00142956,"European Journal of Biochemistry",217, 3,66,1,5,6,2,74
