2000,"Plant-derived estrogens relax coronary arteries in vitro by a calcium antagonistic mechanism","Figtree G.A., Griffiths H., Lu Y.-Q., Webb C.M., MacLeod K., Collins P.",07351097,"Journal of the American College of Cardiology",35, 7,63,8,9,17,3,83
2000,"Pressure overload hypertrophy in the rabbit predisposes to arrhythmias via early but not delayed afterdepolarizations","Egdell R.M., De Souza A.I., Milnes J.T., Naqvi R.U., MacLeod K.T.",13556037,"Heart",83, 1,0,0,0,0,0,0
2000,"Calcium extrusion during aftercontractions in cardiac myocytes: The role of the sodium calcium exchanger in the generation of the transient inward current","Egdell R.M., MacLeod K.T.",00222828,"Journal of Molecular and Cellular Cardiology",32, 1,8,0,3,3,0,11
1998,"Na+-Ca2+ exchange and sarcoplasmic reticular Ca2+ regulation in ventricular myocytes from transgenic mice overexpressing the Na+-Ca2+ exchanger","Terracciano C.M.N., De Souza A.I., Philipson K.D., MacLeod K.T.",00223751,"Journal of Physiology",512, 3,76,3,5,8,3,87
1998,"Na+-Ca2+ exchange and sarcoplasmic reticular Ca2+ regulation in ventricular myocytes from transgenic mice overexpressing the Na+-Ca2+ exchanger.","Terracciano C.M., Souza A.I., Philipson K.D., MacLeod K.T.",00223751,"The Journal of physiology",512, ,7,4,0,4,0,11
1997,"Effects of hypoxia and metabolic inhibition on increases in intracellular Ca2+ concentration induced by Na+/Ca2+ exchange in isolated guinea pig cardiac myocytes","Mochizuki S., MacLeod K.T.",00222828,"Journal of Molecular and Cellular Cardiology",29, 11,21,4,1,5,0,26
1997,"Voltage-dependent binding and calcium channel current inhibition by an anti-?(1D) subunit antibody in rat dorsal root ganglion neurones and guinea-pig myocytes","Wyatt C.N., MacLeod K.T., Dolphin A.C., Campbell V., Brodbeck J., Brice N.L., Page K.M., Berrow N.S., Brickley K., Terracciano C.M.N., Naqvi R.U.",00223751,"Journal of Physiology",502, 2,24,1,0,1,0,25
1997,"The effect of alterations to action potential duration on ?-adrenoceptor mediated aftercontractions in human and guinea-pig ventricular myocytes","Tweedie D., O'Gara P., Harding S.E., MacLeod K.T.",00222828,"Journal of Molecular and Cellular Cardiology",29, 5,11,0,0,0,1,12
1997,"Effects of lactate on the relative contribution of Ca2+ extrusion mechanisms to relaxation in guinea-pig ventricular myocytes","Terracciano C.M.N., MacLeod K.T.",00223751,"Journal of Physiology",500, 3,18,1,0,1,0,19
1997,"Measurements of Ca2+ entry and sarcoplasmic reticulum Ca2+ content during the cardiac cycle in guinea pig and rat ventricular myocytes","Terracciano C.M.N., MacLeod K.T.",00063495,"Biophysical Journal",72, 3,48,0,1,1,0,49
1997,"The effects of changes to action potential duration on the calcium content of the sarcoplasmic reticulum in isolated guinea-pig ventricular myocytes","Terracciano C.M.N., Tweedie D., MacLeod K.T.",00316768,"Pflugers Archiv European Journal of Physiology",433, 4,20,1,4,5,2,27
1997,"Erratum: Journal of Physiology (1997) 502 (307-319)","Wyatt C.N., MacLeod K.T., Dolphin A.C., Campbell V., Brodbeck J., Brice N.L., Page K.M., Berrow N.S., Brickley K., Terracciano C.M.N., Naqvi R.U.",00223751,"Journal of Physiology",503, 3,0,0,0,0,0,0
1996,"Reloading of Ca2+-depleted sarcoplasmic reticulum during rest in guinea pig ventricular myocytes","Terracciano C.M.N., MacLeod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",271, 5,5,1,0,1,0,6
1996,"Reloading of Ca2+-depleted sarcoplasmic reticulum during rest in guinea pig ventricular myocytes","Terracciano C.M.N., MacLeod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",40, 5,0,1,1,2,0,2
1995,"Abnormalities of the myocytes in ischaemic cardiomyopathy","Harding S.E., MacLeod K.T., Davies C.H., Wynne D.G., Poole-Wilson P.A.",0195668X,"European Heart Journal",16, I,4,1,0,1,0,5
1995,"Effects of anoxia on intracellular Ca2+ and contraction in isolated guinea pig cardiac myocytes","Seki S., MacLeod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",268, 3,26,3,2,5,0,31
1995,"Effects of rest interval on the release of calcium from the sarcoplasmic reticulum in isolated guinea pig ventricular myocytes","Terracciano C.M.N., Naqvi R.U., MacLeod K.T.",00097330,"Circulation Research",77, 2,35,0,0,0,0,35
1994,"Effect of lemakalim on action potentials, intracellular calcium, and contraction in guinea pig and human cardiac myocytes","Jiang C., Mochizuki S., Poole-Wilson P.A., Harding S.E., MacLeod K.T.",00086363,"Cardiovascular Research",28, 6,21,0,0,0,0,21
1994,"Effect of hypertrophy on mechanisms of relaxation in isolated cardiac myocytes from guinea pig","Naqvi R.U., Macleod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",267, 5,29,0,0,0,0,29
1994,"Characteristics of myocytes isolated from hearts of renovascular hypertensive guinea pigs","Naqvi R.U., Del Monte F., O'Gara P., Harding S.E., MacLeod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",266, 5,14,0,0,0,0,14
1994,"Effects of acidosis on Na+/Ca2+ exchange and consequences for relaxation in guinea pig cardiac myocytes","Terracciano C.M.N., MacLeod K.T.",03636135,"American Journal of Physiology - Heart and Circulatory Physiology",267, 2,35,3,4,7,2,44
1993,"Effects of hypertrophy on relaxation of cardiac myocytes isolated from the guinea-pig","Naqvi R.U., MacLeod K.T.",00223751,"Journal of Physiology",473, ,0,0,0,0,0,0
1992,"Effect of 17?-oestradiol on contraction, Ca2+ current and intracellular free Ca2+ in guinea-pig isolated cardiac myocytes","Jiang C., Poole-Wilson P.A., Sarrel P.M., Mochizuki S., Collins P., MacLeod K.T.",00071188,"British Journal of Pharmacology",106, 3,173,3,3,6,2,181
1992,"The effects of hypoxia on cytoplasmic Ca2+ during low Na+ exposure in isolated cardiac myocytes from guinea-pig","Mochizuki S., Macleod K.T.",00223751,"Journal of Physiology",446, ,1,0,0,0,0,1
1991,"Effects of phorbol ester on contraction, intracellular pH and intracellular Ca2+ in isolated mammalian ventricular myocytes","MacLeod K.T., Harding S.E.",00223751,"Journal of Physiology",444, ,52,2,0,2,1,55
1991,"Sheep cardiac sarcoplasmic reticulum calcum-release channels: Modification of conductance and gating by temperature","Sitsapesan R., Montgomery R.A.P., MacLeod K.T., Willams A.J.",00223751,"Journal of Physiology",434, ,62,3,2,5,4,71
1991,"Contractile responses of myocytes isolated from patients with cardiomyopathy","Harding S.E., MacLeod K.T., Jones S.M., Vescovo G., Poole-Wilson P.A.",0195668X,"European Heart Journal",12, D,8,0,0,0,0,8
1991,"Regulation and interaction of intracellular calcium, sodium and hydrogen ions in cardiac muscle","MacLeod K.T.",10155007,"Cardioscience",2, 2,10,0,0,0,0,10
1990,"Increased open probability of sheep cardiac sarcoplasmic reticulum calcium-release channels induced by low temperatures","Sitsapesan R., Montgomery R.A.P., MacLeod K.T., Williams A.J.",00223751,"Journal of Physiology",426, ,0,0,2,2,0,2
1989,"Effects of hypoxia and metabolic inhibition on the intracellular sodium activity of mammalian ventricular muscle","MacLeod K.T.",00223751,"Journal of Physiology",416, ,11,1,0,1,0,12
1987,"Effects of rest duration and ryanodine on changes of extracellular [Ca] in cardiac muscle from rabbits","MacLeod K.T., Bers D.M.",00029513,"American Journal of Physiology - Cell Physiology",253, 3,3,0,0,0,0,3
1987,"The mechanism of ryanodine action in rabbit ventricular muscle evaluated with Ca-selective microelectrodes and rapid cooling contractures","Bers D.M., Bridge J.H.B., MacLeod K.T.",00084212,"Canadian Journal of Physiology and Pharmacology",65, 4,23,0,0,0,0,23
1986,"Cumulative depletions of extracellular calcium in rabbit ventricular muscle monitored with calcium-selective microelectrodes","Bers D.M., MacLeod K.T.",00097330,"Circulation Research",58, 6,3,0,1,1,0,4
1985,"Sodium-dependent control of intracellular pH in Purkinje fibres of sheep heart","Ellis D., MacLeod K.T.",00223751,"Journal of Physiology",359, ,21,0,0,0,0,21
1985,"Transsarcolemmal Ca movements in mammalian cardiac muscle monitored with extracellular Ca microelectrodes","Bers D.M., MacLeod K.T.",00149446,"Federation Proceedings",44, 3,0,0,0,0,0,0
