,"This is a citation overview for a set of 58 documents.",,,,,,,,,,,
2005,"Identification of a repressor in the first intron of the human ?2(I) collagen gene (COL1A2)","Antoniv T.T., Tanaka S., Sudan B., De Val S., Liu K., Wang L., Wells D.J., Bou-Gharios G., Ramirez F.",00219258,"Journal of Biological Chemistry",280, 42,1,2,4,6,2,9
2005,"Cell type-specific intervention of transforming growth factor ?/Smad signaling suppresses collagen gene expression and hepatic fibrosis in mice","Inagaki Y., Bou-Gharios G., Watanabe T., Okazaki I., Ikeda K., Kushida M., Higashi K., Itoh J., Higashiyama R., Yun Y.H., Kawada N., Namikawa K., Kiyama H.",00165085,"Gastroenterology",129, 1,12,9,11,20,4,36
2005,"Effects of T-lymphocyte depletion on muscle fibrosis in the mdx mouse","Morrison J., Palmer D.B., Cobbold S., Partridge T., Bou-Gharios G.",00029440,"American Journal of Pathology",166, 6,1,3,4,7,5,13
2005,"Systemic delivery of antisense oligoribonucleotide restorers dystrophin expression in body-wide skeletal muscles","Qi L.L., Rabinowitz A., Yun C.C., Yokota T., Yin H., Alter J., Jadoon A., Bou-Gharios G., Partridge T.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",102, 1,37,16,21,37,13,87
2005,"Nude mutation influences limb skeletal muscle development","Morrison J., Partridge T., Bou-Gharios G.",0945053X,"Matrix Biology",23, 8,1,0,0,0,0,1
2004,"Cooperativity between far upstream enhancer and proximal promoter elements of the human ?2(I) collagen (COL1A2) gene instructs tissue specificity in transgenic mice","Tanaka S., Antoniv T.T., Liu K., Wang L., Wells D.J., Ramirez F., Bou-Gharios G.",00219258,"Journal of Biological Chemistry",279, 53,6,2,1,3,1,10
2004,"Gene expression profiling reveals novel TGF? targets in adult lung fibroblasts","Renzoni E.A., Denton C.P., Leask A., Pearson J.D., Black C.M., Welsh K.I., du Bois R.M., Abraham D.J., Howat S., Shi-Wen X., Sestini P., Bou-Gharios G., Wells A.U., Veeraraghavan S., Nicholson A.G.",1465993X,"Respiratory Research",5, ,11,13,4,17,4,32
2004,"Regulation of collagen type I in vascular smooth muscle cells by competition between Nkx2.5 and ?EF1/ZEB1","Ponticos M., Partridge T., Black C.M., Abraham D.J., Bou-Gharios G.",02707306,"Molecular and Cellular Biology",24, 14,9,4,2,6,1,16
2004,"Endothelin-1 promotes myofibroblast induction through the ETA receptor via a rac/phosphoinositide 3-kinase/Akt-dependent pathway and is essential for the enhanced contractile phenotype of fibrotic fibroblasts","Shi-Wen X., Black C.M., Leask A., Abraham D.J., Chen Y., Denton C.P., Eastwood M., Renzoni E.A., Bou-Gharios G., Pearson J.D., Dashwood M., Du Bois R.M.",10591524,"Molecular Biology of the Cell",15, 6,33,30,27,57,7,97
2004,"Extra-cellular matrix in vascular networks","Bou-Gharios G., Ponticos M., Rajkumar V., Abraham D.",09607722,"Cell Proliferation",37, 3,14,7,3,10,4,28
2004,"Endothelin-1 induces expression of matrix-associated genes in lung fibroblasts through MEK/ERK","Shi-Wen X., Black C.M., Leask A., Abraham D.J., Howat S.L., Renzoni E.A., Holmes A., Pearson J.D., Dashwood M.R., Bou-Gharios G., Denton C.P., Du Bois R.M.",00219258,"Journal of Biological Chemistry",279, 22,24,10,11,21,6,51
2004,"Transplantation of skeletal myoblasts secreting an IL-1 inhibitor modulates adverse remodeling in infarcted murine myocardium","Murtuza B., Suzuki K., Bou-Gharios G., Beauchamp J.R., Smolenski R.T., Partridge T.A., Yacoub M.H.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",101, 12,21,4,11,15,3,39
2004,"Col1a2 enhancer regulates collagen activity during development and in adult tissue repair","Ponticos M., Abraham D., Alexakis C., Lu Q.-L., Black C., Partridge T., Bou-Gharios G.",0945053X,"Matrix Biology",22, 8,6,2,5,7,4,17
2003,"Functional amounts of dystrophin produced by skipping the mutated exon in the mdx dystrophic mouse","Lu Q.L., Mann C.J., Lou F., Bou-Gharios G., Morris G.E., Xue S.-A., Fletcher S., Partridge T.A., Wilton S.D.",10788956,"Nature Medicine",9, 8,86,17,22,39,14,139
2002,"Effect of nitric oxide on the differentiation of fibroblasts into myofibroblasts in the Peyronie's fibrotic plaque and in its rat model","Vernet D., Ferrini M.G., Valente E.G., Magee T.R., Bou-Gharios G., Rajfer J., Gonzalez-Cadavid N.F.",10898603,"Nitric Oxide - Biology and Chemistry",7, 4,24,6,6,12,4,40
2002,"Identification of the key regions within the mouse Pro-?2(I) collagen gene far-upstream enhancer","De Val S., Ponticos M., Antoniv T.T., Wells D.J., Abraham D., Partridge T., Bou-Gharios G.",00219258,"Journal of Biological Chemistry",277, 11,10,1,0,1,0,11
2001,"Characterization of an Evolutionarily Conserved Far-upstream Enhancer in the Human ?2(I) Collagen (COL1A2) Gene","Antoniv T.T., De Val S., Wells D., Denton C.P., Rabe C., De Crombrugghe B., Ramirez F., Bou-Gharios G.",00219258,"Journal of Biological Chemistry",276, 24,19,5,2,7,0,26
2001,"Activation of a fibroblast-specific enhancer of the pro?2(I) collagen gene in tight-skin mice","Denton C.P., Zheng B., Shiwen X., Zhang Z., Bou-Gharios G., Eberspaecher H., Black C.M., De Crombrugghe B.",00043591,"Arthritis and Rheumatism",44, 3,14,0,3,3,1,18
2001,"Fibroblast matrix gene expression and connective tissue remodeling: Role of endothelin-1","Shi-Wen X., Denton C.P., Dashwood M.R., Holmes A.M., Bou-Gharios G., Pearson J.D., Black C.M., Abraham D.J.",0022202X,"Journal of Investigative Dermatology",116, 3,60,17,18,35,11,106
2000,"T-cell-dependent fibrosis in the mdx dystrophic mouse","Morrison J., Lu Q.L., Pastoret C., Partridge T., Bou-Gharios G.",00236837,"Laboratory Investigation",80, 6,24,4,4,8,4,36
1999,"Potentiation of myoblast transplantation by host muscle irradiation is dependent on the rate of radiation delivery","Gross J.G., Bou-Gharios G., Morgan J.E.",0302766X,"Cell and Tissue Research",298, 2,10,1,0,1,1,12
1998,"Activation of Pro?2(I) collagen promoter during hepatic fibrogenesis in transgenic mice","Inagaki Y., Truter S., Bou-Gharios G., Garrett L.A., De Crombrugghe B., Nemoto T., Greenwel P.",0006291X,"Biochemical and Biophysical Research Communications",250, 3,16,2,2,4,0,20
1997,"Scleroderma lung fibroblasts exhibit elevated and dysregulated type I collagen biosynthesis","Shi-Wen X.U., Denton C.P., McWhirter A., Bou-Gharios G., Abraham D.J., Du Bois R.M., Black C.M.",00043591,"Arthritis and Rheumatism",40, 7,17,6,0,6,0,23
1996,"A potent far-upstream enhancer in the mouse pro?2(I) collagen gene regulates expression of reporter genes in transgenic mice","Bou-Gharios G., Garrett L.A., Rossert J., Niederreither K., Eberspaecher H., Smith C., Black C., De Crombrugghe B.",00219525,"Journal of Cell Biology",134, 5,71,5,3,8,2,81
1995,"Scleroderma-derived human fibroblasts retain abnormal phenotypic and functional characteristics following retroviral transduction with the SV40 tsT antigen","Shiwen X., Vancheeswaran R., Bou-Gharios G., O'Hare M.J., Olsen I., Abraham D., Black C.",00144827,"Experimental Cell Research",220, 2,8,0,0,0,0,8
1995,"Expression of ectopeptidases in scleroderma","Bou-Gharios G., Osman J., Atherton A., Monoghan P., Vancheeswaran R., Black C., Olsen I.",00034967,"Annals of the Rheumatic Diseases",54, 2,12,1,2,3,0,15
1994,"Excess matrix accumulation in scleroderma is caused partly by differential regulation of stromelysin and TIMP-1 synthesis","Bou-Gharios G., Osman J., Black C., Olsen I.",00098981,"Clinica Chimica Acta",231, 1,47,1,1,2,0,49
1994,"Regulation of CD2-mediated heterotypic interactions of murine T lymphocytes","Abraham D., Bou-Gharios G., Tulip G., Sumner H., Olsen I.",00088749,"Cellular Immunology",156, 2,4,0,0,0,0,4
1993,"Correction of a lysosomal deficiency by contact-mediated enzyme transfer after bone marrow transplantation","Bou-Gharios G., Adams G., Pace P., Warden P., Olsen I.",00411337,"Transplantation",56, 4,5,0,0,0,2,7
1993,"Lysosomal enzyme transfer from different types of lymphoid cell","Olsen I., Bou-Gharios G., Abraham D., Chain B.",00144827,"Experimental Cell Research",209, 1,5,1,0,1,0,6
1993,"Lysosomal storage diseases: Mechanisms of enzyme replacement therapy","Bou-Gharios G., Abraham D., Olsen I.",00182214,"Histochemical Journal",25, 9,19,1,0,1,0,20
1992,"Long-term effects of bone marrow transplantation on lysosomal enzyme replacement in ?-glucuronidase-deficient mice","Bou-Gharios G., Adams G., Pace P., Olsen I.",01418955,"Journal of Inherited Metabolic Disease",15, 6,2,0,0,0,0,2
1992,"Expression and function of heterotypic adhesion molecules during differentiation of human skeletal muscle in culture","Beauchamp J.R., Abraham D.J., Bou-Gharios G., Partridge T.A., Olsen I.",00029440,"American Journal of Pathology",140, 2,30,1,1,2,0,32
1991,"Function and regulation of the murine lymphocyte CD2 receptor","Abraham D.J., Bou-Gharios G., Beauchamp J.R., Plater-Zyberk C., Maini R.N., Olsen I.",07415400,"Journal of Leukocyte Biology",49, 4,2,0,0,0,0,2
1991,"Simultaneous measurement of cell surface and intracellular antigens by multiple flow cytometry","Sumner H., Abraham D., Bou-Gharios G., Plater-Zyberk C., Olsen I.",00221759,"Journal of Immunological Methods",136, 2,19,1,1,2,0,21
1990,"The activation of resting lymphocytes is accompanied by the biogenesis of lysosomal organelles","Olsen I., Bou-Gharios G., Abraham D.",00142980,"European Journal of Immunology",20, 10,7,4,0,4,1,12
1989,"Adhesion of lymphoid cells to fibroblasts in tissue culture","Abraham D., Bou-Gharios G., Muir H., Olsen I.",00088749,"Cellular Immunology",122, 1,3,0,0,0,1,4
1989,"Endopeptidase activities associated with the plasma membrane compartment of an antigen-presenting B cell","Chain B.M., Bou-Gharios G., Olsen I.",00099104,"Clinical and Experimental Immunology",75, 1,9,0,0,0,0,9
1988,"Forms and intracellular distribution of ?-d-mannosidases in murine liver and spleen","Abraham D., Bou-Gharios G., Olsen I., Shelton I., Smith R., Winchester B.",0020711X,"International Journal of Biochemistry",20, 4,1,0,0,0,0,1
1988,"Cell contact induces the synthesis of a lysosomal enzyme precursor in lymphocytes and its direct transfer to fibroblasts","Olsen I., Abraham D., Shelton I., Bou-Gharios G., Muir H., Winchester B.",01674889,"Biochimica et Biophysica Acta - Molecular Cell Research",968, 3,3,0,1,1,0,4
1988,"Ultrastructural localization of a lysosomal enzyme in resin-embedded lymphocytes","Bou-Gharios G., Moss J., Olsen I., Partridge T.",03015564,"Histochemistry",89, 1,1,0,0,0,1,2
1988,"A simple technique for in situ embedding of monolayer cultures in Lowicryl K4M","Bou-Gharios G., Adams G., Moss J., Shore I., Olsen I.",00222720,"Journal of Microscopy",150, 2,1,0,0,0,0,1
1988,"Ultrastructural studies of a lysosomal enzyme during lymphocyte activation","Bou-Gharios G., Moss J., Abraham D., Partridge T., Olsen I.",00071021,"British Journal of Experimental Pathology",69, 5,0,0,0,0,0,0
1986,"Effects of mitogenic stimulation on lymphocyte ?-D-mannosidases","Abraham D., Bou-Gharios G., Muir H.",01719335,"European Journal of Cell Biology",40, 2,0,0,0,0,0,0
