,"This is a citation overview for a set of 45 documents.",,,,,,,,,,,,
2003,"Patterns of self-harm and attempted suicide among white and black/mixed race female prisoners","Borrill J., Burnett R., Atkins R., Miller S., Briggs D., Weaver T., Maden A.",09579664,"Criminal Behaviour and Mental Health",13, 4,11,6,8,0,14,0,25
2003,"Assessing the value of assertive outreach: Qualitative study of process and outcome generation in the UK700 trial","Weaver T., Tyrer P., Ritchie J., Renton A.",00071250,"British Journal of Psychiatry",183, ,21,2,2,0,4,0,25
2003,"Comorbidity of substance misuse and mental illness in community mental health and substance misuse services","Weaver T., Wright N., Paterson S., Shanahan W., Seivewright N., Ford C., Madden P., Charles V., Stimson G., Renton A., Tyrer P., Barnes T., Bench C., Middleton H.",00071250,"British Journal of Psychiatry",183, ,72,15,19,3,37,0,109
2003,"User involvement in the planning and delivery of mental health services: A cross-sectional survey of service users and providers","Crawford M.J., Aldridge T., Bhui K., Rutter D., Manley C., Weaver T., Tyrer P., Fulop N.",0001690X,"Acta Psychiatrica Scandinavica",107, 6,27,4,9,4,17,0,44
2002,"Systematic review of involving patients in the planning and development of health care","Crawford M.J., Rutter D., Manley C., Weaver T., Bhui K., Fulop N., Tyrer P.",09598146,"British Medical Journal",325, 7375,123,14,36,9,59,0,182
2002,"Evaluating new treatments in psychiatry: The potential value of combining qualitative and quantitative research methods","Crawford M.J., Weaver T., Rutter D., Sensky T., Tyrer P.",09540261,"International Review of Psychiatry",14, 1,12,1,0,0,1,0,13
2001,"Results of a screening survey for co-morbid substance misuse amongst patients in treatment for psychotic disorders: Prevalence and service needs in an inner London borough","Weaver T., Rutter D., Madden P., Ward J., Stimson G., Renton A.",09337954,"Social Psychiatry and Psychiatric Epidemiology",36, 8,14,1,6,1,8,0,22
2001,"The prevalence and management of co-morbid substance misuse and mental illness: Results of a screening survey in substance misuse and mental health treatment populations","Weaver T., Hickman M., Rutter D., Ward J., Stimson G., Renton A.",09595236,"Drug and Alcohol Review",20, 4,9,1,2,1,4,0,13
2001,"Residents' perceptions of water quality improvements following remediation work in the Pymme's Brook catchment, north London, UK","Faulkner H., Green A., Pellaumail K., Weaver T.",03014797,"Journal of Environmental Management",62, 3,4,0,2,0,2,0,6
1999,"An assessment of the impact of community psychiatric nurse attachment to primary care upon the monitoring of patients with severe mental illness","Weaver T., Patmore C., Cunningham B., Renton A.",09638237,"Journal of Mental Health",8, 4,1,0,0,0,0,0,1
1999,"Severe mental illness and substance misuse","Weaver T., Renton A., Stimson G., Tyrer P.",09598146,"British Medical Journal",318, 7177,29,2,2,0,4,0,33
1997,"The Bentham Unit: A pilot remand and assessment service for male mentally disordered remand prisoners II: Report of an independent evaluation","Weaver T., Taylor F., Cunningham B., Maden A., Rees S., Renton A.",00071250,"British Journal of Psychiatry",170, ,8,0,0,0,0,0,8
1997,"Impact of a dedicated service for male mentally disordered remand prisoners in north west London: Retrospective study","Weaver T., Taylor F., Cunningham B., Kavanagh S., Maden A., Rees S., Renton A.",09598146,"British Medical Journal",314, 7089,2,0,0,0,0,0,2
1996,"General practitioners' immediate management of men presenting with urethral symptoms","Ainsworth J.G., Weaver T., Murphy S., Renton A.",13684973,"Sexually Transmitted Infections",72, 6,0,0,0,0,0,0,0
1996,"General practitioners' immediate management of men presenting with urethral symptoms","Ainsworth J.G., Weaver T., Murphy S., Renton A.",02664348,"Genitourinary Medicine",72, 6,7,0,0,0,0,0,7
1996,"Combining qualitative studies with randomised controlled trials is often useful [22]","Weaver T., Renton A., Tyrer P., Ritchie J.",09598146,"British Medical Journal",313, 7057,10,1,1,0,2,0,12
1995,"Treating mentally disordered prisoners. Solution to treating prisoners in hospital is financial.","Murray K., Lock M., Akinkumni A., Weaver T., Renton A.",09598138,"BMJ (Clinical research ed.)",311, 7020,1,0,0,0,0,0,1
1991,"Strength in numbers.","Patmore C., Weaver T.",09522271,"The Health service journal",101, 5274,2,0,0,0,0,0,2
1991,"Unnatural selection.","Patmore C., Weaver T.",09522271,"The Health service journal",101, 5273,5,0,0,0,0,0,5
1991,"Missing the CMHC bus?","Patmore C., Weaver T.",09547762,"Nursing times",87, 17,4,0,0,0,0,0,4
1990,"United fronts.","Weaver T., Patmore C.",09522271,"The Health service journal",100, 5223,2,0,0,0,0,0,2
1990,"Rafts on an open sea.","Patmore C., Weaver T.",09522271,"The Health service journal",100, 5222,7,1,0,0,1,0,8
1989,"A measure of care.","Patmore C., Weaver T.",09522271,"The Health service journal",99, 5142,3,0,0,0,0,0,3
