2003,"The regulation of arachidonic acid metabolism in human first trimester trophoblast by cyclic AMP","Zosmer A., Elder M.G., Sullivan M.H.F.",00906980,"Prostaglandins and Other Lipid Mediators",71, 1-2,1,0,0,0,0,1
2002,"The production of progesterone and 5,6-epoxyeicosatrienoic acid by human granulosa cells","Zosmer A., Elder M.G, Sullivan M.H.F",09600760,"Journal of Steroid Biochemistry and Molecular Biology",81, 4-5,6,2,2,4,0,10
2002,"Ultrastructure of the early human feto-maternal interface co-cultured in vitro","Babawale M.O., Mobberley M.A., Ryder T.A., Elder M.G., Sullivan M.H.F.",02681161,"Human Reproduction",17, 5,3,1,1,2,0,5
2002,"Polyclonal intravenous immunoglobulin to prevent brain injury in preterm infants [3] (multiple letters)","Tarnow-Mordi W., Bucsky P., Edwards A.D., Sullivan M., Rutherford M., Roberts I., Duggan P., Cust A., Brocklehurst P., Mohan P., Isaacs D., Schultz C., Temming P., Gembruch U., Strunk T.",01406736,"Lancet",359, 9316,3,0,0,0,0,3
2002,"The effects of a cytokine suppressive anti-inflammatory drug on the output of prostaglandin E2 and interleukin-1? from human fetal membranes","Sullivan M.H.F., Alvi S.A., Brown N.L., Elder M.G., Bennett P.R.",13609947,"Molecular Human Reproduction",8, 3,2,1,3,4,0,6
2002,"The elevated plasma lipoprotein(a) concentrations in preeclampsia do not precede the development of the disorder","Bar J., Harell D., Bardin R., Pardo J., Chen R., Hod M., Sullivan M.",00493848,"Thrombosis Research",105, 1,3,1,1,2,0,5
2001,"Placental inflammation and brain injury in preterm infants","Duggan P.J., Kennea N.L., Maalouf E.F., Watts T.L., Counsell S.J., Sullivan M.H.F., Edwards A.D.",03925161,"Rivista Italiana di Pediatria",27, 4,0,0,0,0,0,0
2001,"Changes in the effects of interleukin-1? and tumor necrosis factor-? on platelet activation in early pregnancy","Bar J., Zosmer A., Hod M., Lahav J., Elder M.G., Sullivan M.H.F.",09537104,"Platelets",12, 8,2,0,0,0,0,2
2001,"Intrauterine T-cell activation and increased proinflammatory cytokine concentrations in preterm infants with cerebral lesions","Duggan P.J., Roberts I., Edwards A.D., Maalouf E.F., Watts T.L., Sullivan M.H.F., Counsell S.J., Allsop J., Al-Nakib L., Rutherford M.A., Battin M.",01406736,"Lancet",358, 9294,71,11,7,18,5,94
2001,"IL-1? and IL-8 in human fetal membranes: Changes with gestational age, labor, and culture conditions","Elliott C.L., Loudon J.A.Z., Brown N., Slater D.M., Bennett P.R., Sullivan M.H.F.",87558920,"American Journal of Reproductive Immunology",46, 4,20,3,3,6,1,27
2001,"Localisation of mRNAs for diamine oxidase and histamine receptors H1 and H2, at the feto-maternal interface of human pregnancy","Brew O.B., Sullivan M.H.F.",10233830,"Inflammation Research",50, 9,4,1,1,2,1,7
2000,"Blood eosinophils from atopic donors express messenger RNA for the ?, ?, and ? subunits of the high-affinity IgE receptor (Fc?RI) and intracellular, but not cell surface, ? subunit protein","Smith S.J., Kay A.B., Ying S., Meng Q., Sullivan M.H.F., Barkans J., Kon O.M., Sihra B., Larche M., Levi-Schaffer F.",00916749,"Journal of Allergy and Clinical Immunology",105, 2,21,2,1,3,0,24
2000,"The regulation of prostaglandin output from term intact fetal membranes by anti-inflammatory cytokines","Brown N.L., Alvi S.A., Elder M.G., Bennett P.R., Sullivan M.H.F.",00192805,"Immunology",99, 1,19,3,2,5,0,24
2000,"The roles of the cyclo-oxygenases types one and two in prostaglandin synthesis in human fetal membranes at term","Sawdy R.J., Slater D.M., Dennes W.J.B., Sullivan M.H.F., Bennett P.R.",01434004,"Placenta",21, 1,42,4,2,6,0,48
1999,"Too little, too late","Sullivan M.H.F., Elder M.G., De Swiet M., Sibai B.M.",00029378,"American Journal of Obstetrics and Gynecology",181, 2,3,0,0,0,0,3
1999,"Low dose aspirin for preventing and treating pre-eclampsia. Trials are needed to determine when treatment should be started.","Sullivan M., de Swiet M., Elder M.",09598138,"BMJ (Clinical research ed.)",319, 7205,0,0,1,1,0,1
1999,"Expression of 5-lipoxygenase and 5-lipoxygenase-activating protein in human fetal membranes throughout pregnancy and at term","Brown N.L., Slater D.M., Alvi S.A., Elder M.G., Sullivan M.H.F., Bennett P.R.",13609947,"Molecular Human Reproduction",5, 7,3,0,0,0,0,3
1999,"Endothelin concentrations in monochorionic twins with severe twin-twin transfusion syndrome","Bajoria R., Sullivan M., M.fisk N.",02681161,"Human Reproduction",14, 6,35,6,7,13,6,54
1999,"An inhibitor of type-1 cyclo-oxygenase in tissues from human pregnancy","Willix-Payne D.J., Sun M.-Y., Elder M.G., Bennett P.R., Sullivan M.H.F.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",78, 5,0,0,0,0,0,0
1999,"Corticotrophin-releasing hormone and platelet-activating factor induce transcription of the type-2 cyclo-oxygenase gene in human fetal membranes","Alvi S.A., Brown N.L., Bennett P.R., Elder M.G., Sullivan M.H.F.",13609947,"Molecular Human Reproduction",5, 5,18,3,1,4,1,23
1999,"Region and labour-dependent synthesis of postaglandin E2 by human fetal membranes","Sawdy R.J., Dennes W.J.B., Allport V., Slater D.M., Elder M.G., Sullivan M.H.F., Bennett P.R.",01434004,"Placenta",20, 2-3,6,0,0,0,0,6
1999,"Response to an article by Hamilton et al. on 'Effects of colony stimulating factor-1 on human extravillous trophoblast growth and invasion'","Sullivan M., Lewis M.P., Lala P.K.",00220795,"Journal of Endocrinology",160, 2,0,0,0,0,0,0
1999,"A randomised trial of low dose aspirin for primiparae in pregnancy (Golding)/Barbados low dose aspirin study in pregnancy (BLASP) (Rotchell et al.) [1]","Elder M.G., De Swiet M., Sullivan M.",03065456,"British Journal of Obstetrics and Gynaecology",106, 2,0,0,0,0,0,0
1999,"The production of interleukin-1? from human fetal membranes is not obligatory for increased prostaglandin output","Alvi S.A., Rajasingam D., Brown N.L., Elder M.G., Bennett P.R., Sullivan M.H.F.",00192805,"Immunology",97, 2,6,0,0,0,0,6
1998,"Regulation of prostaglandin production in intact fetal membranes by interleukin-1 and its receptor antagonist","Brown N.L., Alvi S.A., Elder M.G., Bennett P.R., Sullivan M.H.F.",00220795,"Journal of Endocrinology",159, 3,19,2,4,6,2,27
1998,"Interleukin-1? and bacterial endotoxin change the metabolism of prostaglandins E2 and F(2?) in intact term fetal membranes","Brown N.L., Alvi S.A., Elder M.G., Bennett P.R., Sullivan M.H.F.",01434004,"Placenta",19, 8,19,8,3,11,2,32
1998,"Stimulation of prostaglandin production from intact human fetal membranes by bacteria and bacterial products","Rajasingam D., Bennett P.R., Alvi S.A., Elder M.G., Sullivan M.H.F.",01434004,"Placenta",19, 4,10,2,2,4,0,14
1998,"A spontaneous induction of fetal membrane prostaglandin production precedes clinical labour","Brown N.L., Alvi S.A., Elder M.G., Bennett P.R., Sullivan M.H.F.",00220795,"Journal of Endocrinology",157, 2,25,3,2,5,1,31
1998,"Titration of antiplatelet treatment in pregnant women at risk of preeclampsia","Sullivan M.H.F., Clark N.A.C., De Swiet M., Nelson-Piercy C., Elder M.G.",03406245,"Thrombosis and Haemostasis",79, 4,7,0,0,0,0,7
1998,"Transfer of interleukin-8 through human fetal membranes in vitro","Stiemer B., Elder M.G., Bisson S., Opri F., Weitzel H.K., Sullivan M.H.F.",02698951,"Medical Science Research",26, 1,0,0,0,0,0,0
1997,"Decreased pathological placental findings in aspirin-treated pregnant women at risk of hypertensive complications","Bar J., Padoa A., Hod M., Sullivan M.H.F., Kaplan B., Kidron D.",10641955,"Hypertension in Pregnancy",16, 3,0,1,0,1,0,1
1997,"The regulation of platelet aggregation in vitro by interleukin-1? and tumor necrosis factor-? : Changes in pregnancy and in pre-eclampsia","Bar J., Zosmer A., Hod M., Elder M.G., Sullivan M.H.F.",03406245,"Thrombosis and Haemostasis",78, 4,14,0,1,1,0,15
1997,"The regulation of progesterone and hCG production from placental cells by interleukin-1","Seki H., Zosmer A., Elder M.G., Sullivan M.H.F.",03044165,"Biochimica et Biophysica Acta - General Subjects",1336, 2,16,1,0,1,0,17
1997,"Second messengers and the control of progesterone production from first trimester trophoblast","Zosmer A., Elder M.G., Sullivan M.H.F.",09600760,"Journal of Steroid Biochemistry and Molecular Biology",62, 2-3,4,0,0,0,0,4
1996,"A comparison of cytokine and hormone production by decidual cells and tissue explants","Lonsdale L.B., Elder M.G., Sullivan M.H.F.",00220795,"Journal of Endocrinology",151, 2,19,1,2,3,1,23
1996,"Partial characterization of an immortalized human trophoblast cell-line, TCL-1, which possesses a CSF-1 autocrine loop","Lewis M.P., Clements M., Takeda S., Kirby P.L., Seki H., Lonsdale L.B., Sullivan M.H.F., Elder M.G., White J.O.",01434004,"Placenta",17, 2-3,19,1,4,5,2,26
1996,"Preparation of a population of macrophages from human third trimester decidua","Adeleye T.A., Elder M.G., Sullivan M.H.F.",02681161,"Human Reproduction",11, 2,2,0,0,0,0,2
1996,"Morphological interactions of human first trimester placental villi co-cultured with decidual explants","Babawale M.O., Van Noorden S., Pignatelli M., Stamp G.W.H., Elder M.G., Sullivan M.H.F.",02681161,"Human Reproduction",11, 2,18,1,1,2,0,20
1995,"Nitric oxide synthase in human placenta and umbilical cord from normal, intrauterine growth-retarded and pre-eclamptic pregnancies","Rutherford R.A.D., McCarthy A., Sullivan M.H.F., Elder M.G., Polak J.M., Wharton J.",00071188,"British Journal of Pharmacology",116, 8,37,2,0,2,1,40
1995,"Interleukin-1? independently stimulates production of prostaglandin E2 and cyclic AMP from human decidual cells","Cole O.F., Seki H., Elder M.G., Sullivan M.H.F.",01674889,"Biochimica et Biophysica Acta - Molecular Cell Research",1269, 2,5,0,0,0,0,5
1995,"Endothelin-1 regulates human decidual cells through both A- and B-type receptors","Seki H., Elder M.G., Sullivan M.H.F.",03037207,"Molecular and Cellular Endocrinology",114, 1-2,7,0,0,0,1,8
1995,"Decidual adenylate cyclase and prostaglandin production in vitro","Cole O.F., Elder M.G., Sullivan M.H.F.",00906980,"Prostaglandins",49, 3,2,0,0,0,0,2
1995,"Interleukin-1?-stimulated PGE2 production from early first trimester human decidual cells is inhibited by dexamethasone and progesterone","Ishihara O., Matsuoka K., Kinoshita K., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",49, 1,41,4,0,4,0,45
1995,"Formation and metabolism of 14,15-epoxyeicosatrienoic acid by human reproductive tissues","Zosmer A., Rendell N.B., Taylor G.W., Elder M.G., Sullivan M.H.F.",00052760,"Biochimica et Biophysica Acta - Lipids and Lipid Metabolism",1258, 3,8,0,0,0,0,8
1995,"Interleukin-1?-stimulated prostaglandin synthesis by human decidual cells is independent of protein kinase C","Cole O.F., Seki H., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",49, 2,3,0,0,0,0,3
1994,"An endogenous inhibitor of prostaglandin synthesis in human decidua","Sun M.-Y., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",48, 2,3,0,0,0,0,3
1994,"Endothelial nitric oxide synthase in the human placenta: Regional distribution and proposed regulatory role at the feto-maternal interface","Buttery L.D.K., McCarthy A., Springall D.R., Sullivan M.H.F., Elder M.G., Michel T., Polak J.M.",01434004,"Placenta",15, 3,75,2,2,4,1,80
1994,"Increased platelet volume and aggregation precede the onset of preeclampsia","Hutt R., Ogunniyi S.O., Sullivan M.H.F., Elder M.G.",00297844,"Obstetrics and Gynecology",83, 1,30,1,4,5,1,36
1994,"Angiotensin II (AT1) vascular binding sites in human placentae from normal-term, preeclamptic and growth retarded pregnancies","Knock G.A., Sullivan M.H.F., McCarthy A., Elder M.G., Polak J.M., Wharton J.",00223565,"Journal of Pharmacology and Experimental Therapeutics",271, 2,30,3,5,8,0,38
1994,"Regulation by interleukin-1? of growth and collagenase production by choriocarcinoma cells","Lewis M.P., Sullivan M.H.F., Elder M.G.",01434004,"Placenta",15, 1,7,0,0,0,1,8
1994,"Transfer of cytokines through human fetal membranes","Kent A.S.H., Sullivan M.H.F., Elder M.G.",00224251,"Journal of Reproduction and Fertility",100, 1,31,3,0,3,0,34
1993,"The 'interleukin 1 receptor antagonist' is a partial agonist of prostaglandin synthesis by human decidual cells","Cole O.F., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",46, 6,5,0,1,1,0,6
1993,"Effects of interleukin-6 and tumor necrosis factor-? on prostaglandin production by cultured human fetal membranes","Kent A.S.H., Sullivan M.H.F., Sun M.-Y., Zosmer A., Elder M.G.",00906980,"Prostaglandins",46, 4,17,0,1,1,0,18
1993,"Effects of a thromboxane synthetase inhibitor on platelet function; possible risks of use in pregnancy","Sullivan M.H.F., Ahmed Y., Elder M.G.",00906980,"Prostaglandins",46, 1,3,0,0,0,0,3
1993,"The effects of interleukins 1? and 1? on prostaglandin production by cultured human fetal membranes","Kent A.S.H., Sun M.-Y., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",46, 1,14,0,1,1,0,15
1993,"Expression of the human neuropeptide tyrosine Y1 receptor","Wharton J., Taylor K.M., Shine J., Polak J.M., Gordon L., Byrne J., Herzog H., Selbie L.A., Moore K., Sullivan M.H.F., Elder M.G., Moscoso G.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",90, 2,50,3,0,3,1,54
1993,"Modulation of decidual stromal cell activity by interleukin-1 beta and interleukin-6","Khan H., Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",100, 4,2,0,0,0,0,2
1993,"The amnion produces little of the prostaglandin E2 detected on the decidual side of human fetal membranes","Sullivan M.H.F., Kent A.S.H., Lumb M.R., Roseblade C.K., Elder M.G.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",72, 7,4,1,0,1,0,5
1993,"Retrospective analysis of platelet numbers and volumes in normal pregnancy and in pre-eclampsia","Ahmed Y., Van Iddekinge B., Paul C., Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",100, 3,20,1,2,3,1,24
1993,"Differential localization of endothelin ET(A) and ET(B) binding site in human placenta","Rutherford R.A.D., Wharton J., McCarthy A., Gordon L., Sullivan M.H.F., Elder M.G., Polak J.M.",00071188,"British Journal of Pharmacology",109, 2,21,2,0,2,0,23
1993,"Evidence for decidua-trophoblast interactions in early human pregnancy","Lewis M.P., Morlese J.F., Sullivan M.H.F., Elder M.G.",02681161,"Human Reproduction",8, 6,7,0,0,0,1,8
1993,"Changes in amniotic arachidonic acid metabolism associated with increased cyclo-oxygenase gene expression","Bennett P.R., Slater D., Sullivan M., Elder M.G., Moore G.E.",03065456,"British Journal of Obstetrics and Gynaecology",100, 11,22,0,0,0,0,22
1993,"Changes in platelet reactivity following aspirin treatment for pre-eclampsia","Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",100, 6,2,0,0,0,0,2
1992,"Interleukin-1? stimulates decidual stromal cell cyclo-oxygenase enzyme and prostaglandin production","Ishihara O., Khan H., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",44, 1,15,0,0,0,1,16
1992,"Metabolism of prostaglandins E2 and F(2?) by human fetal membranes","Sullivan M.H.F., Roseblade C.K., Rendell N.G., Taylor G.W., Elder M.G.",00052760,"Biochimica et Biophysica Acta - Lipids and Lipid Metabolism",1123, 3,6,0,0,0,0,6
1992,"Prospective modulation of platelet function and volumes by aspirin and dipyridamole in an at-risk pregnancy","Sullivan M.H.F., Fusi L., Brosens J., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",99, 1,1,0,0,0,0,1
1992,"Changes in decidual stromal cell function associated with labour","Khan H., Ishihara O., Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",99, 1,10,0,0,0,0,10
1992,"Transfer and metabolism of platelet-activating factor by fetal membranes, amnion and chorio-decidua","Morris C., Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",99, 11,4,0,0,0,0,4
1992,"A possible role of interleukin-1? on control mechanism of prostaglandin E2 production by first trimester decidual stromal cells","Ishihara O., Kinoshita K., Khan H., Sullivan M.H.F., Elder M.G.",00290629,"Japanese Journal of Fertility and Sterility",37, 3,0,0,0,0,0,0
1992,"Effects of platelet-activating factor on prostaglandin E2 production by intact fetal membranes","Morris C., Khan H., Sullivan M.H.F., Elder M.G.",00029378,"American Journal of Obstetrics and Gynecology",166, 4,15,0,1,1,0,16
1991,"Metabolism of prostaglandin E2 on the fetal and maternal sides of intact fetal membranes","Sullivan M.H.F., Roseblade C.K., Elder M.G.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",70, 6,11,1,1,2,0,13
1991,"Differences of metabolism of prostaglandin E2 and F(2?) by decidual stromal cells and macrophages in culture","Ishihara O., Sullivan M.H.F., Elder M.G.",09349820,"Eicosanoids",4, 4,6,1,2,3,0,9
1991,"Differential metabolism of intracellular and extracellular arachidonic acid by decidual stromal cells and macrophages","Ishihara O., Khan H., Sullivan M.H.F., Elder M.G.",09349820,"Eicosanoids",4, 3,3,1,0,1,0,4
1991,"Effect of cell purity, cell concentration, and incubation conditions on rat testis Leydig cell steroidogenesis","Abayasekara D.R.E., Kurlak L.O., Band A.M., Sullivan M.H.F., Cooke B.A.",08838364,"In Vitro Cellular and Developmental Biology - Animal",27, 3,0,0,0,0,0,0
1991,"Prostaglandin production in human endometrium following continuous exposure to low-dose levonorgestrel released from a vaginal ring","White J.O., Sullivan M.H.F., Patel L., Croxtall J.D., d'Arcangues C., Belsey E.M., Elder M.G.",00107824,"Contraception",43, 4,9,1,0,1,1,11
1991,"Production of urinary 11-keto-thromboxane B2 in normal and hypertensive pregnancies","Tannirandorn Y., Sullivan M.H.F., Elder M.G.",09523278,"Prostaglandins Leukotrienes and Essential Fatty Acids",42, 2,0,0,0,0,0,0
1991,"Increased platelet turnover in a patient with previous recurrent pre-eclampsia and failure of aspirin therapy. Case report","Ahmed Y., Sullivan M.H.F., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",98, 2,1,0,0,0,0,1
1991,"Effects of leukotrienes in the placental vasculature [3]","Sullivan M.H.F., Tranter P.R., Elder M.G., Walsh S.W., Thorp J.A., Brath P.C.",00029378,"American Journal of Obstetrics and Gynecology",165, 5 I,0,0,0,0,0,0
1991,"Detection of platelet desensitization in pregnancy-induced hypertension is dependent on the agonist used","Ahmed Y., Sullivan M.H.F., Elder M.G.",03406245,"Thrombosis and Haemostasis",65, 5,12,0,0,0,0,12
1991,"A comparison of two populations of decidual cells by immunocytochemistry and prostaglandin production","Khan H., Ishihara O., Elder M.G., Sullivan M.H.F.",03015564,"Histochemistry",96, 2,9,0,0,0,0,9
1991,"Bacterial phospholipase A2 and preterm labour[1]","Sullivan M.H.F., Roseblade C.K., Lumb M.R., Elder M.G., Helmig R., Uldbjerg N.",01443615,"Journal of Obstetrics and Gynaecology",11, 4,0,0,0,0,0,0
1991,"Altered platelet responses to P.A.F. in pregnancy-induced hypertension.","Sullivan M.H., Tranter P.R., Ahmed Y., Elder M.G.",07328141,"Advances in prostaglandin, thromboxane, and leukotriene research",21, ,0,0,0,0,0,0
1991,"Changes in platelet function in pregnancies complicated by fetal growth retardation","Ahmed Y., Sullivan M.H.F., Pearce J.M., Elder M.G.",00282243,"European Journal of Obstetrics Gynecology and Reproductive Biology",42, 3,4,0,0,0,0,4
1991,"Quantitative production of prostaglandin E2 and its metabolites by human fetal membranes","Khan H., Sullivan M.H.F., Helmig R., Roseblade C.K., Uldbjerg N., Elder M.G.",03065456,"British Journal of Obstetrics and Gynaecology",98, 7,5,0,0,0,0,5
1990,"Production of intracellular arachidonic acid metabolites by human granulosa cells","Zosmer A., Elder M.G., Sullivan M.H.F.",09523278,"Prostaglandins Leukotrienes and Essential Fatty Acids",41, 4,6,1,1,2,0,8
1990,"Control of fetal membrane prostaglandin E2 production by bacteria","Helmig R., Roseblade C.K., Uldbjerg N., Elder M.G., Sullivan M.H.F.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",69, 5,2,0,0,0,0,2
1990,"Limited transfer of prostaglandin E2 across the fetal membrane before and after labor","Roseblade C.K., Sullivan M.H.F., Khan H., Lumb M.R., Elder M.G.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",69, 5,13,1,0,1,0,14
1990,"Use of a new simplified assay for phospholipase A2 to measure bacterial enzyme levels","Lumb M.R., Roseblade C.K., Helmig R., Uldbjerg N., Sullivan M.H.F., Elder M.G.",00098981,"Clinica Chimica Acta",189, 1,2,0,0,0,0,2
1990,"Equivalent inhibition of in vivo platelet function by low dose and high dose aspirin treatment","Sullivan M.H.F., Zosmer A., Gleeson R.P., Elder M.G.",09523278,"Prostaglandins Leukotrienes and Essential Fatty Acids",39, 4,2,0,0,0,0,2
1990,"Keratin inhibits human platelet aggregation","Sullivan M.H.F., Elder M.G.",03406245,"Thrombosis and Haemostasis",63, 1,0,0,0,0,0,0
1990,"Fatty acid control of growth of human cervical and endometrial cancer cells","Gleeson R.P., Ayub M., Wright J.T., Wood C.B., Habib N.A., Soutter W.P., Sullivan M.H.F., White J.O.",00070920,"British Journal of Cancer",61, 4,3,0,1,1,0,4
1990,"Platelet malfunction preceding the onset of pregnancy induced hypertension","Sullivan M.H.F., Johnson S., Elder M.G.",01443615,"Journal of Obstetrics and Gynaecology",10, 3,2,0,0,0,0,2
1989,"Production of epoxygenase metabolite by human reproductive tissues","Patel L., Sullivan M.H.F., Elder M.G.",00906980,"Prostaglandins",38, 6,10,1,0,1,0,11
1989,"Control of multiple transducing systems by LH which results in the modulation of adenylate cyclase, protein kinase C, lipoxygenases and cyclooxygenases.","Cooke B.A., Platts E.A., Abayasekera R., Kurlak L.O., Schulster D., Sullivan M.H.",04493087,"Journal of reproduction and fertility. Supplement",37, ,5,0,0,0,0,5
1989,"Ovarian follicular fluid eicosanoid concentrations during the pre-ovulatory period in humans","Priddy A.R., Killick S.R., Elstein M., Morris J., Sullivan M., Patel L., Elder M.G.",00906980,"Prostaglandins",38, 2,6,0,0,0,0,6
1988,"An investigation of glucose uptake in relation to steroidogenesis in rat testis and tumour Leydig cells","Amrolia P., Sullivan M.H.F., Garside D., Baldwin S.A., Cooke B.A.",02646021,"Biochemical Journal",249, 3,5,1,2,3,0,8
1987,"The dual regulation of cyclic AMP and calcium by luteinizing hormone and the mechanisms of desensitization and recycling of the luteinizing hormone receptor","Cooke B.A., Dix C.J., Habberfield A.D., Sullivan M.H.F.",03005127,"Biochemical Society Transactions",15, 1,0,0,0,0,0,0
