2004,"Innate imprinting by the modified heat-labile toxin of Escherichia coli (LTK63) provides generic protection against lung infectious disease","Williams A.E., Edwards L., Humphreys I.R., Snelgrove R., Rae A., Rappuoli R., Hussell T.",00221767,"Journal of Immunology",173, 12,5,6,6,12,5,22
2004,"Recombinant respiratory syncytial virus lacking secreted glycoprotein G is attenuated, non-pathogenic but induces protective immunity","Maher C.F., Hussell T., Blair E., Ring C.J.A., Openshaw P.J.M.",12864579,"Microbes and Infection",6, 12,6,2,7,9,1,16
2004,"Mucosal immunisation of murine neonates using whole cell and acellular Pertussis vaccines","Hale C., Humphreys I.R., Hussell T., Bowe F., Clare S., Pickard D., Preston A., Del Giudice G., Dougan G.",0264410X,"Vaccine",22, 27-28,2,1,2,3,1,6
2004,"Co-stimulation: Novel methods for preventing viral-induced lung inflammation","Hussell T., Snelgrove R., Humphreys I.R., Williams A.E.",14714914,"Trends in Molecular Medicine",10, 8,2,2,2,4,1,7
2004,"Ménage à trois of bacterial and viral pulmonary pathogens delivers coup de grace to the lung","Hussell T., Williams A.",00099104,"Clinical and Experimental Immunology",137, 1,4,1,0,1,0,5
2004,"Manipulation of immunity to and pathology of respiratory infections","Snelgrove R., Williams A., Thorpe C., Hussell T.",14787210,"Expert Review of Anti-Infective Therapy",2, 3,1,2,1,3,1,5
2003,"A Critical Role for OX40 in T Cell-mediated Immunopathology during Lung Viral Infection","Humphreys I.R., Walz G., Edwards L., Rae A., Hill S., Hussell T.",00221007,"Journal of Experimental Medicine",198, 8,31,7,10,17,1,49
2003,"OX40 ligation on activated T cells enhances the control of Cryptococcus neoformans and reduces pulmonary eosinophilia","Humphreys I.R., Edwards L., Walzl G., Rae A.J., Dougan G., Hill S., Hussell T.",00221767,"Journal of Immunology",170, 12,17,4,3,7,1,25
2003,"Prior exposure to live Mycobacterium bovis BCG decreases Cryptococcus neoformans-induced lung eosinophilia in a gamma interferon-dependent manner","Walzl G., Humphreys I.R., Marshall B.G., Edwards L., Openshaw P.J.M., Shaw R.J., Hussell T.",00199567,"Infection and Immunity",71, 6,8,3,3,6,1,15
2002,"The classical pathway is the dominant complement pathway required for innate immunity to Streptococcus pneumoniae infection in mice","Brown J.S., Hussell T., Gilliland S.M., Holden D.W., Paton J.C., Ehrenstein M.R., Walport M.J., Botto M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",99, 26,51,20,14,34,8,93
2002,"Nasal vaccination induces protective immunity without immunopathology","Hussell T., Humphreys I.R.",00099104,"Clinical and Experimental Immunology",130, 3,5,0,1,1,0,6
2002,"Chronic bacterial infections: Living with unwanted guests","Young D., Hussell T., Dougan G.",15292908,"Nature Immunology",3, 11,41,9,8,17,5,63
2001,"An improved protocol for measuring cytotoxic T cell activity in anatomic compartments with low cell numbers.","Ostler T., Schamel K., Hussell T., Openshaw P., Hausmann J., Ehl S.",00221759,"Journal of Immunological Methods",257, 1-2,7,2,0,2,0,9
2001,"Long-term persistence and reactivation of T cell memory in the lung of mice infected with respiratory syncytial virus","Ostler T., Hussell T., Surh C.D., Openshaw P., Ehl S.",00142980,"European Journal of Immunology",31, 9,41,10,6,16,3,60
2001,"Inhibition of tumor necrosis factor reduces the severity of virus-specific lung immunopathology","Hussell T., Pennycook A., Openshaw P.J.M.",00142980,"European Journal of Immunology",31, 9,48,14,18,32,3,83
2001,"Overexpression of heat-shock proteins reduces survival of Mycobacterium tuberculosis in the chronic phase of infection","Stewart G.R., Young D.B., Snewin V.A., Walzl G., Hussell T., Tormay P., O'Gaora P., Goyal M., Betts J., Brown I.N.",10788956,"Nature Medicine",7, 6,43,4,6,10,3,56
2001,"Inhibition of T1/ST2 during respiratory syncytial virus infection prevents T helper cell type 2 (Th2)- but not Th1-driven immunopathology","Walzl G., Matthews S., Kendall S., Gutierrez-Ramos J.C., Coyle A.J., Openshaw P.J.M., Hussell T.",00221007,"Journal of Experimental Medicine",193, 7,28,5,11,16,3,47
2001,"Mucosal delivery of a respiratory syncytial virus CTL peptide with enterotoxin-based adjuvants elicits protective, immunopathogenic, and immunoregulatory antiviral CD8+ T cell responses","Simmons C.P., Hussell T., Sparer T., Walzl G., Openshaw P., Dougan G.",00221767,"Journal of Immunology",166, 2,39,11,2,13,2,54
2000,"IL-12-activated NK cells reduce lung eosinophilia to the attachment protein of respiratory syncytial virus but do not enhance the severity of illness in CD8 T cell-immunodeficient conditions","Hussell T., Openshaw P.J.M.",00221767,"Journal of Immunology",165, 12,23,2,5,7,1,31
2000,"Partners in crime: Co-infections in the developing world","Pennycook A., Openshaw P., Hussell T.",00099104,"Clinical and Experimental Immunology",122, 3,3,0,0,0,1,4
2000,"Influenza virus lung infection protects from respiratory syncytial virus-induced immunopathology","Walzl G., Tafuro S., Moss P., Openshaw P.J.M., Hussell T.",00221007,"Journal of Experimental Medicine",192, 9,33,9,6,15,2,50
2000,"Flow cytometric measurement of intracellular cytokines","Pala P., Hussell T., Openshaw P.J.M.",00221759,"Journal of Immunological Methods",243, 1-2,74,12,10,22,7,103
2000,"T-cell subsets and lung inflammation: Lessons from respiratory syncytial virus","Openshaw P.J.M., Pala P., Sparer T., Matthews S., Pennycook A., Hussell T.",09059180,"European Respiratory Review",10, 70,3,0,0,0,0,3
1999,"Recent developments in the biology of respiratory syncytial virus: Are vaccines and new treatments just round the corner?","Hussell T., Openshaw P.",13695274,"Current Opinion in Microbiology",2, 4,13,0,0,0,0,13
1998,"Investigative measures for airway inflammation: Viruses and T-helper 2 responses","Openshaw P.J.M., Sparer T., Spender L., Matthews S., Pala P., Hussell T.",09059180,"European Respiratory Review",8, 64,4,0,0,0,0,4
1998,"Host genetic determinants of vaccine-induced eosinophilia during respiratory syncytial virus infection","Hussell T., Georgiou A., Sparer T.E., Matthews S., Pala P., Openshaw P.J.M.",00221767,"Journal of Immunology",161, 11,54,8,4,12,1,67
1998,"Intracellular IFN-? expression in natural killer cells precedes lung CD8+ T cell recruitment during respiratory syncytial virus infection","Hussell T., Openshaw P.J.M.",00221317,"Journal of General Virology",79, 11,58,4,12,16,4,78
1998,"Abundant IFN-? production by local T cells in respiratory syncytial virus-induced eosinophilic lung disease","Spender L.C., Hussell T., Openshaw P.J.M.",00221317,"Journal of General Virology",79, 7,26,2,1,3,0,29
1998,"The effect of IL-12 treatment on vaccine-enhanced illness during infection with respiratory syncytial virus.","Openshaw P.J., Hussell T.",03015149,"Developments in biological standardization",92, ,6,1,2,3,0,9
1998,"Eliminating a region of respiratory syncytial virus attachment protein allows induction of protective immunity without vaccine-enhanced lung eosinophilia","Sparer T.E., Matthews S., Hussell T., Rae A.J., Garcia-Barreno B., Melero J.A., Openshaw P.J.M.",00221007,"Journal of Experimental Medicine",187, 11,73,7,4,11,4,88
1997,"CD8+ T cells control Th2-driven pathology during pulmonary respiratory syncytial virus infection","Hussell T., Baldwin C.J., O'Garra A., Openshaw P.J.M.",00142980,"European Journal of Immunology",27, 12,132,9,15,24,5,161
1997,"IL-12 Treatment Attenuates T Helper Cell Type 2 and B Cell Responses but Does Not Improve Vaccine-Enhanced Lung Illness","Hussell T., Khan U., Openshaw P.",00221767,"Journal of Immunology",159, 1,44,2,2,4,1,49
1997,"Effects of influenza virus on gene transfer in vivo","Hillery E., Hussell T., Cheng S., Geddes D.M., Openshaw P., Alton E.W.F.W.",00406376,"Thorax",52, 6,1,0,0,0,0,1
1996,"Helicobacter pylori-specific tumour-infiltrating T cells provide contact dependent help for the growth of malignant B cells in low-grade gastric lymphoma of mucosa-associated lymphoid tissue","Hussell T., Isaacson P.G., Crabtree J.E., Spencer J.O.",00223417,"Journal of Pathology",178, 2,172,15,12,27,4,203
1996,"Th1 and Th2 cytokine induction in pulmonary T cells during infection with respiratory syncytial virus","Hussell T., Spender L.C., Georgiou A., O'Garra A., Openshaw P.J.M.",00221317,"Journal of General Virology",77, 10,100,5,5,10,2,112
1996,"Immunological determinants of disease caused by respiratory syncytial virus.","Hussell T., Openshaw P.J.",0966842X,"Trends in microbiology",4, 8,1,0,0,0,0,1
1996,"Sequence analysis of immunoglobulin variable region genes that encode autoantibodies expressed by lymphomas of mucosa associated lymphoid tissue","Chapman C.J., Dunn-Walters D.K., Stevenson F.K., Hussell T., Isaacson P.G., Spencer J.",13552910,"Journal of Clinical Pathology - Clinical Molecular Pathology",49, 1,17,1,0,1,0,18
1995,"A role for antigen in the evolution of gastrointestinal malt-type B cell lymphoma","Hussell T., Isaacson P.G., Spencer J.",00652598,"Advances in Experimental Medicine and Biology",371, ,1,0,0,0,0,1
1995,"A basement membrane molecule preferentially associated with mucosal post- capillary venules","Hussell T., Isaacson P.G., Spencer J.",00652598,"Advances in Experimental Medicine and Biology",371, ,0,0,0,0,0,0
1993,"The response of cells from low-grade B-cell gastric lymphomas of mucosa-associated lymphoid tissue to Helicobacter pylori","Hussell T., Isaacson P.G., Crabtree J.E., Spencer J.",01406736,"Lancet",342, 8871,457,24,14,38,12,507
1993,"Proliferation and differentiation of tumour cells from B-cell lymphoma of mucosa-associated lymphoid tissue in vitro","Hussell T., Isaacson P.G., Spencer J.",00223417,"Journal of Pathology",169, 2,26,3,2,5,0,31
1993,"Immunoglobulin specificity of low grade B cell gastrointestinal lymphoma of mucosa-associated lymphoid tissue (MALT) type","Hussell T., Isaacson P.G., Crabtree J.E., Dogan A., Spencer J.",00029440,"American Journal of Pathology",142, 1,80,3,2,5,0,85
1992,"Properties of human thymic B cells","Spencer J., Choy M., Hussell T., Papadaki L., Kington J.P., Isaacson P.G.",00192805,"Immunology",75, 4,20,0,0,0,0,20
1991,"The development of insulin-dependent diabetes mellitus in non-obese diabetic mice: The role of CD4+ and CD8+ T cells","Varey A.-M., Hutchings P., O'Reilly L., Hussell T., Waldmann H., Simpson E., Cooke A.",03005127,"Biochemical Society Transactions",19, 1,8,1,0,1,0,9
