,"This is a citation overview for a set of 24 documents.",,,,,,,,,,,,
2002,"Is NF-?B a useful therapeutic target in rheumatoid arthritis?","Feldmann M., Lundberg A., Paleolog E., Horwood N.J., Brennan F.M., Foxwell B.M.J., Andreakos E., Smith C., Bondeson J., Yoshimura S., Kiriakidis S., Monaco C., Gasparini C., Sacre S.",00034967,"Annals of the Rheumatic Diseases",61, 2,30,5,6,1,12,0,42
2001,"IL-12 alone and in synergy with IL-18 inhibits osteoclast formation in vitro","Horwood N.J., Elliott J., Martin T.J., Gillespie M.T.",00221767,"Journal of Immunology",166, 8,61,9,14,6,29,0,90
2000,"Fibroblastic stromal cells express receptor activator of NF-?B ligand and support osteoclast differentiation","Quinn J.M.W., Horwood N.J., Elliott J., Gillespie M.T., Martin T.J.",08840431,"Journal of Bone and Mineral Research",15, 8,46,6,5,6,17,0,63
1999,"Breast cancer cells interact with osteoblasts to support osteoclast formation","Thomas R.J., Guise T.A., Yin J.J., Elliott J., Horwood N.J., Martin T.J., Gillespie M.T.",00137227,"Endocrinology",140, 10,176,17,27,10,54,0,230
1999,"Activated T lymphocytes support osteoclast formation in vitro","Horwood N.J., Kartsogiannis V., Quinn J.M.W., Romas E., Martin T.J., Gillespie M.T.",0006291X,"Biochemical and Biophysical Research Communications",265, 1,145,17,11,14,42,0,187
1999,"Localization of RANKL (receptor activator of NF?B ligand) mRNA and protein in skeletal and extraskeletal tissues","Kartsogiannis V., Gillespie M.T., Zhou H., Horwood N.J., Thomas R.J., Hards D.K., Quinn J.M.W., Niforas P., Ng K.W., Martin T.J.",87563282,"Bone",25, 5,91,9,11,7,27,0,118
1998,"Osteotropic agents regulate the expression of osteoclast differentiation factor and osteoprotegerin in osteoblastic stromal cells","Horwood N.J., Elliott J., Martin T.J., Gillespie M.T.",00137227,"Endocrinology",139, 11,198,9,23,10,42,0,240
1998,"Interleukin-18: Perspectives on the newest interleukin","Gillespie M.T., Horwood N.J.",13596101,"Cytokine and Growth Factor Reviews",9, 2,43,5,7,4,16,0,59
1998,"Interleukin 18 inhibits osteoclast formation via T cell production of granulocyte macrophage colony-stimulating factor","Horwood N.J., Udagawa N., Elliott J., Grail D., Okamura H., Kurimoto M., Dunn A.R., Martin T.J., Gillespie M.T.",00219738,"Journal of Clinical Investigation",101, 3,110,7,7,5,19,0,129
1997,"Interleukin-18 (interferon-?-inducing factor) is produced by osteoblasts and acts via granulocyte/macrophage colony-stimulating factor and not via interferon-? to inhibit osteoclast formation","Udagawa N., Gillespie M.T., Horwood N.J., Elliott J., Mackay A., Owens J., Okamura H., Kurimoto M., Chambers T.J., Martin T.J.",00221007,"Journal of Experimental Medicine",185, 6,214,21,17,7,45,0,259
