2006,"Free innervated sole of foot transfer for contralateral lower limb salvage","Irwin M.S., Jain A., Anand P., Nanchahal J.",00321052,"Plastic and Reconstructive Surgery",118, 4,0,0,0,0,0,0,0
2006,"Letter to the Editor. Survey on the Perioperative Use of TNF? Inhibitors in Rheumatoid Hand Surgery","Jain A., Harley O., Patel R.M., Nanchahal J.",02667681,"Journal of Hand Surgery",31, 4,0,0,0,0,0,0,0
2006,"Targeting rheumatoid tenosynovial angiogenesis with cytokine inhibitors","Jain A., Kiriakidis S., Brennan F., Sandison A., Paleolog E., Nanchahal J.",0009921X,"Clinical Orthopaedics and Related Research",, 446,0,0,1,4,5,0,5
2006,"Management of severe open tibial fractures. The need for combined orthopaedic and plastic surgical treatment in specialist centres","Naique S.B., Pearse M., Nanchahal J.",0301620X,"Journal of Bone and Joint Surgery - Series B",88, 3,0,6,8,5,19,0,19
2005,"Advances in the modulation of cutaneous wound healing and scarring","Miller M.-C., Nanchahal J.",11738804,"BioDrugs",19, 6,3,6,1,2,9,0,12
2005,"Leg length preservation with pedicled fillet of foot flaps after traumatic amputations","Ghali S., Harris P.A., Khan U., Pearse M., Nanchahal J.",00321052,"Plastic and Reconstructive Surgery",115, 2,4,2,1,4,7,0,11
2004,"Disease modifying treatment and elective surgery in rheumatoid arthritis: The need for more data","Jain A., Maini R., Nanchahal J.",00034967,"Annals of the Rheumatic Diseases",63, 5,2,5,2,2,9,0,11
2003,"Functional outcome following extensor synovectomy and excision of the distal ulna in patients with rheumatoid arthritis","Jain A., Ball C., Nanchahal J.",02667681,"Journal of Hand Surgery",28, 6,3,0,1,0,1,0,4
2003,"Influence of human skin injury on regeneration of sensory neurons","Taherzadeh O., Otto W.R., Anand U., Nanchahal J., Anand P.",0302766X,"Cell and Tissue Research",312, 3,1,2,0,2,4,0,5
2003,"Use of gauze soaked in povidone iodine for dressing acute open wounds [5]","Misra A., Nanchahal J.",00321052,"Plastic and Reconstructive Surgery",111, 6,2,0,1,0,1,0,3
2003,"Management of soft-tissue problems in leg trauma in conjunction with application of the ilizarov fixator assembly [7] (multiple letters)","Nanchahal J., Pearse M.F., Agarwal R., Agarwal S., Karacaoglan N., Ari C.",00321052,"Plastic and Reconstructive Surgery",111, 3,3,0,0,0,0,0,3
2003,"Fascial extension of the free radial forearm flap to cover the anastomosis site [32]","White N., Nanchahal J.",00321052,"Plastic and Reconstructive Surgery",111, 1,0,0,0,0,0,0,0
2002,"Treatment of rheumatoid tenosynovitis with cytokine inhibitors","Jain A., Brennan F., Nanchahal J.",01406736,"Lancet",360, 9345,3,1,2,2,5,0,8
2002,"The role of matrix metalloproteinases in rheumatoid tendon disease","Jain A., Brennan F., Troeberg L., Nanchahal J.",03635023,"Journal of Hand Surgery",27, 6,5,1,3,1,5,0,10
2002,"The bra-strap injury [3]","Nanchahal J.",00071226,"British Journal of Plastic Surgery",55, 5,0,0,0,0,0,0,0
2002,"Research options for plastic surgical trainees","Jain A., Nanchahal J.",00071226,"British Journal of Plastic Surgery",55, 5,4,0,0,0,0,0,4
2002,"Acute compartment syndrome of the leg","Pearse M.F., Harry L., Nanchahal J.",09598146,"British Medical Journal",325, 7364,7,7,3,1,11,0,18
2002,"External fixation design strategies in the management of severe open tibial fractures","Pearse M.F., Nanchahal J.",08859698,"Techniques in Orthopaedics",17, 2,0,0,0,0,0,0,0
2002,"Influence of steroids and methotrexate on wound complications after elective rheumatoid hand and wrist surgery","Jain A., Witbreuk M., Ball C., Nanchahal J.",03635023,"Journal of Hand Surgery",27, 3,9,6,5,4,15,0,24
2002,"Ulnar-sided cleft hand","Tonkin M.A., Nanchahal J., Kwa S.",03635023,"Journal of Hand Surgery",27, 3,2,0,0,0,0,0,2
2002,"Allogeneic skin substitutes applied to burns patients","Nanchahal J., Dover R., Otto W.R.",03054179,"Burns",28, 3,16,4,5,1,10,0,26
2002,"Synovial chondromatosis of the metacarpophalangeal joint","Hettiaratchy S.P., Nanchahal J.",02667681,"Journal of Hand Surgery",27, 1,2,1,0,0,1,0,3
2001,"Production of cytokines, vascular endothelial growth factor, matrix metalloproteinases, and tissue inhibitor of metalloproteinases 1 by tenosynovium demonstrates its potential for tendon destruction in rheumatoid arthritis","Jain A., Nanchahal J., Troeberg L., Green P., Brennan F.",00043591,"Arthritis and Rheumatism",44, 8,19,8,4,3,15,0,34
2000,"Pyoderma gangrenosum occurring in a lower limb fasciocutaneous flap - A lesson to learn","Jain A., Nanchahal J., Bunker C.",00071226,"British Journal of Plastic Surgery",53, 5,7,1,0,2,3,0,10
1999,"Closed continuous irrigation in the treatment of hand infections","Harris P.A., Nanchahal J.",02667681,"Journal of Hand Surgery",24, 3,5,2,2,0,4,0,9
1995,"The provision of innervated skin cover for the injured thumb using dorsal metacarpal artery island flaps","Williams R.L., Nanchahal J., Sykes P.J., O'Shaughnessy M.",02667681,"Journal of Hand Surgery",20, 2,6,0,1,0,1,0,7
1995,"Survival of allogeneic cells in cultured organotypic skin grafts","Otto W.R., Nanchahal J., Lu Q.-L., Boddy N., Dover R.",00321052,"Plastic and Reconstructive Surgery",96, 1,16,1,0,0,1,0,17
1993,"Cryopreservation of cultured dermal fibroblast impregnated collagen gels","Teasdale B., Sieber V.K., Riches D.J., Nanchahal J.",03054179,"Burns",19, 5,8,2,0,0,2,0,10
1991,"An improved nipple prosthesis.","Nanchahal J., Davies D.",00358843,"Annals of the Royal College of Surgeons of England",73, 4,0,0,0,0,0,0,0
1991,"Skin grafts for burns","Nanchahal J., Davies D.",09598146,"British Medical Journal",302, 6773,0,0,0,0,0,0,0
1990,"Cultured composite skin grafts for burns. Banked allografts offer a prospect of immediate wound coverage","Nanchahal J., Davies D.",09598146,"British Medical Journal",301, 6765,2,0,0,0,0,0,2
1989,"Skin equivalents","Dhital S., Otto W.R., Dover R., Nanchahal J.",01406736,"Lancet",2, 8666,0,0,0,0,0,0,0
1989,"Cultured composite skin grafts: Biological skin equivalents permitting massive expansion","Nanchahal J., Otto W.R., Dover R., Dhital S.K.",01406736,"Lancet",2, 8656,13,0,0,0,0,0,13
1989,"Stretching skin to the limit: A novel technique for split skin graft expansion","Nanchahal J.",00071226,"British Journal of Plastic Surgery",42, 1,3,0,0,0,0,0,3
1987,"Opsite as a donor site dressing","Nanchahal J., Ward C.M.",00071226,"British Journal of Plastic Surgery",40, 6,0,0,0,0,0,0,0
1987,"Microscopic split-skin grafts: A new technique for 30-fold expansion","Blair S.D., Backhouse C.M., Nanchahal J.",01406736,"Lancet",2, 8557,0,0,0,1,1,0,1
1985,"A study of the dermo-epidermal junction in dystrophic epidermolysis bullosa using the periodic acid-thiosemicarbazide-silver proteinate technique","Nanchahal J., Tidman M.J.",00070963,"British Journal of Dermatology",113, 4,1,0,0,0,0,0,1
1984,"A procedure for cutting one-micrometer sections of wax embedded skin","Nanchahal J., Watts R.H.",00389153,"Stain Technology",59, 1,0,0,0,0,0,0,0
1983,"A method for processing light microscopy sections for oriented ultramicrotomy","Nanchahal J., Watts R.H.",00389153,"Stain Technology",58, 3,2,1,0,0,1,0,3
1983,"Periodate-labile structures at the normal human cutaneous basement membrane zone","Nanchahal J., Riches D.J.",00070963,"British Journal of Dermatology",109, 1,0,0,0,0,0,0,0
1982,"The healing of suction blisters in pig skin","Nanchahal J., Riches D.J.",03036987,"Journal of Cutaneous Pathology",9, 5,1,0,0,0,0,0,1
