,"This is a citation overview for a set of 54 documents.",,,,,,,,,,,
2004,"Angiotensin converting enzyme genotype and strength in chronic obstructive pulmonary disease","Hopkinson N.S., Nickol A.H., Payne J., Hawe E., Man W.D.-C., Moxham J., Montgomery H., Polkey M.I.",1073449X,"American Journal of Respiratory and Critical Care Medicine",170, 4,19,4,5,9,8,36
2004,"Endobronchial volume reduction: A myth or a marvel?","Toma T.P., Hopkinson N.S., Polkey M.I., Geddes D.M.",10693424,"Seminars in Respiratory and Critical Care Medicine",25, 4,1,1,3,4,1,6
2004,"Corticospinal control of respiratory muscles in chronic obstructive pulmonary disease","Hopkinson N.S., Sharshar T., Ross E.T., Nickol A.H., Dayer M.J., Porcher R., Jonville S., Moxham J., Polkey M.I.",15699048,"Respiratory Physiology and Neurobiology",141, 1,6,1,0,1,0,7
2004,"Acute effect of oral steroids on muscle function in chronic obstructive pulmonary disease","Hopkinson N.S., Man W.D-C., Dayer M.J., Ross E.T., Nickol A.H., Hart N., Moxham J., Polkey M.I.",09031936,"European Respiratory Journal",24, 1,10,0,6,6,3,19
2004,"Depression of diaphragm motor cortex excitability during mechanical ventilation","Sharshar T., Lofaso F., Polkey M.I., Ross E.T., Hopkinson N.S., Porcher R., Nickol A.H., Jonville S., Dayer M.J., Hart N., Moxham J.",87507587,"Journal of Applied Physiology",97, 1,6,3,0,3,1,10
2004,"Paresis following mechanical ventilation","De Jonghe B., Sharshar T., Hopkinson N., Outin H.",10705295,"Current Opinion in Critical Care",10, 1,7,2,3,5,1,13
2004,"The Neuropathology of Septic Shock","Sharshar T., Annane D., De La Grandmaison G.L., Brouland J.P., Hopkinson N.S., Gray F.",10156305,"Brain Pathology",14, 1,17,12,14,26,9,52
2004,"Effects of exhaustive incremental treadmill exercise on diaphragm and quadriceps motor potentials evoked by transcranial magnetic stimulation","Verin E., Ross E., Demoule A., Hopkinson N., Nickol A., Fauroux B., Moxham J., Similowski T., Polkey M.I.",87507587,"Journal of Applied Physiology",96, 1,8,8,3,11,2,21
2003,"Apoptosis of neurons in cardiovascular autonomic centres triggered by inducible nitric oxide synthase after death from septic shock","Sharshar T., Annane D., Gray F., De La Grandmaison G.L., Hopkinson N.S., Ross E., Dorandeu A., Orlikowski D., Raphael J.-C., Gajdos P.",01406736,"Lancet",362, 9398,24,14,13,27,9,60
2003,"Effect of voluntary facilitation on the diaphragmatic response to transcranial magnetic stimulation","Sharshar T., Ross E., Hopkinson N.S., Dayer M., Nickol A., Lofaso F., Moxham J., Similowski T., Polkey M.I.",87507587,"Journal of Applied Physiology",95, 1,8,3,1,4,0,12
2003,"Academic boycott of Israel. Academic boycott of Israel is the least we can do.","Hopkinson N.S.",14685833,"BMJ (Clinical research ed.)",326, 7391,0,0,0,0,0,0
2003,"Academic boycott of Israel [10] (multiple letters)","Hopkinson N.S., Ncayiyana D.J., Chalmers I.",09598146,"British Medical Journal",326, 7391,1,0,0,0,0,1
2003,"Bronchoscopic volume reduction with valve implants in patients with severe emphysema","Toma T.P., Hopkinson N.S., Hillier J., Hansell D.M., Morgan C., Goldstraw P.G., Polkey M.I., Geddes D.M.",01406736,"Lancet",361, 9361,72,16,12,28,10,110
2001,"Pulmonary infection with Scedosporium prolificans in an immunocompetent individual","Greig J.R., Khan M.A., Hopkinson N.S., Marshall B.G., Wilson P.O., Rahman S.U.",01634453,"Journal of Infection",43, 1,6,1,1,2,1,9
1996,"DIALOG: Co-ordination of the annual review process through a district diabetes register linked to the FHSA database","Vaughan N.J.A., Hopkinson N., Chishty V.A.",07423071,"Diabetic Medicine",13, 2,7,0,0,0,0,7
1994,"An electron microscopic study of muscle capillary wall thickening in systemic lupus erythematosus","Pallis M., Hopkinson N., Lowe J., Powell R.",09612033,"Lupus",3, 5,7,0,2,2,0,9
1993,"Erratum: Acknowledgments to assessors in 1992 (Ann Rheum Dis (1993) 52 (248))","Holt M., Hopkinson N., Hosking D., Humphrey M., Morris C.J., Moskowitz R.W., Murphy G., Notarianni L.",00034967,"Annals of the Rheumatic Diseases",52, 8,0,0,0,0,0,0
1992,"Neuropsychiatric systemic lupus erythematosus in elderly people: A case series","Dennis M.S., Byrne E.J., Hopkinson N., Bendall P.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",55, 12,11,2,0,2,0,13
1992,"Migraine and headache in systemic lupus erythematosus and their relationship with antibodies against phospholipids","Markus H.S., Hopkinson N.",03405354,"Journal of Neurology",239, 1,38,2,1,3,1,42
1992,"Epidemiology of systemic lupus erythematosus","Hopkinson N.",00034967,"Annals of the Rheumatic Diseases",51, 12,12,1,0,1,0,13
1992,"Nailfold capillary density as a possible indicator of pulmonary capillary loss in SLE but not in mixed connective tissue disease [3]","Houtman P.M., Kallenberg C.G.M., Pallis M., Hopkinson N., Powell R.",0315162X,"Journal of Rheumatology",19, 9,0,0,0,0,0,0
1992,"Evaluation of a method for clinically assessing osteoarthritis of the knee","Jones A., Hopkinson N., Pattrick M., Berman P., Doherty M.",00034967,"Annals of the Rheumatic Diseases",51, 2,18,1,0,1,1,20
1991,"Nailfold capillary density as a possible indicator of pulmonary capillary loss in systemic lupus erythematosus but not in mixed connective tissue disease","Pallis M., Hopkinson N., Powell R.",0315162X,"Journal of Rheumatology",18, 10,10,0,1,1,1,12
1991,"In patients with chronic cardiac failure who have diuretic induced gout, are certain diuretics less prone at causing problems?","Hopkinson N., Doherty M.",02637103,"British Journal of Rheumatology",30, 3,4,0,0,0,0,4
1990,"Gastricprotection and use of non steroid anti-inflammatory agents","Hopkinson N., Doberty M.",03044815,"Revista Espanola de Reumatologia",17, 6,0,0,0,0,0,0
1990,"Estimating the incidence of SLE","Hopkinson N., Doherty M., Powell R.J.",02637103,"British Journal of Rheumatology",29, 6,0,0,0,0,0,0
1990,"NSAID-associated gastropathy - A role for misoprostol?","Hopkinson N., Doherty M.",02637103,"British Journal of Rheumatology",29, 2,2,0,0,0,0,2
1990,"Treatment of non-steroidal anti-inflammatory drug induced enteropathy","Bjarnason I., Hopkinson N., Zanelli G., Prouse P., Smethurst P., Gumpel J.M., Levi A.J.",00175749,"Gut",31, 7,22,1,1,2,1,25
1988,"Double-masked trial of azathioprine in multiple sclerosis","Hern J.E.C., Wilkinson I., Harper E., Compston D.A.S., Milligan N., Ponsford J.R., Hopkinson N., Parmar P., Smith D., Davidson D.L.W., Lenman J., Downie A.W., Pitt M., Carrick A.M., Phadke J.G., Williams A., Nightingale S., Rees J., Rice-Oxley M.",01406736,"Lancet",2, 8604,53,5,2,7,1,61
