,"This is a citation overview for a set of 49 documents.",,,,,,,,,,,,
2001,"Diagnosis and initial management of stroke and transient ischemic attack across UK health regions from 1992 to 1996: Experience of a national primary care database","Gibbs R.G.J., Newson R., Lawrenson R., Greenhalgh R.M., Davies A.H.",00392499,"Stroke",32, 5,28,3,2,1,6,0,34
2001,"Comparison of virologic, immunologic, and clinical response to five different initial protease inhibitor-containing and nevirapine-containing regimens","Easterbrook P.J., Newson R., Ives N., Pereira S., Moyle G., Gazzard B.G.",15254135,"Journal of Acquired Immune Deficiency Syndromes",27, 4,25,2,1,0,3,0,28
2001,"Appropriate controls are essential in assessing the relationship between circumcision and penile dermatoses [1] (multiple letters)","Laumann A., Newson R.",0003987X,"Archives of Dermatology",137, 4,1,0,0,0,0,0,1
2000,"A comparison of telemedicine with face-to-face consultations for trauma management","Tachakra S., Lynch M., Newson R., Stinson A., Sivakumar A., Hayes J., Bak J.",1357633X,"Journal of Telemedicine and Telecare",6, 1,14,0,1,1,2,0,16
2000,"Paracetamol sales and atopic disease in children adults: An ecological analysis","Newson R.B., Shaheen S.O., Chinn S., Burney P.G.J.",09031936,"European Respiratory Journal",16, 5,58,9,11,1,21,0,79
2000,"HLA-C and guttate psoriasis","Mallon E., Bunce M., Savoie H., Rowe A., Newson R., Gotch F., Bunker C.B.",00070963,"British Journal of Dermatology",143, 6,34,7,5,2,14,0,48
2000,"How do teleconsultations for remote trauma management change over a period of time?","Tachakra S., Dutton D., Newson R., Hayes J., Sivakumar A., Jaye P., Bak J.",1357633X,"Journal of Telemedicine and Telecare",6, 1,2,0,0,1,1,0,3
2000,"The treatment of depression in UK general practice: Selective serotonin reuptake inhibitors and tricyclic antidepressants compared","Lawrenson R.A., Tyrer F., Newson R.B., Farmer R.D.T.",01650327,"Journal of Affective Disorders",59, 2,87,5,6,0,11,0,98
2000,"Circumcision and genital dermatoses","Mallon E., Hawkins D., Dinneen M., Francis N., Fearfield L., Newson R., Bunker C.",0003987X,"Archives of Dermatology",136, 3,49,7,6,4,17,0,66
1999,"Patterns of contraception in UK women with Type 1 diabetes mellitus: A GP database study","Lawrenson R.A., Leydon G.M., Williams T.J., Newson R.B., Feher M.D.",07423071,"Diabetic Medicine",16, 5,7,0,0,1,1,0,8
1999,"Injection related anxiety in insulin-treated diabetes","Zambanini A., Newson R.B., Maisey M., Feher M.D.",01688227,"Diabetes Research and Clinical Practice",46, 3,112,13,13,2,28,0,140
1999,"Decreased morbidity and use of hospital services in English HIV-infected individuals with increased uptake of anti-retroviral therapy 1996-1997","Beck E.J., Innes J., Kinghorn G., Mandel B., Pozniak A., Tang A., Tomlinson D., Mandalia S., Williams I., Power A., Newson R., Molesworth A., Barlow D., Easterbrook P., Fisher M.",02699370,"AIDS",13, 15,41,2,2,0,4,0,45
1999,"HLA-Cw6 and the genetic predisposition to psoriasis: A meta-analysis of published serologic studies [2]","Mallon E., Newson R., Bunker C.B.",0022202X,"Journal of Investigative Dermatology",113, 4,31,0,2,3,5,0,36
1999,"Better by half: Hypertension in the elderly and the 'rule of halves': A primary care audit of the clinical computer record as a springboard to improving care","Hooker R.C., Cowap N., Newson R., Freeman G.K.",02632136,"Family Practice",16, 2,15,0,0,0,0,0,15
1999,"Coronary heart disease in women with diabetes [3]","Lawrenson R.A., Leydon G.M., Newson R.B., Feher M.D.",01495992,"Diabetes Care",22, 5,6,0,0,0,0,0,6
1999,"Do some men with acne vulgaris have raised levels of LH?","Farrell A., Alaghband-Zadeh J., Carter G., Newson R.B., Cream J.J.",03000664,"Clinical Endocrinology",50, 3,0,0,1,0,1,0,1
1999,"An independent pilot study into the accuracy and reliability of home blood glucose monitors","Urdang M., Ansede-Luna G., Muller B., Newson R., Lacy-Pettit A., O'Shea D.",01406736,"Lancet",353, 9158,5,0,0,0,0,0,5
1998,"Should doctors practise resuscitation skills on newly deceased patients? A survey of public opinion","Tachakra S., Ho S., Lynch M., Newson R.",01410768,"Journal of the Royal Society of Medicine",91, 11,6,1,0,0,1,0,7
1998,"Consultation areas in community pharmacies: An evaluation","Harper R., Harding G., Savage I., Evans N., Newson R.",00316873,"Pharmaceutical Journal",261, 7024,6,0,0,0,0,0,6
1998,"Relationship between the regional and national incidence of transient ischaemic attack and stroke and performance of carotid endarterectomy","Gibbs R.G.J., Todd J.-C., Irvine C., Lawrenson R., Newson R., Greenhalgh R.M., Davies A.H.",10785884,"European Journal of Vascular and Endovascular Surgery",16, 1,21,3,1,1,5,0,26
1998,"Do women with diabetes receive hormone replacement therapy?","Lawrenson R.A., Newson R.B., Feher M.D.",13578170,"Practical Diabetes International",15, 3,7,0,1,0,1,0,8
1998,"Acute asthma epidemics, weather and pollen in England, 1987-1994","Newson R., Strachan D., Archibald E., Emberlin J., Hardaker P., Collier C.",09031936,"European Respiratory Journal",11, 3,41,1,1,0,2,0,43
1998,"HLA-Cw*0602 and HIV-associated psoriasis","Mallon E., Young D., Bunce M., Gotch F.M., Easterbrook P.J., Newson R., Bunker C.B.",00070963,"British Journal of Dermatology",139, 3,20,4,2,2,8,0,28
1997,"Mortality from venous thromboembolism among young women in Europe: No evidence for any effect of third generation oral contraceptives","Farmer R.D.T., Newson R.B., MacRae K., Lawrenson R.A., Tyrer F.",0143005X,"Journal of Epidemiology and Community Health",51, 6,8,0,0,0,0,0,8
1997,"Effects of thunderstorms and airborne grass pollen on the incidence of acute asthma in England, 1990-94 | Sturm- und Graspollenluftkonzentrationseffekte auf die H‰ufigkeit akuter Asthmaanf‰lle in Groﬂbritannien, 1990-1994","Newson R., Strachan D., Archibald E., Emberlin J., Hardaker P., Collier C.",09348387,"Pneumologie",51, 12,0,0,0,0,0,0,0
1997,"Effect of thunderstorms and airborne grass pollen on the incidence of acute asthma in England, 1990-94","Newson R., Strachan D., Archibald E., Emberlin J., Hardaker P., Collier C.",00406376,"Thorax",52, 8,41,2,3,2,7,0,48
