,"This is a citation overview for a set of 51 documents.",,,,,,,,,,,
2009,"A variant near MTNR1B is associated with increased fasting plasma glucose levels and type 2 diabetes risk","Bouatia-Naji N., Durand E., De Graeve F., Chevre J.-C., Borch-Johnsen K., Hartikainen A.-L., Ruokonen A., Tichet J., Marre M., Weill J., Heude B., Bonnefond A., Tauber M., Lemaire K., Schuit F., Elliott P., Jorgensen T., Charpentier G., Hadjadj S., Cauchi S., Vaxillaire M., Sladek R., Cavalcanti-Proenca C., Visvikis-Siest S., Balkau B., Levy-Marchal C., Pattou F., Meyre D., Blakemore A.I.F., Jarvelin M.-R., Walley A.J., Hansen T., Dina C., Sparso T., Pedersen O., Froguel P., Holmkvist J., Marchand M., Delplanque J., Lobbens S., Rocheleau G.",10614036,"Nature Genetics",41, 1,0,0,0,0,16,16
2008,"Is obesity our genetic legacy?","Blakemore A.I.F., Froguel P.",0021972X,"Journal of Clinical Endocrinology and Metabolism",93, 11,0,0,0,0,2,2
2008,"Small deletion variants have stable breakpoints commonly associated with Alu elements","de Smith A.J., Walters R.G., Coin L.J.M., Steinfeld I., Yakhini Z., Sladek R., Froguel P., Blakemore A.I.F.",19326203,"PLoS ONE",3, 8,0,0,0,0,5,5
2008,"The power of the extreme in elucidating obesity","Froguel P., Blakemore A.I.F.",00284793,"New England Journal of Medicine",359, 9,0,0,0,0,1,1
2008,"Interactions between dendritic cells, probiotic bacteria and the adipokine leptin","Knight S.C., English N.R., Blakemore A.I.F.",00296651,"Proceedings of the Nutrition Society",67, ,0,0,0,0,0,0
2007,"Array CGH analysis of copy number variation identifies 1284 new genes variant in healthy white males: Implications for association studies of complex diseases","de Smith A.J., Bruhn L., Laderman S., Froguel P., Blakemore A.I.F., Tsalenko A., Sampas N., Scheffer A., Yamada N.A., Tsang P., Ben-dor A., Yakhini Z., Ellis R.J.",09646906,"Human Molecular Genetics",16, 23,0,0,25,25,31,56
2007,"FCGR3B copy number variation is associated with susceptibility to systemic, but not organ-specific, autoimmunity","Fanciulli M., Blakemore A.I.F., Froguel P., Owen C.J., Pearce S.H.S., Teixeira L., Guillevin L., Graham D.S.C., Pusey C.D., Cook H.T., Vyse T.J., Norsworthy P.J., Aitman T.J., Petretto E., Dong R., Harper L., Kamesh L., Heward J.M., Gough S.C.L., De Smith A.",10614036,"Nature Genetics",39, 6,0,15,31,46,34,80
2007,"Leptin receptor genotype at Gln223Arg is associated with body composition, BMD, and vertebral fracture in postmenopausal Danish women","Fairbrother U.L., Tanko L.B., Walley A.J., Christiansen C., Froguel P., Blakemore A.I.F.",08840431,"Journal of Bone and Mineral Research",22, 4,0,0,6,6,7,13
2006,"Genetics of obesity and the prediction of risk for health","Walley A.J., Blakemore A.I.F., Froguel P.",09646906,"Human Molecular Genetics",15, 2,0,6,13,19,5,24
2005,"Transforming growth factor-?1 SNPs: Genetic and phenotypic correlations in progressive kidney insufficiency","Salah Khalil M., El Nahas A.M., Blakemore A.I.F.",16602129,"Nephron - Experimental Nephrology",101, 2,0,6,3,9,0,9
2005,"Interleukin-1 receptor antagonist and interleukin-1 beta polymorphisms in women with recurrent miscarriage","Linjawi S., Li T.-C., Laird S., Blakemore A.",00150282,"Fertility and Sterility",83, 5,4,0,3,3,0,7
2004,"Single nucleotide polymorphisms in the leptin receptor gene: Studies in anorexia nervosa","Quinton N.D., Meechan D.W., Brown K., Eastwood H., Blakemore A.I.F.",09558829,"Psychiatric Genetics",14, 4,3,1,4,5,0,8
2004,"Expression of interleukin-11 receptor ? and interleukin-11 protein in the endometrium of normal fertile women and women with recurrent miscarriage","Linjawi S., Li T.C., Tuckerman E.M., Blakemore A.I.F., Laird S.M.",01650378,"Journal of Reproductive Immunology",64, 1-2,8,5,3,8,0,16
2004,"Interleukin (IL)-10, IL-1ra and IL-12 profiles in active and quiescent systemic lupus erythematosus: Could longitudinal studies reveal patient subgroups of differing pathology?","Capper E.R., Maskill J.K., Gordon C., Blakemore A.I.F.",00099104,"Clinical and Experimental Immunology",138, 2,3,3,3,6,3,12
2003,"Expression of leptin receptor isoforms in vitro: Lack of effects of leptin on endometrial cytokine and MMP production","Quinton N.D., Laird S.M., Tuckerman E.M., Cork B.A., Li T.C., Blakemore A.I.F.",87558920,"American Journal of Reproductive Immunology",50, 3,4,1,1,2,0,6
2003,"A review of immune cells and molecules in women with recurrent miscarriage","Laird S.M., Tuckerman E.M., Cork B.A., Linjawi S., Blakemore A.I.F., Li T.C.",13554786,"Human Reproduction Update",9, 2,34,16,8,24,6,64
2001,"Leptin and leptin-binding activity in women with recurrent miscarriage: Correlation with pregnancy outcome","Laird S.M., Quinton N.D., Anstie B., Li T.C., Blakemore A.I.F.",02681161,"Human Reproduction",16, 9,15,0,2,2,1,18
2001,"A single nucleotide polymorphism (SNP) in the leptin receptor is associated with BMI, fat mass and leptin levels in postmenopausal Caucasian women","Quinton N.D., Lee A.J., Ross R.J.M., Eastell R., Blakemore A.I.F.",03406717,"Human Genetics",108, 3,48,9,7,16,7,71
1999,"Leptin binding activity changes with age: The link between leptin and puberty","Quinton N.D., Blakemore A.I.F., Ross R.J.M., Smith R.F., Clayton P.E., Gill M.S., Shalet S., Justice S.K., Simon S.A., Walters S., Postel-Vinay M.-C.",0021972X,"Journal of Clinical Endocrinology and Metabolism",84, 7,67,3,3,6,3,76
1999,"Serum leptin levels during the menstrual cycle of healthy fertile women","Quinton N.D., Laird S.M., Okon M.A., Li T.C., Smith R.F., Ross R.J.M., Blakemore A.I.F.",09674845,"British Journal of Biomedical Science",56, 1,31,1,0,1,1,33
1997,"Stability of serum interleukin-10 levels during the menstrual cycle","Maskill J.K., Laird S.M., Okon M., Li T.C., Blakemore A.I.F.",87558920,"American Journal of Reproductive Immunology",38, 5,11,1,1,2,0,13
1997,"Association between interleukin-1 receptor antagonist (IL-1ra) gene polymorphism and early and late-onset psoriasis [16]","Tarlow J.K., Bleehen S.S., Sterry W., Duff G.W., Cork M.J., Clay F.E., Schmitt-Egenolf M., Crane A.M., Stierle C., Boehncke W.-H., Eiermann T.H., Blakemore A.I.F.",00070963,"British Journal of Dermatology",136, 1,43,4,3,7,1,51
1996,"Interleukin-1 receptor antagonist allele (IL1RN*2) associated with nephropathy in diabetes mellitus","Blakemore A.I.F., Cox A., Gonzalez A.-M., Maskill J.K., Hughes M.E., Wilson R.M., Ward J.D., Duff G.W.",03406717,"Human Genetics",97, 3,102,4,2,6,2,110
1995,"Association of Graves' disease with an allele of the interleukin-1 receptor antagonist gene","Blakemore A.I.F., Watson P.F., Weetman A.P., Duff G.W.",0021972X,"Journal of Clinical Endocrinology and Metabolism",80, 1,85,4,2,6,1,92
1995,"An allele of the interleukin-1 receptor antagonist as a genetic severity factor in alopecia areata","Cork M.J., Tarlow J.K., Clay F.E., Crane A., Blakemore A.I.F., McDonagh A.J.G., Messenger A.G., Duff G.W.",0022202X,"Journal of Investigative Dermatology",104, 5,35,1,0,1,1,37
1994,"Interleukin-1 receptor antagonist gene polymorphism as a disease severity factor in systemic lupus erythematosus","Blakemore A.I.F., Tarlow J.K., Cork M.J., Gordon C., Emery P., Duff G.W.",00043591,"Arthritis and Rheumatism",37, 9,171,9,3,12,2,185
1994,"Interleukin 1 receptor antagonist gene polymorphism association with lichen sclerosus","Clay F.E., Cork M.J., Tarlow J.K., Blakemore A.I.F., Harrington C.I., Lewis F., Duff G.W.",03406717,"Human Genetics",94, 4,93,6,2,8,3,104
1994,"Severity of alopecia areata is associated with a polymorphism in the interleukin-1 receptor antagonist gene","Tarlow J.K., Clay F.E., Cork M.J., Blakemore A.I.F., McDonagh A.J.G., Messenger A.G., Duff G.W.",0022202X,"Journal of Investigative Dermatology",103, 3,119,5,2,7,2,128
1993,"Genetic polymorphism of human interleukin-1?","Bailly S., Di Giovine F.S., Blakemore A.I.F., Duff G.W.",00142980,"European Journal of Immunology",23, 6,48,2,0,2,0,50
1993,"Polymorphism in human IL-1 receptor antagonist gene intron 2 is caused by variable numbers of an 86-bp tandem repeat","Tarlow J.K., Blakemore A.I.F., Lennard A., Solari R., Hughes H.N., Steinkasserer A., Duff G.W.",03406717,"Human Genetics",91, 4,352,29,36,65,11,428
1993,"Psoriasis and interleukin-1: A translation","Cork M.J., Tarlow J.K., Blakemore A.I.F., Mee J.B., Crane A.M., Stierle C., Bleehen S.S., Duff G.W.",00358819,"Journal of the Royal College of Physicians of London",27, 4,6,0,0,0,0,6
1992,"Single base polymorphism at -511 in the human interleukin-1? gene (IL1?)","Di Giovine F.S., Takhsh E., Blakemore A.I.F., Duff G.W.",09646906,"Human Molecular Genetics",1, 6,193,17,19,36,6,235
1992,"Single base polymorphism in the human Tumour Necrosis Factor alpha (TNF?) gene detectable by NcoI restriction of PCR product","Wilson A.G., Di Giovine F.S., Blakemore A.I.F., Duff G.W.",09646906,"Human Molecular Genetics",1, 5,481,32,39,71,12,564
1992,"Molecular analysis of medium-chain acyl-CoA dehydrogenase deficiency: a diagnostic approach.","Gregersen N., Winter V., Kolvraa S., Andresen B.S., Blakemore A., Curtis D., Bolund L.",03617742,"Progress in clinical and biological research",375, ,0,0,0,0,0,0
1992,"Medium chain acyl-CoA dehydrogenase deficiency in the United Kingdom.","Curtis D., Blakemore A.I., Engel P.C., Kolvraa S., Gregersen N., Pollitt R.J.",03617742,"Progress in clinical and biological research",375, ,0,0,0,0,0,0
1991,"Specific diagnosis of medium-chain acyl-CoA dehydrogenase (MCAD) deficiency in dried blood spots by a polymerase chain reaction (PCR) assay detecting a point-mutation (G985) in the MCAD gene","Gregersen N., Blakemore A.I.F., Winter V., Andresen B., Kolvraa S., Bolund L., Curtis D., Engel P.C.",00098981,"Clinica Chimica Acta",203, 1,42,0,1,1,0,43
1991,"Understanding MCAD deficiency: One cause of cot death","Blakemore A., Curtis D., Engel P.",09609822,"Current Biology",1, 3,0,0,0,0,0,0
1991,"Heterogeneity for mutations in medium chain acyl-CoA dehydrogenase deficiency in the UK population","Curtis D., Blakemore A.I.F., Engel P.C., Macgregor D., Besley G., Kolvraa S., Gregersen N.",00099163,"Clinical Genetics",40, 4,2,2,0,2,0,4
1991,"The most common mutation causing medium-chain acyl-CoA dehydrogenase deficiency is strongly associated with a particular haplotype in the region of the gene","Kolvraa S., Rhead W., Bolund L., Gregersen N., Blakemore A.I.F., Schneidermann A.K., Winter V., Andresen B.S., Curtis D., Engel P.C., Pricille D.",03406717,"Human Genetics",87, 4,6,1,0,1,0,7
1991,"Localisation of RFLPs of the medium chain acyl-CoA dehydrogenase gene","Blakemore A.I.F., Kolvraa S., Gregersen N., Engel P.C., Curtis D.",03406717,"Human Genetics",86, 5,1,0,0,0,0,1
1991,"Frequency of the G985 MCAD mutation in the general population","Blakemore A.I.F., Singleton H., Pollitt R.J., Engel P.C., Kolvraa S., Gregersen N., Curtis D.",01406736,"Lancet",337, 8736,20,2,0,2,2,24
1991,"Characterization of a disease-causing Lys329 to Glu mutation in 16 patients with medium-chain acyl-CoA dehydrogenase deficiency","Gregersen N., Strauss A.W., Kolvraa S., Bolund L., Blakemore A., Curtis D., Engel P., Andresen B.S., Winter V., Rudiger N., Engst S., Ghisla S., Christensen E., Kelly D.",01418955,"Journal of Inherited Metabolic Disease",14, 3,1,0,0,0,0,1
1990,"PstI RFLP at the medium chain acyl-Coenzyme A dehydrogenase locus (ACADM chromosome 1)","Blakemore A.I.F., Engel P.C., Curtis D.",03051048,"Nucleic Acids Research",18, 9,1,0,0,0,0,1
1990,"BamHI and MspI RFLP's in strong linkage disequilibrium at the medium chain acyl-Coenzyme A dehydrogenase locus (ACADM chromosome 1)","Blakemore A.I.F., Engel P.C., Curtis D.",03051048,"Nucleic Acids Research",18, 9,1,0,0,0,0,1
