2000,"Effects of long-term rainfall variability on evapotranspiration and soil water distribution in the Chihuahuan Desert: A modeling analysis","Reynolds J.F., Kemp P.R., Tenhunen J.D.",13850237,"Plant Ecology",150, 1-2,28,5,9,14,7,49
2000,"Nov gene encodes adhesion factor for vascular smooth muscle cells and is dynamically regulated in response to vascular injury","Ellis P.D., Chen Q., Barker P.J., Metcalfe J.C., Kemp P.R.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",20, 8,26,2,2,4,0,30
2000,"Mouse BTEB3, a new member of the basic transcription element binding protein (BTEB) family, activates expression from GC-rich minimal promoter regions","Martin K.M., Cooper W.N., Metcalfe J.C., Kemp P.R.",02646021,"Biochemical Journal",345, 3,22,2,2,4,0,26
1999,"Impact of drought on desert shrubs: Effects of seasonality and degree of resource island development","Reynolds J.F., Virginia R.A., Kemp P.R., De Soyza A.G., Tremmel D.C.",00129615,"Ecological Monographs",69, 1,121,12,20,32,12,165
1999,"Genetic control of the circulating concentration of transforming growth factor type ?1","Grainger D.J., Heathcote K., Chiano M., Snieder H., Kemp P.R., Metcalfe J.C., Carter N.D., Spector T.D.",09646906,"Human Molecular Genetics",8, 1,210,54,45,99,24,333
1998,"Molecular cloning of the human HAND2 gene","Russell M.W., Kemp P., Wang L., Brody L.C., Izumo S.",01674781,"Biochimica et Biophysica Acta - Gene Structure and Expression",1443, 3,10,0,0,0,1,11
1998,"Transforming growth factor-?1 gene polymorphisms and coronary artery disease","Syrris P., Jeffery S., Heathcote K., Carter N.D., Metcalfe J.C., Kemp P.R., Grainger D.J., Kaski J.C., Crossman D.C., Francis S.E., Gunn J.",01435221,"Clinical Science",95, 6,69,9,8,17,4,90
1998,"Expression of alternatively spliced human latent transforming growth factor ? binding protein-1","Oklu R., Hesketh T.R., Metcalfe J.C., Kemp P.R.",00145793,"FEBS Letters",435, 2-3,10,0,1,1,0,11
1998,"Loss of a consensus heparin binding site by alternative splicing of latent transforming growth factor-? binding protein-1","Oklu R., Metcalfe J.C., Hesketh T.R., Kemp P.R.",00145793,"FEBS Letters",425, 2,15,1,1,2,1,18
1997,"A comparative modeling study of soil water dynamics in a desert ecosystem","Kemp P.R., Reynolds J.F., Pachepsky Y., Chen J.-L.",00431397,"Water Resources Research",33, 1,28,2,5,7,7,42
1995,"Active and acid-activatable TGF-? in human sera, platelets and plasma","Grainger D.J., Mosedale D.E., Metcalfe J.C., Weissberg P.L., Kemp P.R.",00098981,"Clinica Chimica Acta",235, 1,52,3,0,3,0,55
1995,"Cloning and analysis of the promoter region of the rat SM22? gene","Kemp P.R., Osbourn J.K., Grainger D.J., Metcalfe J.C.",02646021,"Biochemical Journal",310, 3,27,0,2,2,0,29
1995,"ID - A dominant negative regulator of skeletal muscle differentiation-is not involved in maturation or differentiation of vascular smooth muscle cells","Kemp P.R., Metcalfe J.C., Grainger D.J.",00145793,"FEBS Letters",368, 1,6,0,0,0,0,6
1995,"The serum concentration of active transforming growth factor-? is severely depressed in advanced atherosclerosis","Grainger D.J., Kemp P.R., Metcalfe J.C., Liu A.C., Lawn R.M., Williams N.R., Grace A.A., Schofield P.M., Chauhan A.",10788956,"Nature Medicine",1, 1,212,17,7,24,5,241
1994,"Temporal discontinuities in precipitation in the central North American prairie","Kemp P.R., Cornelius J.M., Reynolds J.F.",08998418,"International Journal of Climatology",14, 5,4,0,0,0,0,4
1994,"Activation of transforming growth factor-? is inhibited in transgenic apolipoprotein(a) mice","Grainger D.J., Kemp P.R., Liu A.C., Lawn R.M., Metcalfe J.C.",00280836,"Nature",370, 6489,237,5,5,10,2,249
1994,"Effects of elevated CO2 and nitrogen fertilization pretreatments on decomposition on tallgrass prairie leaf litter","Kemp P.R., Waldecker D.G., Owensby C.E., Reynolds J.F., Virginia R.A.",0032079X,"Plant and Soil",165, 1,58,2,1,3,2,63
1994,"Transforming growth factor ? decreases the rate of proliferation of rat vascular smooth muscle cells by extending the G2 phase of the cell cycle and delays the rise in cyclic AMP before entry into M phase","Grainger D.J., Kemp P.R., Witchell C.M., Weissberg P.L., Metcalfe J.C.",02646021,"Biochemical Journal",299, 1,44,3,2,5,1,50
1993,"Inhibition of PDGF BB stimulated DNA synthesis in rat aortic vascular smooth muscle cells by the expression of a truncated PDGF? receptor","Kemp P.R., Shachar-Hill Y., Weissberg P.L., Metcalfe J.C.",00145793,"FEBS Letters",336, 1,2,0,0,0,0,2
1992,"A simple model for predicting soil temperatures in desert ecosystems","Kemp P.R., Cornelius J.M., Reynolds J.F.",0038075X,"Soil Science",153, 4,11,0,0,0,2,13
1991,"The Id gene is activated by serum but is not required for de-differentiation in rat vascular smooth muscle cells","Kemp P.R., Grainger D.J., Shanahan C.M., Weissberg P.L., Metcalfe J.C.",02646021,"Biochemical Journal",277, 1,11,0,0,0,0,11
1990,"Thyroid hormone analogue SKF L-94901: Effects on amino acid and carbohydrate metabolism in rat skeletal muscle in vitro","Leighton B., Dimitriadis G.D., Oarry-Billings M., Bond J., Kemp P., Newsholme E.A.",00062952,"Biochemical Pharmacology",40, 5,4,1,0,1,0,5
1990,"Carbohydrate and amino acid metabolism in the A10 vascular smooth muscle cell line","Kemp P.R., Radda G.K., Seymour A.-M.L.",03005127,"Biochemical Society Transactions",18, 4,2,0,0,0,0,2
1990,"Evidence for the compartmentation of the enzymes of cyclic AMP metabolism","Kemp P.R., Bailey I.A., Radda G.K., Seymour A.-M.L.",03005127,"Biochemical Society Transactions",18, 3,0,0,0,0,0,0
1990,"Metabolic consequences of positive inotropy in rat and guinea-pig hearts","Kemp P.R., Seymour A.-M.L., Bailey I.A., Radda G.K.",01674889,"Biochimica et Biophysica Acta - Molecular Cell Research",1051, 3,0,0,0,0,0,0
1983,"Phenological patterns of Chihuahuan desert plants in relation to the timing of water availability.","Kemp P.R.",00220477,"Journal of Ecology",71, 2,38,2,6,8,2,48
1983,"Some relationships between environmental reliability and seed dormancy in desert annual plants.","Freas K.E., Kemp P.R.",00220477,"Journal of Ecology",71, 1,44,6,10,16,6,66
1982,"Photosynthetic pathway types of evergreen rosette plants (Liliaceae) of the Chihuahuan desert","Kemp P.R., Gardetto P.E.",00298549,"Oecologia",55, 2,2,0,1,1,1,4
1976,"Temperature relations of photosynthetic response in populations of Verbascum thapsus L.","Williams III G.J., Kemp P.R.",00298549,"Oecologia",25, 1,2,0,0,0,0,2
