,"This is a citation overview for a set of 52 documents.",,,,,,,,,,,,
2011,"Stem Cell Tracking in Human Trials: A Meta-Regression","McColgan P., Sharma P., Bentley P.",15508943,"Stem Cell Reviews and Reports",7, 4,0,0,0,0,0,0,0
2011,"Effect modification by population dietary folate on the association between MTHFR genotype, homocysteine, and stroke risk: A meta-analysis of genetic studies and randomised trials","Holmes M.V., Newcombe P., Hubacek J.A., Sofat R., Ricketts S.L., Cooper J., Breteler M.M., Bautista L.E., Sharma P., Whittaker J.C., Smeeth L., Fowkes F.G.R., Algra A., Shmeleva V., Szolnoki Z., Roest M., Linnebank M., Zacho J., Nalls M.A., Singleton A.B., Ferrucci L., Hardy J., Worrall B.B., Rich S.S., Matarin M., Norman P.E., Flicker L., Almeida O.P., Van Bockxmeer F.M., Shimokata H., Khaw K.-T., Wareham N.J., Bobak M., Sterne J.A.C., Smith G.D., Talmud P.J., Van Duijn C., Humphries S.E., Price J.F., Ebrahim S., Lawlor D.A., Hankey G.J., Meschia J.F., Sandhu M.S., Hingorani A.D., Casas J.P.",01406736,"The Lancet",378, 9791,0,0,3,13,16,0,16
2011,"CADASIL with cord involvement associated with a novel and atypical NOTCH3 mutation","Bentley P., Wang T., Malik O., Nicholas R., Ban M., Sawcer S., Sharma P.",00223050,"Journal of Neurology, Neurosurgery and Psychiatry",82, 8,0,0,1,0,1,0,1
2011,"Bio-Repository of DNA in stroke (BRAINS): A study protocol","Yadav S., Schanz R., Maheshwari A., Khan M.S., Slark J., de Silva R., Bentley P., Froguel P., Kooner J., Shrivastav P., Prasad K., Sharma P.",14712350,"BMC Medical Genetics",12, ,0,0,1,1,2,0,2
2010,"Down but not out: Candidate gene-based studies still have value in a world dominated by whole genome approaches","Sharma P., Bentley P.",00097330,"Circulation Research",106, 6,0,0,1,0,1,0,1
2010,"The genetics of sporadic ruptured and unruptured intracranial aneurysms: A genetic meta-analysis of 8 genes and 13 polymorphisms in approximately 20,000 individuals","McColgan P., Thant K.Z., Sharma P.",00223085,"Journal of Neurosurgery",112, 4,0,0,3,1,4,0,4
2010,"Genetic risk factors for venous thrombosis: The end of the beginning?","Sharma P., Gohil R.",14779072,"Expert Review of Cardiovascular Therapy",8, 1,0,0,0,0,0,0,0
2009,"The genetics of abdominal aortic aneurysms: A comprehensive meta-analysis involving eight candidate genes in over 16,700 patients","McColgan P., Peck G.E., Greenhalgh R.M., Sharma P.",00208868,"International Surgery",94, 4,0,0,2,0,2,0,2
2009,"Polymorphisms of matrix metalloproteinases 1, 2, 3 and 9 and susceptibility to lung, breast and colorectal cancer in over 30,000 subjects","McColgan P., Sharma P.",00207136,"International Journal of Cancer",125, 6,1,3,8,2,13,0,14
2009,"The genetics of venous thromboembolism: A meta-analysis involving ?120,000 cases and 180,000 controls","Gohil R., Peck G., Sharma P.",03406245,"Thrombosis and Haemostasis",102, 2,2,10,21,8,39,0,41
2009,"Ischaemic stroke subtypes and their genetic basis: A comprehensive meta-analysis of small and large vessel stroke","Rao R., Tah V., Casas J.P., Hingorani A., Whittaker J., Smeeth L., Sharma P.",00143022,"European Neurology",61, 2,2,7,3,1,11,0,13
2008,"Cultural diversity training for UK healthcare professionals: A comprehensive nationwide cross-sectional survey","Bentley P., Jovanovic A., Sharma P.",14702118,"Clinical Medicine, Journal of the Royal College of Physicians of London",8, 5,0,1,1,2,4,0,4
2008,"The genetics of carotid dissection: Meta-analysis of a MTHFR/C677T common molecular variant","McColgan P., Sharma P.",10159770,"Cerebrovascular Diseases",25, 6,3,2,1,1,4,0,7
2007,"The genetics of aspirin resistance","Goodman T., Sharma P., Ferro A.",13685031,"International Journal of Clinical Practice",61, 5,11,3,3,2,8,0,19
2007,"Genetics of ischaemic stroke among persons of non-European descent: A meta-analysis of eight genes involving ? 32,500 individuals","Ariyaratnam R., Casas J.P., Whittaker J., Smeeth L., Hingorani A.D., Sharma P.",15491277,"PLoS Medicine",4, 4,30,11,7,1,19,0,49
2007,"Missense mutations in the BCS1L gene as a cause of the Björnstad syndrome","Hinson J.T., Fantin V.R., Schonberger J., Breivik N., Siem G., McDonough B., Sharma P., Keogh I., Godinho R., Santos F., Esparza A., Nicolau Y., Selvaag E., Cohen B.H., Hoppel C.L., Tranebjaerg L., Eavey R.D., Seidman J.G., Seidman C.E.",00284793,"New England Journal of Medicine",356, 8,22,9,9,6,24,0,46
2006,"A young stroke: The need for vigilance","Miller R., Griffin C., Shah J., Metha A., Sharma P.",01410768,"Journal of the Royal Society of Medicine",99, 10,0,1,0,0,1,0,1
2006,"Heritability of left ventricular mass in a large cohort of twins","Sharma P., Middelberg R.P.S., Andrew T., Johnson M.R., Christley H., Brown M.J.",02636352,"Journal of Hypertension",24, 2,14,7,3,3,13,0,27
2006,"Ethnic variations in the management of patients with acute stroke","Bourke J., Sylvester R., Sharma P.",00325473,"Postgraduate Medical Journal",82, 963,5,0,2,1,3,0,8
2005,"Of rats and men: Superwarfarin toxicity","Sharma P., Bentley P.",01406736,"Lancet",365, 9459,7,1,0,0,1,0,8
2005,"Homocysteine and stroke: Evidence on a causal link from mendelian randomisation","Casas J.P., Bautista L.E., Smeeth L., Sharma P., Hingorani A.D.",01406736,"Lancet",365, 9455,156,25,17,4,46,0,202
2004,"Meta-analysis of genetic studies in ischemic stroke: Thirty-two genes involving approximately 18 000 cases and 58 000 controls","Casas J.P., Hingorani A.D., Bautista L.E., Sharma P.",00039942,"Archives of Neurology",61, 11,122,31,23,7,61,0,183
2004,"Cracking the genetics of cerebrovascular disease","Sharma P.",01406736,"Lancet",363, 9424,2,0,0,0,0,0,2
2004,"A free energy based computational pathway from chemical templates to lead compounds: A case study of COX-2 inhibitors","Latha N., Jain T., Sharma P., Jayaram B.",07391102,"Journal of Biomolecular Structure and Dynamics",21, 6,4,0,1,0,1,0,5
2003,"Human CRP Gene Polymorphism Influences CRP Levels: Implications for the Prediction and Pathogenesis of Coronary Heart Disease","Brull D.J., Serrano N., Zito F., Jones L., Montgomery H.E., Rumley A., Sharma P., Lowe G.D.O., World M.J., Humphries S.E., Hingorani A.D.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",23, 11,128,15,12,8,35,0,163
2001,"Fits and strokes","Sharma P., Wang T., Brown M.J., Schapira A.H.V.",01406736,"Lancet",358, 9276,4,0,0,0,0,0,4
2001,"Multiple cranial nerve palsy in an HIV-positive patient.","Karna S., Biswas J., Kumarasamy N., Sharma P., Solomon S.",03014738,"Indian journal of ophthalmology",49, 2,0,0,0,0,0,0,0
2001,"Neurovascular lessons from a pair of identical twins with cerebral aneurysms","Sharma P., Brown M.J.",00325473,"Postgraduate Medical Journal",77, 905,4,0,1,0,1,0,5
2000,"Mutations in sarcomere protein genes as a cause of dilated cardiomyopathy","Kamisago M., Sharma S.D., DePalma S.R., Solomon S., Sharma P., McDonough B., Smoot L., Mullen M.P., Woolf P.K., Wigle E.D., Seidman J.G., Seidman C.E., Jancho J., Shapiro L.R.",00284793,"New England Journal of Medicine",343, 23,272,32,19,5,56,0,328
2000,"Genome-wide search for susceptibility loci to human essential hypertension","Sharma P., Fatibene J., Ferraro F., Jia H., Monteith S., Brown C., Clayton D., O'Shaughnessy K., Brown M.J.",0194911X,"Hypertension",35, 6,64,3,0,0,3,0,67
2000,"Effects of poststroke pyrexia on stroke outcome: A meta-analysis of studies in patients","Hajat C., Hajat S., Sharma P.",00392499,"Stroke",31, 2,210,19,18,5,42,0,252
2000,"? 2-adrenoceptor gene polymorphisms and blood pressure variations in East Anglian Caucasians","Jia H., Sharma P., Hopper R., Dickerson C., Lloyd D.D., Brown M.J.",02636352,"Journal of Hypertension",18, 6,35,5,1,1,7,0,42
1999,"Quantitative association between a newly identified molecular variant in the endothelin-2 gene and human essential hypertension","Sharma P., Hingorani A., Haiyan J., Hopper R., Brown M.J.",02636352,"Journal of Hypertension",17, 9,30,1,0,0,1,0,31
1999,"Association of the G(s)? gene with essential hypertension and response to ?-blockade","Jia H., Hingorani A.D., Sharma P., Hopper R., Dickerson C., Trutwein D., Lloyd D.D., Brown M.J.",0194911X,"Hypertension",34, 1,96,7,5,0,12,0,108
1999,"Serum angiotensin converting enzyme (multiple letters) [6]","Sharma P., Smith I., Schneerson J., Marshall B.G.",00406376,"Thorax",54, 1,0,0,0,0,0,0,0
1998,"Positive association of tyrosine hydroxylase microsatellite marker to essential hypertension","Sharma P., Hingorani A., Jia H., Ashby M., Hopper R., Clayton D., Brown M.J.",0194911X,"Hypertension",32, 4,48,5,1,2,8,0,56
1998,"Structure of human endothelin-2 gene and demonstration of common expression in human right atrial tissue","Sharma P., Lu F., Rut A., Brown M.J.",0006291X,"Biochemical and Biophysical Research Communications",245, 3,10,0,0,0,0,0,10
1998,"Clinician scientists face difficult future [7]","Sharma P.",09598146,"British Medical Journal",316, 7138,0,0,0,1,1,0,1
1997,"Annual Scientific Meeting of the British Hypertension Society. Wills Hall, University of Bristol, 15-17 September 1997. Genome wide search for susceptibility loci in essential hypertension: Early results","Sharma P., Pathan S., Fatibene J., Jia H., Thompson D., Monteith S., Clayton D., O'Shaughnessy K., Brown M.J.",02636352,"Journal of Hypertension",15, 12 I,1,0,0,0,0,0,1
1997,"Clinical value of ACE genotyping in diagnosis of sarcoidosis","Sharma P., Smith I., Maguire G., Stewart S., Shneerson J., Brown M.J.",01406736,"Lancet",349, 9065,45,2,3,0,5,0,50
1997,"Medicine, Durer, and the praying hands","Sharma P.",01406736,"Lancet",349, 9063,6,1,0,0,1,0,7
1997,"Molecular medicine: From laboratory to clinical practice","Sharma P., Baynes K.",00358819,"Journal of the Royal College of Physicians of London",31, 3,3,0,0,0,0,0,3
1997,"Ischemic stroke and the gene for angiotensin-converting enzyme in Japanese hypertensives [7]","Sharma P., Kario K., Matsuo T., Nago N., Saito K., Kanai N., Shimada K.",00097322,"Circulation",95, 1,2,0,0,0,0,0,2
1996,"Blood pressure and the M235T polymorphism of the angiotensinogen gene","Hingoram A.D., Sharma P., Jia H., Hopper R., Brown M.J.",0194911X,"Hypertension",28, 5,68,0,1,0,1,0,69
1996,"Genes for ischaemic stroke: Strategies for their detection","Sharma P.",02636352,"Journal of Hypertension",14, 3,22,0,3,0,3,0,25
1995,"Novel rhodium-antimony bimetallic complexes containing an unusual distibine cis-eclipsed conformation","Sharma P., Rosas N., Hernandez S., Cabrera A.",00224936,"Journal of the Chemical Society, Chemical Communications",, 13,3,0,0,0,0,0,3
1994,"Molecular approach to assessing the genetic risk of cerebral infarction: Deletion polymorphism in the gene encoding angiotensin 1-converting enzyme","Sharma P., Carter N.D., Barley J., Brown M.M.",09509240,"Journal of Human Hypertension",8, 8,50,2,0,0,2,0,52
1994,"Polymorphisms in the gene encoding angiotensin 1-converting enzyme and relationship to its post-translational product in cerebral infarction","Sharma P., Carter N.D., Barley J., Lunt R., Seymour C.A., Brown M.M.",09509240,"Journal of Human Hypertension",8, 8,21,0,0,0,0,0,21
