,"This is a citation overview for a set of 20 documents.",,,,,,,,,,,,
2007,"IFN-?- and TNF-independent vitamin D-inducible human suppression of mycobacteria: The role of cathelicidin LL-37 (Journal of Immunology (2007) 178 (7190-7198))","Martineau A.R., Wilkinson K.A., Newton S.M., Floto R.A., Norman A.W., Skolimowska K., Davidson R.N., Sorensen O.E., Kampmann B., Griffiths C.J., Wilkinson R.J.",00221767,"Journal of Immunology",179, 12,0,1,0,0,1,0,1
2007,"A single dose of vitamin D enhances immunity to mycobacteria","Martineau A.R., Wilkinson R.J., Wilkinson K.A., Newton S.M., Kampmann B., Hall B.M., Packe G.E., Davidson R.N., Eldridge S.M., Maunsell Z.J., Rainbow S.J., Berry J.L., Griffiths C.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",176, 2,67,27,33,14,74,0,141
2007,"Neutrophil-mediated innate immune resistance to mycobacteria","Martineau A.R., Newton S.M., Wilkinson K.A., Kampmann B., Hall B.M., Nawroly N., Packe G.E., Davidson R.N., Griffiths C.J., Wilkinson R.J.",00219738,"Journal of Clinical Investigation",117, 7,27,18,20,8,46,0,73
2007,"IFN-?- and TNF-independent vitamin D-inducible human suppression of mycobacteria: The role of cathelicidin LL-37","Martineau A.R., Wilkinson K.A., Newton S.M., Floto R.A., Norman A.W., Skolimowska K., Davidson R.N., Sorensen O.E., Kampmann B., Griffiths C.J., Wilkinson R.J.",00221767,"Journal of Immunology",178, 11,41,18,27,6,51,0,92
2007,"Erratum: A deletion defining a common Asian lineage of Mycobacterium tuberculosis associates with immune subversion (Proceedings of the National Academy of Sciences of the United States of America (October 17, 2006) 103, 42 (15594-15598) DOI: 10.1073/pnas.0604283103))","Newton S.M., Fandrich S., Smallie T., Foxwell B., Al-Obaidi A., Shafi J., Rajakumar K., Kampmann B., Andrew P.W., Ziegler-Heitbrock L., Barer M.R., Smith R.J., Wilkinson R.J., Wilkinson K.A., Nicol M.P., Garton N.J., Staples K.J., Stewart G.R., Wain J.R., Martineau A.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",104, 2,0,0,0,0,0,0,0
2006,"A deletion defining a common Asian lineage of Mycobacterium tuberculosis associates with immune subversion","Newton S.M., Fandrich S., Smallie T., Foxwell B., Al-Obaidi A., Shafi J., Rajakumar K., Kampmann B., Andrew P.W., Ziegler-Heitbrock L., Barer M.R., Smith R.J., Wilkinson R.J., Wilkinson K.A., Nicol M.P., Garton N.J., Staples K.J., Stewart G.R., Wain J.R., Martineau A.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",103, 42,23,7,10,4,21,0,44
2006,"Transmission of Mycobacterium tuberculosis undetected by tuberculin skin testing","Anderson S.T., Wilkinson K.A., Williams A.J., Brown J.R., Newton S.M., Simsova M., Nicol M.P., Sebo P., Levin M., Wilkinson R.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",173, 9,21,1,0,0,1,0,22
2006,"Effect of treatment of latent tuberculosis infection on the T cell response to Mycobacterium tuberculosis antigens","Wilkinson K.A., Kon O.M., Newton S.M., Meintjes G., Davidson R.N., Pasvol G., Wilkinson R.J.",00221899,"Journal of Infectious Diseases",193, 3,41,10,6,0,16,0,57
2005,"Effect of deletion or overexpression of the 19-kilodalton lipoprotein Rv3763 on the innate response to Mycobacterium tuberculosis","Stewart G.R., Wilkinson R.J., Wilkinson K.A., Newton S.M., Sullivan S.M., Neyrolles O., Wain J.R., Patel J., Pool K.-L., Young D.B.",00199567,"Infection and Immunity",73, 10,12,1,2,0,3,0,15
2005,"Infection biology of a novel ?-crystallin of Mycobacterium tuberculosis: Acr2","Wilkinson K.A., Stewart G.R., Newton S.M., Vordermeier H.M., Wain J.R., Murphy H.N., Horner K., Young D.B., Wilkinson R.J.",00221767,"Journal of Immunology",174, 7,23,4,3,1,8,0,31
2005,"The stress-responsive chaperone ?-crystallin 2 is required for pathogenesis of Mycobacterium tuberculosis","Stewart G.R., Newton S.M., Wilkinson K.A., Humphreys I.R., Murphy H.N., Robertson B.D., Wilkinson R.J., Young D.B.",0950382X,"Molecular Microbiology",55, 4,20,7,2,2,11,0,31
2002,"The evaluation of forty-three plant species for in vitro antimycobacterial activities; isolation of active constituents from Psoralea corylifolia and Sanguinaria canadensis","Newton S.M., Lau C., Gurcha S.S., Besra G.S., Wright C.W.",03788741,"Journal of Ethnopharmacology",79, 1,54,17,11,2,30,0,84
2000,"In-vitro antimycobacterial screening of some plant species used in traditional medicine for the treatment of tuberculosis","Newton S.M., Lau C., Wright C.W.",00223573,"Journal of Pharmacy and Pharmacology",52, 9,0,0,0,0,0,0,0
2000,"A review of antimycobacterial natural products","Newton S.M., Lau C., Wright C.W.",0951418X,"Phytotherapy Research",14, 5,40,9,13,5,27,0,67
