,"This is a citation overview for a set of 65 documents.",,,,,,,,,,,,
2007,"Human immunodeficiency virus-specific CD8+ T-cell activity is detectable from birth in the majority of in utero-infected infants","Thobakgale C.F., Prendergast A., Tudor-Williams G., Dong K., Jeena P., Kindra G., Bobat R., Coovadia H., Kiepiela P., Walker B.D., Goulder P.J.R., Ramduth D., Reddy S., Mkhwanazi N., De Pierres C., Moodley E., Mphatswe W., Blanckenberg N., Cengimbo A.",0022538X,"Journal of Virology",81, 23,5,5,8,1,14,0,19
2007,"Antiretroviral drug resistance in HIV-infected children: Implications for long-term treatment","Tudor-Williams G., Green H.",14620308,"Journal of HIV Therapy",12, 4,1,0,0,0,0,0,1
2007,"Morbidity, mortality, and response to treatment by children in the United Kingdom and Ireland with perinatally acquired HIV infection during 1996-2006: Planning for teenage and adult care","Judd A., Doerholt K., Tookey P.A., Sharland M., Riordan A., Menson E., Novelli V., Lyall E.G.H., Masters J., Tudor-Williams G., Duong T., Gibb D.M.",10584838,"Clinical Infectious Diseases",45, 7,27,15,20,1,36,0,63
2007,"Transient viral load increases in HIV-infected children in the UK and Ireland: What do they mean?","Lee K.J., Shingadia D., Pillay D., Walker A.S., Riordan A., Menson E., Duong T., Tudor-Williams G., Gibb D.M.",13596535,"Antiviral Therapy",12, 6,2,1,0,0,1,0,3
2007,"Panton-valentine leukocidin-secreting Staphylococcus aureus causing severe musculoskeletal sepsis in children: A new threat","Mitchell P.D., Hunt D.M., Lyall H., Nolan M., Tudor-Williams G.",0301620X,"Journal of Bone and Joint Surgery - Series B",89, 9,3,1,3,1,5,0,8
2007,"International perspectives, progress, and future challenges of paediatric HIV infection","Prendergast A., Tudor-Williams G., Jeena P., Burchett S., Goulder P.",01406736,"Lancet",370, 9581,30,12,11,3,26,0,56
2007,"High frequency of rapid immunological progression in African infants infected in the era of perinatal HIV prophylaxis","Mphatswe W., Goulder P., Blanckenberg N., Tudor-Williams G., Prendergast A., Thobakgale C., Mkhwanazi N., McCarthy N., Walker B.D., Kiepiela P.",02699370,"AIDS",21, 10,13,7,7,4,18,0,31
2006,"Erratum: Differential selection pressure exerted on HIV by CTL targeting identical epitopes but restricted by distinct HLA alleles from the same HLA supertype (Journal of Immunology (2006) 177 (4699-4708))","Leslie A., Luzzi G., Edwards A., Rousseau C.M., Mullins J.I., Tudor-Williams G., Novelli V., Brander C., Douek D.C., Kiepiela P., Walker B.D., Price D.A., Goulder P.J.R., Mkhize P., Bishop K., Rathod A., Day C., Crawford H., Honeyborne I., Asher T.E.",00221767,"Journal of Immunology",177, 12,0,1,0,0,1,0,1
2006,"Differential selection pressure exerted on HIV by CTL targeting identical epitopes but restricted by distinct HLA alleles from the same HLA supertype","Leslie A., Luzzi G., Edwards A., Rosseau C.M., Mullins J.I., Tudor-Williams G., Novelli V., Brander C., Douek D.C., Kiepiela P., Walker B.D., Price D.A., Goulder P.J.R., Mkhize P., Bishop K., Rathod A., Day C., Crawford H., Honeyborne I., Asher T.E.",00221767,"Journal of Immunology",177, 7,25,7,9,1,17,0,42
2006,"Neurodevelopmental outcomes in children with HIV infection under 3 years of age","Foster C.J., Biggs R.L., Melvin D., Walters M.D.S., Tudor-Williams G., Lyall E.G.H.",00121622,"Developmental Medicine and Child Neurology",48, 8,6,3,4,0,7,0,13
2006,"Underdosing of antiretrovirals in UK and Irish children with HIV as an example of problems in prescribing medicines to children, 1997-2005: Cohort study","Menson E.N., Walker A.S., Sharland M., Wells C., Tudor-Williams G., Riordan F.A.I., Lyall E.G.H., Gibb D.M.",09598146,"British Medical Journal",332, 7551,21,7,9,2,18,0,39
2006,"Effects of highly active antiretroviral therapy on paediatric metabolite levels","Rhoads M.P., Smith C.J., Tudor-Williams G., Kyd P., Walters S., Sabin C.A., Lyall E.G.H.",14642662,"HIV Medicine",7, 1,10,1,3,1,5,0,15
2004,"Sleeping sickness in brothers in London","Faust S.N., Woodrow C.J., Patel S., Snape M., Chiodini P.L., Tudor-Williams G., Lyall E.G.H.",08913668,"Pediatric Infectious Disease Journal",23, 9,3,0,1,1,2,0,5
2004,"HIV-1 infection in children: Current practice and future predictions","Van Der Poel L.-A., Faust S.N., Tudor-Williams G.",00652598,"Advances in Experimental Medicine and Biology",549, ,0,0,0,0,0,0,0
2004,"Campaign to revitalise academic medicine [1] (multiple letters)","Fielder A.R., White K.L., Levin M., Tudor-Williams G., Porter B., Elijovich F., Phillips P.A., MacQueen R., Terpenning M.S., Gray J.D.",09598146,"British Medical Journal",328, 7452,0,0,0,0,0,0,0
2004,"Campaign to revitalise academic medicine: crisis in UK academia affects academic medicine too.","Fielder A.R., Levin M., Tudor-Williams G.",14685833,"BMJ (Clinical research ed.)",328, 7452,1,0,1,0,1,0,2
2004,"Cytomegalovirus retinitis in infancy","Wren S.M.E., Fielder A.R., Bethell D., Lyall E.G.H., Tudor-Williams G., Cocker K.D., Mitchell S.M.",0950222X,"Eye",18, 4,5,1,2,0,3,0,8
2004,"HIV evolution: CTL escape mutation and reversion after transmission","Leslie A.J., Pfafferott K.J., Chetty P., Draenert R., Addo M.M., Feeney M., Tang Y., Holmes E.C., Allen T., Prado J.G., Altfeld M., Brander C., Dixon C., Ramduth D., Jeena P., Thomas S.A., St. John A., Roach T.A., Kupfer B., Luzzi G., Edwards A., Taylor G., Lyall H., Tudor-Williams G., Novelli V., Martinez-Picado J., Kiepiela P., Walker B.D., Goulder P.J.R.",10788956,"Nature Medicine",10, 3,297,44,51,15,110,0,407
2004,"Decline in mortality in children with HIV in the UK and Ireland [5] (multiple letters)","Mhlongo S.W.P., Tudor-Williams G., Novelli V., Butler K., Riordan A., Farrelly L., Masters J., Peckharn C.S., Dunn D.T., Maduna P.M.H., Prime K.P., Jungmann E.A., Edwards S.G., Gibb D.M., Duong T., Tookey P.A., Sharland M.",09598146,"British Medical Journal",328, 7438,0,0,0,0,0,0,0
2004,"Children with human immunodeficiency virus admitted to a paediatric intensive care unit in the United Kingdom over a 10-year period","Cooper S., Lyall H., Walters S., Tudor-Williams G., Habibi P., De Munter C., Britto J., Nadel S.",03424642,"Intensive Care Medicine",30, 1,10,1,1,0,2,0,12
2003,"Decline in mortality, AIDS, and hospital admissions in perinatally HIV-1 infected children in the United Kingdom and Ireland","Gibb D.M., Masters J., Peckham C.S., Dunn D.T., Duong T., Tookey P.A., Sharland M., Tudor-Williams G., Novelli V., Butler K., Riordan A., Farrelly L.",09598146,"British Medical Journal",327, 7422,97,8,14,4,26,0,123
2003,"Nevirapine use in HIV-1-infected children","Verweel G., Tudor-Williams G., Sharland M., Lyall H., Novelli V., Gibb D.M., Dumont G., Ball C., Wilkins E., Walters S.",02699370,"AIDS",17, 11,30,2,1,2,5,0,35
2003,"Hashimoto's encephalopathy [10] (multiple letters)","Kashyap A.S., Kashyap S., Franklyn J., Taylor S.E., Tudor-Williams G., Garalda M.E., Martinez-Alier N., Augoustides-Savvopoulou P., Mylonas I., Bairaktaris C.",01406736,"Lancet",361, 9372,0,1,0,0,1,0,1
2003,"An organic cause of neuropsychiatric illness in adolescence","Taylor S.E., Garalda M.E., Tudor-Williams G., Martinez-Alier N.",01406736,"Lancet",361, 9357,9,0,1,0,1,0,10
2003,"Inter-laboratory comparison of HCV-RNA assay results: Implications for multi-centre research","Pembrey L., Newell M.-L., Tovo P.-A., Van Drimmelen H., Quinti I., Furlini G., Galli S., Meliconi M.G., Burns S., Hallam N., Sonnerborg A., Cilia G., Serrano E., Laccetti P., Portella G., Polywka S., Icardi G., Bruzzone B., Balbo L., Alfarano A., Amoroso A., Asensi-Botet F., Bona G., Boucher C., Buffolano W., Butler K., Cabero Roura L., Bertran Sanges J.M., Cigna P., Ciria L.M., Servera Ginard C., Coll O., Fortuny C., Corrias A., Ledda R., Floris S., De Maria A., Echeverria J., Cilla G., Fabris C., Feiterna Sperling C., Grosch-Worner I., Fischler B., Bohlin A.-B., Fjaerli H.A., Hannam S., Mieli-Vergani G., Hatzakis A., Lanari M., Papa I., Venturi V., Leon Leal J.A., Lyall H., Maccabruni A., Pacati I., Arlandi L., Marcellini M., Martin Fontelos P., Mazza A., Mok J.Y.Q., Mur A., Vinolas M., Palomba E., Riva C., Scolfaro C., Paternoster D.M., Grella P., Casadei A.M., Rojahn A., Rosso R., Bassetti D., Ruiz Contreras J., Manzanares A., Ruiz Extremera A., Souayah H., Levy J., Tudor-Williams G., Vegnente A., Wejstal R., Norkrans G., Zanetti A., Tanzi E., Zuccotti G.V., Zuin G., Saccani B., Vigano A.",01466615,"Journal of Medical Virology",69, 2,12,0,0,0,0,0,12
2003,"Advances in the prevention and treatment of paediatric HIV infection in the United Kingdom.","Sharland M., Gibb D.M., Tudor-Williams G.",13684973,"Sexually transmitted infections",79, 1,2,0,0,0,0,0,2
2003,"Effects of mode of delivery and infant feeding on the risk of mother-to-child transmission of hepatitis c virus [16] (multiple letters)","Foster G.R., Tudor-Williams G., White J., Regan L., Newell M.-L., Pembrey L.",14700328,"BJOG: An International Journal of Obstetrics and Gynaecology",110, 1,0,0,0,0,0,0,0
2002,"Advances in the prevention and treatment of paediatric HIV infection in the United Kingdom","Sharland M., Gibb D.M., Tudor-Williams G.",00039888,"Archives of Disease in Childhood",87, 3,7,0,0,0,0,0,7
2001,"Paediatric HIV infection: Correlates of protective immunity and global perspectives in prevention and management","Goulder P.J.R., Jeena P., Tudor-Williams G., Burchett S.",00071420,"British Medical Bulletin",58, ,20,3,1,1,5,0,25
2001,"MMR vaccine in HIV-infected children - Potential hazards?","Goon P., Cohen B., Jin L., Watkins R., Tudor-Williams G.",0264410X,"Vaccine",19, 28-29,17,0,3,1,4,0,21
2000,"Prevalence of hepatitis C among pregnant women attending an inner london obstetric department: Uptake and acceptability of named antenatal testing","Ward C., Tudor-Williams G., Cotzias T., Hargreaves S., Regan L., Foster G.R.",00175749,"Gut",47, 2,38,0,3,0,3,0,41
2000,"Pharmacological implications of lengthened in-utero exposure to nevirapine","Taylor G.P., Lyall E.G.H., Back D., Ward C., Tudor-Williams G.",01406736,"Lancet",355, 9221,14,1,0,0,1,0,15
2000,"HIV infection in children in developing countries","Tudor-Williams G.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",94, 1,2,1,0,0,1,0,3
1999,"Labour care of women with HIV infection (multiple letters) [3]","Taylor G.P., Lyall E.G.H., Tudor-Williams G., Regan L., Smith J., Chamberlain G., Steer P.",09598146,"British Medical Journal",319, 7206,0,0,0,0,0,0,0
1999,"British HIV association guidelines for prescribing antiretroviral therapy in pregnancy (1998)","Taylor G.P., Lyall E.G.H., Mercey D., Smith R., Chester T., Newell M.-L., Tudor-Williams G.",13684973,"Sexually Transmitted Infections",75, 2,23,0,0,0,0,0,23
1999,"Mother to infant transmission of HIV","Tudor-Williams G., Lyall E.G.H.",09517375,"Current Opinion in Infectious Diseases",12, 1,1,0,1,1,2,0,3
1998,"Intrapartum mucosal exposure to human immunodeficiency virus type 1 (HIV-1) of infants born to HIV-1-infected mothers correlates with maternal plasma virus burden","Ait-Khaled M., Hermione Lyall E.G., Stainsby C., Taylor G.P., Wright A., Weber J.N., McClure M.O., Tudor-Williams G.",00221899,"Journal of Infectious Diseases",177, 4,18,1,0,0,1,0,19
1998,"Review of uptake of interventions to reduce mother to child transmission of HIV by women aware of their HIV status","Hermione Lyall E.G., Stainsby C., Taylor G.P., Ait-Khaled M., Bingham S., Evans J.A., Wright A., Weber J.N., McClure M.O., Walters S., Tudor-Williams G.",09598146,"British Medical Journal",316, 7127,12,0,0,0,0,0,12
1997,"Staphylococcal skin sepsis","Booy R., Tudor-Williams G.",09575839,"Current Paediatrics",7, 1,0,0,0,0,0,0,0
1997,"Paediatric HIV infection","Sharland M., Gibb D., Tudor-Williams G., Walters S., Novelli V.",00039888,"Archives of Disease in Childhood",76, 4,6,0,0,0,0,0,6
1997,"British HIV association guidelines for antiretroviral treatment of HIV seropositive individuals","Gazzard B.G., Moyle G.J., Weber J., Johnson M., Bingham J.S., Brettle R., Churchill D., Fisher M., Griffin G., Jefferies D., King E., Gormer R., Lee C., Pozniak A., Smith J.R., Tudor-Williams G., Williams I.",01406736,"Lancet",349, 9058,197,0,0,0,0,0,197
1997,"Perinatal transmission of HIV","Hermione Lyall E.G., Tudor-Williams G.",09517375,"Current Opinion in Infectious Diseases",10, 3,6,0,0,0,0,0,6
1996,"Comparison of virus burden in blood and sequential lymph node biopsy specimens from children infected with human immunodeficiency virus","Mueller B.U., Sullivan J.L., Pizzo P.A., Sei S., Anderson B., Luzuriaga K., Farley M., Venzon D.J., Tudor-Williams G., Schwartzentruber D.J., Fox C.",00223476,"Journal of Pediatrics",129, 3,11,0,0,1,1,0,12
1996,"Neurobehavioral manifestations of symptomatic HIV-1 disease in children: Can nutritional factors play a role?","Brouwers P., Decarli C., Heyes M.P., Moss H.A., Wolters P.L., Tudor-Williams G., Civitello L.A., Pizzo P.A.",00223166,"Journal of Nutrition",126, 10,8,0,0,0,0,0,8
1995,"Treatment of children with HIV infection [9]","Gibb D.M., Darbyshire J.H., Debre M., Giaquinto C., Aboulker J.P., Martinez M., Tudor-Williams G.",01406736,"Lancet",345, 8957,1,0,0,1,1,0,2
1995,"Pneumonia and bacteremia by pneumococcal serotype 16 in a human immunodeficiency virus-infected child with normal serum antibody response to 23-valent pneumovax vaccine [3]","Hirschfeld S., Schiffman G., Tudor-Williams G., Pizzo P.A.",00221899,"Journal of Infectious Diseases",171, 3,1,0,0,0,0,0,1
1995,"HIV clearance in an infant? [4]","McClure M.O., Bryson Y., Chen I.S.Y., Bieniasz P.D., Weber J.N., Tedder R.S., O'Shea S., Banatvala J.E., Tudor-Williams G., Simmonds P., Holmes E.C.",00280836,"Nature",375, 6533,5,0,1,0,1,0,6
1995,"Relation between stage of disease and neurobehavioral measures in children with symptomatic HIV disease","Brouwers P., Tudor-Williams G., DeCarli C., Moss H.A., Wolters P.L., Civitello L.A., Pizzo P.A.",02699370,"AIDS",9, 7,33,0,1,1,2,0,35
1995,"Co-trimoxazole for cyclospora infection [5]","Booy R., Tudor-Williams G.",01406736,"Lancet",345, 8960,1,0,0,0,0,0,1
1995,"Apoptosis occurs predominantly in bystander cells and not in productively infected cells of HIV- and SIV-infected lymph nodes","Finkel T.H., Tudor-Williams G., Banda N.K., Cotton M.F., Curiel T., Monks C., Baba T.W., Ruprecht R.M., Kupfer A.",10788956,"Nature Medicine",1, 2,586,23,20,6,49,0,635
1994,"Interrelations among patterns of change in neurocognitive, CT brain imaging and CD4 measures associated with anti-retroviral therapy in children with symptomatic HIV infection","Brouwers P., DeCarli C., Tudor-Williams G., Civitello L., Moss H., Pizzo P.",09605428,"Advances in Neuroimmunology",4, 3,17,1,1,0,2,0,19
1992,"Immunogenicity of combined diphtheria, tetanus, and pertussis vaccine given at 2, 3, and 4 months versus 3, 5, and 9 months of age","Booy R., Chapel H.M., Aitken S.J.M., Taylor S., Tudor-Williams G., MacFarlane J.A., Moxon E.R., Ashworth L.A.E., Mayon-White R.T., Griffiths H.",01406736,"Lancet",339, 8792,49,3,1,0,4,0,53
1992,"HIV-1 sensitivity to zidovudine and clinical outcome in children","Tudor-Williams G., Vavro C.L., Connor E.M., Wilfert C.M., St. Clair M.H., McKinney R.E., Maha M., Walter E., Santacroce S., Mintz M., O'Donnell K., Rudoll T.",01406736,"Lancet",339, 8784,48,0,0,0,0,0,48
1992,"HIV-1 sensitivity to zidovudine and clinical outcome [25]","Boucher C.A.B., Lange J.M.A., Maxeiner H.G., Habermehl K.O., Grunewald Th., Ruf B., Tudor-Williams G., StClair M.H., McKinney Jr. R.E., Maha M., Walter E., Santacroce S., Mintz M., O'Donnell K., Rudoll T., Vavro C.L., Connor E.M., Wilfert C.M.",01406736,"Lancet",339, 8793,0,0,0,0,0,0,0
1991,"Resistance to ddI and sensitivity to AZT induced by a mutation in HIV-1 reverse transcriptase","St. Clair M.H., Martin J.L., Tudor-Williams G., Bach M.C., Vavro C.L., King D.M., Kellam P., Kemp S.D., Larder B.A.",00368075,"Science",253, 5027,360,6,2,1,9,0,369
1991,"Early diagnosis of vertically acquired HIV-1 infection","Tudor-Williams G.",02699370,"AIDS",5, 1,2,0,0,0,0,0,2
1989,"Bacterial meningitis in children","Tudor-Williams G.",09517375,"Current Opinion in Infectious Diseases",2, 3,0,0,0,0,0,0,0
1989,"Haemophilus influenzae type b disease in the Oxford region","Tudor-Williams G., Frankland J., Isaacs D., Mayon-White R.T., MacFarlane J.A., Slack M.P.E., Anderson E., Rees D.G., Moxon E.R.",00039888,"Archives of Disease in Childhood",64, 4,25,1,0,1,2,0,27
1989,"Haemophilus influenzae type b conjugate vaccine trial in Oxford: Implications for the United Kingdom","Tudor-Williams G., Frankland J., Isaacs D., Mayon-White R.T., MacFarlane J.A., Rees D.G., Moxon E.R.",00039888,"Archives of Disease in Childhood",64, 4,5,0,0,0,0,0,5
