2007,"Activin a is an anticatabolic autocrine cytokine in articular cartilage whose production is controlled by fibroblast growth factor 2 and NF-?B","Alexander S., Watt F., Sawaji Y., Hermansson M., Saklatvala J.",00043591,"Arthritis and Rheumatism",56, 11,0,0,1,0,1,0,1
2007,"Sic Transit Gloria: Farewell to the Epidermal Transit Amplifying Cell?","Jones P.H., Simons B.D., Watt F.M.",19345909,"Cell Stem Cell",1, 4,0,0,4,12,16,0,16
2007,"Epidermal stem cells are defined by global histone modifications that are altered by Myc-induced differentiation","Frye M., Fisher A.G., Watt F.M.",19326203,"PLoS ONE",2, 8,0,1,6,4,11,0,11
2007,"Syntenin mediates Delta1-induced cohesiveness of epidermal stem cells in culture","Estrach S., Legg J., Watt F.M.",00219533,"Journal of Cell Science",120, 16,0,0,7,2,9,0,9
2007,"Epidermal deletion of Rac1 causes stem cell depletion, irrespective of whether deletion occurs during embryogenesis or adulthood [8]","Benitah S.A., Watt F.M.",0022202X,"Journal of Investigative Dermatology",127, 6,0,1,3,0,4,0,4
2007,"Expression of Notch pathway genes in mammalian epidermis and modulation by ?-catenin","Ambler C.A., Watt F.M.",10588388,"Developmental Dynamics",236, 6,0,0,5,2,7,0,7
2007,"JCS Prize. 2006 winner: Satomi Matsuoka.","Watt F.",00219533,"Journal of cell science",120, 9,0,0,0,0,0,0,0
2007,"Dual role of inactivating Lef1 mutations in epidermis: Tumor promotion and specification of tumor type","Niemann C., Owens D.M., Schettina P., Watt F.M.",00085472,"Cancer Research",67, 7,0,0,5,2,7,0,7
2007,"New JCS editor","Watt F.M., Sever R.",00219533,"Journal of Cell Science",120, 6,0,0,0,0,0,0,0
2006,"Identification of novel keratinocyte differentiation modulating compounds by high-throughput screening","Honma M., Stubbs M., Collins I., Workman P., Aherne W., Watt F.M.",10870571,"Journal of Biomolecular Screening",11, 8,0,2,2,2,6,0,6
2006,"Jagged 1 is a ?-catenin target gene required for ectopic hair follicle formation in adult epidermis","Estrach S., Ambler C.A., Lo Celso C., Hozumi K., Watt F.M.",09501991,"Development",133, 22,0,9,16,12,37,0,37
2006,"HAN11 binds mDia1 and controls GLI1 transcriptional activity","Morita K., Celso C.L., Spencer-Dene B., Zouboulis C.C., Watt F.M.",09231811,"Journal of Dermatological Science",44, 1,0,0,1,0,1,0,1
2006,"Epidermal stem cells: an update","Watt F.M., Celso C.L., Silva-Vargas V.",0959437X,"Current Opinion in Genetics and Development",16, 5,0,16,28,9,53,0,53
2006,"Single-cell expression profiling of human epidermal stem and transit-amplifying cells: Lrig1 is a regular of stem cell quiescence","Jensen K.B., Watt F.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",103, 32,1,7,22,9,38,0,39
2006,"The cell-surface marker MTS24 identifies a novel population of follicular keratinocytes with characteristics of progenitor cells","Nijhof J.G.W., de Gruijl F.R., van Ewijk W., Braun K.M., Giangreco A., van Pelt C., Kawamoto H., Boyd R.L., Willemze R., Mullenders L.H.F., Watt F.M.",09501991,"Development",133, 15,2,10,6,6,22,0,24
2006,"The RNA Methyltransferase Misu (NSun2) Mediates Myc-Induced Proliferation and Is Upregulated in Tumors","Frye M., Watt F.M.",09609822,"Current Biology",16, 10,3,6,5,2,13,0,16
2006,"Women in cell biology: How personal lives shape careers","Watt F.M.",14710072,"Nature Reviews Molecular Cell Biology",7, 5,1,0,0,0,0,0,1
2006,"Human sebaceous tumors harbor inactivating mutations in LEF1","Takeda H., Lyle S., Lazar A.J.F., Zouboulis C.C., Smyth I., Watt F.M.",10788956,"Nature Medicine",12, 4,9,7,16,5,28,0,37
2006,"Role of LIM kinases in normal and psoriatic human epidermis","Honma M., Benitah S.A., Watt F.M.",10591524,"Molecular Biology of the Cell",17, 4,1,1,3,5,9,0,10
2006,"Women in cell biology: Getting to the top","Watt F.M.",14710072,"Nature Reviews Molecular Cell Biology",7, 4,0,0,0,0,0,0,0
2006,"Daniel Louvard: A Profile","Watt F.M.",00219533,"Journal of Cell Science",119, 6,0,0,0,0,0,0,0
2006,"New roles for integrins in squamous-cell carcinoma","Janes S.M., Watt F.M.",1474175X,"Nature Reviews Cancer",6, 3,3,17,11,6,34,0,37
2006,"Myc regulates keratinocyte adhesion and differentiation via complex formation with Miz1","Gebhardt A., Frye M., Herold S., Benitah S.A., Braun K., Samans B., Watt F.M., Elsasser H.-P., Eilers M.",00219525,"Journal of Cell Biology",172, 1,6,6,8,3,17,0,23
2005,"Different consequences of ?1 integrin deletion in neonatal and adult mouse epidermis reveal a context-dependent role of integrins in regulating proliferation, differentiation, and intercellular communication","Lopez-Rovira T., Silva-Vargas V., Watt F.M.",0022202X,"Journal of Investigative Dermatology",125, 6,4,3,7,4,14,0,18
2005,"Topo II? reporter mice reveal proliferative regions in the epidermis and small intestine","Li E.R., Watt F.M.",00145793,"FEBS Letters",579, 28,0,0,0,0,0,0,0
2005,"Consortia - The motion picture","Watt F.M., Sever R.",00219533,"Journal of Cell Science",118, 21,0,0,0,0,0,0,0
2005,"New JCS Editors","Watt F.M., Sever R.",00219533,"Journal of Cell Science",118, 19,0,0,0,0,0,0,0
2005,"Suprabasal ?5?1 integrin expression stimulates formation of epidermal squamous cell carcinomas without disrupting TGF? signaling or inducing spindle cell tumors","Owens D.M., Broad S., Yan X., Benitah S.A., Watt F.M.",08991987,"Molecular Carcinogenesis",44, 1,1,1,0,1,2,0,3
2005,"Developmental biology: Stem cell depletion through epidermal deletion of Rac1","Benitah S.A., Frye M., Glogauer M., Watt F.M.",00368075,"Science",309, 5736,34,24,20,11,55,0,89
2005,"?-catenin and hedgehog signal strength can specify number and location of hair follicles in adult epidermis without recruitment of bulge stem cells","Silva-Vargas V., Lo Celso C., Giangreco A., Ofstad T., Prowse D.M., Braun K.M., Watt F.M.",15345807,"Developmental Cell",9, 1,21,15,19,10,44,0,65
2005,"Identification of a new gene mutated in Fraser syndrome and mouse myelencephalic blebs","Jadeja S., Philip N., Aytes A.P., Watt F.M., Darling S.M., Jackson I., Woolf A.S., Scambler P.J., Smyth I., Pitera J.E., Taylor M.S., Van Haelst M., Bentley E., McGregor L., Hopkins J., Chalepakis G.",10614036,"Nature Genetics",37, 5,4,15,14,1,30,0,34
2005,"Frank Balkwill","Watt F.",00219533,"Journal of Cell Science",118, 7,2,0,0,0,0,0,2
2004,"Unexpected Hedgehog-Wnt interactions in epithelial differentiation","Watt F.M.",14714914,"Trends in Molecular Medicine",10, 12,12,2,1,3,6,0,18
2004,"Cell-to-cell contact and extracellular matrix","Green K., Watt F.",09550674,"Current Opinion in Cell Biology",16, 5,2,2,0,0,2,0,4
2004,"Sequence variation in the I-like domain of the ?1 integrin subunit in human oral squamous cell carcinomas","Evans R.D., Jones J., Taylor C., Watt F.M.",03043835,"Cancer Letters",213, 2,1,1,3,1,5,0,6
2004,"Epidermal label-retaining cells: Background and recent applications","Braun K.M., Watt F.M.",10870024,"Journal of Investigative Dermatology Symposium Proceedings",9, 3,15,8,10,2,20,0,35
2004,"Expression of activated MEK1 in differentiating epidermal cells is sufficient to generate hyperproliferative and inflammatory skin lesions","Hobbs R.M., Silva-Vargas V., Groves R., Watt F.M.",0022202X,"Journal of Investigative Dermatology",123, 3,15,4,15,3,22,0,37
2004,"Kazrin, a novel periplakin-interacting protein associated with desmosomes and the keratinocyte plasma membrane","Groot K.R., Sevilla L.M., Nishi K., DiColandrea T., Watt F.M.",00219525,"Journal of Cell Biology",166, 5,3,6,3,1,10,0,13
2004,"Transient activation of FOXN1 in keratinocytes induces a transcriptional programme that promotes terminal differentiation: Contrasting roles of FOXN1 and Akt","Janes S.M., Ofstad T.A., Campbell D.H., Watt F.M., Prowse D.M.",00219533,"Journal of Cell Science",117, 18,11,9,1,3,13,0,24
2004,"Switch from ?v?5 to ?v?6 integrin expression protects squamous cell carcinomas from anoikis","Janes S.M., Watt F.M.",00219525,"Journal of Cell Biology",166, 3,7,4,10,3,17,0,24
2004,"Caroline Damsky","Watt F.M.",00219533,"Journal of Cell Science",117, 17,1,0,0,0,0,0,1
2004,"Elizabeth Simpson","Watt F.M.",00219533,"Journal of Cell Science",117, 12,1,0,0,0,0,0,1
2004,"Best Paper Award 2003.","Watt F.",00219533,"Journal of cell science",117, 10,0,0,0,0,0,0,0
2004,"Transient activaton of ?-catenin signalling in adult mouse epidermis is sufficient to induce new hair follicles but continuous activation is required to maintain hair follicle tumours","Celso C.L., Prowse D.M., Watt F.M.",09501991,"Development",131, 8,38,14,25,13,52,0,90
2004,"Anna M. Wobus","Watt F.M.",00219533,"Journal of Cell Science",117, 7,1,0,0,0,0,0,1
2004,"Zena Werb","Watt F.M.",00219533,"Journal of Cell Science",117, 6,2,0,0,0,0,0,2
2004,"Sharyn Endow","Watt F.M.",00219533,"Journal of Cell Science",117, 5,2,0,0,0,0,0,2
2004,"Anna Starzinski-Powitz","Watt F.M.",00219533,"Journal of Cell Science",117, 4,2,0,0,0,0,0,2
2004,"End of an era","Watt F.M.",00219533,"Journal of Cell Science",117, 3,0,0,0,0,0,0,0
2004,"Non-profit publishing: Open access and the end of copyright transfer","Watt F.M., Sever R.",00219533,"Journal of Cell Science",117, 1,2,0,0,0,0,0,2
2003,"Keratinocyte Differentiation Is Regulated by the Rho and ROCK Signaling Pathway","McMullan R., Hotchin N.A., Lax S., Robertson V.H., Radford D.J., Broad S., Watt F.M., Rowles A., Croft D.R., Olson M.F.",09609822,"Current Biology",13, 24,14,3,0,2,5,0,19
2003,"Cell differentiation: Focus on epithelia","Fuchs E., Watt F.M.",09550674,"Current Opinion in Cell Biology",15, 6,3,0,0,0,0,0,3
2003,"Role of melanoma chondroitin sulphate proteoglycan in patterning stem cells in human interfollicular epidermis","Legg J., Jensen U.B., Broad S., Leigh I., Watt F.M.",09501991,"Development",130, 24,23,6,7,5,18,0,41
2003,"Manipulation of stem cell proliferation and lineage commitment: Visualisation of label-retaining cells in wholemounts of mouse epidermis","Braun K.M., Niemann C., Jensen U.B., Sundberg J.P., Silva-Vargas V., Watt F.M.",09501991,"Development",130, 21,61,25,35,12,72,0,133
2003,"Indian hedgehog and ?-catenin signaling: Role in the sebaceous lineage of normal and neoplastic mammalian epidermis","Niemann C., Unden A.B., Lyle S., Zouboulis Ch.C., Toftgard R., Watt F.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",100, 1,40,7,12,5,24,0,64
2003,"Suprabasal ?6?4 integrin expression in epidermis results in enhanced tumourigenesis and disruption of TGF? signalling","Owens D.M., Romero M.R., Gardner C., Watt F.M.",00219533,"Journal of Cell Science",116, 18,13,3,6,3,12,0,25
2003,"Regulation of keratinocyte shape, migration and wound epithelialization by IGF-1 and EGF-dependent signalling pathways","Haase I., Evans R., Pofahl R., Watt F.M.",00219533,"Journal of Cell Science",116, 15,15,5,6,2,13,0,28
2003,"Evidence that Myc activation depletes the epidermal stem cell compartment by modulating adhesive interactions with the local microenvironment","Frye M., Gardner C., Li E.R., Arnold I., Watt F.M.",09501991,"Development",130, 12,50,20,12,8,40,0,90
2003,"Contribution of stem cells and differentiated cells to epidermal tumours","Owens D.M., Watt F.M.",1474175X,"Nature Reviews Cancer",3, 6,75,29,16,10,55,0,130
2003,"Regulation of interleukin-1?a expression by integrins and epidermal growth factor receptor in keratinocytes from a mouse model of inflammatory skin disease","Hobbs R.M., Watt F.M.",00219258,"Journal of Biological Chemistry",278, 22,12,3,1,3,7,0,19
2003,"Fiona Watt.","Watt F.",09609822,"Current biology : CB",13, 9,0,0,0,0,0,0,0
2003,"Best paper award 2002","Watt F.",00219533,"Journal of Cell Science",116, 7,0,0,0,0,0,0,0
2003,"A tumor-associated ?1 integrin mutation that abrogates epithelial differentiation control","Evans R.D., Perkins V.C., Henry A., Stephens P.E., Robinson M.K., Watt F.M.",00219525,"Journal of Cell Biology",160, 4,19,4,4,4,12,0,31
2002,"Interaction of periplakin and envoplakin with intermediate filaments","Karashima T., Watt F.M.",00219533,"Journal of Cell Science",115, 24,27,5,3,2,10,0,37
2002,"A crucial role of ?1 integrins for keratinocyte migration in vitro and during cutaneous wound repair","Grose R., Hutter C., Bloch W., Thorey I., Watt F.M., Fassler R., Brakebusch C., Werner S.",09501991,"Development",129, 9,48,13,11,9,33,0,81
2002,"Role of integrins in regulating epidermal adhesion, growth and differentiation","Watt F.M.",02614189,"EMBO Journal",21, 15,129,45,35,26,106,0,235
2002,"New JCS editor","Watt F.M., Sever R.",00219533,"Journal of Cell Science",115, 10,0,0,0,0,0,0,0
2002,"The stem cell compartment in human interfollicular epidermis","Watt F.M.",09231811,"Journal of Dermatological Science",28, 3,39,8,3,4,15,0,54
2002,"Designer skin: Lineage commitment in postnatal epidermis","Niemann C., Watt F.M.",09628924,"Trends in Cell Biology",12, 4,74,12,10,7,29,0,103
2001,"Gene targeting of envoplakin, a cytoskeletal linker protein and precursor of the epidermal cornified envelope","Maatta A., Dicolandrea T., Groot K., Watt F.M.",02707306,"Molecular and Cellular Biology",21, 20,25,4,2,1,7,0,32
2001,"A role for mitogen-activated protein kinase activation by integrins in the pathogenesis of psoriasis","Haase I., Hobbs R.M., Romero M.R., Broad S., Watt F.M.",00219738,"Journal of Clinical Investigation",108, 4,62,7,7,3,17,0,79
2001,"Cutting edge: Amelioration of kidney disease in a transgenic mouse model of lupus nephritis by administration of the caspase inhibitor carbobenzoxy-valyl-alanyl-aspartyl-(?-o-methyl)-fluoromethylketone","Seery J.P., Cattell V., Watt F.M.",00221767,"Journal of Immunology",167, 5,19,5,0,0,5,0,24
2001,"Delta regulates keratinocyte spreading and motility independently of differentiation","Lowell S., Watt F.M.",09254773,"Mechanisms of Development",107, 1-2,19,2,4,0,6,0,25
2001,"Stem cell fate and patterning in mammalian epidermis","Watt F.M.",0959437X,"Current Opinion in Genetics and Development",11, 4,106,15,8,4,27,0,133
2001,"Influence of ?1 integrins on epidermal squamous cell carcinoma formation in a transgenic mouse model: ?3?1, but not ?2?1, suppresses malignant conversion","Owens D.M., Watt F.M.",00085472,"Cancer Research",61, 13,20,4,4,2,10,0,30
2001,"Paraneoplastic pemphigus sera react strongly with multiple epitopes on the various regions of envoplakin and periplakin, except for the C-terminal homologous domain of periplakin","Nagata Y., Karashima T., Watt F.M., Salmhofer W., Kanzaki T., Hashimoto T.",0022202X,"Journal of Investigative Dermatology",116, 4,24,2,3,2,7,0,31
2001,"c-Myc activation in transgenic mouse epidermis results in mobilization of stem cells and differentiation of their progeny","Arnold I., Watt F.M.",09609822,"Current Biology",11, 8,96,17,22,17,56,0,152
2001,"P19ARF - Independent induction of p53 and cell cycle arrest by Raf in murine keratinocytes","Roper E., Weinberg W., Watt F.M., Land H.",1469221X,"EMBO Reports",2, 2,27,4,1,4,9,0,36
2001,"Dermal fibroblast-derived growth factors restore the ability of ?1 integrin-deficient embryonal stem cells to differentiate into keratinocytes","Bagutti C., Hutter C., Chiquet-Ehrismann R., Fassler R., Watt F.M.",00121606,"Developmental Biology",231, 2,22,2,5,0,7,0,29
2000,"PA-FABP, a novel marker of human epidermal transit amplifying cells revealed by 2D protein gel electrophoresis and cDNA array hybridisation","O'Shaughnessy R.F.L., Seery J.P., Celis J.E., Frischauf A.-M., Watt F.M.",00145793,"FEBS Letters",486, 2,26,0,2,1,3,0,29
2000,"Expression of involucrin in normal, hyperproliferative and neoplastic mouse keratinocytes","Li E.R., Owens D.M., Djian P., Watt F.M.",09066705,"Experimental Dermatology",9, 6,21,7,5,0,12,0,33
2000,"Asymmetric stem-cell divisions define the architecture of human oesophageal epithelium","Seery J.P., Watt F.M.",09609822,"Current Biology",10, 22,20,9,9,3,21,0,41
2000,"Epidermal stem cells as targets for gene transfer","Watt F.M.",10430342,"Human Gene Therapy",11, 16,25,2,1,0,3,0,28
2000,"Subcellular distribution of envoplakin and periplakin: Insights into their role as precursors of the epidermal cornified envelope","DiColandrea T., Karashima T., Maatta A., Watt F.M.",00219525,"Journal of Cell Biology",151, 3,33,4,3,1,8,0,41
2000,"Proliferative heterogeneity in the human prostate: Evidence for epithelial stem cells","Hudson D.L., O'Hare M., Watt F.M., Masters J.R.W.",00236837,"Laboratory Investigation",80, 8,52,20,14,4,38,0,90
2000,"The EGF receptor provides an essential survival signal for SOS-dependent skin tumor development","Sibilia M., Fleischmann A., Behrens A., Stingl L., Carroll J., Watt F.M., Schlessinger J., Wagner E.F.",00928674,"Cell",102, 2,110,16,17,12,45,0,155
2000,"Structure and regulation of the envoplakin gene","Maatta A., Ruhrberg C., Watt F.M.",00219258,"Journal of Biological Chemistry",275, 26,13,1,0,0,1,0,14
2000,"The ?2 and ?5 integrin genes: Identification of transcription factors that regulate promoter activity in epidermal keratinocytes","Corbi A.L., Jensen U.B., Watt F.M.",00145793,"FEBS Letters",474, 2-3,18,6,1,0,7,0,25
2000,"Stimulation of human epidermal differentiation by Delta-Notch signalling at the boundaries of stem-cell clusters","Lowell S., Jones P., Le Roux I., Dunne J., Watt F.M.",09609822,"Current Biology",10, 9,123,19,25,13,57,0,180
2000,"Out of eden: Stem cells and their niches","Watt F.M., Hogan B.L.M.",00368075,"Science",287, 5457,466,53,73,46,172,0,638
2000,"?1 Integrins regulate keratinocyte adhesion and differentiation by distinct mechanisms","Levy L., Broad S., Diekmann D., Evans R.D., Watt F.M.",10591524,"Molecular Biology of the Cell",11, 2,53,8,6,5,19,0,72
2000,"?1b integrin subunit contains a double lysine motif that can cause accumulation within the endoplasmic reticulum","Kee W.J., Li E.R., Watt F.M.",07302312,"Journal of Cellular Biochemistry",78, 1,4,0,0,0,0,0,4
1999,"Envoplakin, a possible candidate gene for focal NEPPK/esophageal cancer (TOC): The integration of genetic and physical maps of the TOC region on 17q25","Risk J.M., Spurr N.K., Stevens H.P., Leigh I.M., Reis A., Kelsell D.P., Field J.K., Ruhrberg C., Hennies H.-C., Mills H.S., Di Colandrea T., Evans K.E., Ellis A., Watt F.M., Bishop D.T.",08887543,"Genomics",59, 2,25,1,0,1,2,0,27
1999,"The spatial relationship between stem cells and their progeny in the basal layer of human epidermis: A new view based on whole-mount labelling and lineage analysis","Jensen U.B., Lowell S., Watt F.M.",09501991,"Development",126, 11,125,20,18,14,52,0,177
1999,"?-catenin signalling modulates proliferative potential of human epidermal keratinocytes independently of intercellular adhesion","Zhu A.J., Watt F.M.",09501991,"Development",126, 10,103,10,11,3,24,0,127
1999,"A central role for ?? T cells in the pathogenesis of murine lupus","Seery J.P., Wang E.C.Y., Cattell V., Carroll J.M., Owen M.J., Watt F.M.",00221767,"Journal of Immunology",162, 12,17,0,0,0,0,0,17
1999,"Signaling via ?1 integrins and mitogen-activated protein kinase determines human epidermal stem cell fate in vitro","Zhu A.J., Haase I., Watt F.M.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",96, 12,105,14,13,7,34,0,139
1999,"Evidence that apoptosis and terminal differentiation of epidermal keratinocytes are distinct processes","Gandarillas A., Goldsmith L.A., Gschmeissner S., Leigh I.M., Watt F.M.",09066705,"Experimental Dermatology",8, 1,80,3,9,4,16,0,96
1999,"Analysis of cultured keratinocytes from a transgenic mouse model of psoriasis: Effects of suprabasal integrin expression on keratinocyte adhesion, proliferation and terminal differentiation","Romero M.R., Carroll J.M., Watt F.M.",09066705,"Experimental Dermatology",8, 1,23,4,3,2,9,0,32
1998,"Role of integrins in mouse eyelid development: Studies in normal embryos and embryos in which there is a failure of eyelid fusion","Carroll J.M., Luetteke N.C., Lee D.C., Watt F.M.",09254773,"Mechanisms of Development",78, 1-2,11,0,1,0,1,0,12
1998,"Envoplakin and periplakin are components of the paraneoplastic pemphigus antigen complex [4]","Kiyokawa C., Watt F.M., Hashimoto T., Ruhrberg C., Nie Z., Karashima T., Mori O., Nishikawa T., Green K.J., Anhalt G.J., DiColandrea T.",0022202X,"Journal of Investigative Dermatology",111, 6,40,3,4,3,10,0,50
1998,"Lack of intrinsic polarity in the ligand-binding ability of keratinocyte ?1 integrins","Bishop L.A., Kee W.J., Zhu A.J., Watt F.M.",09066705,"Experimental Dermatology",7, 6,9,0,0,0,0,0,9
1998,"Calcium-Induced Intercellular Adhesion of Keratinocytes Does not Involve Accumulation of ?1 Integrins at Cell-Cell Contacts and Does not Involve Changes in the Levels or Phosphorylation of Catenins","Braga V.M.M., Hajibagheri N., Watt F.M.",10615385,"Cell Communication and Adhesion",5, 2,14,0,0,0,0,0,14
1998,"Comparison of integrin, cadherin, and catenin expression in squamous cell carcinomas of the oral cavity","Bagutti C., Speight P.M., Watt F.M.",00223417,"Journal of Pathology",186, 1,53,7,3,4,14,0,67
1998,"Optimised retroviral infection of human epidermal keratinocytes: Long-term expression of transduced integrin gene following grafting on to SCID mice","Levy L., Broad S., Zhu A.J., Carroll J.M., Khazaal I., Peault B., Watt F.M.",09697128,"Gene Therapy",5, 7,39,1,2,5,8,0,47
1998,"Epidermal stem cells: Markers, patterning and the control of stem cell fate","Watt F.M.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",353, 1370,154,22,17,13,52,0,206
1998,"The Periplakin gene maps to 16p13.3 in human and 16A-B1 in mouse","Ruhrberg C., Williamson J.A., Maatta A., Watt F.M.",08887543,"Genomics",49, 1,2,0,0,0,0,0,2
1997,"Periplakin, a novel component of cornified envelopes and desmosomes that belongs to the plakin family and forms complexes with envoplakin","Ruhrberg C., Hajibagheri M.A.N., Parry D.A.D., Watt F.M.",00219525,"Journal of Cell Biology",139, 7,92,5,3,1,9,0,101
1997,"Antinuclear autoantibodies and lupus nephritis in transgenic mice expressing interferon ? in the epidermis","Seery J.P., Carroll J.M., Cattell V., Watt F.M.",00221007,"Journal of Experimental Medicine",186, 9,55,1,2,6,9,0,64
1997,"c-Myc promotes differentiation of human epidermal stem cells","Gandarillas A., Watt F.M.",08909369,"Genes and Development",11, 21,124,9,17,5,31,0,155
